C17020G_001E,C17020G_001EA,C17020G_001M,C17020G_001MA,C17020G_002E,C17020G_002EA,C17020G_002M,C17020G_002MA,C17020G_003E,C17020G_003EA,C17020G_003M,C17020G_003MA,C17020G_004E,C17020G_004EA,C17020G_004M,C17020G_004MA,C17020G_005E,C17020G_005EA,C17020G_005M,C17020G_005MA,C17020G_006E,C17020G_006EA,C17020G_006M,C17020G_006MA,C17020G_007E,C17020G_007EA,C17020G_007M,C17020G_007MA,C17020G_008E,C17020G_008EA,C17020G_008M,C17020G_008MA,C17020G_009E,C17020G_009EA,C17020G_009M,C17020G_009MA,GEO_ID,NAME,state
225680,null,12382,null,43272,null,6057,null,29658,null,4946,null,12628,null,2247,null,986,null,417,null,182408,null,10191,null,97503,null,7499,null,77837,null,5222,null,7068,null,1525,null,0400000US17,Illinois,17
112261,null,7038,null,34068,null,4477,null,20901,null,3045,null,12347,null,2203,null,820,null,431,null,78193,null,6344,null,40735,null,5107,null,33741,null,3138,null,3717,null,988,null,0400000US18,Indiana,18
52109,null,4581,null,13068,null,3143,null,7809,null,2238,null,5011,null,1508,null,248,null,211,null,39041,null,4250,null,23043,null,3286,null,14850,null,2063,null,1148,null,584,null,0400000US19,Iowa,19
77624,null,5911,null,18954,null,3435,null,12376,null,2587,null,6461,null,1592,null,117,null,105,null,58670,null,4896,null,29228,null,2855,null,26796,null,3004,null,2646,null,728,null,0400000US20,Kansas,20
68297,null,5631,null,22611,null,3378,null,14454,null,2637,null,7477,null,1535,null,680,null,404,null,45686,null,4526,null,23867,null,2817,null,17629,null,2409,null,4190,null,1237,null,0400000US21,Kentucky,21
61102,null,6012,null,15316,null,2584,null,9851,null,2422,null,5017,null,1128,null,448,null,321,null,45786,null,5239,null,21274,null,3385,null,21561,null,2728,null,2951,null,926,null,0400000US22,Louisiana,22
24213,null,2935,null,4052,null,1012,null,1685,null,661,null,2088,null,713,null,279,null,253,null,20161,null,2645,null,7905,null,1319,null,11516,null,1969,null,740,null,260,null,0400000US23,Maine,23
126533,null,8771,null,15224,null,3581,null,8519,null,2508,null,6202,null,1647,null,503,null,393,null,111309,null,7881,null,54462,null,5189,null,52798,null,4075,null,4049,null,1083,null,0400000US24,Maryland,24
149451,null,9408,null,28434,null,5366,null,14664,null,3645,null,12718,null,2787,null,1052,null,454,null,121017,null,8678,null,57627,null,4760,null,59012,null,5326,null,4378,null,1082,null,0400000US25,Massachusetts,25
191103,null,9792,null,51293,null,6087,null,28582,null,4083,null,21626,null,3187,null,1085,null,458,null,139810,null,8124,null,67476,null,5194,null,66012,null,4641,null,6322,null,1135,null,0400000US26,Michigan,26
101004,null,5469,null,20778,null,3128,null,12149,null,2393,null,8277,null,1375,null,352,null,232,null,80226,null,5470,null,46273,null,3621,null,31904,null,2864,null,2049,null,594,null,0400000US27,Minnesota,27
34925,null,4238,null,5369,null,1358,null,2549,null,882,null,2411,null,953,null,409,null,363,null,29556,null,3767,null,14069,null,2463,null,13201,null,2095,null,2286,null,919,null,0400000US28,Mississippi,28
122210,null,7736,null,32168,null,3895,null,18114,null,2781,null,13429,null,2087,null,625,null,391,null,90042,null,6652,null,43013,null,4306,null,41002,null,3979,null,6027,null,1107,null,0400000US29,Missouri,29
20788,null,2487,null,4136,null,1534,null,2909,null,1356,null,1094,null,515,null,133,null,157,null,16652,null,2457,null,8894,null,1689,null,7006,null,1410,null,752,null,394,null,0400000US30,Montana,30
34823,null,3143,null,9027,null,2137,null,3885,null,1314,null,4882,null,1287,null,260,null,270,null,25796,null,2743,null,11375,null,1714,null,13385,null,1725,null,1036,null,444,null,0400000US31,Nebraska,31
86167,null,7401,null,12987,null,2772,null,6871,null,2143,null,5721,null,1180,null,395,null,321,null,73180,null,6619,null,34189,null,4121,null,34853,null,3516,null,4138,null,1268,null,0400000US32,Nevada,32
15991,null,2241,null,2443,null,998,null,1698,null,778,null,745,null,482,null,0,null,255,null,13548,null,1971,null,6391,null,1214,null,6873,null,1240,null,284,null,239,null,0400000US33,New Hampshire,33
183872,null,11770,null,23200,null,4587,null,12098,null,3316,null,9959,null,2371,null,1143,null,459,null,160672,null,10901,null,68470,null,5793,null,86204,null,6673,null,5998,null,1228,null,0400000US34,New Jersey,34
58884,null,6515,null,10761,null,2583,null,6456,null,2081,null,4047,null,1180,null,258,null,185,null,48123,null,5717,null,19799,null,3396,null,24077,null,3402,null,4247,null,1066,null,0400000US35,New Mexico,35
379792,null,16207,null,80757,null,9159,null,39787,null,5350,null,38010,null,4746,null,2960,null,824,null,299035,null,14108,null,128252,null,8144,null,151525,null,8896,null,19258,null,2314,null,0400000US36,New York,36
180645,null,10770,null,44561,null,6857,null,26361,null,4595,null,17672,null,3211,null,528,null,376,null,136084,null,8909,null,69974,null,5195,null,60902,null,5472,null,5208,null,1281,null,0400000US37,North Carolina,37
10025,null,1659,null,1312,null,638,null,1070,null,584,null,167,null,138,null,75,null,104,null,8713,null,1589,null,4474,null,1215,null,3927,null,959,null,312,null,241,null,0400000US38,North Dakota,38
197061,null,9070,null,56946,null,6084,null,34981,null,4652,null,20766,null,2579,null,1199,null,550,null,140115,null,9483,null,72028,null,6363,null,61846,null,4977,null,6241,null,1357,null,0400000US39,Ohio,39
252696,null,8419,null,57981,null,5681,null,29895,null,3721,null,26315,null,2880,null,1771,null,529,null,194715,null,8460,null,74629,null,4995,null,105603,null,5283,null,14483,null,1472,null,0400000US40,Oklahoma,40
129613,null,7835,null,22563,null,3356,null,11228,null,2558,null,10572,null,1789,null,763,null,442,null,107050,null,7660,null,48047,null,4240,null,53701,null,4626,null,5302,null,919,null,0400000US41,Oregon,41
185068,null,9140,null,46965,null,5130,null,26253,null,3978,null,19330,null,2318,null,1382,null,525,null,138103,null,7585,null,71852,null,5435,null,60247,null,3724,null,6004,null,1170,null,0400000US42,Pennsylvania,42
18436,null,3028,null,3829,null,1670,null,1783,null,1053,null,1886,null,875,null,160,null,257,null,14607,null,2787,null,6973,null,1879,null,6606,null,1570,null,1028,null,571,null,0400000US44,Rhode Island,44
64315,null,5601,null,19383,null,3083,null,12706,null,2385,null,6129,null,1508,null,548,null,364,null,44932,null,4705,null,23970,null,3477,null,18691,null,2388,null,2271,null,727,null,0400000US45,South Carolina,45
16203,null,2548,null,2773,null,892,null,1262,null,600,null,1393,null,586,null,118,null,166,null,13430,null,2539,null,6847,null,1408,null,5913,null,1663,null,670,null,520,null,0400000US46,South Dakota,46
99286,null,6894,null,24387,null,3710,null,14190,null,2675,null,9390,null,1880,null,807,null,408,null,74899,null,5960,null,35633,null,4551,null,34864,null,3567,null,4402,null,857,null,0400000US47,Tennessee,47
517905,null,17296,null,82690,null,7558,null,46026,null,6082,null,32731,null,3946,null,3933,null,879,null,435215,null,14608,null,202077,null,8565,null,211256,null,9522,null,21882,null,2394,null,0400000US48,Texas,48
60069,null,5498,null,6381,null,1339,null,4125,null,1227,null,2256,null,707,null,0,null,265,null,53688,null,5413,null,31464,null,3932,null,20814,null,2524,null,1410,null,730,null,0400000US49,Utah,49
10769,null,1366,null,2774,null,919,null,1327,null,529,null,1421,null,591,null,26,null,30,null,7995,null,1280,null,3063,null,691,null,4605,null,861,null,327,null,172,null,0400000US50,Vermont,50
184410,null,12471,null,22610,null,3981,null,14529,null,3421,null,7555,null,1636,null,526,null,445,null,161800,null,11111,null,82876,null,6902,null,74013,null,6302,null,4911,null,1081,null,0400000US51,Virginia,51
275508,null,11327,null,38948,null,5120,null,19401,null,3408,null,18763,null,2952,null,784,null,428,null,236560,null,10928,null,116503,null,7331,null,111693,null,6237,null,8364,null,1444,null,0400000US53,Washington,53
28750,null,3280,null,8363,null,2254,null,4188,null,1700,null,3876,null,987,null,299,null,204,null,20387,null,2780,null,8025,null,1780,null,10880,null,1736,null,1482,null,543,null,0400000US54,West Virginia,54
84284,null,5906,null,19358,null,2787,null,12503,null,2362,null,6488,null,1463,null,367,null,220,null,64926,null,5196,null,36367,null,3713,null,26762,null,2850,null,1797,null,535,null,0400000US55,Wisconsin,55
13457,null,1891,null,2212,null,797,null,794,null,606,null,1374,null,638,null,44,null,74,null,11245,null,1839,null,5921,null,1410,null,5015,null,1111,null,309,null,267,null,0400000US56,Wyoming,56
430247,null,14931,null,225345,null,13802,null,76778,null,6139,null,128929,null,8751,null,19638,null,2391,null,204902,null,9895,null,42706,null,4209,null,139671,null,7823,null,22525,null,2046,null,0400000US72,Puerto Rico,72
