C17020H_001E,C17020H_001EA,C17020H_001M,C17020H_001MA,C17020H_002E,C17020H_002EA,C17020H_002M,C17020H_002MA,C17020H_003E,C17020H_003EA,C17020H_003M,C17020H_003MA,C17020H_004E,C17020H_004EA,C17020H_004M,C17020H_004MA,C17020H_005E,C17020H_005EA,C17020H_005M,C17020H_005MA,C17020H_006E,C17020H_006EA,C17020H_006M,C17020H_006MA,C17020H_007E,C17020H_007EA,C17020H_007M,C17020H_007MA,C17020H_008E,C17020H_008EA,C17020H_008M,C17020H_008MA,C17020H_009E,C17020H_009EA,C17020H_009M,C17020H_009MA,GEO_ID,NAME,state
808985,null,3906,null,85106,null,6830,null,17379,null,3226,null,55980,null,4628,null,11747,null,1785,null,723879,null,7545,null,130378,null,4146,null,450509,null,4768,null,142992,null,2470,null,0400000US35,New Mexico,35
11358999,null,9115,null,1036707,null,27249,null,258532,null,12955,null,630953,null,15835,null,147222,null,6365,null,10322292,null,28533,null,1990994,null,13347,null,6632664,null,17215,null,1698634,null,7110,null,0400000US36,New York,36
6086034,null,6843,null,654139,null,19284,null,160686,null,8994,null,420478,null,13439,null,72975,null,4530,null,5431895,null,20534,null,1130099,null,9819,null,3451564,null,13723,null,850232,null,5334,null,0400000US37,North Carolina,37
553278,null,865,null,53619,null,4143,null,10343,null,2037,null,33937,null,3167,null,9339,null,1093,null,499659,null,4220,null,105390,null,2183,null,318775,null,3204,null,75494,null,1096,null,0400000US38,North Dakota,38
9241995,null,5646,null,1109314,null,29292,null,326450,null,15542,null,684215,null,17673,null,98649,null,4537,null,8132681,null,30456,null,1708235,null,16150,null,5164543,null,17966,null,1259903,null,6243,null,0400000US39,Ohio,39
2533057,null,4287,null,314858,null,12013,null,85162,null,6002,null,195508,null,7637,null,34188,null,2696,null,2218199,null,12568,null,462047,null,6019,null,1387651,null,8375,null,368501,null,3458,null,0400000US40,Oklahoma,40
2982252,null,3143,null,368941,null,12773,null,92205,null,5979,null,239844,null,9224,null,36892,null,3309,null,2613311,null,12839,null,488771,null,5981,null,1696529,null,9362,null,428011,null,3533,null,0400000US41,Oregon,41
9865149,null,7950,null,913452,null,18667,null,222934,null,11231,null,560324,null,14233,null,130194,null,5267,null,8951697,null,20503,null,1758569,null,11560,null,5657433,null,15167,null,1535695,null,5711,null,0400000US42,Pennsylvania,42
790687,null,2718,null,62270,null,5660,null,14512,null,2923,null,38338,null,4087,null,9420,null,1638,null,728417,null,6020,null,133595,null,3055,null,475303,null,4500,null,119519,null,1618,null,0400000US44,Rhode Island,44
2876916,null,4381,null,314074,null,14586,null,76748,null,7072,null,200576,null,8796,null,36750,null,2976,null,2562842,null,14552,null,524854,null,7189,null,1606451,null,8886,null,431537,null,3017,null,0400000US45,South Carolina,45
668129,null,2550,null,67494,null,6395,null,15586,null,3055,null,42015,null,3785,null,9893,null,1516,null,600635,null,6401,null,130029,null,3492,null,376585,null,3957,null,94021,null,1528,null,0400000US46,South Dakota,46
4709764,null,4946,null,643802,null,18478,null,175519,null,9407,null,396891,null,12455,null,71392,null,4626,null,4065962,null,18738,null,833192,null,8998,null,2598992,null,13000,null,633778,null,4976,null,0400000US47,Tennessee,47
11277149,null,11115,null,1010170,null,25357,null,233298,null,12824,null,660630,null,16599,null,116242,null,5657,null,10266979,null,25450,null,2203822,null,12747,null,6527912,null,17665,null,1535245,null,7545,null,0400000US48,Texas,48
2223851,null,2625,null,208947,null,12035,null,59441,null,6596,null,136166,null,7851,null,13340,null,1655,null,2014904,null,12428,null,589651,null,7017,null,1213855,null,7995,null,211398,null,1957,null,0400000US49,Utah,49
569518,null,1356,null,61687,null,4741,null,13868,null,2197,null,41167,null,3248,null,6652,null,976,null,507831,null,4979,null,99455,null,2322,null,331196,null,3378,null,77180,null,973,null,0400000US50,Vermont,50
5054670,null,7747,null,394027,null,16496,null,96053,null,7710,null,252009,null,11199,null,45965,null,3227,null,4660643,null,18306,null,971407,null,8448,null,3008956,null,11759,null,680280,null,3770,null,0400000US51,Virginia,51
4865405,null,4434,null,489635,null,15895,null,112134,null,9043,null,332421,null,9846,null,45080,null,3332,null,4375770,null,16494,null,873092,null,9529,null,2858805,null,9896,null,643873,null,3775,null,0400000US53,Washington,53
1659884,null,2590,null,284152,null,10874,null,76957,null,4844,null,180539,null,6827,null,26656,null,2515,null,1375732,null,11213,null,264214,null,4648,null,873054,null,7226,null,238464,null,2684,null,0400000US54,West Virginia,54
4658658,null,4169,null,441945,null,14483,null,105212,null,7363,null,287740,null,9233,null,48993,null,3221,null,4216713,null,14817,null,868275,null,7742,null,2712050,null,9187,null,636388,null,3611,null,0400000US55,Wisconsin,55
456445,null,907,null,38703,null,4576,null,10773,null,2278,null,24022,null,2711,null,3908,null,859,null,417742,null,4498,null,90601,null,2584,null,270910,null,2692,null,56231,null,1423,null,0400000US56,Wyoming,56
37194,null,3352,null,14859,null,2069,null,4012,null,809,null,9561,null,1847,null,1286,null,518,null,22335,null,2806,null,5784,null,1618,null,13548,null,1827,null,3003,null,689,null,0400000US72,Puerto Rico,72
