C17020H_001E,C17020H_001EA,C17020H_001M,C17020H_001MA,C17020H_002E,C17020H_002EA,C17020H_002M,C17020H_002MA,C17020H_003E,C17020H_003EA,C17020H_003M,C17020H_003MA,C17020H_004E,C17020H_004EA,C17020H_004M,C17020H_004MA,C17020H_005E,C17020H_005EA,C17020H_005M,C17020H_005MA,C17020H_006E,C17020H_006EA,C17020H_006M,C17020H_006MA,C17020H_007E,C17020H_007EA,C17020H_007M,C17020H_007MA,C17020H_008E,C17020H_008EA,C17020H_008M,C17020H_008MA,C17020H_009E,C17020H_009EA,C17020H_009M,C17020H_009MA,GEO_ID,NAME,state
3134274,null,4564,null,364772,null,14069,null,94258,null,5557,null,228326,null,10132,null,42188,null,3021,null,2769502,null,14415,null,582743,null,6085,null,1729454,null,10557,null,457305,null,3240,null,0400000US01,Alabama,01
444882,null,1395,null,28130,null,3946,null,8784,null,2039,null,18268,null,2488,null,1078,null,442,null,416752,null,4613,null,91024,null,2324,null,288889,null,2889,null,36839,null,557,null,0400000US02,Alaska,02
3711343,null,5017,null,366687,null,16019,null,79987,null,7726,null,241956,null,11509,null,44744,null,3751,null,3344656,null,16310,null,630448,null,8144,null,2054526,null,11758,null,659682,null,4048,null,0400000US04,Arizona,04
2109262,null,3859,null,288673,null,12595,null,84547,null,5555,null,170383,null,8616,null,33743,null,2709,null,1820589,null,13970,null,376843,null,6026,null,1132661,null,9143,null,311085,null,3428,null,0400000US05,Arkansas,05
15020586,null,9877,null,1302997,null,26192,null,243880,null,11329,null,895134,null,18705,null,163983,null,6409,null,13717589,null,27471,null,2468152,null,12618,null,8895408,null,20046,null,2354029,null,7937,null,0400000US06,California,06
3476703,null,4354,null,296098,null,12592,null,58294,null,5858,null,206200,null,9375,null,31604,null,3337,null,3180605,null,12008,null,651165,null,6027,null,2126402,null,8764,null,403038,null,3547,null,0400000US08,Colorado,08
2491200,null,4442,null,138373,null,10017,null,26104,null,3829,null,92943,null,6795,null,19326,null,1927,null,2352827,null,10279,null,484064,null,4292,null,1485210,null,7123,null,383553,null,2393,null,0400000US09,Connecticut,09
581686,null,1733,null,43981,null,6201,null,12405,null,2866,null,26448,null,3721,null,5128,null,1007,null,537705,null,6574,null,104414,null,3073,null,336582,null,3860,null,96709,null,1146,null,0400000US10,Delaware,10
182505,null,1996,null,12844,null,2026,null,613,null,639,null,11666,null,1943,null,565,null,390,null,169661,null,2535,null,22176,null,914,null,127606,null,2182,null,19879,null,1582,null,0400000US11,District of Columbia,11
10768242,null,7901,null,1134181,null,22729,null,250129,null,11695,null,709280,null,15339,null,174772,null,7545,null,9634061,null,24433,null,1666439,null,12402,null,5718221,null,16964,null,2249401,null,9152,null,0400000US12,Florida,12
5494258,null,10521,null,567318,null,21999,null,144224,null,11698,null,361121,null,13003,null,61973,null,3495,null,4926940,null,23834,null,1124357,null,12428,null,3130720,null,14144,null,671863,null,3590,null,0400000US13,Georgia,13
314928,null,1981,null,32947,null,4522,null,6526,null,2299,null,24362,null,3270,null,2059,null,491,null,281981,null,4604,null,46596,null,2381,null,195026,null,3512,null,40359,null,868,null,0400000US15,Hawaii,15
1277883,null,2209,null,156824,null,10276,null,46145,null,5048,null,96913,null,6152,null,13766,null,1608,null,1121059,null,10371,null,270899,null,5118,null,693242,null,6201,null,156918,null,2068,null,0400000US16,Idaho,16
8103990,null,7243,null,692547,null,21167,null,173156,null,10759,null,442134,null,14171,null,77257,null,4539,null,7411443,null,22877,null,1525209,null,11759,null,4760708,null,14042,null,1125526,null,6085,null,0400000US17,Illinois,17
5155684,null,5222,null,582263,null,17349,null,167240,null,8492,null,364484,null,11538,null,50539,null,3631,null,4573421,null,18715,null,1019178,null,9974,null,2888169,null,12216,null,666074,null,4399,null,0400000US18,Indiana,18
2616075,null,2618,null,272433,null,11315,null,76447,null,6540,null,167334,null,6395,null,28652,null,1981,null,2343642,null,11626,null,509814,null,6906,null,1460529,null,6367,null,373299,null,2253,null,0400000US19,Iowa,19
2188895,null,3576,null,233887,null,11626,null,60926,null,6560,null,151698,null,6426,null,21263,null,1863,null,1955008,null,11017,null,434174,null,6842,null,1229830,null,6214,null,291004,null,2033,null,0400000US20,Kansas,20
3664116,null,4558,null,617327,null,19742,null,185023,null,10106,null,370689,null,11561,null,61615,null,3933,null,3046789,null,21358,null,634059,null,10858,null,1967754,null,12402,null,444976,null,3920,null,0400000US21,Kentucky,21
2693861,null,5192,null,285013,null,13808,null,71186,null,6744,null,178328,null,8812,null,35499,null,3088,null,2408848,null,14504,null,523712,null,6768,null,1531875,null,9265,null,353261,null,3911,null,0400000US22,Louisiana,22
1208890,null,4070,null,137878,null,7804,null,36298,null,3821,null,85102,null,4874,null,16478,null,2111,null,1071012,null,8535,null,200906,null,4298,null,693109,null,5343,null,176997,null,2109,null,0400000US23,Maine,23
3161514,null,4834,null,196897,null,10546,null,41467,null,4828,null,125926,null,6953,null,29504,null,2722,null,2964617,null,11305,null,618116,null,5093,null,1895166,null,7883,null,451335,null,3436,null,0400000US24,Maryland,24
4979655,null,6579,null,359596,null,14734,null,68927,null,7037,null,234015,null,10168,null,56654,null,3406,null,4620059,null,15728,null,919617,null,7329,null,2996388,null,11042,null,704054,null,3842,null,0400000US25,Massachusetts,25
7548390,null,4847,null,908742,null,21360,null,250733,null,10898,null,574995,null,13702,null,83014,null,5752,null,6639648,null,22011,null,1375836,null,11704,null,4227824,null,13737,null,1035988,null,6159,null,0400000US26,Michigan,26
4354790,null,3573,null,359021,null,13064,null,79376,null,5533,null,231989,null,9156,null,47656,null,3359,null,3995769,null,13104,null,865948,null,6268,null,2575500,null,9374,null,554321,null,3083,null,0400000US27,Minnesota,27
1671187,null,3566,null,217889,null,13528,null,62169,null,6216,null,130088,null,7883,null,25632,null,2922,null,1453298,null,13226,null,316234,null,6331,null,897143,null,8184,null,239921,null,3257,null,0400000US28,Mississippi,28
4771835,null,4309,null,578417,null,19102,null,171513,null,9387,null,350339,null,11611,null,56565,null,3227,null,4193418,null,20194,null,890894,null,10384,null,2657324,null,12439,null,645200,null,3574,null,0400000US29,Missouri,29
830836,null,2129,null,103281,null,7947,null,28025,null,3908,null,65083,null,5181,null,10173,null,1559,null,727555,null,8002,null,144239,null,4168,null,465499,null,4767,null,117817,null,1685,null,0400000US30,Montana,30
1450867,null,3648,null,139588,null,8516,null,30719,null,3792,null,93071,null,6381,null,15798,null,1601,null,1311279,null,9621,null,295702,null,5084,null,817778,null,6365,null,197799,null,1844,null,0400000US31,Nebraska,31
1453591,null,3683,null,120870,null,10468,null,27027,null,4818,null,78601,null,6320,null,15242,null,2104,null,1332721,null,10957,null,255424,null,5661,null,861011,null,6238,null,216286,null,2258,null,0400000US32,Nevada,32
1192623,null,1800,null,90053,null,7404,null,21955,null,4065,null,56915,null,4184,null,11183,null,1818,null,1102570,null,7615,null,228057,null,4329,null,720609,null,4203,null,153904,null,1836,null,0400000US33,New Hampshire,33
5208792,null,6276,null,280397,null,13189,null,68290,null,6499,null,164144,null,7873,null,47963,null,3277,null,4928395,null,15099,null,1004301,null,7299,null,3106116,null,9801,null,817978,null,4431,null,0400000US34,New Jersey,34
