B16005_001E,B16005_001EA,B16005_001M,B16005_001MA,B16005_002E,B16005_002EA,B16005_002M,B16005_002MA,B16005_003E,B16005_003EA,B16005_003M,B16005_003MA,B16005_004E,B16005_004EA,B16005_004M,B16005_004MA,B16005_005E,B16005_005EA,B16005_005M,B16005_005MA,B16005_006E,B16005_006EA,B16005_006M,B16005_006MA,B16005_007E,B16005_007EA,B16005_007M,B16005_007MA,B16005_008E,B16005_008EA,B16005_008M,B16005_008MA,B16005_009E,B16005_009EA,B16005_009M,B16005_009MA,B16005_010E,B16005_010EA,B16005_010M,B16005_010MA,B16005_011E,B16005_011EA,B16005_011M,B16005_011MA,B16005_012E,B16005_012EA,B16005_012M,B16005_012MA,B16005_013E,B16005_013EA,B16005_013M,B16005_013MA,B16005_014E,B16005_014EA,B16005_014M,B16005_014MA,B16005_015E,B16005_015EA,B16005_015M,B16005_015MA,B16005_016E,B16005_016EA,B16005_016M,B16005_016MA,B16005_017E,B16005_017EA,B16005_017M,B16005_017MA,B16005_018E,B16005_018EA,B16005_018M,B16005_018MA,B16005_019E,B16005_019EA,B16005_019M,B16005_019MA,B16005_020E,B16005_020EA,B16005_020M,B16005_020MA,B16005_021E,B16005_021EA,B16005_021M,B16005_021MA,B16005_022E,B16005_022EA,B16005_022M,B16005_022MA,B16005_023E,B16005_023EA,B16005_023M,B16005_023MA,B16005_024E,B16005_024EA,B16005_024M,B16005_024MA,B16005_025E,B16005_025EA,B16005_025M,B16005_025MA,B16005_026E,B16005_026EA,B16005_026M,B16005_026MA,B16005_027E,B16005_027EA,B16005_027M,B16005_027MA,B16005_028E,B16005_028EA,B16005_028M,B16005_028MA,B16005_029E,B16005_029EA,B16005_029M,B16005_029MA,B16005_030E,B16005_030EA,B16005_030M,B16005_030MA,B16005_031E,B16005_031EA,B16005_031M,B16005_031MA,B16005_032E,B16005_032EA,B16005_032M,B16005_032MA,B16005_033E,B16005_033EA,B16005_033M,B16005_033MA,B16005_034E,B16005_034EA,B16005_034M,B16005_034MA,B16005_035E,B16005_035EA,B16005_035M,B16005_035MA,B16005_036E,B16005_036EA,B16005_036M,B16005_036MA,B16005_037E,B16005_037EA,B16005_037M,B16005_037MA,B16005_038E,B16005_038EA,B16005_038M,B16005_038MA,B16005_039E,B16005_039EA,B16005_039M,B16005_039MA,B16005_040E,B16005_040EA,B16005_040M,B16005_040MA,B16005_041E,B16005_041EA,B16005_041M,B16005_041MA,B16005_042E,B16005_042EA,B16005_042M,B16005_042MA,B16005_043E,B16005_043EA,B16005_043M,B16005_043MA,B16005_044E,B16005_044EA,B16005_044M,B16005_044MA,B16005_045E,B16005_045EA,B16005_045M,B16005_045MA,GEO_ID,NAME,state
4394837,null,2930,null,4250109,null,4821,null,4164437,null,6507,null,58218,null,4455,null,44840,null,4308,null,8317,null,1628,null,4736,null,1116,null,325,null,168,null,15835,null,1917,null,14338,null,1853,null,1022,null,504,null,475,null,269,null,0,null,273,null,8987,null,1748,null,8212,null,1663,null,444,null,334,null,224,null,198,null,107,null,124,null,2632,null,1007,null,2277,null,826,null,212,null,255,null,143,null,239,null,0,null,273,null,144728,null,4204,null,26736,null,3013,null,66081,null,3443,null,13788,null,2246,null,13752,null,1934,null,25793,null,2913,null,12748,null,1730,null,21030,null,2393,null,14436,null,1776,null,4706,null,1197,null,1485,null,612,null,403,null,342,null,23780,null,2306,null,9642,null,1854,null,8128,null,1527,null,5086,null,1310,null,924,null,449,null,7101,null,2597,null,5189,null,1824,null,1006,null,960,null,845,null,984,null,61,null,80,null,0400000US01,Alabama,01
643692,null,1295,null,594902,null,3537,null,529358,null,5369,null,17153,null,2059,null,16066,null,2044,null,725,null,443,null,310,null,276,null,52,null,89,null,8138,null,2017,null,7436,null,1912,null,541,null,430,null,126,null,162,null,35,null,62,null,8787,null,1646,null,6760,null,1309,null,1686,null,847,null,341,null,211,null,0,null,244,null,31466,null,2299,null,21573,null,1956,null,8255,null,1094,null,1529,null,385,null,109,null,92,null,48790,null,3394,null,8685,null,1631,null,9706,null,2246,null,3801,null,1149,null,4215,null,1686,null,1462,null,661,null,228,null,151,null,6074,null,1531,null,3617,null,1144,null,1889,null,882,null,568,null,422,null,0,null,244,null,22705,null,1812,null,7176,null,1690,null,10543,null,1849,null,4201,null,1150,null,785,null,422,null,1620,null,978,null,577,null,360,null,602,null,370,null,319,null,249,null,122,null,175,null,0400000US02,Alaska,02
6079191,null,1576,null,5158409,null,20649,null,4267652,null,24693,null,696561,null,15549,null,587898,null,13545,null,77286,null,5817,null,25219,null,3141,null,6158,null,1791,null,46134,null,4189,null,40408,null,3922,null,3444,null,752,null,2282,null,883,null,0,null,305,null,22348,null,3157,null,19102,null,2881,null,1916,null,811,null,1072,null,625,null,258,null,391,null,125714,null,5822,null,96270,null,5819,null,18307,null,2630,null,8223,null,1567,null,2914,null,681,null,920782,null,20357,null,127927,null,7386,null,607596,null,15438,null,182547,null,7806,null,117153,null,7384,null,174574,null,8168,null,133322,null,9850,null,80167,null,7021,null,52482,null,4704,null,17141,null,2371,null,8282,null,2126,null,2262,null,1146,null,76276,null,4057,null,37186,null,3721,null,22928,null,2909,null,12119,null,2067,null,4043,null,1439,null,28816,null,5366,null,15097,null,2989,null,7865,null,2467,null,4329,null,2001,null,1525,null,1220,null,0400000US04,Arizona,04
2687139,null,2239,null,2567951,null,5308,null,2487491,null,7108,null,61893,null,4373,null,47658,null,4243,null,8941,null,1658,null,4964,null,1489,null,330,null,343,null,10250,null,2027,null,8597,null,1810,null,797,null,464,null,789,null,461,null,67,null,121,null,5531,null,1178,null,4766,null,1153,null,765,null,518,null,0,null,273,null,0,null,273,null,2786,null,1766,null,2468,null,1726,null,103,null,171,null,215,null,225,null,0,null,273,null,119188,null,4645,null,17133,null,2374,null,74645,null,3326,null,21105,null,2439,null,18250,null,2456,null,21941,null,2846,null,13349,null,2493,null,9373,null,2213,null,5450,null,1461,null,3398,null,1325,null,155,null,180,null,370,null,368,null,16707,null,1883,null,7578,null,1598,null,4768,null,973,null,3886,null,1184,null,475,null,242,null,1330,null,701,null,1022,null,552,null,308,null,281,null,0,null,273,null,0,null,273,null,0400000US05,Arkansas,05
34212484,null,3343,null,24313160,null,46710,null,18538553,null,52729,null,4604341,null,32918,null,3801176,null,28087,null,586187,null,15039,null,183866,null,7062,null,33112,null,3077,null,416583,null,13347,null,374057,null,12643,null,29406,null,3329,null,12407,null,1663,null,713,null,464,null,667635,null,14197,null,540706,null,13115,null,89844,null,5350,null,33510,null,3064,null,3575,null,1231,null,86048,null,7162,null,76905,null,6423,null,6378,null,1669,null,2475,null,1120,null,290,null,296,null,9899324,null,46378,null,923217,null,16802,null,5212091,null,37296,null,1357041,null,22800,null,1200348,null,22567,null,1596113,null,24055,null,1058589,null,20186,null,1088802,null,24659,null,634913,null,16996,null,258469,null,10332,null,133164,null,9365,null,62256,null,5844,null,2457701,null,22067,null,1043898,null,18736,null,713868,null,14039,null,531693,null,12017,null,168242,null,7863,null,217513,null,11566,null,132854,null,8849,null,55537,null,5303,null,21087,null,3399,null,8035,null,2228,null,0400000US06,California,06
4660034,null,1862,null,4176622,null,14901,null,3808217,null,15863,null,287293,null,9029,null,228065,null,8212,null,38661,null,3846,null,17647,null,2378,null,2920,null,1133,null,48577,null,4049,null,42798,null,4046,null,3522,null,832,null,2102,null,634,null,155,null,250,null,22618,null,2780,null,17680,null,2418,null,3290,null,1250,null,1584,null,881,null,64,null,108,null,9917,null,2505,null,8127,null,2103,null,1505,null,739,null,225,null,210,null,60,null,98,null,483412,null,14570,null,74886,null,5300,null,265635,null,12118,null,71763,null,6318,null,66710,null,5355,null,85341,null,6413,null,41821,null,3929,null,61602,null,5237,null,41035,null,3433,null,12414,null,2368,null,6320,null,1885,null,1833,null,813,null,60957,null,3378,null,27128,null,2900,null,17198,null,1991,null,11964,null,1864,null,4667,null,1475,null,20332,null,3866,null,9763,null,2365,null,4415,null,1342,null,3666,null,1534,null,2488,null,1441,null,0400000US08,Colorado,08
3308919,null,1147,null,2852705,null,11479,null,2518586,null,12857,null,227583,null,7790,null,164534,null,7106,null,30473,null,3191,null,23900,null,2879,null,8676,null,1848,null,87260,null,5862,null,75349,null,5469,null,8617,null,1374,null,2862,null,834,null,432,null,306,null,13066,null,1967,null,10668,null,1682,null,1690,null,773,null,662,null,399,null,46,null,77,null,6210,null,1647,null,5642,null,1510,null,508,null,399,null,60,null,99,null,0,null,277,null,456214,null,11328,null,114439,null,6170,null,112982,null,6609,null,33742,null,3831,null,28194,null,3104,null,34657,null,4356,null,16389,null,2771,null,160041,null,8847,null,88534,null,6539,null,37484,null,3386,null,26673,null,3017,null,7350,null,2182,null,55950,null,4294,null,26254,null,2569,null,17605,null,2579,null,9511,null,2105,null,2580,null,1034,null,12802,null,2463,null,7341,null,1499,null,3535,null,934,null,1727,null,903,null,199,null,167,null,0400000US09,Connecticut,09
825661,null,256,null,752454,null,4961,null,713040,null,6372,null,24254,null,2752,null,18463,null,2640,null,3678,null,862,null,1979,null,875,null,134,null,177,null,10756,null,2244,null,9638,null,2005,null,790,null,481,null,328,null,236,null,0,null,263,null,3570,null,1235,null,2877,null,1132,null,403,null,445,null,290,null,303,null,0,null,263,null,834,null,436,null,710,null,386,null,124,null,219,null,0,null,263,null,0,null,263,null,73207,null,4946,null,18221,null,3332,null,21623,null,2643,null,5828,null,1757,null,4754,null,1309,null,7966,null,2028,null,3075,null,1167,null,16251,null,3027,null,9284,null,1966,null,4521,null,1684,null,1603,null,699,null,843,null,712,null,12739,null,2301,null,7578,null,1820,null,3740,null,1052,null,1214,null,693,null,207,null,274,null,4373,null,1615,null,3317,null,1088,null,864,null,729,null,146,null,245,null,46,null,77,null,0400000US10,Delaware,10
561505,null,772,null,490849,null,4638,null,463191,null,4470,null,16631,null,2509,null,13950,null,2346,null,1830,null,709,null,851,null,559,null,0,null,296,null,7590,null,1388,null,6631,null,1365,null,588,null,342,null,371,null,270,null,0,null,296,null,2159,null,662,null,1921,null,631,null,204,null,182,null,34,null,58,null,0,null,296,null,1278,null,527,null,899,null,438,null,379,null,384,null,0,null,296,null,0,null,296,null,70656,null,4673,null,27788,null,3934,null,18967,null,2760,null,7195,null,1585,null,6242,null,1572,null,3864,null,1535,null,1666,null,867,null,12875,null,2059,null,10857,null,1858,null,1652,null,866,null,184,null,186,null,182,null,214,null,5565,null,1167,null,3358,null,923,null,1489,null,585,null,681,null,469,null,37,null,66,null,5461,null,1468,null,3014,null,975,null,1937,null,813,null,465,null,248,null,45,null,73,null,0400000US11,District of Columbia,11
17374812,null,2501,null,13907531,null,36036,null,12127183,null,35507,null,1431360,null,25549,null,1147912,null,20515,null,171716,null,8480,null,89923,null,6109,null,21809,null,3339,null,273691,null,12487,null,239322,null,11861,null,23982,null,3219,null,9824,null,1659,null,563,null,371,null,49386,null,4300,null,42241,null,4028,null,4647,null,1274,null,2259,null,1125,null,239,null,236,null,25911,null,4102,null,23194,null,4088,null,1852,null,802,null,865,null,382,null,0,null,305,null,3467281,null,36325,null,674671,null,17785,null,1921445,null,24243,null,648142,null,14806,null,444114,null,13661,null,500721,null,14748,null,328468,null,13863,null,612426,null,19657,null,319910,null,11832,null,173053,null,9835,null,91423,null,7056,null,28040,null,4146,null,203298,null,7603,null,96152,null,5782,null,61152,null,4832,null,36335,null,3361,null,9659,null,2162,null,55441,null,6156,null,37935,null,4768,null,12780,null,2267,null,3818,null,1061,null,908,null,799,null,0400000US12,Florida,12
