B16005_001E,B16005_001EA,B16005_001M,B16005_001MA,B16005_002E,B16005_002EA,B16005_002M,B16005_002MA,B16005_003E,B16005_003EA,B16005_003M,B16005_003MA,B16005_004E,B16005_004EA,B16005_004M,B16005_004MA,B16005_005E,B16005_005EA,B16005_005M,B16005_005MA,B16005_006E,B16005_006EA,B16005_006M,B16005_006MA,B16005_007E,B16005_007EA,B16005_007M,B16005_007MA,B16005_008E,B16005_008EA,B16005_008M,B16005_008MA,B16005_009E,B16005_009EA,B16005_009M,B16005_009MA,B16005_010E,B16005_010EA,B16005_010M,B16005_010MA,B16005_011E,B16005_011EA,B16005_011M,B16005_011MA,B16005_012E,B16005_012EA,B16005_012M,B16005_012MA,B16005_013E,B16005_013EA,B16005_013M,B16005_013MA,B16005_014E,B16005_014EA,B16005_014M,B16005_014MA,B16005_015E,B16005_015EA,B16005_015M,B16005_015MA,B16005_016E,B16005_016EA,B16005_016M,B16005_016MA,B16005_017E,B16005_017EA,B16005_017M,B16005_017MA,B16005_018E,B16005_018EA,B16005_018M,B16005_018MA,B16005_019E,B16005_019EA,B16005_019M,B16005_019MA,B16005_020E,B16005_020EA,B16005_020M,B16005_020MA,B16005_021E,B16005_021EA,B16005_021M,B16005_021MA,B16005_022E,B16005_022EA,B16005_022M,B16005_022MA,B16005_023E,B16005_023EA,B16005_023M,B16005_023MA,B16005_024E,B16005_024EA,B16005_024M,B16005_024MA,B16005_025E,B16005_025EA,B16005_025M,B16005_025MA,B16005_026E,B16005_026EA,B16005_026M,B16005_026MA,B16005_027E,B16005_027EA,B16005_027M,B16005_027MA,B16005_028E,B16005_028EA,B16005_028M,B16005_028MA,B16005_029E,B16005_029EA,B16005_029M,B16005_029MA,B16005_030E,B16005_030EA,B16005_030M,B16005_030MA,B16005_031E,B16005_031EA,B16005_031M,B16005_031MA,B16005_032E,B16005_032EA,B16005_032M,B16005_032MA,B16005_033E,B16005_033EA,B16005_033M,B16005_033MA,B16005_034E,B16005_034EA,B16005_034M,B16005_034MA,B16005_035E,B16005_035EA,B16005_035M,B16005_035MA,B16005_036E,B16005_036EA,B16005_036M,B16005_036MA,B16005_037E,B16005_037EA,B16005_037M,B16005_037MA,B16005_038E,B16005_038EA,B16005_038M,B16005_038MA,B16005_039E,B16005_039EA,B16005_039M,B16005_039MA,B16005_040E,B16005_040EA,B16005_040M,B16005_040MA,B16005_041E,B16005_041EA,B16005_041M,B16005_041MA,B16005_042E,B16005_042EA,B16005_042M,B16005_042MA,B16005_043E,B16005_043EA,B16005_043M,B16005_043MA,B16005_044E,B16005_044EA,B16005_044M,B16005_044MA,B16005_045E,B16005_045EA,B16005_045M,B16005_045MA,GEO_ID,NAME,state
9084812,null,2958,null,8173358,null,17573,null,7778436,null,17172,null,263804,null,10320,null,206708,null,9869,null,35734,null,3691,null,17825,null,2569,null,3537,null,1479,null,76303,null,5984,null,68880,null,5880,null,4070,null,966,null,3280,null,856,null,73,null,114,null,40805,null,3491,null,32628,null,3397,null,6192,null,1444,null,1946,null,635,null,39,null,66,null,14010,null,3090,null,12989,null,2913,null,857,null,506,null,164,null,166,null,0,null,296,null,911454,null,17692,null,171601,null,9570,null,394482,null,9127,null,100098,null,6370,null,80477,null,5278,null,135518,null,7750,null,78389,null,7393,null,162038,null,11961,null,106773,null,8387,null,35883,null,4398,null,14940,null,2679,null,4442,null,1601,null,135297,null,6556,null,60019,null,4623,null,38308,null,3437,null,29245,null,3479,null,7725,null,1565,null,48036,null,5539,null,35000,null,4357,null,10574,null,1979,null,1823,null,1160,null,639,null,430,null,0400000US13,Georgia,13
1206732,null,578,null,983519,null,9471,null,873393,null,11246,null,16287,null,2552,null,13599,null,2401,null,2355,null,1181,null,333,null,242,null,0,null,275,null,8913,null,1922,null,7547,null,1671,null,1264,null,833,null,102,null,123,null,0,null,275,null,84230,null,5481,null,60825,null,4646,null,18102,null,2916,null,5201,null,1150,null,102,null,111,null,696,null,381,null,484,null,314,null,143,null,249,null,69,null,109,null,0,null,275,null,223213,null,9413,null,33338,null,3339,null,7476,null,1635,null,4055,null,1133,null,2596,null,955,null,825,null,501,null,0,null,275,null,11026,null,2406,null,8071,null,1839,null,1930,null,957,null,802,null,514,null,223,null,367,null,170245,null,8411,null,61551,null,4799,null,61448,null,5546,null,40268,null,3972,null,6978,null,1468,null,1128,null,466,null,1114,null,460,null,14,null,27,null,0,null,275,null,0,null,275,null,0400000US15,Hawaii,15
1422425,null,1773,null,1326532,null,5888,null,1255791,null,6255,null,53556,null,3922,null,45933,null,3735,null,4699,null,975,null,2658,null,934,null,266,null,248,null,10917,null,1659,null,9672,null,1614,null,611,null,394,null,634,null,319,null,0,null,263,null,3522,null,1038,null,2599,null,790,null,413,null,387,null,510,null,544,null,0,null,263,null,2746,null,956,null,2428,null,894,null,242,null,196,null,76,null,129,null,0,null,263,null,95893,null,5878,null,25579,null,2922,null,50355,null,3955,null,14914,null,2511,null,13229,null,2097,null,15874,null,2023,null,6338,null,1409,null,9734,null,2603,null,5702,null,1141,null,2555,null,1297,null,1404,null,916,null,73,null,117,null,7668,null,2014,null,3088,null,833,null,1796,null,568,null,1857,null,910,null,927,null,902,null,2557,null,1204,null,847,null,551,null,153,null,140,null,1009,null,569,null,548,null,629,null,0400000US16,Idaho,16
12017820,null,2303,null,10287468,null,23964,null,9246333,null,26781,null,734344,null,14439,null,586415,null,14545,null,96519,null,6130,null,43691,null,3629,null,7719,null,1699,null,216999,null,9491,null,190750,null,8627,null,18549,null,2618,null,6817,null,1310,null,883,null,465,null,59297,null,3691,null,48611,null,3316,null,6496,null,1200,null,3864,null,1058,null,326,null,363,null,30495,null,4356,null,28330,null,4118,null,1889,null,924,null,276,null,187,null,0,null,269,null,1730352,null,23891,null,169427,null,7803,null,784128,null,16218,null,212673,null,9839,null,204236,null,8752,null,242679,null,10582,null,124540,null,7508,null,452838,null,15279,null,224282,null,8893,null,132969,null,7859,null,78105,null,5598,null,17482,null,3029,null,252211,null,7649,null,126368,null,6393,null,72964,null,5143,null,41005,null,4389,null,11874,null,2160,null,71748,null,7232,null,42657,null,4642,null,15897,null,3085,null,11201,null,3094,null,1993,null,790,null,0400000US17,Illinois,17
5979302,null,2227,null,5702140,null,8391,null,5481259,null,12636,null,124704,null,5918,null,95835,null,5521,null,18691,null,2293,null,9331,null,1637,null,847,null,630,null,81969,null,6182,null,65213,null,4653,null,12817,null,2442,null,3722,null,877,null,217,null,206,null,8970,null,1316,null,6717,null,1126,null,1500,null,558,null,701,null,319,null,52,null,90,null,5238,null,1534,null,4657,null,1448,null,355,null,206,null,163,null,190,null,63,null,106,null,277162,null,8179,null,45752,null,3448,null,124919,null,4974,null,34757,null,3441,null,33132,null,3033,null,39752,null,3636,null,17278,null,2758,null,52625,null,5444,null,34953,null,3951,null,10508,null,1950,null,5615,null,2007,null,1549,null,736,null,40875,null,3491,null,18075,null,2167,null,12429,null,1826,null,7673,null,1416,null,2698,null,1174,null,12991,null,2850,null,7663,null,1644,null,2168,null,941,null,2527,null,1621,null,633,null,750,null,0400000US18,Indiana,18
2809202,null,1793,null,2694269,null,4610,null,2606082,null,6740,null,56815,null,3494,null,46416,null,3286,null,5956,null,1298,null,4284,null,799,null,159,null,180,null,22575,null,3015,null,19138,null,2723,null,2627,null,900,null,714,null,292,null,96,null,133,null,5415,null,1352,null,4470,null,1258,null,770,null,335,null,175,null,174,null,0,null,228,null,3382,null,823,null,3063,null,771,null,95,null,95,null,224,null,288,null,0,null,228,null,114933,null,4303,null,19569,null,2219,null,46141,null,3072,null,11514,null,1844,null,12079,null,2166,null,15364,null,2278,null,7184,null,1966,null,17473,null,2621,null,10073,null,1822,null,4967,null,1161,null,2200,null,901,null,233,null,244,null,25804,null,2628,null,11556,null,1854,null,7849,null,1481,null,5785,null,1205,null,614,null,371,null,5946,null,1571,null,2681,null,810,null,2266,null,963,null,756,null,564,null,243,null,248,null,0400000US19,Iowa,19
2614097,null,1866,null,2444479,null,6393,null,2329825,null,7869,null,83240,null,4343,null,66965,null,4237,null,9644,null,1408,null,4644,null,1225,null,1987,null,1107,null,19211,null,2421,null,16977,null,2458,null,1222,null,456,null,1012,null,461,null,0,null,244,null,10015,null,1531,null,8224,null,1428,null,940,null,384,null,851,null,460,null,0,null,244,null,2188,null,618,null,1837,null,580,null,97,null,133,null,254,null,257,null,0,null,244,null,169618,null,6157,null,21458,null,2662,null,92398,null,5012,null,24638,null,2848,null,19815,null,2269,null,31490,null,3328,null,16455,null,2154,null,17254,null,2923,null,12370,null,2088,null,4184,null,1380,null,591,null,352,null,109,null,139,null,31873,null,2031,null,11514,null,1737,null,11537,null,1563,null,6647,null,1125,null,2175,null,753,null,6635,null,1665,null,3840,null,1358,null,2035,null,817,null,552,null,396,null,208,null,218,null,0400000US20,Kansas,20
4023706,null,2485,null,3897936,null,6781,null,3819969,null,8795,null,45689,null,3579,null,35685,null,3248,null,5937,null,1410,null,3651,null,879,null,416,null,282,null,24571,null,3580,null,17185,null,3223,null,4697,null,1488,null,1834,null,654,null,855,null,544,null,4877,null,1097,null,4381,null,1087,null,242,null,196,null,213,null,220,null,41,null,67,null,2830,null,1074,null,2548,null,1032,null,282,null,243,null,0,null,273,null,0,null,273,null,125770,null,6009,null,23315,null,2568,null,47362,null,3889,null,11796,null,2411,null,13804,null,2282,null,12149,null,2127,null,9613,null,2548,null,24492,null,3744,null,15317,null,2317,null,5769,null,1409,null,2422,null,959,null,984,null,547,null,21807,null,1941,null,9835,null,1288,null,6969,null,1264,null,4290,null,1161,null,713,null,414,null,8794,null,2202,null,5078,null,1611,null,2671,null,1227,null,696,null,408,null,349,null,326,null,0400000US21,Kentucky,21
4173509,null,2454,null,4022722,null,7249,null,3805612,null,9193,null,60268,null,5028,null,48385,null,4286,null,6806,null,1494,null,4846,null,1662,null,231,null,238,null,138073,null,5705,null,117521,null,5015,null,15480,null,1940,null,4738,null,1168,null,334,null,258,null,13565,null,1806,null,9874,null,1697,null,2516,null,856,null,1175,null,596,null,0,null,281,null,5204,null,1694,null,4548,null,1599,null,362,null,303,null,294,null,312,null,0,null,281,null,150787,null,7112,null,26090,null,3191,null,63724,null,4178,null,25772,null,2899,null,17994,null,2331,null,14188,null,2268,null,5770,null,2042,null,19856,null,3535,null,12310,null,2256,null,4828,null,1339,null,2615,null,1564,null,103,null,126,null,33582,null,2558,null,13359,null,2425,null,9752,null,1833,null,7795,null,1582,null,2676,null,1260,null,7535,null,2336,null,5186,null,1863,null,1583,null,815,null,766,null,540,null,0,null,281,null,0400000US22,Louisiana,22
1246940,null,956,null,1203404,null,3965,null,1138361,null,5577,null,10360,null,1617,null,8466,null,1466,null,1277,null,535,null,548,null,306,null,69,null,133,null,49181,null,3555,null,41942,null,3235,null,5538,null,1045,null,1673,null,563,null,28,null,33,null,3211,null,891,null,2709,null,891,null,391,null,244,null,111,null,149,null,0,null,230,null,2291,null,618,null,1340,null,393,null,900,null,516,null,51,null,67,null,0,null,230,null,43536,null,3846,null,17721,null,2012,null,1810,null,672,null,965,null,435,null,613,null,465,null,188,null,215,null,44,null,50,null,11713,null,2066,null,7949,null,1404,null,2498,null,1030,null,1187,null,869,null,79,null,94,null,6588,null,1042,null,2615,null,533,null,2609,null,745,null,1301,null,575,null,63,null,107,null,5704,null,2543,null,1675,null,797,null,2458,null,1372,null,1515,null,1072,null,56,null,93,null,0400000US23,Maine,23
5319919,null,1975,null,4595070,null,13562,null,4333759,null,15103,null,131179,null,6729,null,106688,null,6456,null,14437,null,2193,null,9402,null,1913,null,652,null,532,null,75773,null,5635,null,65856,null,5039,null,5884,null,1322,null,3784,null,868,null,249,null,303,null,36827,null,3159,null,30894,null,3076,null,2908,null,765,null,2668,null,1019,null,357,null,319,null,17532,null,3056,null,16258,null,3013,null,869,null,406,null,405,null,319,null,0,null,285,null,724849,null,13623,null,169616,null,6778,null,187741,null,6748,null,56370,null,4541,null,46605,null,3836,null,57553,null,4263,null,27213,null,3866,null,158527,null,9007,null,101228,null,6429,null,34578,null,3653,null,18195,null,2799,null,4526,null,1418,null,140660,null,6863,null,66039,null,4182,null,44656,null,3807,null,23676,null,3769,null,6289,null,1395,null,68305,null,7168,null,49021,null,5600,null,14589,null,3455,null,3683,null,1432,null,1012,null,718,null,0400000US24,Maryland,24
6208685,null,1188,null,5273415,null,19523,null,4746351,null,22109,null,264313,null,7796,null,187938,null,8330,null,39900,null,3702,null,25174,null,2215,null,11301,null,1751,null,199004,null,8698,null,173473,null,8350,null,17070,null,2076,null,7394,null,1243,null,1067,null,624,null,48047,null,3644,null,41059,null,3342,null,5076,null,1313,null,1440,null,437,null,472,null,385,null,15700,null,2723,null,13907,null,2606,null,1606,null,576,null,187,null,161,null,0,null,283,null,935270,null,19443,null,180328,null,7968,null,184860,null,8414,null,57634,null,5303,null,45995,null,3551,null,49377,null,4832,null,31854,null,3794,null,351936,null,15955,null,174572,null,9821,null,93153,null,6958,null,63899,null,5845,null,20312,null,3071,null,168789,null,5755,null,67635,null,5061,null,48847,null,3803,null,37053,null,3169,null,15254,null,2527,null,49357,null,6737,null,29372,null,4442,null,13958,null,2649,null,5332,null,1859,null,695,null,599,null,0400000US25,Massachusetts,25
9354233,null,1987,null,8747312,null,14668,null,8368843,null,16312,null,180571,null,8145,null,144695,null,6779,null,20770,null,2602,null,13300,null,1716,null,1806,null,774,null,123701,null,6507,null,106086,null,6457,null,11377,null,1874,null,6137,null,1008,null,101,null,119,null,26071,null,3130,null,21637,null,2767,null,3147,null,1100,null,1148,null,479,null,139,null,167,null,48126,null,5162,null,42685,null,5249,null,3947,null,1093,null,1494,null,784,null,0,null,244,null,606921,null,14250,null,123271,null,6584,null,102119,null,7169,null,34107,null,3686,null,25584,null,3310,null,27353,null,3272,null,15075,null,2880,null,168049,null,7915,null,98165,null,4944,null,40118,null,4032,null,23129,null,3186,null,6637,null,2235,null,104553,null,4208,null,53844,null,4042,null,27710,null,2428,null,20590,null,2539,null,2409,null,869,null,108929,null,8953,null,51371,null,5551,null,29457,null,4138,null,20998,null,3244,null,7103,null,1614,null,0400000US26,Michigan,26
4904175,null,1524,null,4552542,null,9895,null,4347619,null,10427,null,87789,null,4688,null,70025,null,4076,null,10854,null,1438,null,6517,null,1194,null,393,null,240,null,54418,null,3812,null,46221,null,3468,null,4837,null,998,null,3205,null,801,null,155,null,163,null,42476,null,3730,null,31450,null,3531,null,8035,null,2034,null,2991,null,839,null,0,null,213,null,20240,null,2650,null,17252,null,2371,null,2383,null,921,null,534,null,293,null,71,null,99,null,351633,null,9867,null,73968,null,5087,null,85524,null,4603,null,23155,null,2500,null,19507,null,2465,null,29356,null,3201,null,13506,null,2602,null,51097,null,5294,null,34100,null,3437,null,10068,null,1757,null,5272,null,1375,null,1657,null,899,null,90944,null,4086,null,36694,null,3292,null,27088,null,2685,null,18895,null,2462,null,8267,null,1821,null,50100,null,5357,null,28105,null,3702,null,12902,null,1966,null,5980,null,1384,null,3113,null,988,null,0400000US27,Minnesota,27
2731685,null,2141,null,2672784,null,4804,null,2617621,null,5699,null,34147,null,2995,null,23680,null,2630,null,5595,null,941,null,4625,null,1084,null,247,null,245,null,8312,null,1589,null,6762,null,1414,null,742,null,285,null,808,null,478,null,0,null,291,null,4353,null,1049,null,3923,null,1010,null,279,null,246,null,151,null,184,null,0,null,291,null,8351,null,1804,null,6824,null,1723,null,726,null,686,null,657,null,584,null,144,null,170,null,58901,null,4597,null,12204,null,2033,null,26893,null,3183,null,8320,null,1822,null,5831,null,1205,null,8209,null,1896,null,4533,null,1479,null,6723,null,1650,null,5041,null,1506,null,1190,null,552,null,372,null,344,null,120,null,181,null,10544,null,2094,null,3911,null,1111,null,3739,null,1289,null,2318,null,1004,null,576,null,413,null,2537,null,1098,null,1398,null,740,null,770,null,425,null,233,null,347,null,136,null,263,null,0400000US28,Mississippi,28
