B11010_001E,B11010_001EA,B11010_001M,B11010_001MA,B11010_002E,B11010_002EA,B11010_002M,B11010_002MA,B11010_003E,B11010_003EA,B11010_003M,B11010_003MA,B11010_004E,B11010_004EA,B11010_004M,B11010_004MA,B11010_005E,B11010_005EA,B11010_005M,B11010_005MA,B11010_006E,B11010_006EA,B11010_006M,B11010_006MA,B11010_007E,B11010_007EA,B11010_007M,B11010_007MA,B11010_008E,B11010_008EA,B11010_008M,B11010_008MA,B11010_009E,B11010_009EA,B11010_009M,B11010_009MA,B11010_010E,B11010_010EA,B11010_010M,B11010_010MA,B11010_011E,B11010_011EA,B11010_011M,B11010_011MA,B11010_012E,B11010_012EA,B11010_012M,B11010_012MA,B11010_013E,B11010_013EA,B11010_013M,B11010_013MA,B11010_014E,B11010_014EA,B11010_014M,B11010_014MA,B11010_015E,B11010_015EA,B11010_015M,B11010_015MA,GEO_ID,NAME,state
601995,null,9962,null,272160,null,7473,null,225780,null,6333,null,177142,null,5885,null,48638,null,2781,null,46380,null,4118,null,43732,null,3803,null,2648,null,773,null,329835,null,6705,null,299154,null,6245,null,161291,null,5647,null,137863,null,3750,null,30681,null,2879,null,29636,null,2905,null,1045,null,339,null,0400000US01,Alabama,01
76657,null,3236,null,40971,null,2690,null,31020,null,2393,null,26122,null,2279,null,4898,null,827,null,9951,null,1666,null,9170,null,1610,null,781,null,392,null,35686,null,2310,null,28724,null,2023,null,21015,null,1962,null,7709,null,840,null,6962,null,1390,null,6907,null,1387,null,55,null,70,null,0400000US02,Alaska,02
762630,null,13160,null,370681,null,8594,null,288416,null,8511,null,226485,null,7873,null,61931,null,3229,null,82265,null,5073,null,73953,null,5140,null,8312,null,1387,null,391949,null,9083,null,325667,null,8392,null,186059,null,6623,null,139608,null,4980,null,66282,null,4428,null,58662,null,4393,null,7620,null,1055,null,0400000US04,Arizona,04
356455,null,8428,null,167885,null,6197,null,138303,null,5581,null,107140,null,5301,null,31163,null,2521,null,29582,null,2989,null,27502,null,2861,null,2080,null,646,null,188570,null,5601,null,170294,null,5313,null,86531,null,4713,null,83763,null,2816,null,18276,null,2181,null,15834,null,2062,null,2442,null,637,null,0400000US05,Arkansas,05
3848638,null,20315,null,1826760,null,17109,null,1333227,null,15925,null,1048429,null,15769,null,284798,null,7260,null,493533,null,10536,null,455389,null,10002,null,38144,null,2771,null,2021878,null,18206,null,1645763,null,16552,null,940298,null,11832,null,705465,null,10926,null,376115,null,8878,null,333111,null,9104,null,43004,null,3137,null,0400000US06,California,06
677007,null,8948,null,333137,null,7975,null,253748,null,7689,null,212901,null,7675,null,40847,null,2417,null,79389,null,4570,null,75645,null,4444,null,3744,null,749,null,343870,null,7302,null,279175,null,7117,null,176679,null,6626,null,102496,null,3680,null,64695,null,4457,null,60693,null,4260,null,4002,null,911,null,0400000US08,Colorado,08
435799,null,9076,null,192707,null,6250,null,150852,null,6212,null,116230,null,5492,null,34622,null,1996,null,41855,null,3797,null,38083,null,3681,null,3772,null,838,null,243092,null,6134,null,207655,null,6072,null,109488,null,5383,null,98167,null,3271,null,35437,null,2896,null,32007,null,2948,null,3430,null,848,null,0400000US09,Connecticut,09
106597,null,4909,null,48942,null,3175,null,37157,null,3035,null,27321,null,2555,null,9836,null,1345,null,11785,null,1568,null,10967,null,1485,null,818,null,335,null,57655,null,3324,null,49593,null,3200,null,26431,null,2648,null,23162,null,1600,null,8062,null,1401,null,7361,null,1328,null,701,null,319,null,0400000US10,Delaware,10
140250,null,4073,null,65334,null,2920,null,51550,null,2982,null,42861,null,2828,null,8689,null,1030,null,13784,null,1540,null,12939,null,1479,null,845,null,458,null,74916,null,3239,null,64633,null,3109,null,48579,null,2705,null,16054,null,1675,null,10283,null,1354,null,9752,null,1334,null,531,null,301,null,0400000US11,District of Columbia,11
2445181,null,20405,null,1123742,null,17042,null,852426,null,14825,null,620502,null,14861,null,231924,null,6849,null,271316,null,11021,null,237835,null,10071,null,33481,null,3013,null,1321439,null,15547,null,1122442,null,13384,null,562235,null,10630,null,560207,null,9527,null,198997,null,7665,null,170556,null,7104,null,28441,null,2483,null,0400000US12,Florida,12
1099107,null,14288,null,508712,null,9697,null,403187,null,9064,null,328900,null,8639,null,74287,null,3732,null,105525,null,5320,null,100093,null,5308,null,5432,null,1110,null,590395,null,11683,null,519654,null,11439,null,325612,null,9121,null,194042,null,5564,null,70741,null,4160,null,65818,null,3849,null,4923,null,1077,null,0400000US13,Georgia,13
135770,null,5507,null,71705,null,4796,null,52905,null,3958,null,42941,null,3660,null,9964,null,1299,null,18800,null,2838,null,17502,null,2867,null,1298,null,467,null,64065,null,3663,null,51885,null,3414,null,29776,null,2449,null,22109,null,1900,null,12180,null,1685,null,10256,null,1557,null,1924,null,481,null,0400000US15,Hawaii,15
161252,null,5081,null,77390,null,3898,null,57423,null,3521,null,44384,null,3450,null,13039,null,1583,null,19967,null,2221,null,18770,null,2183,null,1197,null,520,null,83862,null,3426,null,70546,null,3595,null,36943,null,2779,null,33603,null,2040,null,13316,null,1575,null,12185,null,1455,null,1131,null,431,null,0400000US16,Idaho,16
1637314,null,15391,null,752346,null,12521,null,600152,null,11034,null,478229,null,10432,null,121923,null,4047,null,152194,null,6356,null,144213,null,6209,null,7981,null,1175,null,884968,null,10968,null,769237,null,10124,null,428428,null,10119,null,340809,null,5456,null,115731,null,4837,null,107081,null,4762,null,8650,null,1183,null,0400000US17,Illinois,17
