B25100_001E,B25100_001EA,B25100_001M,B25100_001MA,B25100_002E,B25100_002EA,B25100_002M,B25100_002MA,B25100_003E,B25100_003EA,B25100_003M,B25100_003MA,B25100_004E,B25100_004EA,B25100_004M,B25100_004MA,B25100_005E,B25100_005EA,B25100_005M,B25100_005MA,B25100_006E,B25100_006EA,B25100_006M,B25100_006MA,B25100_007E,B25100_007EA,B25100_007M,B25100_007MA,B25100_008E,B25100_008EA,B25100_008M,B25100_008MA,B25100_009E,B25100_009EA,B25100_009M,B25100_009MA,B25100_010E,B25100_010EA,B25100_010M,B25100_010MA,B25100_011E,B25100_011EA,B25100_011M,B25100_011MA,B25100_012E,B25100_012EA,B25100_012M,B25100_012MA,B25100_013E,B25100_013EA,B25100_013M,B25100_013MA,GEO_ID,NAME,state
399498,null,5977,null,278102,null,6572,null,67549,null,3304,null,73993,null,3572,null,51349,null,3088,null,84000,null,4390,null,1211,null,731,null,121396,null,4260,null,32061,null,2606,null,19064,null,2078,null,14757,null,1621,null,54601,null,2922,null,913,null,443,null,0400000US16,Idaho,16
3235065,null,15882,null,2251649,null,15693,null,724254,null,11928,null,587161,null,11520,null,348469,null,6927,null,582042,null,10274,null,9723,null,1520,null,983416,null,10722,null,312024,null,6991,null,166955,null,4895,null,115811,null,4987,null,379227,null,7979,null,9399,null,1505,null,0400000US17,Illinois,17
1744831,null,14143,null,1223347,null,14477,null,594010,null,11243,null,319497,null,6965,null,132746,null,5340,null,173200,null,5432,null,3894,null,1040,null,521484,null,9708,null,199771,null,6458,null,101072,null,5193,null,67074,null,3665,null,149547,null,4789,null,4020,null,906,null,0400000US18,Indiana,18
884301,null,8410,null,559814,null,7131,null,292415,null,6635,null,146701,null,4849,null,54472,null,3180,null,65071,null,3648,null,1155,null,508,null,324487,null,5836,null,140955,null,3871,null,60193,null,2616,null,37868,null,2346,null,83926,null,3732,null,1545,null,444,null,0400000US19,Iowa,19
749151,null,7504,null,486683,null,7126,null,258032,null,6168,null,121456,null,4609,null,46289,null,3038,null,60023,null,3830,null,883,null,364,null,262468,null,6049,null,128225,null,4261,null,45279,null,2637,null,27563,null,2231,null,60133,null,3811,null,1268,null,484,null,0400000US20,Kansas,20
1163029,null,12289,null,724517,null,12426,null,332072,null,9228,null,187545,null,5575,null,86783,null,4427,null,114158,null,4981,null,3959,null,1067,null,438512,null,7785,null,181322,null,6147,null,74669,null,4687,null,49378,null,2633,null,128070,null,4171,null,5073,null,959,null,0400000US21,Kentucky,21
1146560,null,10008,null,651071,null,8845,null,288834,null,7072,null,153978,null,5260,null,79176,null,3482,null,126594,null,4870,null,2489,null,795,null,495489,null,8625,null,211720,null,5905,null,80112,null,4593,null,48538,null,3688,null,148735,null,5306,null,6384,null,1455,null,0400000US22,Louisiana,22
396341,null,5297,null,263918,null,4449,null,75043,null,3160,null,69803,null,2853,null,40681,null,2808,null,77838,null,3350,null,553,null,332,null,132423,null,4194,null,33188,null,2402,null,20107,null,1908,null,17804,null,2009,null,60327,null,3107,null,997,null,341,null,0400000US23,Maine,23
1436362,null,11234,null,1102684,null,10884,null,186026,null,6144,null,291102,null,7319,null,225965,null,6559,null,395929,null,8681,null,3662,null,1069,null,333678,null,6079,null,55981,null,3393,null,47062,null,2704,null,43279,null,2519,null,183972,null,5771,null,3384,null,929,null,0400000US24,Maryland,24
1589421,null,12326,null,1155696,null,12146,null,171445,null,5939,null,292882,null,7495,null,233717,null,6602,null,454774,null,7477,null,2878,null,894,null,433725,null,7575,null,53175,null,3194,null,51195,null,2703,null,48224,null,3676,null,276767,null,6147,null,4364,null,1016,null,0400000US25,Massachusetts,25
2795638,null,15898,null,1882846,null,14713,null,880973,null,12739,null,450310,null,8028,null,211781,null,6204,null,329836,null,7644,null,9946,null,1488,null,912792,null,10873,null,340356,null,6813,null,161636,null,4907,null,108838,null,3957,null,290427,null,6363,null,11535,null,1665,null,0400000US26,Michigan,26
1537420,null,9655,null,1096579,null,8131,null,315050,null,6738,null,331950,null,7743,null,187699,null,5500,null,258659,null,5941,null,3221,null,778,null,440841,null,6001,null,123300,null,3465,null,74723,null,3196,null,59224,null,3110,null,180428,null,4351,null,3166,null,608,null,0400000US27,Minnesota,27
760954,null,9164,null,427313,null,8198,null,203623,null,6063,null,98364,null,4717,null,49711,null,3335,null,73050,null,4414,null,2565,null,785,null,333641,null,7463,null,147183,null,5070,null,58394,null,3623,null,35269,null,2916,null,88348,null,4533,null,4447,null,1010,null,0400000US28,Mississippi,28
1616365,null,12338,null,1078256,null,12190,null,460597,null,9360,null,296057,null,7556,null,130453,null,5641,null,187785,null,5710,null,3364,null,870,null,538109,null,8301,null,200509,null,6415,null,98820,null,4068,null,66465,null,3630,null,167711,null,4745,null,4604,null,872,null,0400000US29,Missouri,29
259779,null,5241,null,150921,null,4857,null,38814,null,2631,null,35425,null,2734,null,24317,null,2294,null,51693,null,3158,null,672,null,483,null,108858,null,3730,null,35611,null,2332,null,16075,null,1452,null,10738,null,1290,null,45458,null,2556,null,976,null,571,null,0400000US30,Montana,30
478209,null,6374,null,310747,null,5573,null,166101,null,4979,null,81519,null,3559,null,29261,null,2394,null,33185,null,2614,null,681,null,307,null,167462,null,3881,null,77376,null,3113,null,29353,null,1691,null,16735,null,1538,null,42761,null,2323,null,1237,null,425,null,0400000US31,Nebraska,31
572214,null,8475,null,440311,null,8679,null,124186,null,5349,null,116362,null,5865,null,68783,null,4440,null,128918,null,5523,null,2062,null,768,null,131903,null,4770,null,38783,null,3004,null,19227,null,2056,null,13318,null,1657,null,59121,null,3368,null,1454,null,632,null,0400000US32,Nevada,32
367316,null,4946,null,257807,null,5661,null,58063,null,3201,null,76952,null,3724,null,48319,null,2904,null,73543,null,3137,null,930,null,626,null,109509,null,4495,null,23043,null,2176,null,17434,null,1927,null,15473,null,1830,null,52928,null,2828,null,631,null,326,null,0400000US33,New Hampshire,33
2086551,null,13280,null,1488050,null,13751,null,243068,null,7107,null,369240,null,8049,null,296165,null,7385,null,575910,null,9144,null,3667,null,1096,null,598501,null,8069,null,85448,null,4699,null,78308,null,3618,null,74287,null,3803,null,355511,null,6757,null,4947,null,1048,null,0400000US34,New Jersey,34
514530,null,6487,null,310823,null,6906,null,96700,null,5038,null,78003,null,4585,null,46899,null,3389,null,87852,null,4111,null,1369,null,567,null,203707,null,5871,null,71225,null,3868,null,29754,null,2393,null,21214,null,2069,null,78793,null,3765,null,2721,null,748,null,0400000US35,New Mexico,35
3955096,null,19708,null,2579280,null,17820,null,731797,null,10037,null,520735,null,9182,null,365043,null,8724,null,951975,null,12625,null,9730,null,1487,null,1375816,null,13135,null,334051,null,7363,null,185257,null,5201,null,143957,null,4728,null,701407,null,11141,null,11144,null,1640,null,0400000US36,New York,36
2449917,null,18145,null,1661351,null,18020,null,568743,null,9973,null,445783,null,10730,null,246389,null,6727,null,393645,null,8968,null,6791,null,1223,null,788566,null,10941,null,259726,null,7187,null,130898,null,5206,null,92162,null,4142,null,295686,null,6806,null,10094,null,1684,null,0400000US37,North Carolina,37
184159,null,3181,null,101911,null,3184,null,58161,null,2810,null,24673,null,2002,null,8170,null,1238,null,10480,null,1306,null,427,null,366,null,82248,null,2614,null,46131,null,2132,null,12303,null,1291,null,6904,null,877,null,16540,null,1523,null,370,null,174,null,0400000US38,North Dakota,38
3080013,null,18866,null,2108697,null,15581,null,974711,null,12281,null,559340,null,9504,null,248823,null,7176,null,318358,null,8264,null,7465,null,1387,null,971316,null,11712,null,350099,null,7805,null,183937,null,5598,null,122288,null,4208,null,305589,null,7261,null,9403,null,1489,null,0400000US39,Ohio,39
960901,null,9207,null,572509,null,8546,null,308830,null,6952,null,131391,null,4905,null,56081,null,2757,null,73769,null,3418,null,2438,null,677,null,388392,null,5835,null,180304,null,5414,null,68120,null,3372,null,44084,null,2859,null,91293,null,4344,null,4591,null,1003,null,0400000US40,Oklahoma,40
936919,null,9031,null,655589,null,8852,null,97285,null,4374,null,147539,null,4912,null,127457,null,4857,null,281319,null,6583,null,1989,null,745,null,281330,null,6358,null,62004,null,3793,null,33491,null,2197,null,29527,null,2433,null,153427,null,4863,null,2881,null,909,null,0400000US41,Oregon,41
3467285,null,17499,null,2205428,null,16462,null,838191,null,10805,null,577188,null,9733,null,311637,null,7823,null,471737,null,8742,null,6675,null,1476,null,1261857,null,12083,null,435201,null,6799,null,213295,null,6801,null,156000,null,5807,null,447009,null,8512,null,10352,null,1510,null,0400000US42,Pennsylvania,42
257680,null,4568,null,186002,null,4535,null,33381,null,2425,null,51102,null,3270,null,34459,null,2899,null,66824,null,3866,null,236,null,280,null,71678,null,3263,null,8871,null,1410,null,8966,null,1354,null,9569,null,1467,null,43755,null,2643,null,517,null,275,null,0400000US44,Rhode Island,44
1213577,null,11626,null,769352,null,10232,null,295610,null,6695,null,177306,null,6392,null,106796,null,5517,null,185714,null,6298,null,3926,null,1063,null,444225,null,7950,null,170378,null,5473,null,63857,null,3428,null,51101,null,3297,null,151103,null,4791,null,7786,null,1421,null,0400000US45,South Carolina,45
215033,null,3921,null,126093,null,3736,null,56680,null,3128,null,33059,null,2519,null,17613,null,1748,null,18527,null,1633,null,214,null,150,null,88940,null,3081,null,43785,null,2259,null,15448,null,1709,null,8576,null,1315,null,20149,null,1502,null,982,null,451,null,0400000US46,South Dakota,46
1692157,null,14484,null,1085291,null,11739,null,402855,null,8130,null,299342,null,8546,null,152893,null,5923,null,224721,null,7295,null,5480,null,1218,null,606866,null,8362,null,207845,null,6198,null,104556,null,4073,null,77095,null,4031,null,210560,null,5874,null,6810,null,1306,null,0400000US47,Tennessee,47
5430700,null,23806,null,3428275,null,21069,null,1788565,null,19125,null,807369,null,12540,null,332904,null,9049,null,483165,null,10421,null,16272,null,2319,null,2002425,null,18808,null,960750,null,13008,null,333682,null,9153,null,194839,null,6873,null,491452,null,11087,null,21702,null,2557,null,0400000US48,Texas,48
617106,null,7080,null,455691,null,6853,null,81670,null,3577,null,131007,null,5413,null,96060,null,4217,null,144934,null,4686,null,2020,null,674,null,161415,null,4515,null,36258,null,2501,null,26109,null,2320,null,21348,null,2036,null,76161,null,3073,null,1539,null,479,null,0400000US49,Utah,49
179447,null,3107,null,121554,null,3286,null,27270,null,2119,null,35612,null,2357,null,20773,null,1743,null,37345,null,2062,null,554,null,436,null,57893,null,2350,null,12417,null,1199,null,8861,null,1089,null,7843,null,984,null,28046,null,1649,null,726,null,359,null,0400000US50,Vermont,50
2024529,null,15173,null,1475470,null,15504,null,298175,null,8215,null,403499,null,8456,null,288369,null,7948,null,479697,null,10544,null,5730,null,1423,null,549059,null,10107,null,142762,null,5347,null,79832,null,3669,null,67732,null,3765,null,253591,null,5722,null,5142,null,1147,null,0400000US51,Virginia,51
1645662,null,12603,null,1195537,null,11320,null,169226,null,5763,null,278510,null,7080,null,250941,null,6779,null,492047,null,9158,null,4813,null,955,null,450125,null,8819,null,88891,null,3650,null,55909,null,3057,null,52481,null,2882,null,249007,null,6722,null,3837,null,997,null,0400000US53,Washington,53
551063,null,6864,null,274517,null,5950,null,144690,null,5089,null,58396,null,3188,null,28507,null,2463,null,42113,null,2734,null,811,null,467,null,276546,null,6179,null,131021,null,4736,null,43954,null,2723,null,27786,null,2270,null,71455,null,3722,null,2330,null,839,null,0400000US54,West Virginia,54
1567336,null,10758,null,1074592,null,10341,null,358134,null,7490,null,322965,null,6714,null,164538,null,5147,null,226354,null,5801,null,2601,null,591,null,492744,null,6492,null,136728,null,4203,null,91929,null,3398,null,65728,null,2881,null,194785,null,4413,null,3574,null,782,null,0400000US55,Wisconsin,55
151460,null,3613,null,93297,null,3737,null,29721,null,2555,null,25112,null,2273,null,14742,null,1790,null,23341,null,2240,null,381,null,400,null,58163,null,3551,null,21154,null,1859,null,9030,null,1245,null,6761,null,1145,null,20913,null,2136,null,305,null,287,null,0400000US56,Wyoming,56
844860,null,7873,null,319779,null,7028,null,46273,null,2926,null,67632,null,3536,null,54336,null,3247,null,148312,null,4647,null,3226,null,906,null,525081,null,7091,null,64821,null,3259,null,58298,null,3232,null,55883,null,3172,null,321327,null,6272,null,24752,null,2288,null,0400000US72,Puerto Rico,72
