C17001A_001E,C17001A_001EA,C17001A_001M,C17001A_001MA,C17001A_002E,C17001A_002EA,C17001A_002M,C17001A_002MA,C17001A_003E,C17001A_003EA,C17001A_003M,C17001A_003MA,C17001A_004E,C17001A_004EA,C17001A_004M,C17001A_004MA,C17001A_005E,C17001A_005EA,C17001A_005M,C17001A_005MA,C17001A_006E,C17001A_006EA,C17001A_006M,C17001A_006MA,C17001A_007E,C17001A_007EA,C17001A_007M,C17001A_007MA,C17001A_008E,C17001A_008EA,C17001A_008M,C17001A_008MA,C17001A_009E,C17001A_009EA,C17001A_009M,C17001A_009MA,C17001A_010E,C17001A_010EA,C17001A_010M,C17001A_010MA,C17001A_011E,C17001A_011EA,C17001A_011M,C17001A_011MA,C17001A_012E,C17001A_012EA,C17001A_012M,C17001A_012MA,C17001A_013E,C17001A_013EA,C17001A_013M,C17001A_013MA,C17001A_014E,C17001A_014EA,C17001A_014M,C17001A_014MA,C17001A_015E,C17001A_015EA,C17001A_015M,C17001A_015MA,C17001A_016E,C17001A_016EA,C17001A_016M,C17001A_016MA,C17001A_017E,C17001A_017EA,C17001A_017M,C17001A_017MA,C17001A_018E,C17001A_018EA,C17001A_018M,C17001A_018MA,C17001A_019E,C17001A_019EA,C17001A_019M,C17001A_019MA,GEO_ID,NAME,state
5927757,null,22523,null,698434,null,25577,null,318177,null,13810,null,109769,null,7525,null,188064,null,8763,null,20344,null,1888,null,380257,null,15199,null,99730,null,8367,null,236797,null,8832,null,43730,null,2671,null,5229323,null,29005,null,2603749,null,18211,null,625702,null,9115,null,1675538,null,12553,null,302509,null,2262,null,2625574,null,16309,null,601759,null,9006,null,1643163,null,9897,null,380652,null,3310,null,0400000US13,Georgia,13
340126,null,4096,null,35733,null,4686,null,17039,null,3241,null,3895,null,1592,null,12451,null,2521,null,693,null,344,null,18694,null,2410,null,3299,null,1138,null,13772,null,1919,null,1623,null,440,null,304393,null,6167,null,168267,null,4114,null,28320,null,1851,null,118846,null,3312,null,21101,null,768,null,136126,null,3310,null,24885,null,2001,null,89861,null,1996,null,21380,null,764,null,0400000US15,Hawaii,15
1397292,null,5322,null,193320,null,12308,null,90054,null,6889,null,32998,null,3435,null,52580,null,4801,null,4476,null,894,null,103266,null,7083,null,32247,null,3847,null,61161,null,4126,null,9858,null,1356,null,1203972,null,12157,null,609685,null,7036,null,157530,null,3918,null,376499,null,4896,null,75656,null,1183,null,594287,null,7329,null,145073,null,4135,null,365691,null,3959,null,83523,null,1974,null,0400000US16,Idaho,16
9125569,null,27101,null,896819,null,25843,null,394618,null,14214,null,128602,null,7888,null,240651,null,10203,null,25365,null,2983,null,502201,null,15921,null,137395,null,8268,null,303915,null,10387,null,60891,null,4072,null,8228750,null,34668,null,4112855,null,20091,null,921421,null,10656,null,2684486,null,13765,null,506948,null,3722,null,4115895,null,20284,null,869367,null,9665,null,2583617,null,13094,null,662911,null,4940,null,0400000US17,Illinois,17
5346502,null,9656,null,636604,null,19226,null,283942,null,11098,null,101138,null,6374,null,168254,null,6915,null,14550,null,1420,null,352662,null,11415,null,93588,null,5900,null,222327,null,7647,null,36747,null,2944,null,4709898,null,21429,null,2357547,null,14649,null,546806,null,8044,null,1515709,null,9149,null,295032,null,2218,null,2352351,null,12803,null,520532,null,6051,null,1453766,null,9318,null,378053,null,3684,null,0400000US18,Indiana,18
2685354,null,5653,null,290323,null,11554,null,126107,null,6247,null,41786,null,3752,null,76081,null,4390,null,8240,null,1119,null,164216,null,7664,null,44035,null,4030,null,99396,null,4384,null,20785,null,1709,null,2395031,null,12953,null,1199194,null,7050,null,272805,null,4244,null,760868,null,5637,null,165521,null,1511,null,1195837,null,8881,null,255263,null,4618,null,729644,null,5227,null,210930,null,2047,null,0400000US19,Iowa,19
2368608,null,7870,null,279275,null,12916,null,122557,null,7014,null,40813,null,4275,null,74803,null,3977,null,6941,null,1117,null,156718,null,7903,null,41933,null,4352,null,98992,null,4891,null,15793,null,1481,null,2089333,null,13814,null,1050464,null,8165,null,248112,null,4833,null,671367,null,5283,null,130985,null,1739,null,1038869,null,8059,null,233712,null,4655,null,639050,null,5497,null,166107,null,2136,null,0400000US20,Kansas,20
3728609,null,6431,null,638068,null,20404,null,280549,null,10697,null,97772,null,5829,null,162951,null,6860,null,19826,null,2007,null,357519,null,12466,null,97882,null,6658,null,217150,null,7337,null,42487,null,2819,null,3090541,null,22072,null,1537021,null,12641,null,331426,null,7197,null,1006297,null,8026,null,199298,null,2192,null,1553520,null,12215,null,318954,null,6607,null,987230,null,7478,null,247336,null,3169,null,0400000US21,Kentucky,21
2794570,null,6571,null,302343,null,14448,null,120035,null,7093,null,36408,null,4106,null,73568,null,4943,null,10059,null,1484,null,182308,null,9424,null,40182,null,4478,null,115866,null,6803,null,26260,null,2263,null,2492227,null,15326,null,1251695,null,9059,null,283322,null,4543,null,805610,null,6269,null,162763,null,1807,null,1240532,null,10231,null,265871,null,5182,null,775478,null,6924,null,199183,null,3135,null,0400000US22,Louisiana,22
1218366,null,4333,null,139450,null,7892,null,57953,null,4092,null,16348,null,1958,null,35738,null,2880,null,5867,null,1039,null,81497,null,4830,null,20772,null,2608,null,50046,null,3105,null,10679,null,1438,null,1078916,null,8810,null,535527,null,4910,null,106252,null,2347,null,350006,null,3424,null,79269,null,1252,null,543389,null,5409,null,97063,null,2878,null,348069,null,3480,null,98257,null,1571,null,0400000US23,Maine,23
3362544,null,12335,null,219046,null,11266,null,96840,null,6407,null,25743,null,3368,null,62510,null,4579,null,8587,null,1351,null,122206,null,6975,null,25486,null,3373,null,74953,null,5033,null,21767,null,2124,null,3143498,null,16055,null,1553240,null,9607,null,346476,null,5001,null,1003083,null,7050,null,203681,null,1787,null,1590258,null,9110,null,328320,null,4210,null,1004509,null,6185,null,257429,null,2542,null,0400000US24,Maryland,24
5251552,null,12398,null,425778,null,16249,null,180428,null,8291,null,48019,null,4688,null,113610,null,5851,null,18799,null,1711,null,245350,null,11531,null,51024,null,5381,null,153544,null,7407,null,40782,null,2588,null,4825774,null,18077,null,2369980,null,10695,null,506880,null,4763,null,1557659,null,8212,null,305441,null,2329,null,2455794,null,12348,null,474428,null,5783,null,1572454,null,8410,null,408912,null,3433,null,0400000US25,Massachusetts,25
7805757,null,9470,null,976197,null,23166,null,441311,null,12042,null,143363,null,7383,null,273089,null,8297,null,24859,null,2696,null,534886,null,14274,null,139553,null,6872,null,336090,null,9773,null,59243,null,4014,null,6829560,null,22912,null,3411204,null,12847,null,741463,null,7631,null,2201774,null,8907,null,467967,null,3720,null,3418356,null,13730,null,696660,null,6707,null,2141596,null,9117,null,580100,null,4425,null,0400000US26,Michigan,26
4491378,null,8657,null,396909,null,14176,null,178861,null,7375,null,51167,null,3610,null,113019,null,5796,null,14675,null,1285,null,218048,null,9864,null,48241,null,4447,null,136281,null,6273,null,33526,null,2874,null,4094469,null,14826,null,2055038,null,9120,null,461775,null,4703,null,1341022,null,6707,null,252241,null,1764,null,2039431,null,9466,null,440665,null,4533,null,1293112,null,6223,null,305654,null,3012,null,0400000US27,Minnesota,27
1709567,null,5087,null,228577,null,13814,null,103949,null,7083,null,36540,null,4077,null,59830,null,4220,null,7579,null,1409,null,124628,null,8318,null,31160,null,3758,null,75146,null,5321,null,18322,null,2201,null,1480990,null,13420,null,739985,null,8011,null,170106,null,4415,null,463065,null,5051,null,106814,null,1718,null,741005,null,8013,null,155025,null,4084,null,451353,null,5639,null,134627,null,2797,null,0400000US28,Mississippi,28
4893574,null,7490,null,609830,null,19721,null,264865,null,11731,null,95440,null,6510,null,153474,null,7623,null,15951,null,1775,null,344965,null,11656,null,91837,null,5350,null,211726,null,7458,null,41402,null,2396,null,4283744,null,21439,null,2132579,null,12922,null,473930,null,6895,null,1367572,null,8584,null,291077,null,2350,null,2151165,null,12133,null,447994,null,6171,null,1342005,null,7812,null,361166,null,2772,null,0400000US29,Missouri,29
847713,null,2429,null,109414,null,8425,null,50829,null,4879,null,17900,null,3118,null,29619,null,3222,null,3310,null,637,null,58585,null,4806,null,13452,null,1966,null,38135,null,3448,null,6998,null,1182,null,738299,null,8476,null,372816,null,4862,null,75303,null,2913,null,241041,null,3371,null,56472,null,814,null,365483,null,5279,null,72293,null,2557,null,230770,null,3463,null,62420,null,1402,null,0400000US30,Montana,30
1535729,null,6817,null,158763,null,8427,null,67149,null,4949,null,17865,null,2348,null,45159,null,3681,null,4125,null,835,null,91614,null,5690,null,22772,null,2741,null,56832,null,4630,null,12010,null,1313,null,1376966,null,11200,null,692117,null,6327,null,167223,null,3428,null,435607,null,4140,null,89287,null,1236,null,684849,null,6648,null,153905,null,3380,null,419268,null,4921,null,111676,null,1877,null,0400000US31,Nebraska,31
1988804,null,11740,null,231102,null,14283,null,108351,null,8398,null,41748,null,5461,null,60081,null,4529,null,6522,null,1393,null,122751,null,7699,null,38373,null,4674,null,72366,null,4696,null,12012,null,1869,null,1757702,null,17403,null,914265,null,9954,null,208712,null,6479,null,591196,null,6069,null,114357,null,1618,null,843437,null,9619,null,195927,null,5938,null,526574,null,5980,null,120936,null,1953,null,0400000US32,Nevada,32
1215847,null,3342,null,94755,null,7561,null,42938,null,4762,null,13742,null,2823,null,25758,null,2660,null,3438,null,1563,null,51817,null,4491,null,10242,null,2244,null,33751,null,3080,null,7824,null,1315,null,1121092,null,7313,null,557062,null,4859,null,118443,null,3051,null,368512,null,2893,null,70107,null,1699,null,564030,null,4663,null,115659,null,2469,null,363398,null,2965,null,84973,null,1467,null,0400000US33,New Hampshire,33
6049644,null,20905,null,430589,null,18128,null,190509,null,10137,null,66414,null,5829,null,105329,null,6647,null,18766,null,2283,null,240080,null,10863,null,62352,null,5616,null,135371,null,6962,null,42357,null,2584,null,5619055,null,25182,null,2780838,null,14185,null,614556,null,7037,null,1792707,null,9777,null,373575,null,2932,null,2838217,null,14606,null,581536,null,6375,null,1759162,null,10115,null,497519,null,4064,null,0400000US34,New Jersey,34
1428851,null,14405,null,226448,null,13309,null,106040,null,7355,null,41199,null,4200,null,55814,null,4538,null,9027,null,1675,null,120408,null,7521,null,34404,null,4119,null,71925,null,4939,null,14079,null,1778,null,1202403,null,18687,null,591734,null,10384,null,133111,null,5887,null,370606,null,6607,null,88017,null,1800,null,610669,null,10803,null,132327,null,5581,null,373894,null,7341,null,104448,null,2509,null,0400000US35,New Mexico,35
12832042,null,29126,null,1329614,null,32185,null,597633,null,17147,null,189851,null,9756,null,350606,null,11633,null,57176,null,3541,null,731981,null,20010,null,172708,null,8544,null,440992,null,12845,null,118281,null,5456,null,11502428,null,41950,null,5674475,null,24215,null,1172866,null,10013,null,3722601,null,18129,null,779008,null,4605,null,5827953,null,24476,null,1126213,null,9912,null,3674730,null,16097,null,1027010,null,6794,null,0400000US36,New York,36
6431460,null,15550,null,762466,null,23266,null,329474,null,12445,null,103419,null,6507,null,205978,null,9585,null,20077,null,2190,null,432992,null,14398,null,111068,null,7011,null,267686,null,8914,null,54238,null,3547,null,5668994,null,22949,null,2812589,null,12376,null,630869,null,7248,null,1797427,null,9218,null,384293,null,2623,null,2856405,null,14581,null,583755,null,7719,null,1796738,null,9172,null,475912,null,4238,null,0400000US37,North Carolina,37
560155,null,1380,null,54630,null,4059,null,22694,null,2317,null,5462,null,1309,null,14624,null,1780,null,2608,null,521,null,31936,null,2765,null,4883,null,1267,null,20322,null,2202,null,6731,null,883,null,505525,null,4180,null,257460,null,2811,null,55049,null,1445,null,167981,null,2087,null,34430,null,625,null,248065,null,2832,null,51945,null,1567,null,154467,null,2222,null,41653,null,1024,null,0400000US38,North Dakota,38
9455790,null,9616,null,1171222,null,30427,null,525365,null,16383,null,182272,null,9317,null,314893,null,9887,null,28200,null,2251,null,645857,null,17817,null,173943,null,8673,null,399721,null,12274,null,72193,null,3705,null,8284568,null,31671,null,4106381,null,16309,null,903869,null,9548,null,2646597,null,10513,null,555915,null,3089,null,4178187,null,19577,null,855758,null,8609,null,2608917,null,12761,null,713512,null,5867,null,0400000US39,Ohio,39
2699135,null,10455,null,363398,null,14437,null,156854,null,7908,null,55890,null,4111,null,90310,null,5778,null,10654,null,1337,null,206544,null,9261,null,51923,null,4453,null,129777,null,6327,null,24844,null,2072,null,2335737,null,16250,null,1165164,null,8138,null,259520,null,4632,null,739945,null,6755,null,165699,null,1976,null,1170573,null,10978,null,243924,null,5422,null,718553,null,6979,null,208096,null,2949,null,0400000US40,Oklahoma,40
3212578,null,13371,null,421885,null,15201,null,197046,null,9265,null,62201,null,5107,null,123053,null,7073,null,11792,null,1388,null,224839,null,9837,null,55670,null,4514,null,142785,null,5885,null,26384,null,2995,null,2790693,null,18410,null,1385217,null,10468,null,286634,null,5559,null,899537,null,8065,null,199046,null,1687,null,1405476,null,11647,null,272386,null,5126,null,896861,null,7310,null,236229,null,3557,null,0400000US41,Oregon,41
10197878,null,14006,null,991860,null,20035,null,416846,null,11565,null,128747,null,7002,null,251246,null,9554,null,36853,null,2469,null,575014,null,13775,null,129803,null,6798,null,349761,null,10535,null,95450,null,4126,null,9206018,null,23789,null,4558368,null,14208,null,950415,null,7711,null,2936403,null,12509,null,671550,null,3587,null,4647650,null,16284,null,894236,null,7282,null,2874809,null,12653,null,878605,null,4705,null,0400000US42,Pennsylvania,42
839970,null,6183,null,73917,null,6275,null,31638,null,3594,null,10358,null,2040,null,18416,null,2640,null,2864,null,755,null,42279,null,4496,null,9095,null,2271,null,25842,null,2971,null,7342,null,1524,null,766053,null,7764,null,375143,null,4936,null,74734,null,2289,null,248512,null,3609,null,51897,null,846,null,390910,null,5123,null,70931,null,2510,null,250835,null,3126,null,69144,null,1548,null,0400000US44,Rhode Island,44
3001216,null,8773,null,353492,null,15503,null,150585,null,8189,null,49136,null,4198,null,91206,null,5495,null,10243,null,1413,null,202907,null,10093,null,46002,null,4676,null,129932,null,5964,null,26973,null,2771,null,2647724,null,15871,null,1320408,null,9270,null,285722,null,4539,null,836569,null,6627,null,198117,null,1726,null,1327316,null,10567,null,269529,null,5237,null,821983,null,6442,null,235804,null,2608,null,0400000US45,South Carolina,45
677929,null,3417,null,70229,null,6777,null,33477,null,4085,null,9372,null,2331,null,21175,null,2517,null,2930,null,794,null,36752,null,3691,null,7678,null,1461,null,22015,null,2471,null,7059,null,1061,null,607700,null,6796,null,306133,null,4119,null,68101,null,2455,null,193993,null,2921,null,44039,null,936,null,301567,null,4305,null,64851,null,2240,null,186252,null,2672,null,50464,null,1174,null,0400000US46,South Dakota,46
4872744,null,9407,null,693380,null,18533,null,311561,null,10480,null,103958,null,6552,null,186458,null,7201,null,21145,null,1986,null,381819,null,11792,null,94233,null,6246,null,236658,null,8133,null,50928,null,3607,null,4179364,null,20286,null,2077279,null,11435,null,450248,null,7391,null,1341021,null,7484,null,286010,null,2444,null,2102085,null,12553,null,426501,null,6279,null,1323792,null,8667,null,351792,null,4039,null,0400000US47,Tennessee,47
17874518,null,52993,null,2760200,null,49381,null,1244716,null,27261,null,546400,null,17418,null,627863,null,15788,null,70453,null,4526,null,1515484,null,28956,null,533251,null,17175,null,845307,null,16500,null,136926,null,5470,null,15114318,null,63868,null,7623624,null,37755,null,1917851,null,20315,null,4884532,null,23095,null,821241,null,6026,null,7490694,null,34210,null,1823002,null,18807,null,4649692,null,19142,null,1018000,null,7016,null,0400000US48,Texas,48
2450713,null,9075,null,254596,null,13247,null,113068,null,7407,null,38766,null,4600,null,69921,null,5138,null,4381,null,842,null,141528,null,8303,null,41310,null,4266,null,89737,null,5748,null,10481,null,1503,null,2196117,null,14420,null,1112615,null,8713,null,340248,null,5589,null,670849,null,5545,null,101518,null,1130,null,1083502,null,9186,null,321941,null,4630,null,645405,null,6047,null,116156,null,1846,null,0400000US49,Utah,49
575404,null,1701,null,62099,null,4824,null,25745,null,2357,null,7095,null,1140,null,16977,null,1887,null,1673,null,484,null,36354,null,3455,null,6943,null,1402,null,24432,null,2350,null,4979,null,876,null,513305,null,5264,null,256287,null,2557,null,51496,null,1325,null,169364,null,2201,null,35427,null,741,null,257018,null,3839,null,49505,null,1493,null,165208,null,2619,null,42305,null,939,null,0400000US50,Vermont,50
5385312,null,14471,null,436332,null,17998,null,185950,null,10475,null,57086,null,5646,null,115206,null,7583,null,13658,null,1741,null,250382,null,10013,null,54732,null,4394,null,162490,null,7219,null,33160,null,2621,null,4948980,null,22465,null,2474791,null,12926,null,551828,null,7148,null,1615572,null,8781,null,307391,null,2129,null,2474189,null,14211,null,514048,null,6222,null,1574590,null,9036,null,385551,null,3440,null,0400000US51,Virginia,51
5241335,null,14244,null,578068,null,20310,null,264565,null,11654,null,79490,null,6971,null,171965,null,7054,null,13110,null,1640,null,313503,null,11655,null,76614,null,5810,null,201957,null,7923,null,34932,null,2943,null,4663267,null,21139,null,2337970,null,11921,null,499443,null,7300,null,1537132,null,7425,null,301395,null,2129,null,2325297,null,13097,null,477525,null,6283,null,1495479,null,8325,null,352293,null,3570,null,0400000US53,Washington,53
1675131,null,3204,null,287145,null,10979,null,125172,null,6462,null,38465,null,3245,null,77882,null,4464,null,8825,null,1321,null,161973,null,6771,null,39540,null,2995,null,104324,null,4406,null,18109,null,2025,null,1387986,null,11635,null,694724,null,7066,null,139402,null,3380,null,448412,null,4968,null,106910,null,1530,null,693262,null,7076,null,128792,null,3063,null,431458,null,4566,null,133012,null,2125,null,0400000US54,West Virginia,54
4870539,null,8139,null,498145,null,17108,null,221772,null,10038,null,67980,null,4933,null,139626,null,6974,null,14166,null,1772,null,276373,null,9936,null,64299,null,4846,null,176341,null,6271,null,35733,null,2934,null,4372394,null,16749,null,2200508,null,10104,null,473440,null,4632,null,1437539,null,7280,null,289529,null,2207,null,2171886,null,10506,null,449906,null,5660,null,1367362,null,6596,null,354618,null,3289,null,0400000US55,Wisconsin,55
484455,null,2054,null,43533,null,5027,null,19262,null,2989,null,6722,null,1539,null,10994,null,2009,null,1546,null,500,null,24271,null,3007,null,6031,null,1493,null,15785,null,1982,null,2455,null,702,null,440922,null,5457,null,227415,null,3027,null,52035,null,2064,null,147981,null,2188,null,27399,null,819,null,213507,null,3823,null,46033,null,1852,null,136873,null,2513,null,30601,null,1197,null,0400000US56,Wyoming,56
2858829,null,22699,null,1226015,null,24642,null,565038,null,13685,null,191898,null,6799,null,308188,null,8793,null,64952,null,2859,null,660977,null,15069,null,179059,null,6471,null,379935,null,9708,null,101983,null,4025,null,1632814,null,25502,null,794476,null,14733,null,159380,null,6704,null,513940,null,10487,null,121156,null,3740,null,838338,null,15059,null,146591,null,5891,null,545184,null,10800,null,146563,null,3795,null,0400000US72,Puerto Rico,72
