B12005_001E,B12005_001EA,B12005_001M,B12005_001MA,B12005_002E,B12005_002EA,B12005_002M,B12005_002MA,B12005_003E,B12005_003EA,B12005_003M,B12005_003MA,B12005_004E,B12005_004EA,B12005_004M,B12005_004MA,B12005_005E,B12005_005EA,B12005_005M,B12005_005MA,B12005_006E,B12005_006EA,B12005_006M,B12005_006MA,B12005_007E,B12005_007EA,B12005_007M,B12005_007MA,B12005_008E,B12005_008EA,B12005_008M,B12005_008MA,B12005_009E,B12005_009EA,B12005_009M,B12005_009MA,B12005_010E,B12005_010EA,B12005_010M,B12005_010MA,B12005_011E,B12005_011EA,B12005_011M,B12005_011MA,B12005_012E,B12005_012EA,B12005_012M,B12005_012MA,B12005_013E,B12005_013EA,B12005_013M,B12005_013MA,B12005_014E,B12005_014EA,B12005_014M,B12005_014MA,B12005_015E,B12005_015EA,B12005_015M,B12005_015MA,B12005_016E,B12005_016EA,B12005_016M,B12005_016MA,GEO_ID,NAME,state
7669333,null,4355,null,2504374,null,22131,null,2256417,null,21021,null,247957,null,10433,null,3674535,null,32418,null,3180369,null,28830,null,494166,null,12947,null,188266,null,8042,null,163717,null,7184,null,24549,null,3238,null,433429,null,9108,null,402506,null,8777,null,30923,null,3366,null,868729,null,16139,null,809983,null,16118,null,58746,null,4612,null,0400000US13,Georgia,13
1052661,null,1074,null,329314,null,7512,null,289572,null,8309,null,39742,null,4454,null,548240,null,10129,null,408212,null,8775,null,140028,null,6855,null,16046,null,2328,null,13583,null,2079,null,2463,null,773,null,61828,null,3030,null,44864,null,2752,null,16964,null,1859,null,97233,null,5632,null,80479,null,4634,null,16754,null,2596,null,0400000US15,Hawaii,15
1195448,null,1640,null,303103,null,7304,null,284644,null,7555,null,18459,null,2550,null,677849,null,11824,null,618194,null,11435,null,59655,null,4171,null,21429,null,2533,null,19829,null,2484,null,1600,null,671,null,60721,null,3487,null,56931,null,3233,null,3790,null,1061,null,132346,null,5887,null,126855,null,5486,null,5491,null,1369,null,0400000US16,Idaho,16
10275170,null,2961,null,3518593,null,22580,null,3110817,null,24452,null,407776,null,13885,null,4961375,null,33098,null,3920918,null,27020,null,1040457,null,19773,null,174159,null,6809,null,137801,null,6396,null,36358,null,3290,null,622229,null,10598,null,537408,null,9947,null,84821,null,5157,null,998814,null,17150,null,899260,null,15640,null,99554,null,6637,null,0400000US17,Illinois,17
5106260,null,3077,null,1477294,null,14495,null,1405292,null,13252,null,72002,null,5428,null,2621850,null,21492,null,2469795,null,20463,null,152055,null,6434,null,78627,null,4934,null,71189,null,4532,null,7438,null,2010,null,316914,null,6758,null,306416,null,6701,null,10498,null,1500,null,611575,null,13709,null,595542,null,13635,null,16033,null,2042,null,0400000US18,Indiana,18
2422186,null,2332,null,671692,null,10754,null,640800,null,10448,null,30892,null,3059,null,1314760,null,15253,null,1252561,null,14800,null,62199,null,3574,null,27775,null,2817,null,25234,null,2752,null,2541,null,905,null,157699,null,4232,null,154432,null,4045,null,3267,null,716,null,250260,null,8075,null,242356,null,7766,null,7904,null,1625,null,0400000US19,Iowa,19
2231280,null,2083,null,629971,null,9352,null,588797,null,9077,null,41174,null,3588,null,1175589,null,13107,null,1078445,null,12177,null,97144,null,5272,null,30259,null,3120,null,26449,null,2895,null,3810,null,1150,null,138133,null,4862,null,133998,null,4585,null,4135,null,945,null,257328,null,7616,null,243933,null,7329,null,13395,null,1913,null,0400000US20,Kansas,20
3469657,null,2848,null,925767,null,13862,null,892441,null,14008,null,33326,null,3541,null,1810083,null,22703,null,1740417,null,21800,null,69666,null,3801,null,73738,null,4822,null,71639,null,4633,null,2099,null,801,null,242864,null,6006,null,239262,null,6020,null,3602,null,930,null,417205,null,12986,null,411091,null,12695,null,6114,null,1619,null,0400000US21,Kentucky,21
3558124,null,2346,null,1162173,null,14013,null,1126334,null,14115,null,35839,null,3669,null,1648774,null,21617,null,1563801,null,21785,null,84973,null,4885,null,100287,null,4997,null,95996,null,5110,null,4291,null,1274,null,243781,null,6335,null,235905,null,6222,null,7876,null,1555,null,403109,null,11686,null,393201,null,11650,null,9908,null,1898,null,0400000US22,Louisiana,22
1099536,null,1221,null,309237,null,5902,null,301390,null,5864,null,7847,null,1902,null,564297,null,8916,null,540038,null,9124,null,24259,null,2170,null,11796,null,1573,null,11555,null,1521,null,241,null,208,null,74192,null,2568,null,70091,null,2454,null,4101,null,776,null,140014,null,5688,null,136481,null,5792,null,3533,null,893,null,0400000US23,Maine,23
4586667,null,2089,null,1558831,null,16233,null,1379545,null,15935,null,179286,null,8983,null,2203841,null,21835,null,1792524,null,20129,null,411317,null,10989,null,115468,null,6146,null,98068,null,5741,null,17400,null,2464,null,268602,null,7070,null,237252,null,6219,null,31350,null,2908,null,439925,null,11034,null,387329,null,10700,null,52596,null,4196,null,0400000US24,Maryland,24
5416680,null,1231,null,1931270,null,17647,null,1685211,null,18200,null,246059,null,8250,null,2518928,null,24138,null,2013695,null,22299,null,505233,null,14531,null,106445,null,5573,null,78460,null,4076,null,27985,null,3558,null,340894,null,8083,null,290041,null,7187,null,50853,null,3715,null,519143,null,10353,null,449498,null,9754,null,69645,null,4922,null,0400000US25,Massachusetts,25
8051582,null,2942,null,2574020,null,20375,null,2448025,null,21681,null,125995,null,7528,null,3956756,null,28797,null,3591780,null,29614,null,364976,null,10293,null,120055,null,5301,null,111619,null,4909,null,8436,null,1449,null,494509,null,9594,null,458680,null,8753,null,35829,null,3155,null,906242,null,17012,null,869942,null,16485,null,36300,null,2970,null,0400000US26,Michigan,26
4222367,null,2332,null,1311273,null,11895,null,1215653,null,12739,null,95620,null,5669,null,2238236,null,18770,null,2056615,null,17270,null,181621,null,6523,null,46988,null,3576,null,35410,null,2955,null,11578,null,1870,null,217273,null,5227,null,205628,null,5037,null,11645,null,1604,null,408597,null,8951,null,384719,null,8457,null,23878,null,2713,null,0400000US27,Minnesota,27
2313150,null,2871,null,733925,null,11527,null,720115,null,11389,null,13810,null,2395,null,1080656,null,18410,null,1046284,null,18518,null,34372,null,3740,null,70883,null,5075,null,69446,null,5046,null,1437,null,787,null,166428,null,6942,null,164252,null,6908,null,2176,null,749,null,261258,null,10208,null,257239,null,10158,null,4019,null,1053,null,0400000US28,Mississippi,28
4805979,null,2846,null,1406612,null,14837,null,1358275,null,14920,null,48337,null,3958,null,2425351,null,21332,null,2312024,null,20458,null,113327,null,5346,null,97912,null,6424,null,91767,null,6119,null,6145,null,1322,null,309253,null,6976,null,299475,null,6407,null,9778,null,1689,null,566851,null,12260,null,551227,null,11799,null,15624,null,2350,null,0400000US29,Missouri,29
792836,null,1463,null,232418,null,6308,null,227365,null,6361,null,5053,null,1396,null,396546,null,10505,null,387038,null,10317,null,9508,null,1503,null,11194,null,1889,null,10944,null,1808,null,250,null,241,null,53455,null,3391,null,51667,null,3415,null,1788,null,660,null,99223,null,5762,null,97437,null,5775,null,1786,null,650,null,0400000US30,Montana,30
1422687,null,1943,null,420397,null,7829,null,391290,null,7355,null,29107,null,2779,null,757023,null,12481,null,700026,null,11606,null,56997,null,3628,null,19807,null,2206,null,16879,null,2115,null,2928,null,845,null,85440,null,3745,null,82888,null,3602,null,2552,null,747,null,140020,null,6311,null,133968,null,6161,null,6052,null,1301,null,0400000US31,Nebraska,31
2069037,null,2062,null,630693,null,12402,null,513267,null,10573,null,117426,null,9162,null,1004079,null,17079,null,722485,null,13768,null,281594,null,9749,null,48216,null,4135,null,34188,null,3603,null,14028,null,2171,null,103440,null,4494,null,82006,null,4077,null,21434,null,2495,null,282609,null,9031,null,236872,null,7964,null,45737,null,3698,null,0400000US32,Nevada,32
1090306,null,1061,null,313433,null,6912,null,300755,null,6758,null,12678,null,1983,null,569293,null,10282,null,528563,null,10038,null,40730,null,3719,null,12511,null,1982,null,11532,null,2028,null,979,null,500,null,65404,null,3106,null,61708,null,3138,null,3696,null,756,null,129665,null,5685,null,123548,null,5509,null,6117,null,1431,null,0400000US33,New Hampshire,33
7017243,null,1437,null,2335560,null,19162,null,1910381,null,19056,null,425179,null,13263,null,3499518,null,26288,null,2488999,null,23256,null,1010519,null,16354,null,137205,null,6176,null,91912,null,5076,null,45293,null,4453,null,463710,null,9204,null,373682,null,8224,null,90028,null,4723,null,581250,null,11985,null,472735,null,11125,null,108515,null,5605,null,0400000US34,New Jersey,34
1581780,null,3296,null,512085,null,8803,null,474126,null,9354,null,37959,null,4121,null,754620,null,12216,null,640930,null,9869,null,113690,null,6963,null,29410,null,2961,null,22771,null,2672,null,6639,null,1700,null,95112,null,4157,null,85691,null,4171,null,9421,null,1874,null,190553,null,8370,null,175803,null,7832,null,14750,null,2429,null,0400000US35,New Mexico,35
15910961,null,3555,null,5871333,null,33762,null,4771989,null,35190,null,1099344,null,19310,null,7212220,null,38223,null,5025063,null,30135,null,2187157,null,26528,null,447746,null,12073,null,289351,null,10109,null,158395,null,8467,null,1019296,null,14024,null,770393,null,10080,null,248903,null,9262,null,1360366,null,17403,null,1030966,null,14615,null,329400,null,9538,null,0400000US36,New York,36
7478068,null,4547,null,2215410,null,23660,null,2029931,null,22954,null,185479,null,9085,null,3798060,null,29103,null,3439546,null,29120,null,358514,null,10017,null,232972,null,9290,null,214341,null,9300,null,18631,null,2942,null,467749,null,8201,null,449531,null,8164,null,18218,null,2049,null,763877,null,11957,null,732327,null,11723,null,31550,null,3006,null,0400000US37,North Carolina,37
529954,null,1112,null,157410,null,4422,null,153022,null,4465,null,4388,null,1152,null,289961,null,5280,null,281878,null,5089,null,8083,null,1474,null,5284,null,1127,null,4845,null,1030,null,439,null,352,null,34473,null,1667,null,34002,null,1643,null,471,null,264,null,42826,null,2599,null,42398,null,2600,null,428,null,268,null,0400000US38,North Dakota,38
9310996,null,3504,null,2843817,null,20058,null,2753242,null,20298,null,90575,null,6521,null,4554362,null,32763,null,4307165,null,32441,null,247197,null,8577,null,180073,null,6959,null,170934,null,6902,null,9139,null,1690,null,621142,null,8737,null,594362,null,8543,null,26780,null,2308,null,1111602,null,15955,null,1083055,null,15688,null,28547,null,2353,null,0400000US39,Ohio,39
2917327,null,2709,null,781330,null,12389,null,735680,null,12511,null,45650,null,3950,null,1508421,null,18949,null,1396586,null,18689,null,111835,null,5561,null,63739,null,4449,null,59888,null,4288,null,3851,null,1315,null,195614,null,5839,null,189014,null,5471,null,6600,null,1326,null,368223,null,9871,null,357520,null,9771,null,10703,null,1683,null,0400000US40,Oklahoma,40
3101578,null,1624,null,915170,null,14548,null,825116,null,14745,null,90054,null,6796,null,1572861,null,22257,null,1370505,null,21054,null,202356,null,8012,null,59270,null,4695,null,43420,null,3390,null,15850,null,3382,null,170848,null,5988,null,156856,null,5888,null,13992,null,1700,null,383429,null,9612,null,358648,null,9331,null,24781,null,2972,null,0400000US41,Oregon,41
10340166,null,2653,null,3317713,null,21483,null,3161892,null,22971,null,155821,null,7839,null,5092480,null,27991,null,4703476,null,26130,null,389004,null,10424,null,225564,null,9015,null,210806,null,8906,null,14758,null,2400,null,764406,null,9678,null,721733,null,9231,null,42673,null,3313,null,940003,null,15063,null,898370,null,14132,null,41633,null,3327,null,0400000US42,Pennsylvania,42
868288,null,905,null,297869,null,7162,null,263148,null,7688,null,34721,null,4171,null,403715,null,9691,null,334754,null,8553,null,68961,null,5379,null,17358,null,2527,null,12158,null,1872,null,5200,null,1526,null,59189,null,3856,null,50034,null,3692,null,9155,null,1738,null,90157,null,5210,null,79661,null,4771,null,10496,null,1591,null,0400000US44,Rhode Island,44
3663661,null,3085,null,1152506,null,13045,null,1101539,null,13071,null,50967,null,4900,null,1776086,null,19635,null,1661629,null,19078,null,114457,null,6174,null,117923,null,6213,null,111770,null,5877,null,6153,null,1751,null,252152,null,6921,null,244226,null,6866,null,7926,null,1443,null,364994,null,10366,null,354787,null,10446,null,10207,null,1664,null,0400000US45,South Carolina,45
647844,null,1455,null,185031,null,5158,null,181086,null,5064,null,3945,null,947,null,340283,null,8086,null,328082,null,7781,null,12201,null,2159,null,10372,null,2076,null,9765,null,2040,null,607,null,517,null,43303,null,2430,null,42593,null,2371,null,710,null,535,null,68855,null,4194,null,67127,null,4285,null,1728,null,630,null,0400000US46,South Dakota,46
5058892,null,2988,null,1399615,null,13795,null,1333345,null,13103,null,66270,null,5282,null,2562489,null,22554,null,2411743,null,23159,null,150746,null,7188,null,126167,null,7342,null,119797,null,7001,null,6370,null,1387,null,339304,null,7466,null,332620,null,7613,null,6684,null,1598,null,631317,null,12825,null,617112,null,12657,null,14205,null,2319,null,0400000US47,Tennessee,47
18961024,null,4707,null,5860786,null,37496,null,4972282,null,34512,null,888504,null,21250,null,9524254,null,46963,null,7205313,null,41892,null,2318941,null,26685,null,527310,null,14333,null,385234,null,11388,null,142076,null,7905,null,1014422,null,12878,null,853589,null,12652,null,160833,null,6666,null,2034252,null,31026,null,1792460,null,27724,null,241792,null,9558,null,0400000US48,Texas,48
2039990,null,2082,null,601428,null,10156,null,548234,null,10001,null,53194,null,4548,null,1142361,null,13158,null,1018357,null,12538,null,124004,null,6181,null,30416,null,2838,null,24891,null,2525,null,5525,null,1538,null,78974,null,3707,null,71357,null,3481,null,7617,null,1597,null,186811,null,6958,null,175006,null,6899,null,11805,null,1998,null,0400000US49,Utah,49
520071,null,834,null,159698,null,4329,null,156136,null,4379,null,3562,null,970,null,263849,null,5759,null,251395,null,5531,null,12454,null,1586,null,6125,null,1000,null,5839,null,996,null,286,null,226,null,30149,null,1928,null,28183,null,1967,null,1966,null,544,null,60250,null,3494,null,59178,null,3458,null,1072,null,342,null,0400000US50,Vermont,50
6346519,null,3970,null,1977066,null,20980,null,1791967,null,19539,null,185099,null,9780,null,3231449,null,29935,null,2753756,null,28160,null,477693,null,12156,null,169069,null,7664,null,148142,null,7351,null,20927,null,2837,null,357203,null,8624,null,327938,null,8043,null,29265,null,2830,null,611732,null,14904,null,565221,null,13723,null,46511,null,4056,null,0400000US51,Virginia,51
5362548,null,2206,null,1610128,null,16108,null,1437324,null,16712,null,172804,null,7942,null,2740580,null,23794,null,2268342,null,21597,null,472238,null,11399,null,97021,null,4773,null,79273,null,4602,null,17748,null,2145,null,267171,null,7044,null,226159,null,6609,null,41012,null,2861,null,647648,null,13100,null,587860,null,12056,null,59788,null,4059,null,0400000US53,Washington,53
1501460,null,2239,null,377313,null,9542,null,372452,null,9550,null,4861,null,1207,null,794229,null,14101,null,781193,null,14110,null,13036,null,1699,null,24970,null,2395,null,24476,null,2404,null,494,null,315,null,123191,null,4627,null,122084,null,4624,null,1107,null,449,null,181757,null,7191,null,180341,null,7213,null,1416,null,742,null,0400000US54,West Virginia,54
4580834,null,2217,null,1418094,null,14625,null,1354273,null,13150,null,63821,null,5261,null,2388533,null,20457,null,2246998,null,19708,null,141535,null,5779,null,51974,null,3620,null,46779,null,3536,null,5195,null,1387,null,263929,null,5916,null,252981,null,5818,null,10948,null,1336,null,458304,null,10572,null,442727,null,10500,null,15577,null,2263,null,0400000US55,Wisconsin,55
437326,null,1737,null,112097,null,4340,null,108715,null,4367,null,3382,null,895,null,244811,null,7581,null,234142,null,7576,null,10669,null,1591,null,4600,null,1175,null,4437,null,1207,null,163,null,200,null,25087,null,1981,null,24090,null,1818,null,997,null,661,null,50731,null,4249,null,49786,null,4295,null,945,null,809,null,0400000US56,Wyoming,56
3182256,null,804,null,1250532,null,13471,null,1222822,null,13083,null,27710,null,3459,null,1190490,null,13845,null,1143959,null,13671,null,46531,null,3866,null,105997,null,5782,null,100300,null,5705,null,5697,null,1161,null,222643,null,5822,null,215184,null,5630,null,7459,null,1059,null,412594,null,9921,null,394936,null,9428,null,17658,null,2469,null,0400000US72,Puerto Rico,72
