B99162_001E,B99162_001EA,B99162_002E,B99162_002EA,B99162_003E,B99162_003EA,B99162_004E,B99162_004EA,B99162_005E,B99162_005EA,B99162_006E,B99162_006EA,B99162_007E,B99162_007EA,GEO_ID,NAME,state
4394837,null,4191173,null,203664,null,16554,null,4768,null,11786,null,187110,null,0400000US01,Alabama,01
643692,null,538043,null,105649,null,2935,null,1057,null,1878,null,102714,null,0400000US02,Alaska,02
6079191,null,4395579,null,1683612,null,87233,null,60021,null,27212,null,1596379,null,0400000US04,Arizona,04
2687139,null,2504624,null,182515,null,13042,null,4181,null,8861,null,169473,null,0400000US05,Arkansas,05
34212484,null,19461770,null,14750714,null,531561,null,357555,null,174006,null,14219153,null,0400000US06,California,06
4660034,null,3883103,null,776931,null,45635,null,22294,null,23341,null,731296,null,0400000US08,Colorado,08
3308919,null,2633025,null,675894,null,34540,null,13585,null,20955,null,641354,null,0400000US09,Connecticut,09
825661,null,731261,null,94400,null,6940,null,2981,null,3959,null,87460,null,0400000US10,Delaware,10
561505,null,490979,null,70526,null,5069,null,2426,null,2643,null,65457,null,0400000US11,District of Columbia,11
17374812,null,12801854,null,4572958,null,179692,null,103415,null,76277,null,4393266,null,0400000US12,Florida,12
9084812,null,7950037,null,1134775,null,63552,null,29907,null,33645,null,1071223,null,0400000US13,Georgia,13
1206732,null,906731,null,300001,null,17387,null,7415,null,9972,null,282614,null,0400000US15,Hawaii,15
1422425,null,1281370,null,141055,null,9749,null,3088,null,6661,null,131306,null,0400000US16,Idaho,16
12017820,null,9415760,null,2602060,null,111896,null,50671,null,61225,null,2490164,null,0400000US17,Illinois,17
5979302,null,5527011,null,452291,null,36167,null,12766,null,23401,null,416124,null,0400000US18,Indiana,18
2809202,null,2625651,null,183551,null,20297,null,4605,null,15692,null,163254,null,0400000US19,Iowa,19
2614097,null,2351283,null,262814,null,16732,null,5207,null,11525,null,246082,null,0400000US20,Kansas,20
4023706,null,3843284,null,180422,null,13732,null,3332,null,10400,null,166690,null,0400000US21,Kentucky,21
4173509,null,3831702,null,341807,null,20134,null,6613,null,13521,null,321673,null,0400000US22,Louisiana,22
1246940,null,1156082,null,90858,null,7357,null,2056,null,5301,null,83501,null,0400000US23,Maine,23
5319919,null,4503375,null,816544,null,49252,null,22765,null,26487,null,767292,null,0400000US24,Maryland,24
6208685,null,4926679,null,1282006,null,78927,null,37889,null,41038,null,1203079,null,0400000US25,Massachusetts,25
9354233,null,8492114,null,862119,null,66462,null,19065,null,47397,null,795657,null,0400000US26,Michigan,26
4904175,null,4421587,null,482588,null,44596,null,13230,null,31366,null,437992,null,0400000US27,Minnesota,27
2731685,null,2629825,null,101860,null,8774,null,3300,null,5474,null,93086,null,0400000US28,Mississippi,28
5583484,null,5259716,null,323768,null,32075,null,7505,null,24570,null,291693,null,0400000US29,Missouri,29
914065,null,870217,null,43848,null,5536,null,1045,null,4491,null,38312,null,0400000US30,Montana,30
1662501,null,1503481,null,159020,null,14453,null,3422,null,11031,null,144567,null,0400000US31,Nebraska,31
2440771,null,1746113,null,694658,null,24922,null,11575,null,13347,null,669736,null,0400000US32,Nevada,32
1249886,null,1149610,null,100276,null,5844,null,839,null,5005,null,94432,null,0400000US33,New Hampshire,33
8152722,null,5831958,null,2320764,null,99957,null,46029,null,53928,null,2220807,null,0400000US34,New Jersey,34
1859881,null,1193998,null,665883,null,24800,null,15128,null,9672,null,641083,null,0400000US35,New Mexico,35
18322949,null,13011251,null,5311698,null,267473,null,161341,null,106132,null,5044225,null,0400000US36,New York,36
8726819,null,7847684,null,879135,null,50864,null,19015,null,31849,null,828271,null,0400000US37,North Carolina,37
604295,null,574291,null,30004,null,4299,null,565,null,3734,null,25705,null,0400000US38,North Dakota,38
10805366,null,10124018,null,681348,null,62060,null,15394,null,46666,null,619288,null,0400000US39,Ohio,39
3415068,null,3121089,null,293979,null,19829,null,8942,null,10887,null,274150,null,0400000US40,Oklahoma,40
3580799,null,3058070,null,522729,null,29454,null,10313,null,19141,null,493275,null,0400000US41,Oregon,41
11860950,null,10718082,null,1142868,null,114009,null,52175,null,61834,null,1028859,null,0400000US42,Pennsylvania,42
993039,null,783190,null,209849,null,15024,null,6799,null,8225,null,194825,null,0400000US44,Rhode Island,44
4250118,null,3980933,null,269185,null,22700,null,7801,null,14899,null,246485,null,0400000US45,South Carolina,45
752710,null,705175,null,47535,null,4613,null,776,null,3837,null,42922,null,0400000US46,South Dakota,46
5873924,null,5521450,null,352474,null,25937,null,8546,null,17391,null,326537,null,0400000US47,Tennessee,47
22716319,null,14950108,null,7766211,null,229511,null,136329,null,93182,null,7536700,null,0400000US48,Texas,48
2513546,null,2166101,null,347445,null,23708,null,12310,null,11398,null,323737,null,0400000US49,Utah,49
589327,null,563234,null,26093,null,2685,null,485,null,2200,null,23408,null,0400000US50,Vermont,50
7357344,null,6365957,null,991387,null,57307,null,26554,null,30753,null,934080,null,0400000US51,Virginia,51
6213872,null,5159465,null,1054407,null,58986,null,22737,null,36249,null,995421,null,0400000US53,Washington,53
1712657,null,1674009,null,38648,null,5533,null,886,null,4647,null,33115,null,0400000US54,West Virginia,54
5294278,null,4855586,null,438692,null,43101,null,12830,null,30271,null,395591,null,0400000US55,Wisconsin,55
505143,null,470835,null,34308,null,2389,null,242,null,2147,null,31919,null,0400000US56,Wyoming,56
3733631,null,170787,null,3562844,null,71947,null,59749,null,12198,null,3490897,null,0400000US72,Puerto Rico,72
