B14006_001E,B14006_001EA,B14006_001M,B14006_001MA,B14006_002E,B14006_002EA,B14006_002M,B14006_002MA,B14006_003E,B14006_003EA,B14006_003M,B14006_003MA,B14006_004E,B14006_004EA,B14006_004M,B14006_004MA,B14006_005E,B14006_005EA,B14006_005M,B14006_005MA,B14006_006E,B14006_006EA,B14006_006M,B14006_006MA,B14006_007E,B14006_007EA,B14006_007M,B14006_007MA,B14006_008E,B14006_008EA,B14006_008M,B14006_008MA,B14006_009E,B14006_009EA,B14006_009M,B14006_009MA,B14006_010E,B14006_010EA,B14006_010M,B14006_010MA,B14006_011E,B14006_011EA,B14006_011M,B14006_011MA,B14006_012E,B14006_012EA,B14006_012M,B14006_012MA,B14006_013E,B14006_013EA,B14006_013M,B14006_013MA,B14006_014E,B14006_014EA,B14006_014M,B14006_014MA,B14006_015E,B14006_015EA,B14006_015M,B14006_015MA,B14006_016E,B14006_016EA,B14006_016M,B14006_016MA,B14006_017E,B14006_017EA,B14006_017M,B14006_017MA,B14006_018E,B14006_018EA,B14006_018M,B14006_018MA,B14006_019E,B14006_019EA,B14006_019M,B14006_019MA,B14006_020E,B14006_020EA,B14006_020M,B14006_020MA,B14006_021E,B14006_021EA,B14006_021M,B14006_021MA,GEO_ID,NAME,state
4409915,null,5255,null,751969,null,20653,null,271488,null,10560,null,15677,null,2155,null,15461,null,2186,null,63174,null,4691,null,57223,null,4432,null,50652,null,3513,null,60774,null,5268,null,8527,null,1895,null,480481,null,15290,null,3657946,null,21285,null,891986,null,11888,null,56991,null,3709,null,50304,null,4038,null,186607,null,6437,null,191573,null,7065,null,196647,null,5120,null,168937,null,6524,null,40927,null,3095,null,2765960,null,15878,null,0400000US01,Alabama,01
649507,null,2242,null,56317,null,4788,null,19058,null,2870,null,1507,null,585,null,1606,null,683,null,4666,null,1055,null,4027,null,1169,null,4129,null,1093,null,2525,null,882,null,598,null,382,null,37259,null,3156,null,593190,null,5893,null,166166,null,4913,null,7259,null,1350,null,6803,null,1234,null,32308,null,2174,null,36898,null,2414,null,41232,null,2299,null,33579,null,3137,null,8087,null,1335,null,427024,null,5393,null,0400000US02,Alaska,02
6171001,null,8011,null,986571,null,25841,null,359089,null,15477,null,15012,null,2560,null,24257,null,2837,null,83832,null,5334,null,75575,null,6331,null,74798,null,5347,null,72748,null,5595,null,12867,null,2637,null,627482,null,17439,null,5184430,null,27219,null,1351341,null,19557,null,70871,null,4982,null,74085,null,4993,null,276427,null,8241,null,295858,null,8557,null,291543,null,7340,null,272932,null,9078,null,69625,null,5176,null,3833089,null,18565,null,0400000US04,Arizona,04
2686891,null,4094,null,490457,null,16387,null,177218,null,8500,null,14634,null,2139,null,12093,null,1906,null,43278,null,3608,null,36264,null,3645,null,33283,null,3237,null,34011,null,3200,null,3655,null,1241,null,313239,null,10854,null,2196434,null,17353,null,519920,null,10846,null,38471,null,3934,null,25305,null,2363,null,113313,null,5384,null,110551,null,5010,null,118510,null,4725,null,94022,null,4744,null,19748,null,2772,null,1676514,null,12320,null,0400000US05,Arkansas,05
34600390,null,14960,null,4772229,null,57270,null,1879698,null,28771,null,98393,null,6252,null,107666,null,5278,null,401180,null,12182,null,379189,null,9855,null,401669,null,12997,null,427288,null,13076,null,64313,null,5314,null,2892531,null,38173,null,29828161,null,59191,null,8261034,null,37344,null,504165,null,11956,null,401674,null,9917,null,1557776,null,16764,null,1658343,null,19333,null,1815417,null,18675,null,1902483,null,21924,null,421176,null,11197,null,21567127,null,45355,null,0400000US06,California,06
4705507,null,5812,null,588280,null,19788,null,228557,null,11306,null,14362,null,1983,null,12942,null,1769,null,44536,null,4281,null,39845,null,4061,null,35372,null,4045,null,70686,null,5822,null,10814,null,1915,null,359723,null,13099,null,4117227,null,19756,null,1055368,null,14106,null,79309,null,4502,null,54533,null,3490,null,225430,null,6282,null,211539,null,5828,null,227141,null,5650,null,197845,null,8128,null,59571,null,3861,null,3061859,null,17037,null,0400000US08,Colorado,08
3292177,null,3327,null,303976,null,14954,null,107773,null,8048,null,8056,null,1694,null,4312,null,845,null,20853,null,2764,null,20396,null,2713,null,22565,null,2610,null,24316,null,4611,null,7275,null,1880,null,196203,null,10014,null,2988201,null,14657,null,778121,null,11179,null,56210,null,3114,null,36494,null,2573,null,151916,null,5231,null,167049,null,5388,null,177491,null,4549,null,142839,null,6209,null,46122,null,3936,null,2210080,null,11736,null,0400000US09,Connecticut,09
826224,null,2096,null,86378,null,8742,null,30659,null,4491,null,1518,null,740,null,1982,null,857,null,8659,null,1937,null,5510,null,1512,null,5543,null,1430,null,6761,null,1420,null,686,null,436,null,55719,null,5994,null,739846,null,8922,null,186852,null,6294,null,13205,null,2007,null,8207,null,1528,null,38523,null,2681,null,37324,null,2347,null,40053,null,2250,null,38241,null,2905,null,11299,null,1666,null,552994,null,6787,null,0400000US10,Delaware,10
547957,null,1701,null,100155,null,8888,null,38683,null,4861,null,3135,null,958,null,2045,null,730,null,7581,null,1707,null,7717,null,1667,null,7897,null,1825,null,6476,null,1673,null,3832,null,1096,null,61472,null,5579,null,447802,null,8743,null,91937,null,5648,null,6120,null,1267,null,3207,null,988,null,15641,null,2056,null,15266,null,1988,null,19748,null,2453,null,17040,null,2458,null,14915,null,1979,null,355865,null,6159,null,0400000US11,District of Columbia,11
17432024,null,10027,null,2537322,null,37086,null,854339,null,21671,null,53237,null,4344,null,48877,null,4106,null,194147,null,9675,null,169994,null,8635,null,162280,null,8386,null,193250,null,9644,null,32554,null,4564,null,1682983,null,26200,null,14894702,null,37174,null,3448769,null,28701,null,221948,null,7969,null,161758,null,7081,null,679906,null,12966,null,724148,null,14278,null,741342,null,12751,null,762957,null,17158,null,156710,null,6983,null,11445933,null,28812,null,0400000US12,Florida,12
