B21004_001E,B21004_001EA,B21004_001M,B21004_001MA,B21004_002E,B21004_002EA,B21004_002M,B21004_002MA,B21004_003E,B21004_003EA,B21004_003M,B21004_003MA,B21004_004E,B21004_004EA,B21004_004M,B21004_004MA,B21004_005E,B21004_005EA,B21004_005M,B21004_005MA,B21004_006E,B21004_006EA,B21004_006M,B21004_006MA,B21004_007E,B21004_007EA,B21004_007M,B21004_007MA,GEO_ID,NAME,state
21651,null,249,null,35162,null,1055,null,35638,null,1030,null,27725,null,4044,null,20086,null,257,null,26581,null,499,null,16743,null,283,null,0400000US01,Alabama,01
30028,null,933,null,48354,null,2757,null,50627,null,1934,null,33366,null,4613,null,27572,null,1016,null,32557,null,1751,null,23768,null,1110,null,0400000US02,Alaska,02
25173,null,271,null,34822,null,804,null,35429,null,927,null,27685,null,2491,null,24007,null,225,null,28751,null,456,null,20552,null,294,null,0400000US04,Arizona,04
20751,null,312,null,29446,null,942,null,29540,null,953,null,27582,null,5337,null,19692,null,314,null,24563,null,512,null,16439,null,342,null,0400000US05,Arkansas,05
26567,null,159,null,40244,null,498,null,40769,null,520,null,32963,null,2188,null,25249,null,172,null,30376,null,249,null,21373,null,145,null,0400000US06,California,06
28721,null,234,null,40496,null,1058,null,41210,null,1057,null,32130,null,1969,null,27356,null,338,null,33022,null,702,null,22667,null,383,null,0400000US08,Colorado,08
32102,null,410,null,41122,null,1211,null,41516,null,1165,null,32404,null,7989,null,31192,null,431,null,41806,null,639,null,25073,null,473,null,0400000US09,Connecticut,09
28394,null,641,null,37923,null,1409,null,38140,null,1286,null,33633,null,5872,null,27000,null,723,null,34666,null,1421,null,22873,null,870,null,0400000US10,Delaware,10
35507,null,1154,null,42436,null,5022,null,42092,null,5132,null,45799,null,11170,null,34904,null,1134,null,39498,null,1583,null,31740,null,1527,null,0400000US11,District of Columbia,11
23380,null,109,null,33580,null,496,null,33945,null,504,null,28275,null,2155,null,22144,null,116,null,26512,null,247,null,19293,null,116,null,0400000US12,Florida,12
24562,null,196,null,36542,null,750,null,37212,null,719,null,30405,null,2053,null,23320,null,197,null,28719,null,369,null,19737,null,205,null,0400000US13,Georgia,13
28839,null,487,null,39780,null,1850,null,40288,null,2201,null,32047,null,6601,null,27600,null,587,null,32262,null,870,null,24009,null,584,null,0400000US15,Hawaii,15
22143,null,365,null,30127,null,1256,null,30789,null,1242,null,21393,null,4008,null,21065,null,366,null,28211,null,606,null,16287,null,427,null,0400000US16,Idaho,16
27250,null,206,null,36142,null,703,null,36653,null,722,null,26501,null,2518,null,26310,null,212,null,34084,null,377,null,21190,null,200,null,0400000US17,Illinois,17
24301,null,212,null,32249,null,416,null,32652,null,553,null,23860,null,2489,null,23290,null,231,null,31187,null,355,null,18723,null,210,null,0400000US18,Indiana,18
25499,null,300,null,32534,null,725,null,33014,null,701,null,22866,null,6516,null,24686,null,270,null,32382,null,513,null,20200,null,288,null,0400000US19,Iowa,19
25319,null,353,null,34008,null,886,null,34550,null,931,null,23835,null,3717,null,24331,null,311,null,31622,null,465,null,19783,null,267,null,0400000US20,Kansas,20
21698,null,265,null,30075,null,701,null,30483,null,720,null,24205,null,2400,null,20611,null,285,null,26655,null,557,null,16988,null,250,null,0400000US21,Kentucky,21
22727,null,242,null,32360,null,922,null,32762,null,1134,null,29954,null,3305,null,21606,null,288,null,30203,null,575,null,17208,null,319,null,0400000US22,Louisiana,22
23420,null,451,null,30539,null,892,null,31017,null,931,null,22942,null,3041,null,22406,null,520,null,29381,null,701,null,18727,null,526,null,0400000US23,Maine,23
34202,null,344,null,49571,null,854,null,49320,null,955,null,51408,null,3439,null,32446,null,368,null,39085,null,484,null,28471,null,388,null,0400000US24,Maryland,24
30853,null,277,null,38137,null,755,null,38501,null,757,null,26931,null,4021,null,30228,null,306,null,38805,null,523,null,24734,null,379,null,0400000US25,Massachusetts,25
23553,null,158,null,32070,null,381,null,32444,null,429,null,24184,null,2932,null,22483,null,168,null,30058,null,348,null,18176,null,184,null,0400000US26,Michigan,26
28850,null,206,null,35828,null,643,null,36077,null,620,null,29720,null,2840,null,28097,null,235,null,35920,null,431,null,22596,null,253,null,0400000US27,Minnesota,27
19607,null,269,null,29519,null,1036,null,29875,null,1041,null,25375,null,2481,null,18648,null,271,null,24276,null,547,null,15430,null,389,null,0400000US28,Mississippi,28
24024,null,223,null,31907,null,564,null,32225,null,657,null,26718,null,2567,null,23005,null,239,null,29522,null,424,null,18996,null,265,null,0400000US29,Missouri,29
21901,null,485,null,30429,null,1147,null,30889,null,1081,null,20541,null,3179,null,20723,null,512,null,27856,null,921,null,17339,null,559,null,0400000US30,Montana,30
25227,null,404,null,34553,null,1029,null,35093,null,1072,null,29453,null,3997,null,24075,null,375,null,30432,null,489,null,19382,null,391,null,0400000US31,Nebraska,31
28247,null,367,null,37109,null,1259,null,37174,null,1205,null,34488,null,7367,null,27238,null,447,null,31779,null,645,null,23246,null,487,null,0400000US32,Nevada,32
29828,null,440,null,39107,null,1255,null,39489,null,1273,null,33201,null,3688,null,28672,null,500,null,37928,null,920,null,22799,null,588,null,0400000US33,New Hampshire,33
32613,null,344,null,40764,null,791,null,41040,null,774,null,34257,null,5334,null,31899,null,279,null,41493,null,429,null,25696,null,296,null,0400000US34,New Jersey,34
22484,null,390,null,35902,null,1056,null,36294,null,1139,null,30571,null,3622,null,21054,null,435,null,24873,null,740,null,18251,null,488,null,0400000US35,New Mexico,35
28176,null,141,null,35974,null,568,null,36313,null,573,null,29451,null,1847,null,27534,null,155,null,34011,null,292,null,22774,null,174,null,0400000US36,New York,36
23519,null,194,null,34013,null,632,null,34572,null,688,null,30087,null,1995,null,22292,null,211,null,27050,null,355,null,19188,null,206,null,0400000US37,North Carolina,37
25405,null,634,null,35680,null,1698,null,36761,null,1693,null,29066,null,2167,null,24247,null,530,null,32209,null,735,null,19374,null,531,null,0400000US38,North Dakota,38
24344,null,139,null,31348,null,461,null,31714,null,457,null,24126,null,2049,null,23433,null,150,null,30771,null,260,null,19093,null,162,null,0400000US39,Ohio,39
22819,null,264,null,33047,null,841,null,33763,null,823,null,24283,null,2316,null,21575,null,279,null,28171,null,515,null,17707,null,279,null,0400000US40,Oklahoma,40
24367,null,310,null,32828,null,946,null,33531,null,992,null,24226,null,1997,null,23269,null,341,null,29836,null,605,null,19411,null,342,null,0400000US41,Oregon,41
25443,null,152,null,31923,null,418,null,32190,null,429,null,26582,null,2783,null,24547,null,161,null,32961,null,261,null,19429,null,157,null,0400000US42,Pennsylvania,42
27417,null,662,null,37060,null,2152,null,37173,null,2093,null,34674,null,12396,null,26188,null,738,null,34394,null,1303,null,21698,null,635,null,0400000US44,Rhode Island,44
22392,null,242,null,34051,null,903,null,35130,null,1063,null,24616,null,1655,null,21025,null,233,null,26098,null,507,null,18177,null,242,null,0400000US45,South Carolina,45
24211,null,507,null,30037,null,1451,null,30302,null,1448,null,28337,null,4704,null,23472,null,491,null,29112,null,824,null,19741,null,564,null,0400000US46,South Dakota,46
22451,null,244,null,31141,null,604,null,31380,null,646,null,27338,null,3224,null,21369,null,246,null,26776,null,427,null,18023,null,284,null,0400000US47,Tennessee,47
24235,null,116,null,36609,null,448,null,37261,null,492,null,30461,null,1221,null,23149,null,120,null,28436,null,232,null,19076,null,134,null,0400000US48,Texas,48
24756,null,330,null,37565,null,1299,null,38182,null,1297,null,24012,null,5083,null,23734,null,334,null,32678,null,630,null,17256,null,388,null,0400000US49,Utah,49
25621,null,599,null,32465,null,1705,null,32800,null,1966,null,29985,null,6429,null,24852,null,611,null,31062,null,834,null,20776,null,696,null,0400000US50,Vermont,50
29317,null,228,null,47020,null,976,null,48303,null,896,null,37699,null,1906,null,27176,null,290,null,33751,null,450,null,22672,null,306,null,0400000US51,Virginia,51
28904,null,242,null,39960,null,772,null,40555,null,796,null,31854,null,1970,null,27405,null,294,null,36032,null,509,null,22098,null,294,null,0400000US53,Washington,53
20307,null,355,null,28594,null,937,null,29075,null,964,null,18539,null,4534,null,19287,null,315,null,26436,null,738,null,15742,null,362,null,0400000US54,West Virginia,54
26143,null,199,null,32419,null,644,null,32827,null,711,null,26624,null,1557,null,25272,null,218,null,33263,null,467,null,20418,null,246,null,0400000US55,Wisconsin,55
27687,null,841,null,37019,null,2278,null,37734,null,2019,null,26824,null,5682,null,26310,null,968,null,37195,null,1530,null,19744,null,747,null,0400000US56,Wyoming,56
11130,null,134,null,17507,null,688,null,17362,null,702,null,18958,null,1784,null,10807,null,140,null,11728,null,177,null,9832,null,162,null,0400000US72,Puerto Rico,72
