B25093_001E,B25093_001EA,B25093_001M,B25093_001MA,B25093_002E,B25093_002EA,B25093_002M,B25093_002MA,B25093_003E,B25093_003EA,B25093_003M,B25093_003MA,B25093_004E,B25093_004EA,B25093_004M,B25093_004MA,B25093_005E,B25093_005EA,B25093_005M,B25093_005MA,B25093_006E,B25093_006EA,B25093_006M,B25093_006MA,B25093_007E,B25093_007EA,B25093_007M,B25093_007MA,B25093_008E,B25093_008EA,B25093_008M,B25093_008MA,B25093_009E,B25093_009EA,B25093_009M,B25093_009MA,B25093_010E,B25093_010EA,B25093_010M,B25093_010MA,B25093_011E,B25093_011EA,B25093_011M,B25093_011MA,B25093_012E,B25093_012EA,B25093_012M,B25093_012MA,B25093_013E,B25093_013EA,B25093_013M,B25093_013MA,B25093_014E,B25093_014EA,B25093_014M,B25093_014MA,B25093_015E,B25093_015EA,B25093_015M,B25093_015MA,B25093_016E,B25093_016EA,B25093_016M,B25093_016MA,B25093_017E,B25093_017EA,B25093_017M,B25093_017MA,B25093_018E,B25093_018EA,B25093_018M,B25093_018MA,B25093_019E,B25093_019EA,B25093_019M,B25093_019MA,B25093_020E,B25093_020EA,B25093_020M,B25093_020MA,B25093_021E,B25093_021EA,B25093_021M,B25093_021MA,B25093_022E,B25093_022EA,B25093_022M,B25093_022MA,B25093_023E,B25093_023EA,B25093_023M,B25093_023MA,B25093_024E,B25093_024EA,B25093_024M,B25093_024MA,B25093_025E,B25093_025EA,B25093_025M,B25093_025MA,B25093_026E,B25093_026EA,B25093_026M,B25093_026MA,B25093_027E,B25093_027EA,B25093_027M,B25093_027MA,B25093_028E,B25093_028EA,B25093_028M,B25093_028MA,B25093_029E,B25093_029EA,B25093_029M,B25093_029MA,GEO_ID,NAME,state
1285879,null,10656,null,19413,null,2350,null,7782,null,1564,null,1626,null,585,null,1829,null,666,null,2255,null,969,null,5597,null,1162,null,324,null,249,null,141286,null,4872,null,60474,null,3506,null,25219,null,2410,null,17549,null,2128,null,10433,null,1924,null,26354,null,2529,null,1257,null,567,null,774796,null,8522,null,426421,null,7823,null,100506,null,4493,null,66533,null,3985,null,40162,null,3062,null,134302,null,5245,null,6872,null,1422,null,350384,null,5156,null,206622,null,5326,null,33737,null,2426,null,26332,null,2495,null,17623,null,1993,null,63488,null,3152,null,2582,null,858,null,0400000US01,Alabama,01
154337,null,3768,null,2112,null,665,null,590,null,333,null,288,null,246,null,197,null,253,null,351,null,307,null,686,null,385,null,0,null,244,null,19361,null,1854,null,5393,null,928,null,3373,null,1017,null,4412,null,1235,null,1787,null,638,null,4396,null,1117,null,0,null,244,null,106859,null,3450,null,54108,null,2625,null,14662,null,1809,null,9918,null,1505,null,8970,null,1390,null,18673,null,1906,null,528,null,481,null,26005,null,1404,null,15301,null,1375,null,1947,null,535,null,1786,null,563,null,1194,null,422,null,5760,null,927,null,17,null,31,null,0400000US02,Alaska,02
1526790,null,12373,null,14786,null,1734,null,3402,null,816,null,1863,null,637,null,1931,null,812,null,1401,null,573,null,6056,null,1327,null,133,null,131,null,169568,null,6318,null,46187,null,3604,null,27267,null,2609,null,23447,null,2570,null,21910,null,2636,null,49536,null,4153,null,1221,null,528,null,910557,null,9974,null,365062,null,8353,null,127352,null,5492,null,100013,null,5554,null,70470,null,4348,null,236337,null,7818,null,11323,null,1639,null,431879,null,6914,null,241502,null,5485,null,42914,null,2902,null,31278,null,2503,null,22755,null,2030,null,90093,null,4292,null,3337,null,944,null,0400000US04,Arizona,04
742860,null,10442,null,11525,null,1857,null,3981,null,1023,null,1505,null,550,null,768,null,392,null,1444,null,843,null,3160,null,901,null,667,null,657,null,78195,null,4609,null,41001,null,3335,null,11341,null,2030,null,8717,null,1688,null,4051,null,1115,null,12763,null,1945,null,322,null,319,null,440500,null,7797,null,259734,null,5804,null,55188,null,3746,null,35295,null,2998,null,22376,null,2684,null,65648,null,3637,null,2259,null,805,null,212640,null,3736,null,135395,null,4099,null,21032,null,2061,null,12866,null,1381,null,10519,null,1174,null,31803,null,2782,null,1025,null,388,null,0400000US05,Arkansas,05
6910054,null,26866,null,43081,null,3935,null,9209,null,1725,null,4121,null,1236,null,3979,null,1118,null,3423,null,921,null,20777,null,2305,null,1572,null,664,null,568082,null,12219,null,99658,null,5467,null,69415,null,4096,null,76558,null,4448,null,76588,null,4663,null,242847,null,7446,null,3016,null,928,null,4533313,null,20453,null,1386715,null,13385,null,566308,null,11274,null,504300,null,11362,null,409673,null,9370,null,1636311,null,16875,null,30006,null,2711,null,1765578,null,15031,null,899654,null,12188,null,157074,null,4814,null,125862,null,4946,null,101328,null,4597,null,472626,null,10290,null,9034,null,1294,null,0400000US06,California,06
1279955,null,10174,null,18171,null,2093,null,3929,null,956,null,2263,null,787,null,2358,null,751,null,2746,null,1035,null,6829,null,1584,null,46,null,79,null,150781,null,5395,null,43221,null,3156,null,29242,null,2863,null,24911,null,2183,null,16550,null,2239,null,36267,null,3180,null,590,null,425,null,848384,null,7924,null,368734,null,7606,null,126355,null,5043,null,97982,null,4429,null,68122,null,4096,null,181478,null,6073,null,5713,null,1236,null,262619,null,3751,null,149566,null,3892,null,26299,null,2264,null,18599,null,1763,null,13282,null,1488,null,53378,null,3381,null,1495,null,515,null,0400000US08,Colorado,08
913166,null,7185,null,4448,null,1231,null,789,null,571,null,433,null,307,null,650,null,316,null,633,null,451,null,1943,null,810,null,0,null,277,null,76564,null,4128,null,18048,null,2031,null,12677,null,1653,null,13246,null,1766,null,10562,null,1771,null,21826,null,2517,null,205,null,165,null,607925,null,6341,null,235848,null,6434,null,94975,null,4001,null,71498,null,3864,null,52554,null,3414,null,150645,null,4908,null,2405,null,859,null,224229,null,4034,null,84244,null,3423,null,25717,null,2080,null,21722,null,2102,null,17816,null,2134,null,73409,null,4111,null,1321,null,593,null,0400000US09,Connecticut,09
240908,null,4399,null,1975,null,708,null,561,null,287,null,290,null,243,null,141,null,159,null,50,null,82,null,933,null,564,null,0,null,263,null,24930,null,1900,null,6749,null,1304,null,4022,null,936,null,3069,null,803,null,3076,null,917,null,7748,null,1644,null,266,null,313,null,149330,null,4005,null,66224,null,3895,null,20832,null,1995,null,17551,null,1806,null,10027,null,1630,null,34212,null,2972,null,484,null,257,null,64673,null,2106,null,36716,null,1765,null,5739,null,803,null,5257,null,962,null,3743,null,941,null,12459,null,1358,null,759,null,525,null,0400000US10,Delaware,10
111618,null,3411,null,1002,null,522,null,0,null,296,null,303,null,350,null,0,null,296,null,29,null,48,null,512,null,263,null,158,null,266,null,14307,null,1529,null,3758,null,875,null,2481,null,741,null,2226,null,742,null,1764,null,527,null,4078,null,870,null,0,null,296,null,67282,null,2948,null,29459,null,1949,null,9417,null,1398,null,6432,null,1233,null,5940,null,1165,null,15578,null,2043,null,456,null,271,null,29027,null,1892,null,14553,null,1286,null,2919,null,711,null,1500,null,568,null,1684,null,509,null,8065,null,1372,null,306,null,283,null,0400000US11,District of Columbia,11
4785064,null,27252,null,38779,null,2816,null,7641,null,1571,null,3425,null,1062,null,5075,null,1239,null,3629,null,1127,null,17712,null,2354,null,1297,null,685,null,386702,null,10112,null,87570,null,4561,null,59698,null,3861,null,53798,null,3850,null,41665,null,3558,null,141119,null,6996,null,2852,null,871,null,2755989,null,21242,null,987163,null,11823,null,345470,null,9531,null,280969,null,8578,null,227237,null,7468,null,885785,null,17238,null,29365,null,2560,null,1603594,null,13340,null,782118,null,11569,null,155514,null,5632,null,127047,null,5161,null,95291,null,4819,null,428795,null,8275,null,14829,null,2013,null,0400000US12,Florida,12
