C15010H_001E,C15010H_001EA,C15010H_001M,C15010H_001MA,C15010H_002E,C15010H_002EA,C15010H_002M,C15010H_002MA,C15010H_003E,C15010H_003EA,C15010H_003M,C15010H_003MA,C15010H_004E,C15010H_004EA,C15010H_004M,C15010H_004MA,C15010H_005E,C15010H_005EA,C15010H_005M,C15010H_005MA,C15010H_006E,C15010H_006EA,C15010H_006M,C15010H_006MA,GEO_ID,NAME,state
546295,null,10437,null,160635,null,5648,null,54279,null,3082,null,129757,null,5346,null,100639,null,4454,null,100985,null,4657,null,0400000US01,Alabama,01
95603,null,4602,null,37555,null,3261,null,8933,null,1679,null,11469,null,1631,null,15216,null,1765,null,22430,null,2045,null,0400000US02,Alaska,02
865903,null,11969,null,280982,null,7426,null,77903,null,4613,null,187068,null,7363,null,135341,null,5133,null,184609,null,7269,null,0400000US04,Arizona,04
308509,null,7893,null,85382,null,4571,null,33322,null,2816,null,67655,null,3703,null,65471,null,3988,null,56679,null,3942,null,0400000US05,Arkansas,05
4372764,null,30266,null,1723685,null,20244,null,295501,null,8521,null,737291,null,13838,null,354534,null,8957,null,1261753,null,17349,null,0400000US06,California,06
1028422,null,13363,null,395405,null,7689,null,76211,null,3993,null,203150,null,6249,null,116958,null,5226,null,236698,null,6906,null,0400000US08,Colorado,08
716619,null,9684,null,255857,null,7663,null,56143,null,3580,null,140554,null,4420,null,88466,null,4600,null,175599,null,6449,null,0400000US09,Connecticut,09
132829,null,5316,null,44172,null,3240,null,11657,null,1638,null,24805,null,2268,null,21997,null,2369,null,30198,null,2689,null,0400000US10,Delaware,10
129340,null,2963,null,63285,null,3195,null,4319,null,1010,null,11413,null,1632,null,5183,null,1351,null,45140,null,3371,null,0400000US11,District of Columbia,11
2294140,null,21872,null,714280,null,13224,null,203152,null,7256,null,527891,null,11139,null,368239,null,9682,null,480578,null,10529,null,0400000US12,Florida,12
1217223,null,15943,null,370677,null,7548,null,104916,null,4701,null,297641,null,8536,null,178795,null,6091,null,265194,null,8837,null,0400000US13,Georgia,13
99669,null,4562,null,37839,null,3063,null,9146,null,1422,null,16095,null,2067,null,9840,null,1515,null,26749,null,2364,null,0400000US15,Hawaii,15
215692,null,6109,null,75431,null,3862,null,19935,null,2002,null,37327,null,2688,null,41048,null,2552,null,41951,null,2728,null,0400000US16,Idaho,16
1997007,null,14863,null,628756,null,10697,null,165902,null,5464,null,418982,null,7907,null,301806,null,8264,null,481561,null,8870,null,0400000US17,Illinois,17
840306,null,12727,null,233047,null,7836,null,99488,null,3904,null,172146,null,6552,null,161147,null,5740,null,174478,null,6026,null,0400000US18,Indiana,18
465450,null,8745,null,135440,null,5624,null,41190,null,2886,null,93594,null,4203,null,98883,null,4181,null,96343,null,4573,null,0400000US19,Iowa,19
477145,null,8602,null,134571,null,5136,null,44850,null,2630,null,100420,null,4664,null,96283,null,4314,null,101021,null,4036,null,0400000US20,Kansas,20
549855,null,11288,null,159910,null,5601,null,58341,null,3374,null,101325,null,4762,null,105765,null,4789,null,124514,null,5038,null,0400000US21,Kentucky,21
475715,null,9434,null,128234,null,5264,null,59578,null,3807,null,97898,null,4539,null,88170,null,4876,null,101835,null,4679,null,0400000US22,Louisiana,22
242136,null,7573,null,80069,null,4104,null,27188,null,2467,null,34710,null,2715,null,40505,null,2839,null,59664,null,3501,null,0400000US23,Maine,23
909525,null,12145,null,371956,null,7864,null,69764,null,3643,null,146505,null,5724,null,101430,null,4136,null,219870,null,6431,null,0400000US24,Maryland,24
1477690,null,16940,null,563904,null,11982,null,111940,null,5254,null,258396,null,8169,null,161370,null,6658,null,382080,null,9943,null,0400000US25,Massachusetts,25
1363437,null,16684,null,428786,null,9084,null,133136,null,4672,null,289574,null,8347,null,233756,null,6001,null,278185,null,8461,null,0400000US26,Michigan,26
999433,null,12422,null,319301,null,7500,null,93307,null,4090,null,200261,null,6287,null,160303,null,5676,null,226261,null,5797,null,0400000US27,Minnesota,27
275212,null,8015,null,72688,null,4451,null,35221,null,3564,null,61375,null,4444,null,53611,null,3955,null,52317,null,3930,null,0400000US28,Mississippi,28
876778,null,12061,null,251578,null,7658,null,85916,null,4722,null,186924,null,5748,null,157356,null,6012,null,195004,null,6346,null,0400000US29,Missouri,29
167814,null,5751,null,58481,null,4098,null,15414,null,2079,null,27069,null,2811,null,32091,null,2331,null,34759,null,2726,null,0400000US30,Montana,30
289975,null,7004,null,77489,null,3735,null,30129,null,2377,null,61298,null,3495,null,60671,null,3272,null,60388,null,3458,null,0400000US31,Nebraska,31
271926,null,7327,null,84905,null,4257,null,21273,null,2253,null,60720,null,4067,null,40576,null,2890,null,64452,null,4396,null,0400000US32,Nevada,32
273246,null,7035,null,98006,null,4456,null,23628,null,2123,null,53539,null,3492,null,35423,null,2341,null,62650,null,3285,null,0400000US33,New Hampshire,33
1426755,null,17478,null,500198,null,8883,null,99135,null,4662,null,307896,null,7188,null,195375,null,6788,null,324151,null,8825,null,0400000US34,New Jersey,34
229584,null,5523,null,88270,null,4039,null,19843,null,2337,null,30919,null,2401,null,37310,null,3514,null,53242,null,3205,null,0400000US35,New Mexico,35
3116217,null,25904,null,1060889,null,13403,null,237556,null,6903,null,534642,null,12594,null,403264,null,9916,null,879866,null,15192,null,0400000US36,New York,36
1302919,null,16835,null,435827,null,10615,null,109156,null,5331,null,265644,null,7133,null,186648,null,6017,null,305644,null,7706,null,0400000US37,North Carolina,37
101315,null,3602,null,26366,null,1813,null,12490,null,1470,null,21586,null,1960,null,23369,null,1802,null,17504,null,1460,null,0400000US38,North Dakota,38
1634293,null,16809,null,484791,null,10305,null,167311,null,5693,null,351732,null,8367,null,302509,null,7722,null,327950,null,8257,null,0400000US39,Ohio,39
446378,null,8286,null,117548,null,4742,null,40622,null,3249,null,97767,null,5025,null,99990,null,4220,null,90451,null,3947,null,0400000US40,Oklahoma,40
663732,null,11741,null,245917,null,7742,null,53506,null,4449,null,100163,null,4596,null,89119,null,4776,null,175027,null,6660,null,0400000US41,Oregon,41
1995751,null,18210,null,655699,null,10760,null,190625,null,5952,null,376823,null,8631,null,343373,null,8307,null,429231,null,10722,null,0400000US42,Pennsylvania,42
194600,null,6607,null,66366,null,3903,null,16518,null,2132,null,31806,null,2375,null,27111,null,2821,null,52799,null,3021,null,0400000US44,Rhode Island,44
595227,null,10578,null,194890,null,6462,null,50936,null,3384,null,127412,null,6524,null,94636,null,4511,null,127353,null,5630,null,0400000US45,South Carolina,45
122112,null,4709,null,34241,null,2903,null,12953,null,1513,null,23636,null,2191,null,27940,null,2294,null,23342,null,2325,null,0400000US46,South Dakota,46
815260,null,12423,null,239224,null,6797,null,76631,null,4435,null,180508,null,6885,null,136113,null,6140,null,182784,null,6578,null,0400000US47,Tennessee,47
2721408,null,22312,null,891672,null,14519,null,206650,null,6771,null,633270,null,13071,null,413149,null,8049,null,576667,null,11743,null,0400000US48,Texas,48
409226,null,9282,null,135768,null,5775,null,33095,null,2493,null,80399,null,4350,null,60673,null,3528,null,99291,null,4293,null,0400000US49,Utah,49
135674,null,4239,null,49475,null,2394,null,10880,null,1401,null,16074,null,1556,null,22531,null,1756,null,36714,null,2750,null,0400000US50,Vermont,50
1352823,null,14725,null,532754,null,11815,null,92042,null,4585,null,242160,null,7558,null,153973,null,5628,null,331894,null,9288,null,0400000US51,Virginia,51
1125565,null,14275,null,439454,null,9928,null,90012,null,4983,null,170655,null,5969,null,140586,null,5405,null,284858,null,7358,null,0400000US53,Washington,53
204275,null,6560,null,54150,null,3587,null,23592,null,2498,null,40233,null,2613,null,44984,null,3090,null,41316,null,3403,null,0400000US54,West Virginia,54
887552,null,10762,null,268660,null,6336,null,98900,null,4075,null,171234,null,5063,null,164869,null,4893,null,183889,null,5550,null,0400000US55,Wisconsin,55
79324,null,3606,null,29925,null,2202,null,7387,null,1188,null,10629,null,1441,null,16632,null,1926,null,14751,null,1804,null,0400000US56,Wyoming,56
6955,null,1271,null,2670,null,877,null,302,null,245,null,1790,null,633,null,787,null,426,null,1406,null,518,null,0400000US72,Puerto Rico,72
