B09001_001E,B09001_001EA,B09001_001M,B09001_001MA,B09001_002E,B09001_002EA,B09001_002M,B09001_002MA,B09001_003E,B09001_003EA,B09001_003M,B09001_003MA,B09001_004E,B09001_004EA,B09001_004M,B09001_004MA,B09001_005E,B09001_005EA,B09001_005M,B09001_005MA,B09001_006E,B09001_006EA,B09001_006M,B09001_006MA,B09001_007E,B09001_007EA,B09001_007M,B09001_007MA,B09001_008E,B09001_008EA,B09001_008M,B09001_008MA,B09001_009E,B09001_009EA,B09001_009M,B09001_009MA,B09001_010E,B09001_010EA,B09001_010M,B09001_010MA,GEO_ID,NAME,state
1126175,null,2257,null,1123739,null,2347,null,180492,null,4791,null,133353,null,4731,null,59157,null,4233,null,183232,null,6996,null,192102,null,5696,null,187076,null,7692,null,188327,null,2384,null,2436,null,576,null,0400000US01,Alabama,01
183512,null,957,null,183234,null,966,null,33778,null,2031,null,21003,null,2027,null,9022,null,1257,null,26369,null,2172,null,29697,null,1917,null,31948,null,2382,null,31417,null,968,null,278,null,100,null,0400000US02,Alaska,02
1731864,null,1089,null,1728944,null,1275,null,309068,null,6532,null,207362,null,6603,null,99110,null,5635,null,279389,null,7691,null,284649,null,7101,null,279780,null,7518,null,269586,null,1298,null,2920,null,636,null,0400000US04,Arizona,04
707727,null,1741,null,706179,null,1834,null,120604,null,3812,null,81707,null,3482,null,40120,null,3511,null,114124,null,5432,null,122492,null,5216,null,111931,null,4784,null,115201,null,2037,null,1548,null,617,null,0400000US05,Arkansas,05
9435102,null,2112,null,9409514,null,5367,null,1628258,null,13128,null,1117180,null,13321,null,496782,null,10669,null,1476159,null,16237,null,1508576,null,15334,null,1589593,null,16037,null,1592966,null,3557,null,25588,null,4791,null,0400000US06,California,06
1228089,null,1458,null,1224769,null,1601,null,214947,null,5144,null,149767,null,4958,null,68569,null,4349,null,210929,null,6657,null,194216,null,5941,null,193494,null,6095,null,192847,null,1916,null,3320,null,669,null,0400000US08,Colorado,08
807353,null,594,null,805668,null,1185,null,118846,null,3329,null,90359,null,3399,null,40976,null,2845,null,129461,null,5102,null,134899,null,4100,null,145680,null,5513,null,145447,null,1425,null,1685,null,939,null,0400000US09,Connecticut,09
206764,null,293,null,206710,null,277,null,35698,null,2065,null,23763,null,2028,null,10857,null,1643,null,33341,null,2387,null,34155,null,2269,null,34237,null,2550,null,34659,null,785,null,54,null,81,null,0400000US10,Delaware,10
113710,null,3,null,113407,null,255,null,22689,null,1699,null,15441,null,1465,null,4431,null,988,null,17232,null,1934,null,17511,null,1816,null,17455,null,1604,null,18648,null,362,null,303,null,256,null,0400000US11,District of Columbia,11
4057419,null,2524,null,4045284,null,4592,null,701635,null,9571,null,460958,null,9710,null,200937,null,7723,null,633719,null,12672,null,683779,null,11255,null,680756,null,13363,null,683500,null,4159,null,12135,null,3824,null,0400000US12,Florida,12
2582657,null,2495,null,2574536,null,3375,null,449780,null,7259,null,294598,null,7375,null,140958,null,6527,null,430354,null,10068,null,418750,null,10152,null,423247,null,10083,null,416849,null,3950,null,8121,null,2114,null,0400000US13,Georgia,13
