C24010I_001E,C24010I_001EA,C24010I_001M,C24010I_001MA,C24010I_002E,C24010I_002EA,C24010I_002M,C24010I_002MA,C24010I_003E,C24010I_003EA,C24010I_003M,C24010I_003MA,C24010I_004E,C24010I_004EA,C24010I_004M,C24010I_004MA,C24010I_005E,C24010I_005EA,C24010I_005M,C24010I_005MA,C24010I_006E,C24010I_006EA,C24010I_006M,C24010I_006MA,C24010I_007E,C24010I_007EA,C24010I_007M,C24010I_007MA,C24010I_008E,C24010I_008EA,C24010I_008M,C24010I_008MA,C24010I_009E,C24010I_009EA,C24010I_009M,C24010I_009MA,C24010I_010E,C24010I_010EA,C24010I_010M,C24010I_010MA,C24010I_011E,C24010I_011EA,C24010I_011M,C24010I_011MA,C24010I_012E,C24010I_012EA,C24010I_012M,C24010I_012MA,C24010I_013E,C24010I_013EA,C24010I_013M,C24010I_013MA,C24010I_014E,C24010I_014EA,C24010I_014M,C24010I_014MA,C24010I_015E,C24010I_015EA,C24010I_015M,C24010I_015MA,GEO_ID,NAME,state
54000,null,2743,null,37141,null,2513,null,3305,null,803,null,8766,null,2030,null,1724,null,596,null,2272,null,1233,null,13478,null,1719,null,7596,null,1475,null,16859,null,1881,null,3774,null,1012,null,4760,null,1414,null,3228,null,806,null,574,null,412,null,349,null,314,null,4174,null,934,null,0400000US01,Alabama,01
20203,null,1374,null,11803,null,1014,null,1792,null,765,null,3341,null,962,null,2578,null,862,null,0,null,244,null,1583,null,741,null,2509,null,849,null,8400,null,965,null,2375,null,648,null,2118,null,658,null,2987,null,903,null,0,null,244,null,204,null,246,null,716,null,694,null,0400000US02,Alaska,02
777229,null,12034,null,455678,null,8356,null,64193,null,4748,null,120137,null,7382,null,71855,null,6130,null,8888,null,1957,null,110645,null,6744,null,79960,null,5470,null,321551,null,7982,null,73914,null,5358,null,106546,null,5441,null,115329,null,5979,null,1737,null,781,null,1656,null,777,null,22369,null,3018,null,0400000US04,Arizona,04
67639,null,2843,null,42527,null,1953,null,4563,null,1321,null,7863,null,1627,null,2544,null,875,null,2012,null,843,null,11172,null,2024,null,14373,null,1971,null,25112,null,2277,null,4489,null,1179,null,8183,null,1813,null,5084,null,1188,null,278,null,312,null,364,null,412,null,6714,null,1545,null,0400000US05,Arkansas,05
5599841,null,25139,null,3250129,null,19668,null,449058,null,11782,null,708048,null,15739,null,499793,null,12889,null,163125,null,8785,null,663703,null,13589,null,766402,null,15037,null,2349712,null,16638,null,515113,null,10911,null,734106,null,15416,null,793469,null,15288,null,52109,null,3963,null,10168,null,1482,null,244747,null,9733,null,0400000US06,California,06
413142,null,8485,null,238121,null,6493,null,40078,null,3675,null,53243,null,4341,null,32945,null,3816,null,5053,null,1147,null,65189,null,5255,null,41613,null,4278,null,175021,null,4437,null,39084,null,3257,null,61625,null,4402,null,59989,null,4327,null,1457,null,692,null,999,null,562,null,11867,null,1878,null,0400000US08,Colorado,08
182686,null,4656,null,97027,null,3178,null,13926,null,1561,null,26468,null,3040,null,13483,null,1970,null,644,null,569,null,22957,null,2922,null,19549,null,2385,null,85659,null,2746,null,20780,null,2255,null,28050,null,2901,null,26220,null,2607,null,121,null,149,null,520,null,401,null,9968,null,1619,null,0400000US09,Connecticut,09
25318,null,1417,null,16439,null,1033,null,1781,null,573,null,6561,null,1845,null,1566,null,783,null,359,null,309,null,3688,null,1159,null,2484,null,956,null,8879,null,1274,null,2207,null,752,null,2983,null,1091,null,1690,null,681,null,249,null,259,null,0,null,263,null,1750,null,705,null,0400000US10,Delaware,10
27352,null,1828,null,15243,null,1363,null,5542,null,1319,null,5619,null,1192,null,1384,null,641,null,0,null,296,null,2474,null,997,null,224,null,213,null,12109,null,996,null,4539,null,1131,null,5258,null,1143,null,2108,null,745,null,0,null,296,null,0,null,296,null,204,null,265,null,0400000US11,District of Columbia,11
1794337,null,17990,null,1019366,null,12235,null,206435,null,7485,null,206832,null,8077,null,187685,null,8022,null,25890,null,5073,null,231046,null,10476,null,161478,null,6714,null,774971,null,10887,null,221843,null,7260,null,206758,null,8662,null,289031,null,9835,null,6325,null,1588,null,5667,null,1523,null,45347,null,4318,null,0400000US12,Florida,12
