C23002H_001E,C23002H_001EA,C23002H_001M,C23002H_001MA,C23002H_002E,C23002H_002EA,C23002H_002M,C23002H_002MA,C23002H_003E,C23002H_003EA,C23002H_003M,C23002H_003MA,C23002H_004E,C23002H_004EA,C23002H_004M,C23002H_004MA,C23002H_005E,C23002H_005EA,C23002H_005M,C23002H_005MA,C23002H_006E,C23002H_006EA,C23002H_006M,C23002H_006MA,C23002H_007E,C23002H_007EA,C23002H_007M,C23002H_007MA,C23002H_008E,C23002H_008EA,C23002H_008M,C23002H_008MA,C23002H_009E,C23002H_009EA,C23002H_009M,C23002H_009MA,C23002H_010E,C23002H_010EA,C23002H_010M,C23002H_010MA,C23002H_011E,C23002H_011EA,C23002H_011M,C23002H_011MA,C23002H_012E,C23002H_012EA,C23002H_012M,C23002H_012MA,C23002H_013E,C23002H_013EA,C23002H_013M,C23002H_013MA,C23002H_014E,C23002H_014EA,C23002H_014M,C23002H_014MA,C23002H_015E,C23002H_015EA,C23002H_015M,C23002H_015MA,C23002H_016E,C23002H_016EA,C23002H_016M,C23002H_016MA,C23002H_017E,C23002H_017EA,C23002H_017M,C23002H_017MA,C23002H_018E,C23002H_018EA,C23002H_018M,C23002H_018MA,C23002H_019E,C23002H_019EA,C23002H_019M,C23002H_019MA,C23002H_020E,C23002H_020EA,C23002H_020M,C23002H_020MA,C23002H_021E,C23002H_021EA,C23002H_021M,C23002H_021MA,C23002H_022E,C23002H_022EA,C23002H_022M,C23002H_022MA,C23002H_023E,C23002H_023EA,C23002H_023M,C23002H_023MA,C23002H_024E,C23002H_024EA,C23002H_024M,C23002H_024MA,C23002H_025E,C23002H_025EA,C23002H_025M,C23002H_025MA,C23002H_026E,C23002H_026EA,C23002H_026M,C23002H_026MA,C23002H_027E,C23002H_027EA,C23002H_027M,C23002H_027MA,GEO_ID,NAME,state
4494052,null,4092,null,2186926,null,6309,null,1863945,null,6285,null,1496874,null,11026,null,45408,null,3965,null,1451466,null,10401,null,1321451,null,12895,null,130015,null,7166,null,367071,null,10274,null,322981,null,340,null,66561,null,3243,null,61707,null,3313,null,4854,null,1042,null,256420,null,3298,null,2307126,null,6102,null,1871395,null,6017,null,1284632,null,11631,null,4036,null,1138,null,1280596,null,11708,null,1174324,null,11910,null,106272,null,6031,null,586763,null,9813,null,435731,null,360,null,48639,null,3231,null,46116,null,3179,null,2523,null,709,null,387092,null,3180,null,0400000US13,Georgia,13
274225,null,1071,null,151147,null,733,null,129555,null,733,null,112716,null,1912,null,23379,null,2448,null,89337,null,2847,null,81485,null,3048,null,7852,null,1528,null,16839,null,1882,null,21592,null,275,null,6109,null,909,null,5933,null,879,null,176,null,147,null,15483,null,909,null,123078,null,686,null,100771,null,686,null,68690,null,2373,null,3215,null,948,null,65475,null,2336,null,61109,null,2455,null,4366,null,1117,null,32081,null,2472,null,22307,null,275,null,4751,null,730,null,4637,null,735,null,114,null,111,null,17556,null,730,null,0400000US15,Hawaii,15
1020366,null,1540,null,504582,null,1165,null,423465,null,1165,null,342054,null,3869,null,4013,null,1084,null,338041,null,3888,null,300803,null,4028,null,37238,null,3318,null,81411,null,3895,null,81117,null,9,null,14323,null,1275,null,13259,null,1267,null,1064,null,361,null,66794,null,1276,null,515784,null,1425,null,419611,null,1424,null,293279,null,4198,null,566,null,377,null,292713,null,4131,null,273144,null,4571,null,19569,null,2030,null,126332,null,4257,null,96173,null,9,null,10011,null,1065,null,9286,null,1085,null,725,null,340,null,86162,null,1065,null,0400000US16,Idaho,16
6805766,null,6576,null,3300395,null,3760,null,2771716,null,3619,null,2315063,null,10179,null,11572,null,1828,null,2303491,null,10429,null,2069067,null,12172,null,234424,null,7437,null,456653,null,10401,null,528679,null,600,null,114438,null,3564,null,109410,null,3477,null,5028,null,894,null,414241,null,3642,null,3505371,null,3938,null,2761802,null,3913,null,2046970,null,10401,null,1184,null,407,null,2045786,null,10446,null,1896260,null,10038,null,149526,null,6988,null,714832,null,10447,null,743569,null,547,null,95122,null,3625,null,91151,null,3344,null,3971,null,867,null,648447,null,3626,null,0400000US17,Illinois,17
4240708,null,4420,null,2062348,null,3030,null,1745842,null,3005,null,1413739,null,7230,null,4800,null,1345,null,1408939,null,7715,null,1250266,null,8870,null,158673,null,6675,null,332103,null,6667,null,316506,null,180,null,65792,null,2612,null,61695,null,2631,null,4097,null,870,null,250714,null,2631,null,2178360,null,2883,null,1738892,null,2895,null,1254670,null,10509,null,979,null,420,null,1253691,null,10521,null,1145972,null,11672,null,107719,null,5248,null,484222,null,10428,null,439468,null,212,null,56498,null,3006,null,53899,null,2985,null,2599,null,681,null,382970,null,2992,null,0400000US18,Indiana,18
2183221,null,2260,null,1061165,null,1873,null,880472,null,1868,null,747035,null,5309,null,2435,null,706,null,744600,null,5368,null,697076,null,5460,null,47524,null,3810,null,133437,null,5297,null,180693,null,64,null,38949,null,2259,null,37125,null,2184,null,1824,null,564,null,141744,null,2273,null,1122056,null,1599,null,871582,null,1584,null,696412,null,5175,null,323,null,231,null,696089,null,5136,null,663457,null,5275,null,32632,null,2635,null,175170,null,5284,null,250474,null,141,null,33092,null,2058,null,32384,null,2013,null,708,null,338,null,217382,null,2071,null,0400000US19,Iowa,19
1806357,null,2355,null,878596,null,1983,null,737168,null,1965,null,620883,null,5448,null,10207,null,1789,null,610676,null,5673,null,568431,null,5396,null,42245,null,3196,null,116285,null,5428,null,141428,null,312,null,30878,null,1596,null,29769,null,1639,null,1109,null,425,null,110550,null,1606,null,927761,null,1938,null,732659,null,2081,null,558815,null,6034,null,1429,null,609,null,557386,null,6062,null,523980,null,5751,null,33406,null,2636,null,173844,null,6107,null,195102,null,534,null,25930,null,1860,null,25429,null,1826,null,501,null,223,null,169172,null,1817,null,0400000US20,Kansas,20
3028965,null,3726,null,1462180,null,2803,null,1238112,null,2810,null,931574,null,8336,null,14793,null,2258,null,916781,null,8834,null,819716,null,9490,null,97065,null,5485,null,306538,null,8415,null,224068,null,325,null,42613,null,2426,null,40076,null,2362,null,2537,null,648,null,181455,null,2403,null,1566785,null,2386,null,1260075,null,2415,null,827847,null,8453,null,1009,null,632,null,826838,null,8497,null,756636,null,9027,null,70202,null,4418,null,432228,null,8601,null,306710,null,218,null,33890,null,2517,null,32355,null,2410,null,1535,null,556,null,272820,null,2513,null,0400000US21,Kentucky,21
2220830,null,2721,null,1078054,null,2186,null,904465,null,2223,null,733365,null,6438,null,12082,null,1587,null,721283,null,6603,null,674626,null,6795,null,46657,null,3662,null,171100,null,6638,null,173589,null,194,null,35824,null,2240,null,34436,null,2155,null,1388,null,624,null,137765,null,2224,null,1142776,null,1943,null,908523,null,1954,null,607243,null,7175,null,611,null,347,null,606632,null,7203,null,572993,null,7774,null,33639,null,3328,null,301280,null,7417,null,234253,null,113,null,27697,null,2427,null,26868,null,2376,null,829,null,375,null,206556,null,2437,null,0400000US22,Louisiana,22
1030696,null,2730,null,496000,null,1857,null,409040,null,1771,null,327804,null,3723,null,2974,null,881,null,324830,null,3996,null,297257,null,4534,null,27573,null,2254,null,81236,null,3608,null,86960,null,317,null,18130,null,1382,null,17120,null,1340,null,1010,null,433,null,68830,null,1387,null,534696,null,1624,null,420130,null,1610,null,312269,null,4047,null,305,null,245,null,311964,null,4069,null,295047,null,4389,null,16917,null,1880,null,107861,null,4492,null,114566,null,96,null,13633,null,1270,null,13020,null,1256,null,613,null,300,null,100933,null,1274,null,0400000US23,Maine,23
2644916,null,3137,null,1276970,null,2047,null,1065353,null,2048,null,897661,null,5614,null,17328,null,2715,null,880333,null,6342,null,815634,null,7026,null,64699,null,3917,null,167692,null,5580,null,211617,null,7,null,55571,null,2685,null,52709,null,2666,null,2862,null,707,null,156046,null,2684,null,1367946,null,2068,null,1083882,null,2049,null,817833,null,8284,null,4689,null,1226,null,813144,null,8476,null,769123,null,8374,null,44021,null,3140,null,266049,null,8423,null,284064,null,228,null,41871,null,2563,null,40235,null,2590,null,1636,null,567,null,242193,null,2591,null,0400000US24,Maryland,24
4280414,null,5968,null,2043343,null,4071,null,1711435,null,3926,null,1413089,null,8645,null,4278,null,1109,null,1408811,null,8639,null,1272880,null,10326,null,135931,null,5930,null,298346,null,8569,null,331908,null,568,null,84848,null,3193,null,78147,null,3290,null,6701,null,1136,null,247060,null,3243,null,2237071,null,3221,null,1760476,null,3133,null,1354346,null,8208,null,1087,null,645,null,1353259,null,8230,null,1261267,null,8372,null,91992,null,5295,null,406130,null,7571,null,476595,null,458,null,69621,null,3377,null,65939,null,3365,null,3682,null,916,null,406974,null,3339,null,0400000US25,Massachusetts,25
6259353,null,3628,null,3058936,null,2656,null,2560206,null,2615,null,2019117,null,9973,null,5319,null,1152,null,2013798,null,9967,null,1705460,null,11142,null,308338,null,7488,null,541089,null,10211,null,498730,null,228,null,79272,null,2977,null,72218,null,2883,null,7054,null,1001,null,419458,null,2969,null,3200417,null,2796,null,2537550,null,2810,null,1821354,null,10837,null,504,null,369,null,1820850,null,10921,null,1630935,null,11492,null,189915,null,7615,null,716196,null,11005,null,662867,null,350,null,61917,null,3024,null,57631,null,2848,null,4286,null,874,null,600950,null,3038,null,0400000US26,Michigan,26
3620109,null,3211,null,1775170,null,2306,null,1499631,null,2300,null,1284804,null,5361,null,3406,null,831,null,1281398,null,5269,null,1162745,null,7033,null,118653,null,4703,null,214827,null,5222,null,275539,null,142,null,56154,null,2374,null,53193,null,2253,null,2961,null,601,null,219385,null,2368,null,1844939,null,2106,null,1480111,null,2105,null,1189202,null,5773,null,272,null,249,null,1188930,null,5724,null,1124844,null,6940,null,64086,null,3328,null,290909,null,5753,null,364828,null,203,null,45763,null,2050,null,43801,null,2007,null,1962,null,547,null,319065,null,2068,null,0400000US27,Minnesota,27
1380420,null,2045,null,667605,null,1877,null,551224,null,1845,null,425291,null,4779,null,7812,null,1648,null,417479,null,4869,null,384246,null,4905,null,33233,null,3377,null,125933,null,5140,null,116381,null,369,null,21419,null,1756,null,20513,null,1626,null,906,null,422,null,94962,null,1830,null,712815,null,1600,null,551218,null,1600,null,361414,null,6016,null,2156,null,858,null,359258,null,6087,null,333315,null,6689,null,25943,null,2600,null,189804,null,6060,null,161597,null,13,null,18909,null,1900,null,18063,null,1870,null,846,null,372,null,142688,null,1898,null,0400000US28,Mississippi,28
3940982,null,3440,null,1907814,null,2388,null,1594718,null,2328,null,1286469,null,8315,null,12430,null,1947,null,1274039,null,8381,null,1161463,null,8161,null,112576,null,4389,null,308249,null,8039,null,313096,null,391,null,62483,null,2799,null,60391,null,2692,null,2092,null,564,null,250613,null,2812,null,2033168,null,2591,null,1607900,null,2537,null,1170617,null,9197,null,2299,null,829,null,1168318,null,9255,null,1084739,null,8475,null,83579,null,4449,null,437283,null,9580,null,425268,null,425,null,51491,null,2914,null,49179,null,2763,null,2312,null,722,null,373777,null,2995,null,0400000US29,Missouri,29
700763,null,1425,null,348013,null,1009,null,286777,null,1010,null,227586,null,3565,null,3198,null,869,null,224388,null,3447,null,204960,null,3842,null,19428,null,2626,null,59191,null,3557,null,61236,null,11,null,13371,null,1224,null,12822,null,1237,null,549,null,264,null,47865,null,1224,null,352750,null,979,null,279523,null,981,null,205396,null,3583,null,319,null,293,null,205077,null,3589,null,193475,null,3459,null,11602,null,1771,null,74127,null,3519,null,73227,null,35,null,9753,null,1315,null,9346,null,1298,null,407,null,257,null,63474,null,1314,null,0400000US30,Montana,30
1200055,null,1948,null,583302,null,1814,null,487324,null,1714,null,422667,null,3474,null,4340,null,1236,null,418327,null,3696,null,395648,null,4120,null,22679,null,2197,null,64657,null,3695,null,95978,null,319,null,23826,null,1490,null,23362,null,1493,null,464,null,255,null,72152,null,1518,null,616753,null,1522,null,485515,null,1535,null,390121,null,3394,null,1248,null,475,null,388873,null,3450,null,368787,null,3834,null,20086,null,1801,null,95394,null,3708,null,131238,null,404,null,20216,null,1368,null,19743,null,1342,null,473,null,241,null,111022,null,1435,null,0400000US31,Nebraska,31
1218372,null,2447,null,617899,null,1919,null,507095,null,1912,null,421350,null,3669,null,6789,null,1324,null,414561,null,3801,null,366280,null,4874,null,48281,null,3729,null,85745,null,4102,null,110804,null,69,null,24337,null,2262,null,22643,null,2189,null,1694,null,524,null,86467,null,2271,null,600473,null,1312,null,476535,null,1417,null,349807,null,5122,null,1251,null,666,null,348556,null,5147,null,311228,null,6178,null,37328,null,3494,null,126728,null,5008,null,123938,null,718,null,18976,null,1743,null,16916,null,1737,null,2060,null,700,null,104962,null,1919,null,0400000US32,Nevada,32
1007646,null,1521,null,490635,null,1041,null,415019,null,1041,null,349798,null,3760,null,863,null,440,null,348935,null,3704,null,320821,null,4709,null,28114,null,2441,null,65221,null,3799,null,75616,null,25,null,18447,null,1559,null,17244,null,1482,null,1203,null,492,null,57169,null,1557,null,517011,null,1118,null,418402,null,1118,null,326105,null,3750,null,177,null,206,null,325928,null,3792,null,302500,null,4543,null,23428,null,2634,null,92297,null,3633,null,98609,null,255,null,15468,null,1577,null,14838,null,1563,null,630,null,295,null,83141,null,1577,null,0400000US33,New Hampshire,33
4355722,null,4629,null,2097475,null,2546,null,1724567,null,2505,null,1454433,null,7764,null,7151,null,1404,null,1447282,null,8085,null,1308781,null,9606,null,138501,null,5829,null,270134,null,7448,null,372908,null,492,null,92805,null,3672,null,83537,null,3578,null,9268,null,1416,null,280103,null,3674,null,2258247,null,3406,null,1731007,null,3262,null,1278782,null,8371,null,1533,null,623,null,1277249,null,8261,null,1177522,null,8914,null,99727,null,5231,null,452225,null,8590,null,527240,null,730,null,75377,null,3741,null,67379,null,3512,null,7998,null,1147,null,451863,null,3735,null,0400000US34,New Jersey,34
692765,null,2949,null,335395,null,2273,null,263907,null,2376,null,205553,null,3413,null,5466,null,1178,null,200087,null,3309,null,185828,null,4000,null,14259,null,1867,null,58354,null,3303,null,71488,null,742,null,15557,null,1715,null,14995,null,1666,null,562,null,276,null,55931,null,1744,null,357370,null,1887,null,269694,null,2055,null,190889,null,4061,null,744,null,495,null,190145,null,4071,null,177624,null,4124,null,12521,null,2062,null,78805,null,3996,null,87676,null,916,null,10871,null,1232,null,10285,null,1167,null,586,null,349,null,76805,null,1508,null,0400000US35,New Mexico,35
9677725,null,5536,null,4667671,null,3964,null,3862524,null,3847,null,3103047,null,11638,null,17940,null,2165,null,3085107,null,11842,null,2834092,null,14230,null,251015,null,9003,null,759477,null,11498,null,805147,null,797,null,173978,null,4549,null,161515,null,4382,null,12463,null,1542,null,631169,null,4502,null,5010054,null,3633,null,3890147,null,3672,null,2814308,null,14059,null,1520,null,666,null,2812788,null,14010,null,2623044,null,14796,null,189744,null,7165,null,1075839,null,15151,null,1119907,null,857,null,147282,null,4580,null,138890,null,4417,null,8392,null,1351,null,972625,null,4608,null,0400000US36,New York,36
5096490,null,4533,null,2456874,null,3697,null,2048127,null,3729,null,1671961,null,7293,null,69857,null,3216,null,1602104,null,7575,null,1432023,null,8652,null,170081,null,7600,null,376166,null,8260,null,408747,null,414,null,77415,null,3459,null,72557,null,3279,null,4858,null,881,null,331332,null,3516,null,2639616,null,3680,null,2085648,null,3690,null,1464790,null,11570,null,6414,null,1429,null,1458376,null,11545,null,1343035,null,12387,null,115341,null,5384,null,620858,null,12636,null,553968,null,521,null,64265,null,3535,null,60045,null,3384,null,4220,null,968,null,489703,null,3582,null,0400000US37,North Carolina,37
473703,null,737,null,236944,null,647,null,197607,null,646,null,168021,null,2186,null,4158,null,905,null,163863,null,2236,null,158261,null,2400,null,5602,null,986,null,29586,null,2132,null,39337,null,8,null,9089,null,765,null,8785,null,761,null,304,null,181,null,30248,null,765,null,236759,null,641,null,184248,null,641,null,149621,null,2134,null,976,null,493,null,148645,null,2220,null,144197,null,2374,null,4448,null,1201,null,34627,null,2056,null,52511,null,16,null,7378,null,947,null,7317,null,936,null,61,null,71,null,45133,null,947,null,0400000US38,North Dakota,38
7663627,null,4403,null,3702933,null,2974,null,3105853,null,2956,null,2501765,null,10378,null,10659,null,1672,null,2491106,null,10413,null,2211018,null,11892,null,280088,null,6769,null,604088,null,11042,null,597080,null,172,null,111879,null,3601,null,105900,null,3500,null,5979,null,1129,null,485201,null,3593,null,3960694,null,3089,null,3127878,null,3104,null,2283730,null,11345,null,2687,null,1303,null,2281043,null,11379,null,2085655,null,12102,null,195388,null,7003,null,844148,null,12166,null,832816,null,232,null,98557,null,3844,null,94024,null,3741,null,4533,null,954,null,734259,null,3829,null,0400000US39,Ohio,39
2112841,null,2449,null,1024252,null,1861,null,844360,null,1866,null,675573,null,6504,null,15652,null,1443,null,659921,null,6432,null,616126,null,6768,null,43795,null,3770,null,168787,null,6127,null,179892,null,74,null,39085,null,2137,null,38222,null,2059,null,863,null,323,null,140807,null,2142,null,1088589,null,1462,null,847176,null,1460,null,581470,null,6634,null,1460,null,596,null,580010,null,6747,null,549086,null,7244,null,30924,null,2900,null,265706,null,6483,null,241413,null,172,null,28254,null,2113,null,27484,null,2126,null,770,null,331,null,213159,null,2109,null,0400000US40,Oklahoma,40
2521239,null,3105,null,1226486,null,2174,null,1015579,null,2146,null,804107,null,6859,null,3500,null,1045,null,800607,null,7010,null,691354,null,8694,null,109253,null,5221,null,211472,null,7266,null,210907,null,196,null,33399,null,2101,null,30728,null,2031,null,2671,null,745,null,177508,null,2127,null,1294753,null,1939,null,1028907,null,1871,null,744344,null,8609,null,180,null,234,null,744164,null,8511,null,674413,null,8234,null,69751,null,4085,null,284563,null,8571,null,265846,null,408,null,25714,null,2290,null,24046,null,2189,null,1668,null,506,null,240132,null,2305,null,0400000US41,Oregon,41
8423084,null,5240,null,4049554,null,3797,null,3322993,null,3676,null,2709646,null,9362,null,9471,null,1950,null,2700175,null,9389,null,2453269,null,11826,null,246906,null,7602,null,613347,null,8827,null,726561,null,406,null,143251,null,4076,null,133151,null,3992,null,10100,null,1344,null,583310,null,4049,null,4373530,null,3281,null,3343074,null,3261,null,2440133,null,13302,null,1515,null,666,null,2438618,null,13333,null,2266169,null,14698,null,172449,null,7407,null,902941,null,12703,null,1030456,null,273,null,116874,null,3661,null,111389,null,3711,null,5485,null,968,null,913582,null,3657,null,0400000US42,Pennsylvania,42
688229,null,2402,null,326818,null,1543,null,271018,null,1477,null,222789,null,3992,null,2074,null,736,null,220715,null,4142,null,199638,null,4575,null,21077,null,2309,null,48229,null,3800,null,55800,null,363,null,13425,null,1163,null,12400,null,1064,null,1025,null,365,null,42375,null,1239,null,361411,null,1203,null,279665,null,1147,null,213015,null,3697,null,1085,null,559,null,211930,null,3724,null,196669,null,3804,null,15261,null,2272,null,66650,null,3749,null,81746,null,233,null,10898,null,1269,null,9842,null,1239,null,1056,null,429,null,70848,null,1303,null,0400000US44,Rhode Island,44
2415119,null,3063,null,1169444,null,2096,null,959111,null,2087,null,762668,null,7633,null,22465,null,2321,null,740203,null,7512,null,665842,null,8462,null,74361,null,4866,null,196443,null,7493,null,210333,null,74,null,42378,null,2677,null,39902,null,2466,null,2476,null,757,null,167955,null,2687,null,1245675,null,2435,null,972633,null,2386,null,673762,null,7824,null,4242,null,1052,null,669520,null,7739,null,610971,null,8060,null,58549,null,3432,null,298871,null,7837,null,273042,null,204,null,30143,null,2474,null,27553,null,2270,null,2590,null,840,null,242899,null,2455,null,0400000US45,South Carolina,45
559499,null,1541,null,276504,null,1260,null,227618,null,1255,null,195772,null,2796,null,2725,null,954,null,193047,null,3019,null,183430,null,3354,null,9617,null,1852,null,31846,null,2576,null,48886,null,53,null,11355,null,1150,null,11228,null,1154,null,127,null,179,null,37531,null,1152,null,282995,null,916,null,219630,null,917,null,178472,null,2810,null,540,null,372,null,177932,null,2666,null,172932,null,2670,null,5000,null,1005,null,41158,null,2698,null,63365,null,25,null,9634,null,1202,null,9531,null,1189,null,103,null,130,null,53731,null,1206,null,0400000US46,South Dakota,46
3911623,null,3089,null,1888644,null,2447,null,1575235,null,2453,null,1249283,null,8960,null,15555,null,1497,null,1233728,null,8963,null,1104523,null,9172,null,129205,null,5469,null,325952,null,9136,null,313409,null,197,null,60960,null,3064,null,57056,null,3235,null,3904,null,923,null,252449,null,3050,null,2022979,null,2314,null,1601234,null,2323,null,1086155,null,10824,null,1418,null,713,null,1084737,null,10939,null,988033,null,11679,null,96704,null,5319,null,515079,null,10371,null,421745,null,134,null,48069,null,2661,null,45347,null,2624,null,2722,null,759,null,373676,null,2637,null,0400000US47,Tennessee,47
