B17018_001E,B17018_001EA,B17018_001M,B17018_001MA,B17018_002E,B17018_002EA,B17018_002M,B17018_002MA,B17018_003E,B17018_003EA,B17018_003M,B17018_003MA,B17018_004E,B17018_004EA,B17018_004M,B17018_004MA,B17018_005E,B17018_005EA,B17018_005M,B17018_005MA,B17018_006E,B17018_006EA,B17018_006M,B17018_006MA,B17018_007E,B17018_007EA,B17018_007M,B17018_007MA,B17018_008E,B17018_008EA,B17018_008M,B17018_008MA,B17018_009E,B17018_009EA,B17018_009M,B17018_009MA,B17018_010E,B17018_010EA,B17018_010M,B17018_010MA,B17018_011E,B17018_011EA,B17018_011M,B17018_011MA,B17018_012E,B17018_012EA,B17018_012M,B17018_012MA,B17018_013E,B17018_013EA,B17018_013M,B17018_013MA,B17018_014E,B17018_014EA,B17018_014M,B17018_014MA,B17018_015E,B17018_015EA,B17018_015M,B17018_015MA,B17018_016E,B17018_016EA,B17018_016M,B17018_016MA,B17018_017E,B17018_017EA,B17018_017M,B17018_017MA,B17018_018E,B17018_018EA,B17018_018M,B17018_018MA,B17018_019E,B17018_019EA,B17018_019M,B17018_019MA,B17018_020E,B17018_020EA,B17018_020M,B17018_020MA,B17018_021E,B17018_021EA,B17018_021M,B17018_021MA,B17018_022E,B17018_022EA,B17018_022M,B17018_022MA,B17018_023E,B17018_023EA,B17018_023M,B17018_023MA,B17018_024E,B17018_024EA,B17018_024M,B17018_024MA,B17018_025E,B17018_025EA,B17018_025M,B17018_025MA,B17018_026E,B17018_026EA,B17018_026M,B17018_026MA,B17018_027E,B17018_027EA,B17018_027M,B17018_027MA,B17018_028E,B17018_028EA,B17018_028M,B17018_028MA,B17018_029E,B17018_029EA,B17018_029M,B17018_029MA,B17018_030E,B17018_030EA,B17018_030M,B17018_030MA,B17018_031E,B17018_031EA,B17018_031M,B17018_031MA,B17018_032E,B17018_032EA,B17018_032M,B17018_032MA,B17018_033E,B17018_033EA,B17018_033M,B17018_033MA,B17018_034E,B17018_034EA,B17018_034M,B17018_034MA,B17018_035E,B17018_035EA,B17018_035M,B17018_035MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,21478,null,2466,null,17443,null,2189,null,9412,null,1632,null,2748,null,944,null,115622,null,4531,null,13304,null,2007,null,5066,null,1249,null,4260,null,1028,null,3605,null,998,null,373,null,314,null,102318,null,4068,null,30764,null,3164,null,36745,null,3181,null,31147,null,2788,null,3662,null,1228,null,1079353,null,12047,null,833452,null,11027,null,84874,null,4328,null,240368,null,7280,null,255860,null,8102,null,252350,null,7046,null,245901,null,7893,null,63729,null,4207,null,11537,null,1671,null,20927,null,2321,null,20328,null,2502,null,10937,null,1605,null,182172,null,7676,null,30120,null,3243,null,50025,null,3881,null,69281,null,4824,null,32746,null,2731,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,257,null,176,null,1158,null,416,null,938,null,436,null,272,null,196,null,7225,null,1361,null,1319,null,615,null,198,null,162,null,609,null,413,null,486,null,454,null,26,null,45,null,5906,null,1216,null,793,null,362,null,2070,null,623,null,2500,null,776,null,543,null,471,null,150090,null,3688,null,116518,null,3220,null,5972,null,1065,null,24467,null,2574,null,47305,null,2759,null,38774,null,2247,null,33572,null,2634,null,12461,null,1669,null,1195,null,448,null,4306,null,1112,null,5094,null,1313,null,1866,null,668,null,21111,null,2081,null,2400,null,659,null,5048,null,1168,null,9974,null,1350,null,3689,null,855,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,30138,null,2870,null,23695,null,3007,null,18768,null,2254,null,7051,null,1504,null,95846,null,5146,null,20151,null,2636,null,6644,null,1429,null,6379,null,1638,null,6138,null,1535,null,990,null,596,null,75695,null,5147,null,27455,null,3148,null,18838,null,2380,null,25464,null,3032,null,3938,null,1368,null,1338737,null,13081,null,1046173,null,12194,null,105301,null,5952,null,206483,null,7449,null,374858,null,8814,null,359531,null,7500,null,292564,null,8661,null,96639,null,6054,null,15633,null,2611,null,24437,null,2860,null,35986,null,3402,null,20583,null,2802,null,195925,null,6956,null,24910,null,2809,null,45196,null,3847,null,84620,null,4406,null,41199,null,3666,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,14607,null,2037,null,14202,null,1489,null,11016,null,1683,null,2623,null,772,null,70962,null,4404,null,9088,null,1766,null,3045,null,996,null,3018,null,964,null,2716,null,1140,null,309,null,197,null,61874,null,4077,null,15983,null,2016,null,19990,null,2657,null,23406,null,2812,null,2495,null,810,null,655082,null,7950,null,523949,null,8443,null,60178,null,3452,null,171095,null,5465,null,160707,null,5614,null,131969,null,4911,null,131133,null,5330,null,40414,null,3461,null,9664,null,1710,null,14854,null,1954,null,10515,null,1711,null,5381,null,1312,null,90719,null,4490,null,11216,null,1568,null,27385,null,2383,null,36114,null,3240,null,16004,null,2053,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,182618,null,7164,null,80934,null,5032,null,73717,null,5194,null,45967,null,3878,null,504175,null,12303,null,106471,null,6044,null,44747,null,4316,null,30306,null,3206,null,24875,null,3037,null,6543,null,1245,null,397704,null,10265,null,149378,null,7229,null,101558,null,4764,null,121310,null,5771,null,25458,null,2510,null,7478842,null,27770,null,5657974,null,30044,null,786867,null,16062,null,928824,null,18165,null,1770738,null,22263,null,2171545,null,17848,null,1820868,null,24083,null,625098,null,14682,null,138897,null,7042,null,150688,null,6690,null,199182,null,7864,null,136331,null,6179,null,1195770,null,16812,null,205913,null,7863,null,256149,null,8877,null,456053,null,11203,null,277655,null,7252,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,18796,null,2497,null,10697,null,1779,null,10997,null,1997,null,7225,null,1525,null,61911,null,4325,null,10894,null,1902,null,3449,null,1106,null,2823,null,916,null,3476,null,1108,null,1146,null,649,null,51017,null,3855,null,14089,null,2178,null,14058,null,2124,null,19270,null,2521,null,3600,null,876,null,1123513,null,10157,null,922053,null,10702,null,57334,null,3964,null,164884,null,5553,null,283635,null,7226,null,416200,null,7827,null,201460,null,6908,null,65210,null,4379,null,8875,null,1593,null,16926,null,2293,null,22959,null,2403,null,16450,null,1991,null,136250,null,5728,null,12603,null,1987,null,30643,null,2630,null,55256,null,3786,null,37748,null,2927,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,4366,null,964,null,3331,null,956,null,3727,null,892,null,2585,null,877,null,45475,null,3661,null,5119,null,1217,null,1975,null,696,null,1802,null,793,null,923,null,462,null,419,null,269,null,40356,null,3452,null,13573,null,1945,null,13861,null,2152,null,10241,null,1688,null,2681,null,992,null,831046,null,9223,null,653939,null,8630,null,41732,null,3422,null,148136,null,5568,null,166423,null,4896,null,297648,null,6085,null,177107,null,5856,null,50346,null,3797,null,6149,null,1433,null,16673,null,2380,null,15695,null,2445,null,11829,null,1825,null,126761,null,4600,null,13802,null,2046,null,39085,null,3129,null,42507,null,2488,null,31367,null,2484,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,1219,null,509,null,1141,null,412,null,989,null,655,null,766,null,352,null,11512,null,2117,null,1917,null,802,null,914,null,648,null,516,null,483,null,487,null,296,null,0,null,263,null,9595,null,1794,null,2573,null,879,null,3975,null,1326,null,2346,null,1049,null,701,null,372,null,205028,null,4752,null,155747,null,4527,null,11376,null,1702,null,39835,null,2813,null,44244,null,2488,null,60292,null,3167,null,49281,null,3041,null,13338,null,1956,null,2617,null,756,null,4119,null,1120,null,3321,null,1020,null,3281,null,1009,null,35943,null,2283,null,3188,null,898,null,11891,null,1535,null,13017,null,1808,null,7847,null,1213,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,341,null,242,null,427,null,326,null,211,null,185,null,196,null,190,null,14790,null,2107,null,1994,null,721,null,238,null,202,null,888,null,592,null,719,null,405,null,149,null,174,null,12796,null,2031,null,3036,null,978,null,5671,null,1297,null,3368,null,1048,null,721,null,361,null,93065,null,4537,null,55520,null,3162,null,3686,null,1105,null,6062,null,1164,null,8299,null,1400,null,37473,null,2371,null,37545,null,3087,null,6799,null,1289,null,1080,null,525,null,2917,null,978,null,1535,null,793,null,1267,null,455,null,30746,null,2857,null,4883,null,1174,null,8611,null,1646,null,10024,null,1763,null,7228,null,1262,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,58700,null,3950,null,61415,null,4512,null,46609,null,3644,null,25293,null,3038,null,296240,null,10087,null,55004,null,4318,null,19166,null,2812,null,17777,null,2770,null,14169,null,2177,null,3892,null,1272,null,241236,null,9765,null,64338,null,5076,null,83275,null,5473,null,77416,null,4901,null,16207,null,2330,null,4054209,null,24841,null,3143382,null,23398,null,288651,null,7193,null,768029,null,13758,null,1017731,null,16073,null,1068971,null,13535,null,910827,null,17910,null,254755,null,8633,null,41594,null,3639,null,79445,null,4765,null,80482,null,4765,null,53234,null,3659,null,656072,null,14252,null,79444,null,4573,null,190002,null,7122,null,246518,null,8307,null,140108,null,5774,null,0400000US12,Florida,12
