B18135_001E,B18135_001EA,B18135_001M,B18135_001MA,B18135_002E,B18135_002EA,B18135_002M,B18135_002MA,B18135_003E,B18135_003EA,B18135_003M,B18135_003MA,B18135_004E,B18135_004EA,B18135_004M,B18135_004MA,B18135_005E,B18135_005EA,B18135_005M,B18135_005MA,B18135_006E,B18135_006EA,B18135_006M,B18135_006MA,B18135_007E,B18135_007EA,B18135_007M,B18135_007MA,B18135_008E,B18135_008EA,B18135_008M,B18135_008MA,B18135_009E,B18135_009EA,B18135_009M,B18135_009MA,B18135_010E,B18135_010EA,B18135_010M,B18135_010MA,B18135_011E,B18135_011EA,B18135_011M,B18135_011MA,B18135_012E,B18135_012EA,B18135_012M,B18135_012MA,B18135_013E,B18135_013EA,B18135_013M,B18135_013MA,B18135_014E,B18135_014EA,B18135_014M,B18135_014MA,B18135_015E,B18135_015EA,B18135_015M,B18135_015MA,B18135_016E,B18135_016EA,B18135_016M,B18135_016MA,B18135_017E,B18135_017EA,B18135_017M,B18135_017MA,B18135_018E,B18135_018EA,B18135_018M,B18135_018MA,B18135_019E,B18135_019EA,B18135_019M,B18135_019MA,B18135_020E,B18135_020EA,B18135_020M,B18135_020MA,B18135_021E,B18135_021EA,B18135_021M,B18135_021MA,B18135_022E,B18135_022EA,B18135_022M,B18135_022MA,B18135_023E,B18135_023EA,B18135_023M,B18135_023MA,B18135_024E,B18135_024EA,B18135_024M,B18135_024MA,B18135_025E,B18135_025EA,B18135_025M,B18135_025MA,B18135_026E,B18135_026EA,B18135_026M,B18135_026MA,B18135_027E,B18135_027EA,B18135_027M,B18135_027MA,B18135_028E,B18135_028EA,B18135_028M,B18135_028MA,B18135_029E,B18135_029EA,B18135_029M,B18135_029MA,B18135_030E,B18135_030EA,B18135_030M,B18135_030MA,B18135_031E,B18135_031EA,B18135_031M,B18135_031MA,B18135_032E,B18135_032EA,B18135_032M,B18135_032MA,B18135_033E,B18135_033EA,B18135_033M,B18135_033MA,B18135_034E,B18135_034EA,B18135_034M,B18135_034MA,GEO_ID,NAME,state
1231549,null,4784,null,287944,null,1807,null,6646,null,1368,null,6646,null,1368,null,4132,null,1020,null,3340,null,1045,null,0,null,275,null,281298,null,2234,null,274232,null,2892,null,210940,null,5289,null,78537,null,5942,null,7066,null,1874,null,762990,null,4597,null,58632,null,3909,null,53476,null,3628,null,33350,null,3362,null,27961,null,2663,null,5156,null,1342,null,704358,null,5343,null,632171,null,7532,null,584759,null,7750,null,69476,null,5190,null,72187,null,5139,null,180615,null,2101,null,65157,null,2713,null,64693,null,2726,null,46619,null,2296,null,63418,null,2823,null,464,null,317,null,115458,null,3238,null,114440,null,3242,null,91226,null,3449,null,108835,null,3471,null,1018,null,483,null,0400000US15,Hawaii,15
1520563,null,1085,null,418172,null,1484,null,14464,null,1986,null,13556,null,1929,null,6494,null,1239,null,9251,null,1625,null,908,null,321,null,403708,null,2466,null,357645,null,4668,null,253472,null,7090,null,117420,null,6613,null,46063,null,4232,null,923984,null,2501,null,99784,null,5074,null,75441,null,4571,null,42367,null,3100,null,44292,null,4091,null,24343,null,2908,null,824200,null,5132,null,632394,null,7433,null,600249,null,7935,null,53923,null,4295,null,191806,null,6877,null,178407,null,2008,null,68016,null,2687,null,67836,null,2700,null,49166,null,2333,null,67081,null,2782,null,180,null,222,null,110391,null,2678,null,109407,null,2689,null,81173,null,2637,null,107570,null,2773,null,984,null,797,null,0400000US16,Idaho,16
12719575,null,2242,null,3168258,null,2761,null,104613,null,5182,null,100301,null,5158,null,49057,null,3556,null,58836,null,4216,null,4312,null,1045,null,3063645,null,5825,null,2925688,null,11331,null,1912142,null,21984,null,1111065,null,20702,null,137957,null,9633,null,8033971,null,5569,null,637950,null,13486,null,531937,null,13036,null,289290,null,10063,null,306296,null,9303,null,106013,null,6816,null,7396021,null,13869,null,5969105,null,22786,null,5437865,null,26724,null,665472,null,14967,null,1426916,null,22519,null,1517346,null,4915,null,542260,null,8804,null,536807,null,9002,null,351877,null,8292,null,531245,null,8916,null,5453,null,1373,null,975086,null,8394,null,961345,null,8724,null,713337,null,9739,null,929937,null,9133,null,13741,null,2513,null,0400000US17,Illinois,17
6316260,null,1620,null,1582770,null,2437,null,70913,null,4723,null,67558,null,4832,null,32617,null,2850,null,41412,null,4043,null,3355,null,1010,null,1511857,null,5571,null,1375201,null,11022,null,980102,null,14785,null,440345,null,12957,null,136656,null,9785,null,3949279,null,4468,null,427429,null,10341,null,345585,null,8840,null,202281,null,6128,null,191471,null,6677,null,81844,null,5651,null,3521850,null,10438,null,2845833,null,19253,null,2653253,null,21373,null,264792,null,9137,null,676017,null,16796,null,784211,null,3269,null,298914,null,5726,null,297845,null,5631,null,207820,null,4672,null,295473,null,5575,null,1069,null,488,null,485297,null,6148,null,483076,null,6204,null,364875,null,6282,null,473114,null,6252,null,2221,null,801,null,0400000US18,Indiana,18
2956722,null,916,null,706873,null,1971,null,29205,null,2943,null,28344,null,2885,null,15493,null,1889,null,18583,null,2372,null,861,null,505,null,677668,null,3589,null,646217,null,4910,null,494900,null,8091,null,187210,null,7424,null,31451,null,3413,null,1835246,null,2933,null,167621,null,6138,null,147906,null,5496,null,90938,null,5195,null,80986,null,3931,null,19715,null,2303,null,1667625,null,6014,null,1465202,null,10348,null,1378045,null,11783,null,130614,null,6679,null,202423,null,8593,null,414603,null,2313,null,139313,null,3785,null,139235,null,3762,null,103679,null,3404,null,138914,null,3788,null,78,null,118,null,275290,null,4233,null,274917,null,4267,null,219278,null,3973,null,271641,null,4192,null,373,null,252,null,0400000US19,Iowa,19
2756827,null,2965,null,700794,null,1886,null,30068,null,2583,null,28051,null,2481,null,16285,null,2022,null,14406,null,1584,null,2017,null,702,null,670726,null,2889,null,615026,null,6351,null,462161,null,9013,null,170645,null,8193,null,55700,null,4960,null,1713993,null,3568,null,177524,null,6528,null,142315,null,5901,null,84162,null,4977,null,78471,null,3821,null,35209,null,3556,null,1536469,null,7308,null,1268642,null,10989,null,1218248,null,11152,null,83590,null,4453,null,267827,null,8784,null,342040,null,1941,null,129953,null,4234,null,129746,null,4198,null,93838,null,3850,null,128997,null,4237,null,207,null,174,null,212087,null,4690,null,210496,null,4514,null,163882,null,4411,null,206652,null,4613,null,1591,null,1128,null,0400000US20,Kansas,20
4225355,null,2146,null,1014997,null,2714,null,59486,null,4553,null,57923,null,4518,null,22303,null,2893,null,39750,null,3776,null,1563,null,654,null,955511,null,5062,null,892667,null,7109,null,570769,null,11683,null,345436,null,11633,null,62844,null,5879,null,2666222,null,3678,null,415623,null,11026,null,337612,null,9333,null,161296,null,6577,null,222714,null,7096,null,78011,null,5216,null,2250599,null,11495,null,1782615,null,14674,null,1635439,null,15943,null,201611,null,8336,null,467984,null,14249,null,544136,null,2417,null,238288,null,5157,null,237398,null,5099,null,155911,null,4993,null,236274,null,5173,null,890,null,508,null,305848,null,5393,null,303859,null,5342,null,225867,null,5096,null,297556,null,5428,null,1989,null,780,null,0400000US21,Kentucky,21
4391561,null,2119,null,1120435,null,1876,null,56198,null,4078,null,53726,null,3980,null,19058,null,1942,null,38323,null,3705,null,2472,null,877,null,1064237,null,4337,null,993951,null,6902,null,552702,null,12776,null,472947,null,12955,null,70286,null,5953,null,2744515,null,3891,null,351105,null,10245,null,281175,null,9077,null,142327,null,6165,null,176143,null,7396,null,69930,null,4618,null,2393410,null,10931,null,1777945,null,20063,null,1624968,null,20586,null,207244,null,7805,null,615465,null,17574,null,526611,null,2935,null,227511,null,5801,null,226491,null,5779,null,129415,null,4769,null,224286,null,5723,null,1020,null,535,null,299100,null,5702,null,296032,null,5637,null,197599,null,5045,null,287219,null,5478,null,3068,null,966,null,0400000US22,Louisiana,22
1300904,null,1044,null,270440,null,1514,null,16612,null,2024,null,16315,null,2079,null,7391,null,1199,null,11052,null,1886,null,297,null,202,null,253828,null,2176,null,238931,null,2720,null,159555,null,5197,null,93154,null,5191,null,14897,null,2365,null,833819,null,2043,null,115610,null,4752,null,103144,null,4352,null,46827,null,3275,null,68964,null,3996,null,12466,null,1614,null,718209,null,5308,null,609250,null,6524,null,532240,null,8005,null,102670,null,5153,null,108959,null,5402,null,196645,null,727,null,77550,null,3067,null,77358,null,3064,null,49798,null,2528,null,76559,null,3028,null,192,null,205,null,119095,null,3022,null,118902,null,3032,null,86987,null,3314,null,115445,null,3034,null,193,null,175,null,0400000US23,Maine,23
5589768,null,3519,null,1348039,null,1713,null,50801,null,3926,null,48947,null,3862,null,29356,null,3003,null,23247,null,2669,null,1854,null,678,null,1297238,null,4234,null,1234544,null,6530,null,924393,null,13424,null,341192,null,12801,null,62694,null,5358,null,3574339,null,5597,null,294435,null,9294,null,253596,null,8855,null,161145,null,6229,null,129878,null,6240,null,40839,null,3107,null,3279904,null,11955,null,2770121,null,17320,null,2619570,null,19198,null,218897,null,10765,null,509783,null,13742,null,667390,null,3681,null,220681,null,5622,null,218932,null,5557,null,154789,null,5443,null,214323,null,5326,null,1749,null,861,null,446709,null,5809,null,442838,null,6140,null,357927,null,6527,null,421508,null,6051,null,3871,null,1183,null,0400000US24,Maryland,24
6495905,null,1365,null,1430695,null,947,null,64741,null,5321,null,64140,null,5295,null,36065,null,3687,null,37135,null,4276,null,601,null,434,null,1365954,null,5431,null,1346739,null,5911,null,1041756,null,11437,null,371979,null,11100,null,19215,null,3019,null,4223602,null,3019,null,377390,null,11487,null,361421,null,10944,null,174562,null,6745,null,236641,null,9311,null,15969,null,2660,null,3846212,null,12258,null,3612819,null,15891,null,3189646,null,18086,null,527337,null,12727,null,233393,null,9900,null,841608,null,2976,null,286311,null,5307,null,285828,null,5293,null,190705,null,5341,null,281852,null,5187,null,483,null,311,null,555297,null,5468,null,553868,null,5393,null,421033,null,6041,null,529514,null,5827,null,1429,null,770,null,0400000US25,Massachusetts,25
9834865,null,1530,null,2342793,null,2528,null,110778,null,4401,null,107688,null,4230,null,49036,null,2753,null,71572,null,4082,null,3090,null,878,null,2232015,null,5017,null,2128296,null,8384,null,1452919,null,15603,null,776723,null,14759,null,103719,null,6897,null,6203210,null,3708,null,730733,null,16276,null,621951,null,13848,null,324530,null,9369,null,400433,null,11277,null,108782,null,5996,null,5472477,null,15629,null,4491307,null,19211,null,4030957,null,23587,null,591411,null,13488,null,981170,null,18819,null,1288862,null,2647,null,475736,null,7063,null,474704,null,7084,null,356133,null,6339,null,473268,null,7100,null,1032,null,613,null,813126,null,7245,null,808082,null,7447,null,658301,null,8269,null,795531,null,7518,null,5044,null,1449,null,0400000US26,Michigan,26
5196720,null,863,null,1255596,null,1840,null,44795,null,2882,null,42155,null,2829,null,23929,null,1920,null,23728,null,2324,null,2640,null,988,null,1210801,null,3397,null,1130384,null,5915,null,906205,null,9795,null,265473,null,9038,null,80417,null,5361,null,3311931,null,2662,null,269847,null,7801,null,241863,null,6785,null,134080,null,4704,null,139057,null,5528,null,27984,null,2742,null,3042084,null,7891,null,2682486,null,11733,null,2467695,null,13614,null,282510,null,6927,null,359598,null,10169,null,629193,null,2197,null,200651,null,5614,null,199960,null,5715,null,148912,null,4576,null,198660,null,5790,null,691,null,460,null,428542,null,5313,null,427043,null,5359,null,347784,null,5410,null,419048,null,5354,null,1499,null,667,null,0400000US27,Minnesota,27
2879805,null,3013,null,764182,null,1751,null,36176,null,3174,null,34604,null,3122,null,10964,null,1659,null,26097,null,2870,null,1572,null,624,null,728006,null,3791,null,651069,null,7917,null,349158,null,11193,null,325703,null,10540,null,76937,null,7305,null,1759049,null,4051,null,255672,null,10124,null,202303,null,8260,null,95972,null,5613,null,136820,null,6744,null,53369,null,4636,null,1503377,null,10399,null,1121809,null,15710,null,997924,null,13052,null,165235,null,7917,null,381568,null,12123,null,356574,null,2355,null,164670,null,5094,null,164511,null,5061,null,86538,null,3992,null,163593,null,4991,null,159,null,177,null,191904,null,4767,null,191385,null,4801,null,121852,null,5070,null,188329,null,4535,null,519,null,390,null,0400000US28,Mississippi,28
5871474,null,2142,null,1426899,null,2707,null,64764,null,4171,null,61125,null,4267,null,30519,null,3724,null,35535,null,3092,null,3639,null,894,null,1362135,null,5141,null,1267309,null,7738,null,890213,null,12004,null,416468,null,12006,null,94826,null,7108,null,3663823,null,3825,null,453993,null,10700,null,373545,null,9619,null,193737,null,5818,null,229938,null,8603,null,80448,null,4641,null,3209830,null,12151,null,2618236,null,15083,null,2455550,null,14817,null,232446,null,9068,null,591594,null,12687,null,780752,null,2509,null,306699,null,6677,null,305844,null,6658,null,206108,null,5922,null,302875,null,6538,null,855,null,474,null,474053,null,6726,null,471802,null,6589,null,352648,null,6466,null,464225,null,6765,null,2251,null,876,null,0400000US29,Missouri,29
957586,null,1278,null,220411,null,1298,null,7909,null,1637,null,7377,null,1591,null,3402,null,938,null,4353,null,1214,null,532,null,334,null,212502,null,1872,null,184564,null,3556,null,131644,null,5113,null,58872,null,4891,null,27938,null,2906,null,602897,null,1923,null,67602,null,3613,null,51940,null,2986,null,29009,null,2459,null,29896,null,2476,null,15662,null,2092,null,535295,null,4058,null,405486,null,7241,null,382229,null,7426,null,37735,null,3594,null,129809,null,6392,null,134278,null,877,null,51189,null,2601,null,51145,null,2605,null,36394,null,2045,null,50940,null,2625,null,44,null,73,null,83089,null,2591,null,82782,null,2534,null,58981,null,2633,null,81702,null,2625,null,307,null,252,null,0400000US30,Montana,30
1762977,null,1469,null,444973,null,1501,null,14891,null,1868,null,14533,null,1873,null,7720,null,1311,null,8558,null,1551,null,358,null,267,null,430082,null,2524,null,402440,null,4194,null,300099,null,6607,null,113281,null,6596,null,27642,null,3742,null,1091175,null,2851,null,96436,null,4688,null,79659,null,4495,null,48923,null,3413,null,44358,null,3854,null,16777,null,2194,null,994739,null,5282,null,830501,null,8010,null,796171,null,8811,null,58190,null,4239,null,164238,null,6744,null,226829,null,1833,null,79054,null,3045,null,78549,null,3073,null,58168,null,2690,null,78073,null,3101,null,505,null,465,null,147775,null,3135,null,147030,null,3165,null,112253,null,3423,null,143825,null,3084,null,745,null,377,null,0400000US31,Nebraska,31
2610041,null,1761,null,681911,null,1943,null,23064,null,3312,null,19513,null,3035,null,12110,null,2301,null,9887,null,2372,null,3551,null,1133,null,658847,null,3700,null,541012,null,9945,null,433321,null,12620,null,126779,null,8982,null,117835,null,9242,null,1625303,null,3149,null,139448,null,5911,null,107657,null,5205,null,69629,null,4161,null,54631,null,4235,null,31791,null,3648,null,1485855,null,6044,null,1073053,null,12674,null,1022850,null,12906,null,82198,null,5444,null,412802,null,12496,null,302827,null,1941,null,102136,null,3829,null,100390,null,3837,null,60189,null,3468,null,98672,null,3928,null,1746,null,897,null,200691,null,3655,null,196801,null,3658,null,126895,null,4365,null,187817,null,3997,null,3890,null,1098,null,0400000US32,Nevada,32
1308729,null,486,null,288780,null,1015,null,10666,null,1551,null,10195,null,1522,null,6101,null,1219,null,5499,null,1222,null,471,null,379,null,278114,null,1907,null,265109,null,2789,null,207744,null,4773,null,65243,null,5054,null,13005,null,2192,null,850768,null,1337,null,76114,null,4374,null,65148,null,3933,null,38562,null,2840,null,35095,null,3180,null,10966,null,2094,null,774654,null,4410,null,665537,null,6828,null,637408,null,7637,null,44559,null,4067,null,109117,null,5970,null,169181,null,1045,null,62307,null,2780,null,62054,null,2777,null,43627,null,2765,null,61516,null,2763,null,253,null,387,null,106874,null,2733,null,106653,null,2764,null,85026,null,2620,null,104223,null,2920,null,221,null,207,null,0400000US33,New Hampshire,33
8582670,null,1995,null,2044419,null,839,null,72635,null,3945,null,68131,null,3999,null,42702,null,3630,null,30514,null,2652,null,4504,null,1135,null,1971784,null,3901,null,1846453,null,7856,null,1430552,null,12835,null,461952,null,13489,null,125331,null,7349,null,5412778,null,3640,null,414638,null,11102,null,355570,null,11184,null,215024,null,8531,null,189810,null,8618,null,59068,null,4804,null,4998140,null,11450,null,4118798,null,18306,null,3863533,null,20665,null,334795,null,10450,null,879342,null,15888,null,1125473,null,2806,null,379313,null,6796,null,376452,null,6718,null,233356,null,6130,null,373591,null,6790,null,2861,null,971,null,746160,null,6860,null,733178,null,6863,null,535087,null,9212,null,705073,null,7275,null,12982,null,2075,null,0400000US34,New Jersey,34
1975830,null,2052,null,514098,null,2943,null,18013,null,2189,null,17181,null,2229,null,5975,null,1106,null,12335,null,2083,null,832,null,533,null,496085,null,3494,null,438178,null,5990,null,231884,null,8564,null,223633,null,8700,null,57907,null,5106,null,1203374,null,4042,null,144282,null,6206,null,117514,null,5704,null,59720,null,4048,null,75610,null,4672,null,26768,null,2875,null,1059092,null,6663,null,758184,null,11600,null,660196,null,11508,null,128053,null,7147,null,300908,null,9038,null,258358,null,2243,null,109165,null,3778,null,107596,null,3736,null,60512,null,3469,null,106657,null,3832,null,1569,null,589,null,149193,null,3880,null,147279,null,3743,null,99381,null,3949,null,144250,null,3563,null,1914,null,870,null,0400000US35,New Mexico,35
19264374,null,2320,null,4413888,null,4574,null,159589,null,7258,null,155245,null,7046,null,75879,null,4334,null,95867,null,5562,null,4344,null,1053,null,4254299,null,9129,null,4053646,null,14163,null,2757821,null,24617,null,1459171,null,23471,null,200653,null,10794,null,12337913,null,6101,null,1083367,null,15575,null,972884,null,15850,null,484438,null,10317,null,629037,null,14706,null,110483,null,5800,null,11254546,null,16477,null,9401545,null,30145,null,8148410,null,35525,null,1517261,null,25301,null,1853001,null,29405,null,2512573,null,3466,null,882414,null,10886,null,875325,null,10871,null,491811,null,9702,null,865897,null,10851,null,7089,null,1645,null,1630159,null,10998,null,1610990,null,11489,null,1116519,null,12087,null,1550447,null,12162,null,19169,null,2848,null,0400000US36,New York,36
