B17020G_001E,B17020G_001EA,B17020G_001M,B17020G_001MA,B17020G_002E,B17020G_002EA,B17020G_002M,B17020G_002MA,B17020G_003E,B17020G_003EA,B17020G_003M,B17020G_003MA,B17020G_004E,B17020G_004EA,B17020G_004M,B17020G_004MA,B17020G_005E,B17020G_005EA,B17020G_005M,B17020G_005MA,B17020G_006E,B17020G_006EA,B17020G_006M,B17020G_006MA,B17020G_007E,B17020G_007EA,B17020G_007M,B17020G_007MA,B17020G_008E,B17020G_008EA,B17020G_008M,B17020G_008MA,B17020G_009E,B17020G_009EA,B17020G_009M,B17020G_009MA,B17020G_010E,B17020G_010EA,B17020G_010M,B17020G_010MA,B17020G_011E,B17020G_011EA,B17020G_011M,B17020G_011MA,B17020G_012E,B17020G_012EA,B17020G_012M,B17020G_012MA,B17020G_013E,B17020G_013EA,B17020G_013M,B17020G_013MA,B17020G_014E,B17020G_014EA,B17020G_014M,B17020G_014MA,B17020G_015E,B17020G_015EA,B17020G_015M,B17020G_015MA,B17020G_016E,B17020G_016EA,B17020G_016M,B17020G_016MA,B17020G_017E,B17020G_017EA,B17020G_017M,B17020G_017MA,GEO_ID,NAME,state
10025,null,1659,null,1312,null,638,null,787,null,441,null,12,null,24,null,265,null,208,null,6,null,11,null,167,null,138,null,0,null,208,null,75,null,104,null,8713,null,1589,null,1380,null,551,null,532,null,336,null,974,null,478,null,1588,null,810,null,3927,null,959,null,225,null,217,null,87,null,133,null,0400000US38,North Dakota,38
197061,null,9070,null,56946,null,6084,null,13640,null,2177,null,1990,null,772,null,11819,null,2595,null,7532,null,1733,null,20766,null,2579,null,363,null,236,null,836,null,526,null,140115,null,9483,null,22214,null,2606,null,4450,null,1122,null,24272,null,3104,null,21092,null,2656,null,61846,null,4977,null,3796,null,1052,null,2445,null,741,null,0400000US39,Ohio,39
252696,null,8419,null,57981,null,5681,null,11177,null,1875,null,2494,null,911,null,9606,null,1689,null,6618,null,1375,null,26315,null,2880,null,788,null,355,null,983,null,445,null,194715,null,8460,null,22965,null,2771,null,3995,null,861,null,25133,null,2384,null,22536,null,2546,null,105603,null,5283,null,9449,null,1200,null,5034,null,949,null,0400000US40,Oklahoma,40
129613,null,7835,null,22563,null,3356,null,4871,null,1535,null,791,null,493,null,3154,null,1183,null,2412,null,857,null,10572,null,1789,null,569,null,406,null,194,null,194,null,107050,null,7660,null,14585,null,2054,null,3089,null,804,null,16571,null,2407,null,13802,null,2010,null,53701,null,4626,null,2832,null,685,null,2470,null,743,null,0400000US41,Oregon,41
185068,null,9140,null,46965,null,5130,null,10776,null,2251,null,1140,null,476,null,7804,null,1576,null,6533,null,1383,null,19330,null,2318,null,572,null,378,null,810,null,443,null,138103,null,7585,null,21239,null,2404,null,4006,null,1036,null,25255,null,3021,null,21352,null,2498,null,60247,null,3724,null,4006,null,935,null,1998,null,678,null,0400000US42,Pennsylvania,42
18436,null,3028,null,3829,null,1670,null,676,null,626,null,0,null,287,null,590,null,338,null,517,null,297,null,1886,null,875,null,160,null,257,null,0,null,287,null,14607,null,2787,null,3227,null,1079,null,201,null,198,null,2156,null,838,null,1389,null,694,null,6606,null,1570,null,521,null,369,null,507,null,325,null,0400000US44,Rhode Island,44
64315,null,5601,null,19383,null,3083,null,5727,null,1354,null,729,null,388,null,4472,null,1493,null,1778,null,814,null,6129,null,1508,null,392,null,341,null,156,null,169,null,44932,null,4705,null,7650,null,1590,null,1329,null,618,null,8775,null,1875,null,6216,null,1623,null,18691,null,2388,null,1530,null,593,null,741,null,465,null,0400000US45,South Carolina,45
16203,null,2548,null,2773,null,892,null,743,null,344,null,0,null,223,null,290,null,278,null,229,null,265,null,1393,null,586,null,0,null,223,null,118,null,166,null,13430,null,2539,null,2318,null,822,null,401,null,317,null,2565,null,961,null,1563,null,693,null,5913,null,1663,null,441,null,435,null,229,null,207,null,0400000US46,South Dakota,46
99286,null,6894,null,24387,null,3710,null,6692,null,1681,null,297,null,262,null,4405,null,1113,null,2796,null,954,null,9390,null,1880,null,323,null,238,null,484,null,300,null,74899,null,5960,null,12168,null,2520,null,2038,null,710,null,12837,null,2365,null,8590,null,1388,null,34864,null,3567,null,2410,null,705,null,1992,null,562,null,0400000US47,Tennessee,47
517905,null,17296,null,82690,null,7558,null,17158,null,3070,null,2642,null,960,null,15952,null,3477,null,10274,null,1626,null,32731,null,3946,null,2214,null,634,null,1719,null,660,null,435215,null,14608,null,70039,null,3965,null,12468,null,2080,null,64812,null,4465,null,54758,null,4546,null,211256,null,9522,null,13357,null,1899,null,8525,null,1652,null,0400000US48,Texas,48
60069,null,5498,null,6381,null,1339,null,1509,null,590,null,239,null,215,null,1120,null,533,null,1257,null,564,null,2256,null,707,null,0,null,265,null,0,null,265,null,53688,null,5413,null,10039,null,1851,null,1761,null,688,null,11609,null,2234,null,8055,null,1550,null,20814,null,2524,null,803,null,526,null,607,null,446,null,0400000US49,Utah,49
10769,null,1366,null,2774,null,919,null,656,null,377,null,0,null,211,null,434,null,325,null,237,null,264,null,1421,null,591,null,26,null,30,null,0,null,211,null,7995,null,1280,null,826,null,446,null,74,null,77,null,1241,null,421,null,922,null,350,null,4605,null,861,null,190,null,153,null,137,null,140,null,0400000US50,Vermont,50
184410,null,12471,null,22610,null,3981,null,6163,null,1672,null,831,null,579,null,3720,null,1294,null,3815,null,1575,null,7555,null,1636,null,325,null,314,null,201,null,232,null,161800,null,11111,null,30343,null,3421,null,4226,null,1155,null,24992,null,3123,null,23315,null,2961,null,74013,null,6302,null,2575,null,707,null,2336,null,924,null,0400000US51,Virginia,51
275508,null,11327,null,38948,null,5120,null,7359,null,1710,null,1082,null,462,null,6310,null,1840,null,4650,null,1190,null,18763,null,2952,null,545,null,349,null,239,null,214,null,236560,null,10928,null,38905,null,3216,null,6294,null,1172,null,40756,null,3647,null,30548,null,3022,null,111693,null,6237,null,5257,null,1048,null,3107,null,877,null,0400000US53,Washington,53
28750,null,3280,null,8363,null,2254,null,2593,null,1168,null,582,null,595,null,699,null,399,null,314,null,242,null,3876,null,987,null,299,null,204,null,0,null,269,null,20387,null,2780,null,2781,null,1323,null,73,null,74,null,3284,null,899,null,1887,null,592,null,10880,null,1736,null,821,null,365,null,661,null,395,null,0400000US54,West Virginia,54
84284,null,5906,null,19358,null,2787,null,5169,null,1304,null,528,null,349,null,3625,null,996,null,3181,null,1136,null,6488,null,1463,null,227,null,167,null,140,null,125,null,64926,null,5196,null,10843,null,1753,null,2886,null,771,null,13017,null,1941,null,9621,null,1734,null,26762,null,2850,null,1129,null,370,null,668,null,369,null,0400000US55,Wisconsin,55
13457,null,1891,null,2212,null,797,null,182,null,174,null,94,null,164,null,206,null,230,null,312,null,324,null,1374,null,638,null,44,null,74,null,0,null,265,null,11245,null,1839,null,1559,null,673,null,429,null,333,null,2133,null,839,null,1800,null,753,null,5015,null,1111,null,149,null,201,null,160,null,167,null,0400000US56,Wyoming,56
430247,null,14931,null,225345,null,13802,null,19610,null,2455,null,4016,null,992,null,25399,null,3030,null,27753,null,2926,null,128929,null,8751,null,11810,null,1779,null,7828,null,1338,null,204902,null,9895,null,9194,null,1522,null,1396,null,593,null,14607,null,2202,null,17509,null,2810,null,139671,null,7823,null,14583,null,1623,null,7942,null,1195,null,0400000US72,Puerto Rico,72
