C08006_001E,C08006_001EA,C08006_001M,C08006_001MA,C08006_002E,C08006_002EA,C08006_002M,C08006_002MA,C08006_003E,C08006_003EA,C08006_003M,C08006_003MA,C08006_004E,C08006_004EA,C08006_004M,C08006_004MA,C08006_005E,C08006_005EA,C08006_005M,C08006_005MA,C08006_006E,C08006_006EA,C08006_006M,C08006_006MA,C08006_007E,C08006_007EA,C08006_007M,C08006_007MA,C08006_008E,C08006_008EA,C08006_008M,C08006_008MA,C08006_009E,C08006_009EA,C08006_009M,C08006_009MA,C08006_010E,C08006_010EA,C08006_010M,C08006_010MA,C08006_011E,C08006_011EA,C08006_011M,C08006_011MA,C08006_012E,C08006_012EA,C08006_012M,C08006_012MA,C08006_013E,C08006_013EA,C08006_013M,C08006_013MA,C08006_014E,C08006_014EA,C08006_014M,C08006_014MA,C08006_015E,C08006_015EA,C08006_015M,C08006_015MA,C08006_016E,C08006_016EA,C08006_016M,C08006_016MA,C08006_017E,C08006_017EA,C08006_017M,C08006_017MA,C08006_018E,C08006_018EA,C08006_018M,C08006_018MA,C08006_019E,C08006_019EA,C08006_019M,C08006_019MA,C08006_020E,C08006_020EA,C08006_020M,C08006_020MA,C08006_021E,C08006_021EA,C08006_021M,C08006_021MA,C08006_022E,C08006_022EA,C08006_022M,C08006_022MA,C08006_023E,C08006_023EA,C08006_023M,C08006_023MA,C08006_024E,C08006_024EA,C08006_024M,C08006_024MA,C08006_025E,C08006_025EA,C08006_025M,C08006_025MA,C08006_026E,C08006_026EA,C08006_026M,C08006_026MA,C08006_027E,C08006_027EA,C08006_027M,C08006_027MA,C08006_028E,C08006_028EA,C08006_028M,C08006_028MA,C08006_029E,C08006_029EA,C08006_029M,C08006_029MA,C08006_030E,C08006_030EA,C08006_030M,C08006_030MA,C08006_031E,C08006_031EA,C08006_031M,C08006_031MA,C08006_032E,C08006_032EA,C08006_032M,C08006_032MA,C08006_033E,C08006_033EA,C08006_033M,C08006_033MA,C08006_034E,C08006_034EA,C08006_034M,C08006_034MA,C08006_035E,C08006_035EA,C08006_035M,C08006_035MA,C08006_036E,C08006_036EA,C08006_036M,C08006_036MA,GEO_ID,NAME,state
862556,null,11616,null,771103,null,11831,null,672002,null,12077,null,99101,null,7165,null,75081,null,5700,null,15009,null,2599,null,9011,null,1856,null,9469,null,1592,null,5870,null,1239,null,20989,null,2957,null,10028,null,1581,null,45097,null,3885,null,451004,null,8424,null,400347,null,8527,null,348733,null,8269,null,51614,null,4694,null,38633,null,4082,null,7808,null,2061,null,5173,null,1208,null,4579,null,1298,null,4296,null,1012,null,12121,null,2285,null,7049,null,1242,null,22612,null,2515,null,411552,null,7664,null,370756,null,7923,null,323269,null,7595,null,47487,null,3923,null,36448,null,2954,null,7201,null,1489,null,3838,null,1182,null,4890,null,1177,null,1574,null,545,null,8868,null,1793,null,2979,null,898,null,22485,null,2579,null,0400000US35,New Mexico,35
8906053,null,30271,null,5466422,null,30521,null,4808215,null,25501,null,658207,null,16227,null,507651,null,13871,null,83722,null,5990,null,66834,null,5103,null,2371336,null,24473,null,39185,null,3870,null,574322,null,13438,null,110974,null,6676,null,343814,null,11587,null,4639391,null,20701,null,2909279,null,22846,null,2553615,null,20095,null,355664,null,10651,null,267801,null,8958,null,46986,null,4402,null,40877,null,3804,null,1175968,null,17916,null,29980,null,3457,null,285319,null,9545,null,62035,null,5097,null,176810,null,8193,null,4266662,null,21715,null,2557143,null,17769,null,2254600,null,15334,null,302543,null,9037,null,239850,null,8413,null,36736,null,3203,null,25957,null,3064,null,1195368,null,17647,null,9205,null,1526,null,289003,null,8747,null,48939,null,4130,null,167004,null,6650,null,0400000US36,New York,36
4152303,null,21012,null,3800348,null,20841,null,3355251,null,21778,null,445097,null,14310,null,340482,null,12348,null,57527,null,4299,null,47088,null,4596,null,42214,null,3977,null,10766,null,2206,null,82681,null,6528,null,35551,null,3612,null,180743,null,10092,null,2173495,null,14518,null,1969177,null,14992,null,1707417,null,16264,null,261760,null,10274,null,190813,null,8452,null,35794,null,3305,null,35153,null,3880,null,21643,null,2730,null,8596,null,2003,null,50802,null,5719,null,24876,null,2974,null,98401,null,7315,null,1978808,null,15155,null,1831171,null,15133,null,1647834,null,14308,null,183337,null,7052,null,149669,null,6159,null,21733,null,2436,null,11935,null,1921,null,20571,null,2471,null,2170,null,730,null,31879,null,3184,null,10675,null,2247,null,82342,null,4674,null,0400000US37,North Carolina,37
345194,null,3835,null,307615,null,4034,null,270949,null,4363,null,36666,null,2798,null,27549,null,2210,null,5211,null,1177,null,3906,null,1177,null,1096,null,524,null,1353,null,562,null,12419,null,1380,null,2983,null,862,null,19728,null,1719,null,183156,null,2759,null,162360,null,3056,null,141307,null,3351,null,21053,null,1932,null,15371,null,1591,null,3101,null,869,null,2581,null,800,null,439,null,303,null,997,null,446,null,6799,null,1103,null,2232,null,736,null,10329,null,1135,null,162038,null,2853,null,145255,null,2853,null,129642,null,3008,null,15613,null,1672,null,12178,null,1498,null,2110,null,599,null,1325,null,525,null,657,null,355,null,356,null,245,null,5620,null,873,null,751,null,430,null,9399,null,1189,null,0400000US38,North Dakota,38
5165708,null,21181,null,4722656,null,20888,null,4289333,null,20904,null,433323,null,10657,null,353108,null,9513,null,45916,null,4642,null,34299,null,3256,null,91891,null,6306,null,13780,null,2049,null,116395,null,6032,null,35225,null,3342,null,185761,null,7846,null,2643970,null,13683,null,2411366,null,14478,null,2187076,null,14408,null,224290,null,7512,null,179857,null,6353,null,24747,null,3283,null,19686,null,2287,null,41311,null,4342,null,11021,null,1889,null,62731,null,4685,null,22592,null,2681,null,94949,null,4649,null,2521738,null,14715,null,2311290,null,14541,null,2102257,null,14218,null,209033,null,6644,null,173251,null,6292,null,21169,null,2456,null,14613,null,2010,null,50580,null,4481,null,2759,null,698,null,53664,null,4024,null,12633,null,1987,null,90812,null,5733,null,0400000US39,Ohio,39
1645352,null,13265,null,1529271,null,12748,null,1348820,null,12905,null,180451,null,7349,null,142028,null,6023,null,24292,null,3217,null,14131,null,2486,null,6931,null,1359,null,3964,null,1089,null,30444,null,2881,null,18528,null,2568,null,56214,null,3944,null,885147,null,7822,null,818124,null,7607,null,716183,null,8146,null,101941,null,4850,null,79906,null,3989,null,13102,null,2267,null,8933,null,1889,null,3619,null,1040,null,2861,null,905,null,18527,null,2346,null,12740,null,2058,null,29276,null,2886,null,760205,null,10494,null,711147,null,10108,null,632637,null,9484,null,78510,null,4296,null,62122,null,3477,null,11190,null,1780,null,5198,null,1242,null,3312,null,990,null,1103,null,591,null,11917,null,1578,null,5788,null,1591,null,26938,null,2438,null,0400000US40,Oklahoma,40
1705433,null,13423,null,1405081,null,12916,null,1228105,null,13018,null,176976,null,6233,null,143692,null,6092,null,19832,null,2746,null,13452,null,2378,null,69653,null,4798,null,39920,null,3772,null,65863,null,4968,null,16053,null,1728,null,108863,null,6321,null,886335,null,9603,null,730013,null,9238,null,633528,null,9384,null,96485,null,4560,null,76604,null,4122,null,11444,null,2202,null,8437,null,1973,null,34834,null,3948,null,26076,null,2781,null,32204,null,2985,null,11638,null,1492,null,51570,null,4189,null,819098,null,9956,null,675068,null,9832,null,594577,null,9330,null,80491,null,3870,null,67088,null,3913,null,8388,null,1425,null,5015,null,1230,null,34819,null,2941,null,13844,null,2291,null,33659,null,3557,null,4415,null,990,null,57293,null,4043,null,0400000US41,Oregon,41
5749703,null,25567,null,4931862,null,27058,null,4416654,null,26899,null,515208,null,11790,null,422678,null,11548,null,55315,null,4497,null,37215,null,3373,null,303910,null,10354,null,29316,null,3410,null,227700,null,8253,null,45371,null,2825,null,211544,null,8309,null,2987685,null,13971,null,2582115,null,15869,null,2311800,null,14816,null,270315,null,8212,null,218911,null,7092,null,28460,null,3170,null,22944,null,2587,null,136761,null,7303,null,20258,null,2903,null,111446,null,5420,null,28523,null,2115,null,108582,null,5500,null,2762018,null,18779,null,2349747,null,19232,null,2104854,null,18331,null,244893,null,7763,null,203767,null,7341,null,26855,null,2411,null,14271,null,1929,null,167149,null,7064,null,9058,null,1782,null,116254,null,5814,null,16848,null,2068,null,102962,null,4758,null,0400000US42,Pennsylvania,42
501342,null,7232,null,447829,null,7941,null,402807,null,7375,null,45022,null,3956,null,36049,null,3394,null,4906,null,1196,null,4067,null,1621,null,13901,null,2334,null,1978,null,669,null,15797,null,1845,null,3792,null,1276,null,18045,null,2483,null,256044,null,5090,null,226991,null,5170,null,204363,null,4909,null,22628,null,2844,null,17874,null,2622,null,2335,null,731,null,2419,null,911,null,6971,null,1560,null,1590,null,553,null,8581,null,1525,null,2692,null,1014,null,9219,null,1607,null,245298,null,5062,null,220838,null,5304,null,198444,null,4853,null,22394,null,2447,null,18175,null,1974,null,2571,null,840,null,1648,null,899,null,6930,null,1452,null,388,null,269,null,7216,null,1285,null,1100,null,726,null,8826,null,1572,null,0400000US44,Rhode Island,44
1961234,null,14358,null,1806049,null,15389,null,1608998,null,15718,null,197051,null,8456,null,149881,null,6998,null,26589,null,2801,null,20581,null,3419,null,12386,null,2229,null,5819,null,1263,null,36672,null,3110,null,24180,null,3362,null,76128,null,5145,null,1007650,null,8670,null,919213,null,9446,null,808533,null,9887,null,110680,null,5826,null,80909,null,4800,null,15948,null,2010,null,13823,null,3028,null,6633,null,1746,null,4391,null,1196,null,21655,null,2374,null,15024,null,2524,null,40734,null,4305,null,953584,null,10408,null,886836,null,9593,null,800465,null,10222,null,86371,null,4700,null,68972,null,3981,null,10641,null,1334,null,6758,null,1615,null,5753,null,1409,null,1428,null,547,null,15017,null,2042,null,9156,null,1767,null,35394,null,3408,null,0400000US45,South Carolina,45
412997,null,5384,null,361556,null,5205,null,319424,null,6217,null,42132,null,3785,null,30923,null,2994,null,6687,null,1417,null,4522,null,1386,null,1897,null,668,null,2353,null,682,null,17914,null,2049,null,4696,null,829,null,24581,null,2331,null,212883,null,3788,null,182196,null,3630,null,159410,null,4342,null,22786,null,2430,null,16711,null,1933,null,3145,null,1030,null,2930,null,1063,null,1179,null,542,null,1900,null,626,null,10080,null,1625,null,3486,null,730,null,14042,null,1463,null,200114,null,3373,null,179360,null,3671,null,160014,null,4083,null,19346,null,2299,null,14212,null,1824,null,3542,null,1012,null,1592,null,627,null,718,null,364,null,453,null,329,null,7834,null,1144,null,1210,null,496,null,10539,null,1488,null,0400000US46,South Dakota,46
2720140,null,15757,null,2537445,null,16917,null,2269814,null,17796,null,267631,null,9432,null,211159,null,9037,null,35745,null,3411,null,20727,null,2742,null,22944,null,2873,null,3004,null,1036,null,38131,null,3625,null,26683,null,2858,null,91933,null,5126,null,1430426,null,10234,null,1325706,null,12142,null,1186305,null,11555,null,139401,null,7316,null,108805,null,6551,null,17741,null,2484,null,12855,null,2396,null,11022,null,1832,null,2310,null,808,null,24202,null,2884,null,18873,null,2532,null,48313,null,3950,null,1289714,null,13037,null,1211739,null,13490,null,1083509,null,13714,null,128230,null,5359,null,102354,null,5160,null,18004,null,2254,null,7872,null,1428,null,11922,null,1976,null,694,null,471,null,13929,null,2029,null,7810,null,1428,null,43620,null,3906,null,0400000US47,Tennessee,47
11074127,null,32720,null,10072531,null,32137,null,8812987,null,36397,null,1259544,null,22118,null,941779,null,17167,null,189949,null,8647,null,127816,null,8721,null,176212,null,8446,null,26211,null,3412,null,192756,null,7059,null,188917,null,10033,null,417500,null,11759,null,6097682,null,22824,null,5532769,null,23644,null,4812838,null,26904,null,719931,null,14487,null,510810,null,12959,null,118205,null,7266,null,90916,null,7051,null,85273,null,6029,null,21167,null,3116,null,109403,null,6044,null,127019,null,8122,null,222051,null,7873,null,4976445,null,21820,null,4539762,null,20817,null,4000149,null,22423,null,539613,null,14375,null,430969,null,11335,null,71744,null,5270,null,36900,null,3816,null,90939,null,5945,null,5044,null,1166,null,83353,null,5382,null,61898,null,4747,null,195449,null,8055,null,0400000US48,Texas,48
1258095,null,8884,null,1104587,null,10335,null,957709,null,10667,null,146878,null,6495,null,108755,null,5990,null,21797,null,2965,null,16326,null,2239,null,30266,null,3577,null,10584,null,1681,null,36985,null,3491,null,14725,null,2162,null,60948,null,4554,null,699217,null,7300,null,614543,null,7162,null,525153,null,7588,null,89390,null,5059,null,64668,null,4486,null,12589,null,2113,null,12133,null,1677,null,19275,null,3049,null,7649,null,1424,null,19795,null,2371,null,11120,null,1875,null,26835,null,3037,null,558878,null,7264,null,490044,null,7502,null,432556,null,7517,null,57488,null,3328,null,44087,null,3250,null,9208,null,1723,null,4193,null,1040,null,10991,null,2059,null,2935,null,955,null,17190,null,2275,null,3605,null,949,null,34113,null,2991,null,0400000US49,Utah,49
316524,null,4662,null,268385,null,4717,null,236756,null,4996,null,31629,null,2982,null,25988,null,2659,null,3965,null,972,null,1676,null,439,null,2759,null,875,null,2550,null,849,null,17214,null,2064,null,2696,null,719,null,22920,null,1892,null,162522,null,2864,null,136343,null,3076,null,119174,null,3278,null,17169,null,1833,null,14319,null,1759,null,2063,null,682,null,787,null,345,null,1508,null,594,null,2005,null,745,null,9022,null,1571,null,1775,null,526,null,11869,null,1228,null,154002,null,3348,null,132042,null,3461,null,117582,null,3461,null,14460,null,1757,null,11669,null,1407,null,1902,null,751,null,889,null,354,null,1251,null,492,null,545,null,292,null,8192,null,1197,null,921,null,396,null,11051,null,1252,null,0400000US50,Vermont,50
3822714,null,17210,null,3359765,null,17759,null,2962941,null,19061,null,396824,null,10453,null,296754,null,8781,null,59875,null,4921,null,40195,null,3788,null,168359,null,8575,null,12571,null,1642,null,85818,null,6281,null,39027,null,3871,null,157174,null,8291,null,2017474,null,12580,null,1768895,null,14012,null,1548355,null,15296,null,220540,null,7549,null,160170,null,6731,null,36093,null,3674,null,24277,null,2705,null,89412,null,5930,null,8724,null,1506,null,46923,null,5395,null,25611,null,3078,null,77909,null,6567,null,1805240,null,13193,null,1590870,null,14029,null,1414586,null,13130,null,176284,null,5947,null,136584,null,4932,null,23782,null,2273,null,15918,null,2231,null,78947,null,4734,null,3847,null,1124,null,38895,null,2959,null,13416,null,2117,null,79265,null,4232,null,0400000US51,Virginia,51
3093139,null,17921,null,2580539,null,19105,null,2229703,null,20003,null,350836,null,12104,null,272458,null,10060,null,40821,null,4604,null,37557,null,3558,null,181767,null,7981,null,28395,null,2777,null,103950,null,6498,null,35875,null,3235,null,162613,null,8251,null,1653846,null,11817,null,1379742,null,12967,null,1191059,null,13264,null,188683,null,7928,null,146204,null,6934,null,20834,null,3131,null,21645,null,2576,null,88917,null,4792,null,20492,null,2581,null,56530,null,4482,null,27007,null,2884,null,81158,null,6666,null,1439293,null,13282,null,1200797,null,13615,null,1038644,null,12995,null,162153,null,7247,null,126254,null,5950,null,19987,null,2651,null,15912,null,2045,null,92850,null,5288,null,7903,null,1277,null,47420,null,3792,null,8868,null,1490,null,81455,null,4619,null,0400000US53,Washington,53
744918,null,8399,null,684850,null,9753,null,608302,null,10629,null,76548,null,4424,null,61461,null,3762,null,10004,null,1928,null,5083,null,1174,null,6396,null,1427,null,1208,null,551,null,20652,null,2582,null,6310,null,1400,null,25502,null,2156,null,397876,null,6968,null,364345,null,7495,null,320202,null,7424,null,44143,null,2865,null,34319,null,2293,null,6577,null,1426,null,3247,null,803,null,3907,null,1209,null,833,null,407,null,12115,null,2162,null,4705,null,1180,null,11971,null,1468,null,347042,null,5030,null,320505,null,5572,null,288100,null,6361,null,32405,null,2710,null,27142,null,2488,null,3427,null,1015,null,1836,null,623,null,2489,null,728,null,375,null,313,null,8537,null,1337,null,1605,null,639,null,13531,null,1533,null,0400000US54,West Virginia,54
2815316,null,14056,null,2506052,null,13710,null,2247979,null,12418,null,258073,null,8207,null,207946,null,6859,null,28600,null,2627,null,21527,null,2389,null,53377,null,4143,null,20009,null,2375,null,94869,null,5016,null,26008,null,2429,null,115001,null,4558,null,1448875,null,10108,null,1283057,null,9431,null,1148148,null,8732,null,134909,null,4975,null,108049,null,4129,null,14783,null,2007,null,12077,null,1689,null,25194,null,2959,null,13401,null,2099,null,50002,null,3380,null,18656,null,1857,null,58565,null,3252,null,1366441,null,8250,null,1222995,null,9228,null,1099831,null,8688,null,123164,null,5423,null,99897,null,4571,null,13817,null,1492,null,9450,null,1423,null,28183,null,2575,null,6608,null,1390,null,44867,null,3564,null,7352,null,1323,null,56436,null,3031,null,0400000US55,Wisconsin,55
277047,null,4160,null,244059,null,4131,null,213983,null,4896,null,30076,null,2906,null,21679,null,2366,null,4775,null,1039,null,3622,null,911,null,3901,null,1058,null,2308,null,858,null,9347,null,1464,null,2965,null,908,null,14467,null,2262,null,153221,null,3369,null,133287,null,3307,null,115427,null,3655,null,17860,null,1735,null,12821,null,1398,null,2860,null,848,null,2179,null,714,null,2798,null,916,null,1741,null,687,null,6141,null,1137,null,2099,null,745,null,7155,null,1456,null,123826,null,3488,null,110772,null,3411,null,98556,null,3838,null,12216,null,1944,null,8858,null,1593,null,1915,null,668,null,1443,null,474,null,1103,null,430,null,567,null,346,null,3206,null,704,null,866,null,455,null,7312,null,1250,null,0400000US56,Wyoming,56
1156827,null,11194,null,1020516,null,10821,null,901252,null,11519,null,119264,null,6174,null,92874,null,5393,null,17855,null,2841,null,8535,null,1609,null,35804,null,3060,null,2633,null,919,null,46251,null,3929,null,25637,null,2626,null,25986,null,3169,null,618373,null,9679,null,539634,null,8154,null,484542,null,8681,null,55092,null,4294,null,42410,null,3548,null,7780,null,1867,null,4902,null,1351,null,17395,null,2379,null,2539,null,880,null,27490,null,3098,null,15170,null,1804,null,16145,null,2584,null,538454,null,8184,null,480882,null,8373,null,416710,null,8213,null,64172,null,3581,null,50464,null,3407,null,10075,null,1792,null,3633,null,917,null,18409,null,2001,null,94,null,154,null,18761,null,2178,null,10467,null,1946,null,9841,null,1884,null,0400000US72,Puerto Rico,72
