B11003_001E,B11003_001EA,B11003_001M,B11003_001MA,B11003_002E,B11003_002EA,B11003_002M,B11003_002MA,B11003_003E,B11003_003EA,B11003_003M,B11003_003MA,B11003_004E,B11003_004EA,B11003_004M,B11003_004MA,B11003_005E,B11003_005EA,B11003_005M,B11003_005MA,B11003_006E,B11003_006EA,B11003_006M,B11003_006MA,B11003_007E,B11003_007EA,B11003_007M,B11003_007MA,B11003_008E,B11003_008EA,B11003_008M,B11003_008MA,B11003_009E,B11003_009EA,B11003_009M,B11003_009MA,B11003_010E,B11003_010EA,B11003_010M,B11003_010MA,B11003_011E,B11003_011EA,B11003_011M,B11003_011MA,B11003_012E,B11003_012EA,B11003_012M,B11003_012MA,B11003_013E,B11003_013EA,B11003_013M,B11003_013MA,B11003_014E,B11003_014EA,B11003_014M,B11003_014MA,B11003_015E,B11003_015EA,B11003_015M,B11003_015MA,B11003_016E,B11003_016EA,B11003_016M,B11003_016MA,B11003_017E,B11003_017EA,B11003_017M,B11003_017MA,B11003_018E,B11003_018EA,B11003_018M,B11003_018MA,B11003_019E,B11003_019EA,B11003_019M,B11003_019MA,B11003_020E,B11003_020EA,B11003_020M,B11003_020MA,GEO_ID,NAME,state
1246056,null,11767,null,884533,null,11465,null,338979,null,7542,null,76582,null,4915,null,70474,null,4022,null,191923,null,5169,null,545554,null,8498,null,361523,null,9223,null,77033,null,5121,null,34609,null,3822,null,9443,null,2014,null,4122,null,1298,null,21044,null,2876,null,42424,null,3599,null,284490,null,8799,null,159145,null,6623,null,31737,null,3348,null,33293,null,3250,null,94115,null,4982,null,125345,null,4982,null,0400000US01,Alabama,01
159940,null,3646,null,119143,null,3324,null,55160,null,2808,null,11476,null,1539,null,12071,null,1817,null,31613,null,2561,null,63983,null,2796,null,40797,null,2875,null,13780,null,1757,null,7122,null,1247,null,2238,null,730,null,843,null,401,null,4041,null,928,null,6658,null,1477,null,27017,null,2377,null,17691,null,2015,null,4431,null,1113,null,3394,null,884,null,9866,null,1508,null,9326,null,1273,null,0400000US02,Alaska,02
1514235,null,13945,null,1125825,null,12806,null,459511,null,9198,null,96888,null,4727,null,112256,null,5890,null,250367,null,7094,null,666314,null,9874,null,388410,null,10112,null,116790,null,6231,null,63913,null,5037,null,17628,null,2568,null,11821,null,2075,null,34464,null,3336,null,52877,null,4291,null,271620,null,8895,null,162792,null,6902,null,31102,null,3433,null,30920,null,2872,null,100770,null,5382,null,108828,null,5712,null,0400000US04,Arizona,04
768492,null,8905,null,566397,null,8292,null,217509,null,5602,null,49754,null,2936,null,48094,null,3692,null,119661,null,4637,null,348888,null,6904,null,202095,null,6583,null,49502,null,3971,null,22484,null,2802,null,6197,null,1240,null,2770,null,992,null,13517,null,2237,null,27018,null,2347,null,152593,null,5668,null,96786,null,4511,null,21386,null,2548,null,19653,null,2592,null,55747,null,3549,null,55807,null,3271,null,0400000US05,Arkansas,05
8366253,null,25708,null,6041210,null,28539,null,2875001,null,24326,null,611737,null,10526,null,665446,null,10592,null,1597818,null,17497,null,3166209,null,19684,null,2325043,null,25128,null,731569,null,15508,null,341226,null,10302,null,86105,null,5373,null,60390,null,4977,null,194731,null,7745,null,390343,null,10908,null,1593474,null,18163,null,863488,null,14399,null,155491,null,6925,null,164946,null,6953,null,543051,null,10897,null,729986,null,13913,null,0400000US06,California,06
1233139,null,11054,null,969768,null,10889,null,420576,null,8421,null,103207,null,4894,null,91713,null,4702,null,225656,null,6409,null,549192,null,8162,null,263371,null,7157,null,76104,null,4981,null,38439,null,3805,null,10469,null,2064,null,4517,null,1456,null,23453,null,2831,null,37665,null,3542,null,187267,null,6085,null,117074,null,5471,null,24043,null,2644,null,20452,null,2132,null,72579,null,4373,null,70193,null,3652,null,0400000US08,Colorado,08
890530,null,9200,null,667948,null,9076,null,292752,null,6110,null,64446,null,3600,null,55796,null,3557,null,172510,null,4968,null,375196,null,7404,null,222582,null,6474,null,55465,null,3725,null,24524,null,2541,null,5843,null,1308,null,2631,null,875,null,16050,null,2112,null,30941,null,2630,null,167117,null,5349,null,97683,null,4437,null,17261,null,2204,null,17548,null,2070,null,62874,null,3362,null,69434,null,3456,null,0400000US09,Connecticut,09
220655,null,4595,null,159862,null,4634,null,61412,null,3704,null,15681,null,2083,null,13281,null,1824,null,32450,null,2766,null,98450,null,3376,null,60793,null,3516,null,15255,null,2209,null,7139,null,1328,null,2134,null,770,null,1234,null,703,null,3771,null,994,null,8116,null,1491,null,45538,null,2668,null,26630,null,2411,null,3857,null,1040,null,5437,null,1293,null,17336,null,2166,null,18908,null,1880,null,0400000US10,Delaware,10
109030,null,4490,null,56695,null,3271,null,18402,null,2072,null,7587,null,1322,null,2764,null,928,null,8051,null,1364,null,38293,null,2438,null,52335,null,3198,null,8793,null,1521,null,4034,null,1184,null,1061,null,585,null,329,null,345,null,2644,null,927,null,4759,null,1071,null,43542,null,3021,null,21688,null,2495,null,2656,null,912,null,4377,null,1161,null,14655,null,1974,null,21854,null,2320,null,0400000US11,District of Columbia,11
4542466,null,26422,null,3335399,null,24164,null,1183620,null,15116,null,270177,null,8697,null,235559,null,8811,null,677884,null,11370,null,2151779,null,17232,null,1207067,null,18419,null,309759,null,8995,null,147579,null,7839,null,42190,null,4413,null,21986,null,2474,null,83403,null,5847,null,162180,null,6465,null,897308,null,15756,null,499356,null,10386,null,93419,null,5801,null,84023,null,5073,null,321914,null,8143,null,397952,null,11440,null,0400000US12,Florida,12
