B17013_001E,B17013_001EA,B17013_001M,B17013_001MA,B17013_002E,B17013_002EA,B17013_002M,B17013_002MA,B17013_003E,B17013_003EA,B17013_003M,B17013_003MA,B17013_004E,B17013_004EA,B17013_004M,B17013_004MA,B17013_005E,B17013_005EA,B17013_005M,B17013_005MA,B17013_006E,B17013_006EA,B17013_006M,B17013_006MA,B17013_007E,B17013_007EA,B17013_007M,B17013_007MA,B17013_008E,B17013_008EA,B17013_008M,B17013_008MA,B17013_009E,B17013_009EA,B17013_009M,B17013_009MA,B17013_010E,B17013_010EA,B17013_010M,B17013_010MA,B17013_011E,B17013_011EA,B17013_011M,B17013_011MA,B17013_012E,B17013_012EA,B17013_012M,B17013_012MA,B17013_013E,B17013_013EA,B17013_013M,B17013_013MA,B17013_014E,B17013_014EA,B17013_014M,B17013_014MA,B17013_015E,B17013_015EA,B17013_015M,B17013_015MA,B17013_016E,B17013_016EA,B17013_016M,B17013_016MA,B17013_017E,B17013_017EA,B17013_017M,B17013_017MA,B17013_018E,B17013_018EA,B17013_018M,B17013_018MA,B17013_019E,B17013_019EA,B17013_019M,B17013_019MA,B17013_020E,B17013_020EA,B17013_020M,B17013_020MA,B17013_021E,B17013_021EA,B17013_021M,B17013_021MA,B17013_022E,B17013_022EA,B17013_022M,B17013_022MA,B17013_023E,B17013_023EA,B17013_023M,B17013_023MA,B17013_024E,B17013_024EA,B17013_024M,B17013_024MA,B17013_025E,B17013_025EA,B17013_025M,B17013_025MA,B17013_026E,B17013_026EA,B17013_026M,B17013_026MA,B17013_027E,B17013_027EA,B17013_027M,B17013_027MA,B17013_028E,B17013_028EA,B17013_028M,B17013_028MA,B17013_029E,B17013_029EA,B17013_029M,B17013_029MA,B17013_030E,B17013_030EA,B17013_030M,B17013_030MA,B17013_031E,B17013_031EA,B17013_031M,B17013_031MA,B17013_032E,B17013_032EA,B17013_032M,B17013_032MA,B17013_033E,B17013_033EA,B17013_033M,B17013_033MA,B17013_034E,B17013_034EA,B17013_034M,B17013_034MA,B17013_035E,B17013_035EA,B17013_035M,B17013_035MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,17667,null,1896,null,20052,null,2546,null,10453,null,2067,null,2909,null,1050,null,115622,null,4531,null,13304,null,2007,null,6323,null,1223,null,5478,null,1297,null,1315,null,585,null,188,null,226,null,102318,null,4068,null,35683,null,2787,null,51680,null,3402,null,11911,null,1785,null,3044,null,1167,null,1079353,null,12047,null,833452,null,11027,null,402558,null,8661,null,339339,null,7101,null,83771,null,4099,null,7784,null,1435,null,245901,null,7893,null,63729,null,4207,null,38936,null,3728,null,20830,null,2274,null,3631,null,1244,null,332,null,214,null,182172,null,7676,null,97227,null,4885,null,74386,null,4783,null,9117,null,1490,null,1442,null,591,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,247,null,200,null,713,null,339,null,1216,null,514,null,449,null,198,null,7225,null,1361,null,1319,null,615,null,569,null,378,null,431,null,358,null,266,null,306,null,53,null,44,null,5906,null,1216,null,1904,null,701,null,3218,null,892,null,759,null,335,null,25,null,41,null,150090,null,3688,null,116518,null,3220,null,50347,null,2456,null,45825,null,2357,null,16840,null,1959,null,3506,null,851,null,33572,null,2634,null,12461,null,1669,null,7352,null,1276,null,4195,null,979,null,891,null,438,null,23,null,29,null,21111,null,2081,null,12290,null,1729,null,7256,null,1163,null,1201,null,426,null,364,null,180,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,22671,null,2329,null,24442,null,3289,null,24021,null,3259,null,8518,null,1479,null,95846,null,5146,null,20151,null,2636,null,7489,null,1774,null,8842,null,1569,null,2974,null,968,null,846,null,567,null,75695,null,5147,null,23320,null,2823,null,35916,null,3514,null,12677,null,1976,null,3782,null,1036,null,1338737,null,13081,null,1046173,null,12194,null,507191,null,8681,null,382981,null,8351,null,132100,null,5900,null,23901,null,2544,null,292564,null,8661,null,96639,null,6054,null,53210,null,4490,null,36208,null,3288,null,6330,null,1636,null,891,null,459,null,195925,null,6956,null,95355,null,5449,null,80984,null,4347,null,16606,null,2303,null,2980,null,967,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,14243,null,1731,null,16060,null,2052,null,9240,null,1513,null,2905,null,1011,null,70962,null,4404,null,9088,null,1766,null,4676,null,1245,null,3067,null,919,null,1345,null,786,null,0,null,273,null,61874,null,4077,null,23852,null,3011,null,28637,null,2871,null,8311,null,1720,null,1074,null,635,null,655082,null,7950,null,523949,null,8443,null,267611,null,6462,null,200481,null,5913,null,49880,null,3245,null,5977,null,1258,null,131133,null,5330,null,40414,null,3461,null,24985,null,2743,null,13648,null,2167,null,1493,null,622,null,288,null,240,null,90719,null,4490,null,47157,null,3007,null,38545,null,3253,null,4514,null,1024,null,503,null,325,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,78762,null,4792,null,139760,null,7042,null,129977,null,6082,null,34737,null,3366,null,504175,null,12303,null,106471,null,6044,null,39736,null,3357,null,46203,null,4188,null,15028,null,2429,null,5504,null,1218,null,397704,null,10265,null,129855,null,5162,null,189048,null,7434,null,62228,null,4537,null,16573,null,2500,null,7478842,null,27770,null,5657974,null,30044,null,2104005,null,18742,null,2448901,null,21504,null,912496,null,16043,null,192572,null,6016,null,1820868,null,24083,null,625098,null,14682,null,308487,null,9699,null,245063,null,9036,null,54062,null,4725,null,17486,null,2155,null,1195770,null,16812,null,561958,null,12581,null,495430,null,11949,null,108497,null,6112,null,29885,null,2345,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,14336,null,2135,null,16416,null,2283,null,14400,null,2159,null,2563,null,1039,null,61911,null,4325,null,10894,null,1902,null,6018,null,1444,null,3971,null,1158,null,595,null,368,null,310,null,264,null,51017,null,3855,null,16308,null,2300,null,26712,null,2642,null,6265,null,1565,null,1732,null,730,null,1123513,null,10157,null,922053,null,10702,null,434386,null,7412,null,365456,null,7580,null,110174,null,5680,null,12037,null,1807,null,201460,null,6908,null,65210,null,4379,null,38962,null,3330,null,22907,null,3281,null,3104,null,931,null,237,null,228,null,136250,null,5728,null,73442,null,4303,null,55390,null,3954,null,5581,null,1347,null,1837,null,945,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,3821,null,943,null,5727,null,1329,null,3426,null,975,null,1035,null,564,null,45475,null,3661,null,5119,null,1217,null,3156,null,991,null,1815,null,702,null,31,null,52,null,117,null,190,null,40356,null,3452,null,13771,null,2004,null,21989,null,2513,null,4157,null,1179,null,439,null,342,null,831046,null,9223,null,653939,null,8630,null,270794,null,6476,null,292312,null,6127,null,82536,null,4256,null,8297,null,1328,null,177107,null,5856,null,50346,null,3797,null,29783,null,2570,null,18179,null,2592,null,2228,null,781,null,156,null,179,null,126761,null,4600,null,65718,null,3609,null,51051,null,3385,null,8758,null,1525,null,1234,null,602,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,857,null,348,null,1866,null,758,null,962,null,413,null,430,null,520,null,11512,null,2117,null,1917,null,802,null,858,null,427,null,964,null,622,null,95,null,123,null,0,null,263,null,9595,null,1794,null,1905,null,701,null,5538,null,1424,null,1927,null,845,null,225,null,285,null,205028,null,4752,null,155747,null,4527,null,74094,null,3195,null,64191,null,3686,null,15169,null,1880,null,2293,null,912,null,49281,null,3041,null,13338,null,1956,null,7343,null,1472,null,5546,null,1326,null,360,null,238,null,89,null,106,null,35943,null,2283,null,17341,null,2192,null,15737,null,1778,null,2410,null,756,null,455,null,363,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,623,null,323,null,241,null,258,null,181,null,173,null,130,null,161,null,14790,null,2107,null,1994,null,721,null,976,null,561,null,526,null,392,null,172,null,223,null,320,null,371,null,12796,null,2031,null,4487,null,1164,null,6601,null,1476,null,880,null,509,null,828,null,460,null,93065,null,4537,null,55520,null,3162,null,30948,null,2139,null,20330,null,2098,null,3232,null,898,null,1010,null,513,null,37545,null,3087,null,6799,null,1289,null,4711,null,930,null,1639,null,574,null,326,null,339,null,123,null,200,null,30746,null,2857,null,15915,null,1913,null,12178,null,1689,null,2095,null,605,null,558,null,395,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,75953,null,4988,null,65721,null,5156,null,40989,null,3538,null,9354,null,1869,null,296240,null,10087,null,55004,null,4318,null,25646,null,2962,null,21744,null,2893,null,6185,null,1586,null,1429,null,804,null,241236,null,9765,null,87042,null,5725,null,115843,null,6389,null,31198,null,3595,null,7153,null,1633,null,4054209,null,24841,null,3143382,null,23398,null,1620247,null,14944,null,1181384,null,16128,null,306534,null,10286,null,35217,null,2781,null,910827,null,17910,null,254755,null,8633,null,150405,null,6276,null,91718,null,5758,null,11152,null,1562,null,1480,null,615,null,656072,null,14252,null,341604,null,10473,null,271013,null,8585,null,37394,null,4027,null,6061,null,1489,null,0400000US12,Florida,12
