C20005A_001E,C20005A_001EA,C20005A_001M,C20005A_001MA,C20005A_002E,C20005A_002EA,C20005A_002M,C20005A_002MA,C20005A_003E,C20005A_003EA,C20005A_003M,C20005A_003MA,C20005A_004E,C20005A_004EA,C20005A_004M,C20005A_004MA,C20005A_005E,C20005A_005EA,C20005A_005M,C20005A_005MA,C20005A_006E,C20005A_006EA,C20005A_006M,C20005A_006MA,C20005A_007E,C20005A_007EA,C20005A_007M,C20005A_007MA,C20005A_008E,C20005A_008EA,C20005A_008M,C20005A_008MA,C20005A_009E,C20005A_009EA,C20005A_009M,C20005A_009MA,C20005A_010E,C20005A_010EA,C20005A_010M,C20005A_010MA,C20005A_011E,C20005A_011EA,C20005A_011M,C20005A_011MA,C20005A_012E,C20005A_012EA,C20005A_012M,C20005A_012MA,C20005A_013E,C20005A_013EA,C20005A_013M,C20005A_013MA,C20005A_014E,C20005A_014EA,C20005A_014M,C20005A_014MA,C20005A_015E,C20005A_015EA,C20005A_015M,C20005A_015MA,C20005A_016E,C20005A_016EA,C20005A_016M,C20005A_016MA,C20005A_017E,C20005A_017EA,C20005A_017M,C20005A_017MA,C20005A_018E,C20005A_018EA,C20005A_018M,C20005A_018MA,C20005A_019E,C20005A_019EA,C20005A_019M,C20005A_019MA,C20005A_020E,C20005A_020EA,C20005A_020M,C20005A_020MA,C20005A_021E,C20005A_021EA,C20005A_021M,C20005A_021MA,C20005A_022E,C20005A_022EA,C20005A_022M,C20005A_022MA,C20005A_023E,C20005A_023EA,C20005A_023M,C20005A_023MA,C20005A_024E,C20005A_024EA,C20005A_024M,C20005A_024MA,C20005A_025E,C20005A_025EA,C20005A_025M,C20005A_025MA,C20005A_026E,C20005A_026EA,C20005A_026M,C20005A_026MA,C20005A_027E,C20005A_027EA,C20005A_027M,C20005A_027MA,C20005A_028E,C20005A_028EA,C20005A_028M,C20005A_028MA,C20005A_029E,C20005A_029EA,C20005A_029M,C20005A_029MA,C20005A_030E,C20005A_030EA,C20005A_030M,C20005A_030MA,C20005A_031E,C20005A_031EA,C20005A_031M,C20005A_031MA,C20005A_032E,C20005A_032EA,C20005A_032M,C20005A_032MA,C20005A_033E,C20005A_033EA,C20005A_033M,C20005A_033MA,C20005A_034E,C20005A_034EA,C20005A_034M,C20005A_034MA,C20005A_035E,C20005A_035EA,C20005A_035M,C20005A_035MA,C20005A_036E,C20005A_036EA,C20005A_036M,C20005A_036MA,C20005A_037E,C20005A_037EA,C20005A_037M,C20005A_037MA,C20005A_038E,C20005A_038EA,C20005A_038M,C20005A_038MA,C20005A_039E,C20005A_039EA,C20005A_039M,C20005A_039MA,GEO_ID,NAME,state
4777398,null,12947,null,2343895,null,10392,null,1210742,null,15868,null,102,null,142,null,1210640,null,15868,null,23580,null,3040,null,100726,null,6285,null,177287,null,7584,null,324474,null,8221,null,268455,null,7601,null,316118,null,8079,null,1133153,null,14896,null,596478,null,10990,null,536675,null,11938,null,245199,null,8910,null,120305,null,6510,null,60731,null,4553,null,58178,null,4815,null,26030,null,2473,null,26232,null,2282,null,2433503,null,7900,null,840487,null,12320,null,0,null,296,null,840487,null,12320,null,21395,null,2902,null,122333,null,5838,null,170708,null,7260,null,268454,null,7944,null,163780,null,6733,null,93817,null,4799,null,1593016,null,11930,null,971786,null,11443,null,621230,null,12187,null,329015,null,9518,null,140773,null,6132,null,64264,null,4474,null,50603,null,3691,null,24634,null,2039,null,11941,null,2015,null,0400000US13,Georgia,13
293137,null,2353,null,161709,null,1737,null,92929,null,3413,null,0,null,275,null,92929,null,3413,null,1545,null,700,null,4734,null,1160,null,11439,null,1888,null,28073,null,3147,null,22910,null,2382,null,24228,null,2303,null,68780,null,3053,null,30452,null,2339,null,38328,null,3202,null,15009,null,2572,null,8765,null,1359,null,3743,null,1191,null,6823,null,1443,null,1849,null,629,null,2139,null,678,null,131428,null,1358,null,44738,null,2721,null,0,null,275,null,44738,null,2721,null,1142,null,473,null,4628,null,1227,null,8354,null,1359,null,14553,null,1671,null,9673,null,1630,null,6388,null,1145,null,86690,null,3145,null,47533,null,2649,null,39157,null,3145,null,16400,null,2105,null,8932,null,1466,null,5260,null,1152,null,5270,null,1141,null,2566,null,999,null,729,null,353,null,0400000US15,Hawaii,15
1096284,null,3762,null,544430,null,2776,null,245997,null,5235,null,0,null,263,null,245997,null,5235,null,5501,null,792,null,24451,null,2700,null,44489,null,3496,null,79063,null,4010,null,50860,null,3054,null,41633,null,2714,null,298433,null,6171,null,132006,null,3875,null,166427,null,5948,null,80337,null,4195,null,39739,null,2961,null,19366,null,2555,null,17462,null,1976,null,4867,null,1046,null,4656,null,1142,null,551854,null,2367,null,171632,null,4471,null,0,null,263,null,171632,null,4471,null,6842,null,1387,null,34417,null,2431,null,46591,null,3220,null,52727,null,3399,null,21593,null,2087,null,9462,null,1833,null,380222,null,5131,null,199537,null,4421,null,180685,null,4745,null,107207,null,4091,null,43650,null,3031,null,14487,null,1827,null,10706,null,1512,null,3288,null,887,null,1347,null,512,null,0400000US16,Idaho,16
7515385,null,19076,null,3680780,null,11383,null,1848758,null,16543,null,0,null,269,null,1848758,null,16543,null,30875,null,3166,null,134516,null,7348,null,220118,null,8394,null,486012,null,11348,null,437673,null,8873,null,539564,null,10192,null,1832022,null,16529,null,862975,null,13308,null,969047,null,12769,null,437077,null,10417,null,199220,null,6815,null,104790,null,4983,null,118461,null,5004,null,59838,null,3657,null,49661,null,2781,null,3834605,null,9864,null,1322735,null,12644,null,187,null,192,null,1322548,null,12663,null,28121,null,2578,null,167564,null,7127,null,254138,null,7414,null,427612,null,9558,null,262171,null,7266,null,182942,null,5696,null,2511870,null,15648,null,1386684,null,12048,null,1125186,null,12937,null,571431,null,10350,null,277206,null,7785,null,111098,null,5164,null,99342,null,4412,null,43146,null,2925,null,22963,null,2260,null,0400000US17,Illinois,17
4364788,null,6732,null,2131849,null,4801,null,1030876,null,9918,null,69,null,99,null,1030807,null,9917,null,18545,null,2246,null,82406,null,4648,null,150008,null,6548,null,347038,null,8166,null,238319,null,6989,null,194491,null,6178,null,1100973,null,9560,null,533930,null,8025,null,567043,null,9715,null,267400,null,7978,null,120675,null,5737,null,65970,null,3956,null,69415,null,3982,null,27569,null,2597,null,16014,null,2044,null,2232939,null,3901,null,728583,null,10023,null,50,null,83,null,728533,null,10022,null,22031,null,2492,null,111095,null,4872,null,188921,null,5983,null,244262,null,7220,null,114446,null,4226,null,47778,null,2852,null,1504356,null,10848,null,818726,null,10985,null,685630,null,9480,null,374282,null,9362,null,162683,null,6066,null,67221,null,4885,null,53466,null,3674,null,23578,null,2135,null,4400,null,916,null,0400000US18,Indiana,18
2228072,null,3591,null,1084305,null,2356,null,576255,null,6910,null,0,null,228,null,576255,null,6910,null,12263,null,1744,null,44116,null,2981,null,93377,null,3806,null,197762,null,6423,null,132224,null,4749,null,96513,null,3854,null,508050,null,6721,null,230302,null,5143,null,277748,null,6154,null,152868,null,4973,null,52031,null,2782,null,29541,null,2625,null,26477,null,2093,null,9077,null,1283,null,7754,null,1167,null,1143767,null,2552,null,437346,null,6339,null,19,null,33,null,437327,null,6331,null,15493,null,1876,null,66666,null,3406,null,116226,null,4638,null,150204,null,4352,null,61334,null,3228,null,27404,null,2474,null,706421,null,6261,null,349910,null,5025,null,356511,null,5706,null,197136,null,5330,null,88963,null,4180,null,32984,null,2827,null,27635,null,2281,null,7620,null,1193,null,2173,null,670,null,0400000US19,Iowa,19
1923725,null,6151,null,941430,null,3914,null,513389,null,6578,null,0,null,244,null,513389,null,6578,null,14201,null,1548,null,42124,null,3029,null,83864,null,5430,null,165104,null,5153,null,106736,null,4265,null,101360,null,3835,null,428041,null,6948,null,198541,null,4673,null,229500,null,6370,null,121263,null,5270,null,46560,null,3987,null,21616,null,2256,null,22078,null,2251,null,10116,null,1670,null,7867,null,1009,null,982295,null,3843,null,367335,null,6706,null,0,null,244,null,367335,null,6706,null,13290,null,1869,null,60236,null,3988,null,86221,null,4335,null,123246,null,4668,null,56199,null,2931,null,28143,null,2476,null,614960,null,7129,null,323842,null,5914,null,291118,null,6131,null,167084,null,4624,null,67541,null,3837,null,25107,null,2328,null,22370,null,2030,null,6762,null,962,null,2254,null,670,null,0400000US20,Kansas,20
3069889,null,5298,null,1483724,null,3763,null,676213,null,10536,null,111,null,170,null,676102,null,10516,null,17799,null,2080,null,73296,null,4474,null,118099,null,5518,null,211830,null,7609,null,143398,null,5930,null,111680,null,4652,null,807511,null,10335,null,456422,null,8865,null,351089,null,8561,null,174337,null,6170,null,81921,null,5063,null,37296,null,3108,null,34462,null,2812,null,15803,null,2125,null,7270,null,957,null,1586165,null,3180,null,507316,null,7811,null,174,null,265,null,507142,null,7815,null,20382,null,2263,null,98275,null,5216,null,125595,null,5869,null,162311,null,6208,null,70946,null,4028,null,29633,null,2763,null,1078849,null,8380,null,670660,null,9307,null,408189,null,7383,null,228811,null,6460,null,97003,null,4232,null,37406,null,2771,null,29269,null,2687,null,11837,null,1687,null,3863,null,781,null,0400000US21,Kentucky,21
2296630,null,4324,null,1118296,null,3460,null,586025,null,8773,null,86,null,104,null,585939,null,8789,null,10111,null,1597,null,44150,null,3595,null,72390,null,4484,null,175035,null,6464,null,139359,null,6013,null,144894,null,5334,null,532271,null,9390,null,283981,null,6820,null,248290,null,8491,null,107500,null,5127,null,51218,null,3973,null,24910,null,2897,null,29071,null,2550,null,15311,null,2123,null,20280,null,2225,null,1178334,null,3061,null,416632,null,8477,null,0,null,281,null,416632,null,8477,null,13828,null,2051,null,73976,null,4653,null,98761,null,4536,null,139742,null,6370,null,61974,null,3980,null,28351,null,2675,null,761702,null,9172,null,477874,null,7582,null,283828,null,7018,null,160641,null,5796,null,63811,null,4133,null,24837,null,2257,null,23750,null,2112,null,7244,null,1433,null,3545,null,855,null,0400000US22,Louisiana,22
1037684,null,3049,null,499666,null,2037,null,230875,null,5273,null,42,null,35,null,230833,null,5272,null,7299,null,1229,null,18063,null,2114,null,37328,null,3156,null,80680,null,3316,null,50054,null,3332,null,37409,null,2419,null,268791,null,5247,null,132823,null,3993,null,135968,null,4444,null,63262,null,3149,null,30242,null,2154,null,19255,null,2206,null,13628,null,1537,null,4992,null,1061,null,4589,null,944,null,538018,null,1752,null,180344,null,5185,null,17,null,29,null,180327,null,5182,null,5351,null,1106,null,26312,null,2333,null,44891,null,2966,null,64523,null,3404,null,27778,null,2412,null,11472,null,1160,null,357674,null,5659,null,187628,null,4246,null,170046,null,4793,null,88041,null,3588,null,43669,null,2993,null,19468,null,2188,null,13063,null,1780,null,4041,null,847,null,1764,null,521,null,0400000US23,Maine,23
2788266,null,8497,null,1354196,null,5207,null,752854,null,8986,null,266,null,338,null,752588,null,8933,null,11575,null,1728,null,34764,null,3993,null,68050,null,4546,null,169807,null,6967,null,173886,null,6096,null,294506,null,5928,null,601342,null,8678,null,296691,null,5674,null,304651,null,7195,null,138630,null,5843,null,55763,null,4002,null,35634,null,3050,null,37420,null,3249,null,16320,null,2008,null,20884,null,1742,null,1434070,null,4946,null,540828,null,7259,null,0,null,285,null,540828,null,7259,null,9171,null,1511,null,41678,null,3282,null,71632,null,4172,null,166491,null,6283,null,126232,null,5297,null,125624,null,4560,null,893242,null,7974,null,482001,null,9001,null,411241,null,8564,null,186293,null,6799,null,89860,null,3990,null,46590,null,3216,null,46132,null,3154,null,26829,null,2439,null,15537,null,1623,null,0400000US24,Maryland,24
4477467,null,10387,null,2141241,null,6840,null,1080332,null,11410,null,0,null,283,null,1080332,null,11410,null,12243,null,1580,null,47232,null,4245,null,102178,null,5632,null,269367,null,7724,null,265961,null,8004,null,383351,null,9088,null,1060909,null,11874,null,508190,null,8582,null,552719,null,9305,null,257062,null,6724,null,104760,null,4494,null,61989,null,4298,null,63539,null,3818,null,32371,null,2665,null,32998,null,2881,null,2336226,null,5833,null,800991,null,9945,null,49,null,81,null,800942,null,9959,null,10554,null,1620,null,50150,null,3896,null,112041,null,5286,null,274857,null,7068,null,199084,null,7977,null,154256,null,5647,null,1535235,null,10719,null,777404,null,8206,null,757831,null,12047,null,330984,null,8599,null,171743,null,6688,null,95291,null,5452,null,88194,null,5332,null,49779,null,3875,null,21840,null,2382,null,0400000US25,Massachusetts,25
6435872,null,6918,null,3150835,null,4757,null,1319556,null,10634,null,14,null,23,null,1319542,null,10634,null,26532,null,2244,null,105617,null,4852,null,171893,null,6050,null,380932,null,8215,null,318702,null,7539,null,315866,null,7267,null,1831279,null,11904,null,937097,null,11270,null,894182,null,10844,null,428469,null,9378,null,181755,null,5613,null,103513,null,4452,null,97694,null,4504,null,50068,null,3560,null,32683,null,2470,null,3285037,null,4323,null,966293,null,12025,null,76,null,127,null,966217,null,12024,null,27862,null,2236,null,144525,null,5898,null,211227,null,5958,null,308694,null,7127,null,175610,null,5318,null,98299,null,4307,null,2318744,null,12371,null,1283581,null,10889,null,1035163,null,11719,null,554870,null,9379,null,254003,null,7228,null,105541,null,4782,null,73400,null,3553,null,33647,null,2561,null,13702,null,1605,null,0400000US26,Michigan,26
3706146,null,5881,null,1821790,null,4299,null,938315,null,8047,null,56,null,59,null,938259,null,8049,null,18781,null,1699,null,54761,null,3417,null,113503,null,4989,null,290639,null,5947,null,233082,null,5327,null,227493,null,4501,null,883475,null,7836,null,376292,null,6596,null,507183,null,8567,null,235381,null,6508,null,100407,null,4607,null,59356,null,3787,null,63457,null,3046,null,29845,null,2474,null,18737,null,1703,null,1884356,null,3198,null,695146,null,7323,null,67,null,94,null,695079,null,7331,null,17911,null,1679,null,70732,null,3901,null,134505,null,5610,null,251738,null,7167,null,138087,null,4914,null,82106,null,3789,null,1189210,null,7764,null,554302,null,6561,null,634908,null,8182,null,308088,null,6888,null,148813,null,4506,null,78370,null,3543,null,58928,null,2779,null,31075,null,2153,null,9634,null,1237,null,0400000US27,Minnesota,27
1405466,null,3972,null,681575,null,2771,null,335870,null,5761,null,0,null,291,null,335870,null,5761,null,7056,null,1499,null,34866,null,3519,null,56274,null,3711,null,108204,null,4967,null,68297,null,3690,null,61173,null,3335,null,345705,null,6023,null,199816,null,5465,null,145889,null,5666,null,72064,null,4433,null,30077,null,2939,null,14548,null,1936,null,16491,null,2107,null,6336,null,1251,null,6373,null,1360,null,723891,null,2427,null,236956,null,5610,null,0,null,291,null,236956,null,5610,null,7119,null,1513,null,42837,null,3431,null,57263,null,3571,null,81264,null,4255,null,32503,null,2411,null,15970,null,1905,null,486935,null,5717,null,315619,null,5926,null,171316,null,5607,null,102308,null,4296,null,37130,null,2798,null,14171,null,2245,null,12900,null,2049,null,3619,null,1016,null,1188,null,561,null,0400000US28,Mississippi,28
4023073,null,5740,null,1951078,null,4274,null,960124,null,9533,null,84,null,145,null,960040,null,9553,null,21865,null,2635,null,95481,null,5152,null,157300,null,6133,null,299627,null,8885,null,203381,null,6661,null,182386,null,6431,null,990954,null,9771,null,499864,null,8886,null,491090,null,9384,null,238232,null,7517,null,106907,null,5509,null,57978,null,3670,null,51540,null,3706,null,21373,null,2138,null,15060,null,1520,null,2071995,null,3808,null,739480,null,8686,null,113,null,122,null,739367,null,8689,null,24040,null,2287,null,117558,null,4194,null,186068,null,6930,null,249486,null,5780,null,107678,null,4717,null,54537,null,3009,null,1332515,null,9390,null,754052,null,9357,null,578463,null,9229,null,325816,null,7260,null,136204,null,5849,null,55030,null,4086,null,43253,null,3169,null,12352,null,1766,null,5808,null,1243,null,0400000US29,Missouri,29
712067,null,1898,null,352415,null,1432,null,161201,null,3969,null,89,null,145,null,161112,null,3972,null,4797,null,1017,null,18595,null,2429,null,28522,null,2817,null,50955,null,3086,null,34061,null,2578,null,24182,null,2072,null,191214,null,4178,null,84014,null,3164,null,107200,null,4378,null,55414,null,3535,null,21862,null,2327,null,11520,null,1692,null,10861,null,1642,null,4376,null,856,null,3167,null,684,null,359652,null,1509,null,120512,null,3596,null,190,null,230,null,120322,null,3605,null,6008,null,1210,null,27192,null,2435,null,31670,null,3134,null,35878,null,2258,null,14661,null,1754,null,4913,null,933,null,239140,null,3849,null,119886,null,3200,null,119254,null,4277,null,65829,null,3653,null,31006,null,2612,null,10653,null,1386,null,9132,null,1430,null,1919,null,664,null,715,null,383,null,0400000US30,Montana,30
1253595,null,4468,null,611915,null,3231,null,345965,null,5166,null,146,null,152,null,345819,null,5157,null,11064,null,1306,null,28362,null,2650,null,62009,null,3595,null,117938,null,4407,null,69504,null,3096,null,56942,null,2709,null,265950,null,5849,null,118950,null,3896,null,147000,null,4590,null,77990,null,4248,null,31224,null,2956,null,15013,null,1894,null,13614,null,1509,null,5332,null,1061,null,3827,null,731,null,641680,null,2432,null,255752,null,6039,null,7,null,14,null,255745,null,6038,null,11390,null,1731,null,44042,null,3133,null,65244,null,3436,null,86391,null,4062,null,32623,null,2064,null,16055,null,1704,null,385928,null,6319,null,187814,null,4316,null,198114,null,5783,null,112933,null,4546,null,48307,null,3427,null,15610,null,1717,null,15762,null,1603,null,4403,null,867,null,1099,null,536,null,0400000US31,Nebraska,31
