C07008_001E,C07008_001EA,C07008_001M,C07008_001MA,C07008_002E,C07008_002EA,C07008_002M,C07008_002MA,C07008_003E,C07008_003EA,C07008_003M,C07008_003MA,C07008_004E,C07008_004EA,C07008_004M,C07008_004MA,C07008_005E,C07008_005EA,C07008_005M,C07008_005MA,C07008_006E,C07008_006EA,C07008_006M,C07008_006MA,C07008_007E,C07008_007EA,C07008_007M,C07008_007MA,C07008_008E,C07008_008EA,C07008_008M,C07008_008MA,C07008_009E,C07008_009EA,C07008_009M,C07008_009MA,C07008_010E,C07008_010EA,C07008_010M,C07008_010MA,C07008_011E,C07008_011EA,C07008_011M,C07008_011MA,C07008_012E,C07008_012EA,C07008_012M,C07008_012MA,C07008_013E,C07008_013EA,C07008_013M,C07008_013MA,C07008_014E,C07008_014EA,C07008_014M,C07008_014MA,C07008_015E,C07008_015EA,C07008_015M,C07008_015MA,C07008_016E,C07008_016EA,C07008_016M,C07008_016MA,C07008_017E,C07008_017EA,C07008_017M,C07008_017MA,C07008_018E,C07008_018EA,C07008_018M,C07008_018MA,C07008_019E,C07008_019EA,C07008_019M,C07008_019MA,C07008_020E,C07008_020EA,C07008_020M,C07008_020MA,C07008_021E,C07008_021EA,C07008_021M,C07008_021MA,C07008_022E,C07008_022EA,C07008_022M,C07008_022MA,C07008_023E,C07008_023EA,C07008_023M,C07008_023MA,C07008_024E,C07008_024EA,C07008_024M,C07008_024MA,C07008_025E,C07008_025EA,C07008_025M,C07008_025MA,C07008_026E,C07008_026EA,C07008_026M,C07008_026MA,C07008_027E,C07008_027EA,C07008_027M,C07008_027MA,C07008_028E,C07008_028EA,C07008_028M,C07008_028MA,C07008_029E,C07008_029EA,C07008_029M,C07008_029MA,C07008_030E,C07008_030EA,C07008_030M,C07008_030MA,GEO_ID,NAME,state
3772855,null,3273,null,1064937,null,14216,null,1874670,null,22423,null,556282,null,14691,null,276966,null,7224,null,3212788,null,15141,null,813749,null,14709,null,1693958,null,22598,null,451079,null,11934,null,254002,null,7492,null,329475,null,10623,null,146811,null,8120,null,103582,null,6688,null,63748,null,4572,null,15334,null,2041,null,120737,null,7183,null,57460,null,5210,null,32805,null,4556,null,25358,null,2777,null,5114,null,1100,null,97113,null,7647,null,41192,null,4175,null,39228,null,4480,null,14788,null,2173,null,1905,null,582,null,12742,null,2367,null,5725,null,1748,null,5097,null,1382,null,1309,null,545,null,611,null,433,null,0400000US01,Alabama,01
546524,null,1350,null,186179,null,5441,null,264781,null,6689,null,75732,null,5402,null,19832,null,1827,null,426649,null,6685,null,128710,null,5213,null,225596,null,6299,null,54856,null,4307,null,17487,null,1594,null,66693,null,5697,null,32321,null,4251,null,20445,null,2784,null,12055,null,2381,null,1872,null,682,null,16278,null,2444,null,9090,null,1707,null,4257,null,1309,null,2675,null,801,null,256,null,224,null,32070,null,4208,null,13434,null,2311,null,12414,null,2655,null,6005,null,1925,null,217,null,245,null,4834,null,1804,null,2624,null,1424,null,2069,null,794,null,141,null,196,null,0,null,244,null,0400000US02,Alaska,02
5135919,null,1656,null,1642390,null,22361,null,2486891,null,28766,null,721732,null,16956,null,284906,null,8054,null,4122105,null,24842,null,1196719,null,21722,null,2126224,null,25268,null,547086,null,14878,null,252076,null,7510,null,695623,null,23316,null,313280,null,12929,null,234817,null,14139,null,126460,null,8382,null,21066,null,2750,null,92585,null,7003,null,40819,null,4088,null,32818,null,3880,null,15931,null,2853,null,3017,null,986,null,186322,null,9164,null,76450,null,6433,null,73028,null,6442,null,29197,null,3694,null,7647,null,1734,null,39284,null,5412,null,15122,null,2899,null,20004,null,3411,null,3058,null,978,null,1100,null,665,null,0400000US04,Arizona,04
2297928,null,2637,null,587718,null,10254,null,1194886,null,15910,null,348875,null,10331,null,166449,null,5489,null,1905156,null,14792,null,428731,null,11431,null,1052699,null,15805,null,273974,null,8889,null,149752,null,5217,null,232820,null,13023,null,91098,null,7988,null,85887,null,7429,null,45867,null,4456,null,9968,null,1641,null,86223,null,6442,null,39263,null,4036,null,27161,null,3914,null,16448,null,2356,null,3351,null,881,null,67241,null,5410,null,25693,null,3909,null,26251,null,3420,null,12110,null,2047,null,3187,null,1069,null,6488,null,1736,null,2933,null,915,null,2888,null,1082,null,476,null,368,null,191,null,196,null,0400000US05,Arkansas,05
29134110,null,3342,null,10330973,null,45360,null,13824174,null,54598,null,3450377,null,33506,null,1528586,null,17160,null,24423115,null,51642,null,8082657,null,47866,null,12154991,null,49138,null,2802534,null,30277,null,1382933,null,14922,null,3174936,null,40582,null,1493833,null,26180,null,1127821,null,24924,null,455428,null,14281,null,97854,null,5317,null,930963,null,23446,null,487463,null,16223,null,288610,null,12660,null,129268,null,5638,null,25622,null,2686,null,386571,null,14630,null,179526,null,9016,null,144690,null,8518,null,48449,null,4280,null,13906,null,2002,null,218525,null,11591,null,87494,null,7065,null,108062,null,7749,null,14698,null,2253,null,8271,null,1609,null,0400000US06,California,06
3991744,null,2059,null,1222398,null,14486,null,2072460,null,18681,null,519895,null,11213,null,176991,null,6314,null,3237224,null,19130,null,860052,null,13598,null,1818531,null,18522,null,401290,null,10070,null,157351,null,5822,null,387287,null,14427,null,185852,null,10936,null,130216,null,8241,null,62055,null,3727,null,9164,null,1409,null,192667,null,10430,null,97985,null,7134,null,54228,null,4907,null,34216,null,3873,null,6238,null,1497,null,149104,null,8139,null,66786,null,5047,null,58592,null,5445,null,19994,null,2912,null,3732,null,1114,null,25462,null,3272,null,11723,null,2331,null,10893,null,2115,null,2340,null,769,null,506,null,377,null,0400000US08,Colorado,08
2857602,null,1159,null,922175,null,11151,null,1420022,null,16580,null,340592,null,9125,null,174813,null,4911,null,2522602,null,10585,null,746789,null,13099,null,1322750,null,16361,null,292266,null,8667,null,160797,null,4873,null,197706,null,8136,null,98528,null,7075,null,55961,null,5302,null,33721,null,2790,null,9496,null,1426,null,54596,null,4522,null,33593,null,3472,null,11166,null,2303,null,7864,null,1293,null,1973,null,546,null,63647,null,5148,null,34479,null,3701,null,21170,null,2815,null,5911,null,1336,null,2087,null,662,null,19051,null,2990,null,8786,null,1766,null,8975,null,2003,null,830,null,385,null,460,null,364,null,0400000US09,Connecticut,09
713071,null,782,null,225987,null,5910,null,345234,null,8432,null,93845,null,5090,null,48005,null,2964,null,610186,null,7295,null,173646,null,6913,null,313775,null,8242,null,78754,null,4586,null,44011,null,2849,null,63532,null,5554,null,30483,null,3300,null,20815,null,3198,null,9162,null,1670,null,3072,null,983,null,6199,null,1261,null,3807,null,1040,null,871,null,457,null,1334,null,567,null,187,null,151,null,28201,null,4259,null,15591,null,3010,null,7665,null,1578,null,4409,null,1167,null,536,null,315,null,4953,null,2281,null,2460,null,1604,null,2108,null,1113,null,186,null,170,null,199,null,185,null,0400000US10,Delaware,10
504809,null,352,null,281355,null,6557,null,131544,null,6681,null,64101,null,4260,null,27809,null,2339,null,422028,null,5982,null,223926,null,7148,null,116509,null,6332,null,55449,null,4030,null,26144,null,2226,null,40051,null,4142,null,28175,null,3502,null,6238,null,1641,null,4460,null,1055,null,1178,null,589,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,35917,null,3481,null,25806,null,2764,null,5635,null,1377,null,3989,null,1183,null,487,null,386,null,6813,null,1836,null,3448,null,1084,null,3162,null,1337,null,203,null,264,null,0,null,296,null,0400000US11,District of Columbia,11
15173805,null,3705,null,4500857,null,30263,null,7298448,null,43978,null,2267720,null,28334,null,1106780,null,14971,null,12735785,null,35083,null,3433053,null,30972,null,6478605,null,44172,null,1815587,null,25884,null,1008540,null,14403,null,1455368,null,27530,null,642041,null,16651,null,477535,null,16474,null,278449,null,11246,null,57343,null,4887,null,486866,null,18057,null,236962,null,10310,null,137108,null,9284,null,96326,null,8124,null,16470,null,2406,null,390588,null,15813,null,147688,null,8486,null,160340,null,9481,null,63042,null,5539,null,19518,null,2253,null,105198,null,8511,null,41113,null,5344,null,44860,null,4381,null,14316,null,2376,null,4909,null,1139,null,0400000US12,Florida,12
