B13002G_001E,B13002G_001EA,B13002G_001M,B13002G_001MA,B13002G_002E,B13002G_002EA,B13002G_002M,B13002G_002MA,B13002G_003E,B13002G_003EA,B13002G_003M,B13002G_003MA,B13002G_004E,B13002G_004EA,B13002G_004M,B13002G_004MA,B13002G_005E,B13002G_005EA,B13002G_005M,B13002G_005MA,B13002G_006E,B13002G_006EA,B13002G_006M,B13002G_006MA,B13002G_007E,B13002G_007EA,B13002G_007M,B13002G_007MA,GEO_ID,NAME,state
12752,null,2075,null,873,null,372,null,403,null,213,null,470,null,338,null,11879,null,1954,null,4943,null,1161,null,6936,null,1368,null,0400000US01,Alabama,01
11794,null,1747,null,1405,null,618,null,599,null,386,null,806,null,457,null,10389,null,1599,null,3482,null,794,null,6907,null,1357,null,0400000US02,Alaska,02
41595,null,4272,null,2063,null,817,null,956,null,466,null,1107,null,618,null,39532,null,4053,null,11970,null,2085,null,27562,null,3321,null,0400000US04,Arizona,04
13411,null,2067,null,1245,null,525,null,839,null,458,null,406,null,252,null,12166,null,2033,null,4551,null,1227,null,7615,null,1679,null,0400000US05,Arkansas,05
326438,null,9769,null,19600,null,2306,null,10707,null,1576,null,8893,null,1676,null,306838,null,9023,null,99487,null,5187,null,207351,null,8195,null,0400000US06,California,06
35538,null,3362,null,1524,null,647,null,942,null,553,null,582,null,389,null,34014,null,3410,null,13901,null,1693,null,20113,null,2858,null,0400000US08,Colorado,08
18453,null,2228,null,839,null,446,null,248,null,209,null,591,null,391,null,17614,null,2207,null,4143,null,1023,null,13471,null,2007,null,0400000US09,Connecticut,09
3818,null,1132,null,125,null,148,null,67,null,95,null,58,null,104,null,3693,null,1135,null,1088,null,539,null,2605,null,896,null,0400000US10,Delaware,10
3492,null,1077,null,122,null,143,null,122,null,143,null,0,null,296,null,3370,null,1062,null,531,null,287,null,2839,null,1042,null,0400000US11,District of Columbia,11
80462,null,4984,null,5539,null,1121,null,3310,null,968,null,2229,null,711,null,74923,null,4876,null,25521,null,2356,null,49402,null,3758,null,0400000US12,Florida,12
38294,null,4227,null,2030,null,806,null,863,null,586,null,1167,null,530,null,36264,null,4137,null,14460,null,2279,null,21804,null,2875,null,0400000US13,Georgia,13
76289,null,4347,null,5410,null,1584,null,2640,null,935,null,2770,null,1126,null,70879,null,4096,null,26575,null,2540,null,44304,null,3312,null,0400000US15,Hawaii,15
8049,null,1492,null,1231,null,558,null,729,null,372,null,502,null,423,null,6818,null,1470,null,2804,null,926,null,4014,null,1123,null,0400000US16,Idaho,16
46466,null,3261,null,3130,null,918,null,1266,null,474,null,1864,null,739,null,43336,null,3004,null,12446,null,1642,null,30890,null,2390,null,0400000US17,Illinois,17
24737,null,2759,null,1812,null,671,null,883,null,481,null,929,null,496,null,22925,null,2638,null,6976,null,1104,null,15949,null,2245,null,0400000US18,Indiana,18
