C05003F_001E,C05003F_001EA,C05003F_001M,C05003F_001MA,C05003F_002E,C05003F_002EA,C05003F_002M,C05003F_002MA,C05003F_003E,C05003F_003EA,C05003F_003M,C05003F_003MA,C05003F_004E,C05003F_004EA,C05003F_004M,C05003F_004MA,C05003F_005E,C05003F_005EA,C05003F_005M,C05003F_005MA,C05003F_006E,C05003F_006EA,C05003F_006M,C05003F_006MA,C05003F_007E,C05003F_007EA,C05003F_007M,C05003F_007MA,C05003F_008E,C05003F_008EA,C05003F_008M,C05003F_008MA,C05003F_009E,C05003F_009EA,C05003F_009M,C05003F_009MA,C05003F_010E,C05003F_010EA,C05003F_010M,C05003F_010MA,C05003F_011E,C05003F_011EA,C05003F_011M,C05003F_011MA,C05003F_012E,C05003F_012EA,C05003F_012M,C05003F_012MA,C05003F_013E,C05003F_013EA,C05003F_013M,C05003F_013MA,C05003F_014E,C05003F_014EA,C05003F_014M,C05003F_014MA,C05003F_015E,C05003F_015EA,C05003F_015M,C05003F_015MA,GEO_ID,NAME,state
42671,null,5367,null,25033,null,3282,null,8528,null,1813,null,6422,null,1632,null,2106,null,831,null,16505,null,2124,null,2877,null,893,null,13628,null,1984,null,17638,null,2645,null,6579,null,1548,null,4495,null,1349,null,2084,null,908,null,11059,null,1776,null,3304,null,956,null,7755,null,1592,null,0400000US01,Alabama,01
11743,null,2551,null,5448,null,1824,null,1124,null,772,null,540,null,412,null,584,null,614,null,4324,null,1489,null,1902,null,772,null,2422,null,1209,null,6295,null,1244,null,1386,null,645,null,935,null,532,null,451,null,469,null,4909,null,942,null,2950,null,960,null,1959,null,595,null,0400000US02,Alaska,02
409874,null,20106,null,208793,null,11631,null,70969,null,5771,null,64390,null,5498,null,6579,null,1951,null,137824,null,7887,null,76457,null,5090,null,61367,null,6087,null,201081,null,10790,null,76130,null,5553,null,70088,null,5372,null,6042,null,1524,null,124951,null,7116,null,67057,null,5635,null,57894,null,5054,null,0400000US04,Arizona,04
66303,null,6069,null,35948,null,3941,null,14564,null,2296,null,12155,null,2039,null,2409,null,970,null,21384,null,2458,null,4354,null,1147,null,17030,null,2151,null,30355,null,3045,null,12028,null,1962,null,10442,null,1936,null,1586,null,560,null,18327,null,1882,null,5604,null,1330,null,12723,null,1584,null,0400000US05,Arkansas,05
5097436,null,73157,null,2663281,null,41449,null,855286,null,18860,null,784638,null,18557,null,70648,null,4997,null,1807995,null,30764,null,679032,null,19713,null,1128963,null,21540,null,2434155,null,37437,null,808645,null,18383,null,743803,null,18318,null,64842,null,5864,null,1625510,null,23741,null,636049,null,16381,null,989461,null,19811,null,0400000US06,California,06
231507,null,16039,null,120168,null,9471,null,42659,null,4266,null,38233,null,4082,null,4426,null,1592,null,77509,null,6558,null,41847,null,4427,null,35662,null,4497,null,111339,null,8014,null,39228,null,4453,null,35067,null,3926,null,4161,null,1734,null,72111,null,4858,null,42135,null,3561,null,29976,null,3286,null,0400000US08,Colorado,08
185642,null,11639,null,95918,null,6519,null,29805,null,3135,null,26172,null,2877,null,3633,null,1317,null,66113,null,4814,null,35884,null,3610,null,30229,null,3704,null,89724,null,6110,null,29160,null,2927,null,25306,null,2604,null,3854,null,1332,null,60564,null,4182,null,38044,null,2992,null,22520,null,3187,null,0400000US09,Connecticut,09
16040,null,3257,null,8621,null,1931,null,2329,null,943,null,2111,null,931,null,218,null,256,null,6292,null,1515,null,2406,null,875,null,3886,null,1166,null,7419,null,1709,null,2688,null,878,null,2559,null,873,null,129,null,134,null,4731,null,1161,null,1857,null,675,null,2874,null,928,null,0400000US10,Delaware,10
17600,null,3915,null,9332,null,2066,null,3163,null,1390,null,2828,null,1350,null,335,null,371,null,6169,null,1278,null,1629,null,762,null,4540,null,1115,null,8268,null,2314,null,2901,null,1094,null,1810,null,932,null,1091,null,720,null,5367,null,1546,null,1400,null,690,null,3967,null,1188,null,0400000US11,District of Columbia,11
513581,null,26082,null,270327,null,15805,null,70781,null,5346,null,63633,null,4924,null,7148,null,1513,null,199546,null,12818,null,68595,null,5304,null,130951,null,11830,null,243254,null,13531,null,71999,null,6621,null,63152,null,6245,null,8847,null,1513,null,171255,null,9386,null,71612,null,5443,null,99643,null,7378,null,0400000US12,Florida,12
323130,null,18305,null,189109,null,11742,null,63560,null,5412,null,50977,null,4644,null,12583,null,2143,null,125549,null,8383,null,21225,null,3127,null,104324,null,7928,null,134021,null,8404,null,59434,null,4838,null,49315,null,4680,null,10119,null,2141,null,74587,null,5021,null,18016,null,2350,null,56571,null,4974,null,0400000US13,Georgia,13
