C17020I_001E,C17020I_001EA,C17020I_001M,C17020I_001MA,C17020I_002E,C17020I_002EA,C17020I_002M,C17020I_002MA,C17020I_003E,C17020I_003EA,C17020I_003M,C17020I_003MA,C17020I_004E,C17020I_004EA,C17020I_004M,C17020I_004MA,C17020I_005E,C17020I_005EA,C17020I_005M,C17020I_005MA,C17020I_006E,C17020I_006EA,C17020I_006M,C17020I_006MA,C17020I_007E,C17020I_007EA,C17020I_007M,C17020I_007MA,C17020I_008E,C17020I_008EA,C17020I_008M,C17020I_008MA,C17020I_009E,C17020I_009EA,C17020I_009M,C17020I_009MA,GEO_ID,NAME,state
144782,null,2065,null,48312,null,6141,null,26825,null,3876,null,20914,null,2854,null,573,null,452,null,96470,null,5765,null,34633,null,3440,null,57570,null,3073,null,4267,null,1092,null,0400000US01,Alabama,01
42131,null,517,null,5868,null,1740,null,3150,null,1083,null,2706,null,1129,null,12,null,26,null,36263,null,1812,null,11995,null,1218,null,23017,null,1260,null,1251,null,460,null,0400000US02,Alaska,02
1989725,null,3513,null,522141,null,26240,null,247626,null,15058,null,257690,null,13058,null,16825,null,2118,null,1467584,null,27142,null,494889,null,15920,null,894369,null,13101,null,78326,null,2265,null,0400000US04,Arizona,04
168813,null,2143,null,60335,null,7246,null,30759,null,4312,null,28471,null,3786,null,1105,null,684,null,108478,null,7249,null,40498,null,4417,null,64789,null,3832,null,3191,null,907,null,0400000US05,Arkansas,05
13428180,null,9176,null,2772597,null,49163,null,1281747,null,27218,null,1391926,null,26296,null,98924,null,5806,null,10655583,null,50593,null,3371878,null,26901,null,6666603,null,27005,null,617102,null,6012,null,0400000US06,California,06
993297,null,2363,null,261976,null,16458,null,122646,null,8142,null,131213,null,10017,null,8117,null,1301,null,731321,null,16474,null,237923,null,8349,null,450400,null,10229,null,42998,null,1747,null,0400000US08,Colorado,08
420466,null,1560,null,109432,null,8553,null,44729,null,4728,null,59033,null,4993,null,5670,null,1064,null,311034,null,8713,null,97500,null,4764,null,198634,null,5223,null,14900,null,1137,null,0400000US09,Connecticut,09
62043,null,506,null,14439,null,2924,null,6500,null,1596,null,7614,null,1812,null,325,null,293,null,47604,null,2824,null,17717,null,1564,null,28122,null,1918,null,1765,null,673,null,0400000US10,Delaware,10
52063,null,433,null,5566,null,1995,null,1796,null,1160,null,3486,null,1108,null,284,null,271,null,46497,null,2023,null,11998,null,1124,null,31770,null,1328,null,2729,null,577,null,0400000US11,District of Columbia,11
3928703,null,4652,null,757099,null,22356,null,266240,null,12653,null,404962,null,13127,null,85897,null,5498,null,3171604,null,22407,null,786909,null,12979,null,2059058,null,12581,null,325637,null,6121,null,0400000US12,Florida,12
793518,null,4279,null,272110,null,15145,null,131257,null,9075,null,137169,null,7872,null,3684,null,1097,null,521408,null,15286,null,181479,null,8786,null,325197,null,8401,null,14732,null,1924,null,0400000US13,Georgia,13
112086,null,922,null,16383,null,2909,null,8015,null,1861,null,7641,null,1557,null,727,null,415,null,95703,null,2825,null,34334,null,1882,null,56756,null,1706,null,4613,null,567,null,0400000US15,Hawaii,15
161603,null,627,null,46940,null,6120,null,24194,null,3771,null,21984,null,3194,null,762,null,365,null,114663,null,6067,null,44369,null,3616,null,66728,null,3488,null,3566,null,1036,null,0400000US16,Idaho,16
1941134,null,3729,null,383255,null,18762,null,179397,null,10469,null,190487,null,9542,null,13371,null,1954,null,1557879,null,18657,null,515995,null,10276,null,970862,null,9705,null,71022,null,2268,null,0400000US17,Illinois,17
341049,null,2127,null,99726,null,9285,null,48841,null,5241,null,49194,null,4835,null,1691,null,591,null,241323,null,9131,null,84364,null,5044,null,146732,null,4864,null,10227,null,1131,null,0400000US18,Indiana,18
127529,null,1747,null,31240,null,4154,null,16295,null,2400,null,14531,null,2306,null,414,null,527,null,96289,null,4394,null,35328,null,2720,null,57028,null,2372,null,3933,null,1008,null,0400000US19,Iowa,19
256490,null,1327,null,66345,null,7342,null,31643,null,3765,null,32245,null,4201,null,2457,null,684,null,190145,null,7384,null,68558,null,3754,null,113586,null,4345,null,8001,null,1423,null,0400000US20,Kansas,20
109384,null,2884,null,34839,null,5176,null,17620,null,3269,null,16521,null,3087,null,698,null,430,null,74545,null,4361,null,27963,null,2784,null,44465,null,2877,null,2117,null,702,null,0400000US21,Kentucky,21
