B25070_001E,B25070_001EA,B25070_001M,B25070_001MA,B25070_002E,B25070_002EA,B25070_002M,B25070_002MA,B25070_003E,B25070_003EA,B25070_003M,B25070_003MA,B25070_004E,B25070_004EA,B25070_004M,B25070_004MA,B25070_005E,B25070_005EA,B25070_005M,B25070_005MA,B25070_006E,B25070_006EA,B25070_006M,B25070_006MA,B25070_007E,B25070_007EA,B25070_007M,B25070_007MA,B25070_008E,B25070_008EA,B25070_008M,B25070_008MA,B25070_009E,B25070_009EA,B25070_009M,B25070_009MA,B25070_010E,B25070_010EA,B25070_010M,B25070_010MA,B25070_011E,B25070_011EA,B25070_011M,B25070_011MA,GEO_ID,NAME,state
562172,null,10797,null,19385,null,2401,null,40789,null,3769,null,56577,null,4042,null,62835,null,4428,null,53526,null,3785,null,41982,null,3814,null,33560,null,3227,null,40752,null,3440,null,132158,null,6416,null,80608,null,4421,null,0400000US01,Alabama,01
82260,null,3476,null,2722,null,873,null,8897,null,1589,null,11298,null,1810,null,11806,null,1876,null,8755,null,1616,null,6520,null,1203,null,4282,null,1038,null,6337,null,1458,null,12929,null,1986,null,8714,null,1213,null,0400000US02,Alaska,02
750075,null,11978,null,23675,null,2764,null,57328,null,4071,null,85331,null,5283,null,90684,null,5543,null,77406,null,5793,null,61691,null,4894,null,50344,null,4018,null,68608,null,4716,null,179193,null,6888,null,55815,null,4116,null,0400000US04,Arizona,04
382087,null,9861,null,15008,null,2346,null,32953,null,3269,null,47247,null,4068,null,44053,null,3755,null,34660,null,3080,null,29497,null,2892,null,21792,null,3030,null,27935,null,2875,null,84467,null,4959,null,44475,null,3482,null,0400000US05,Arkansas,05
5304837,null,27827,null,130123,null,5926,null,336561,null,11015,null,558523,null,14600,null,620304,null,12405,null,610318,null,12479,null,468031,null,13852,null,378824,null,10164,null,515928,null,12320,null,1436167,null,18467,null,250058,null,7702,null,0400000US06,California,06
630191,null,8889,null,16702,null,2070,null,43983,null,3427,null,72029,null,4476,null,75662,null,4768,null,72626,null,4746,null,58357,null,4236,null,37965,null,3080,null,55039,null,4081,null,159054,null,5553,null,38774,null,3606,null,0400000US08,Colorado,08
413163,null,7387,null,14037,null,1999,null,29669,null,3138,null,44528,null,3575,null,48737,null,3947,null,46664,null,3074,null,33344,null,3226,null,27244,null,2849,null,33886,null,3143,null,109685,null,5636,null,25369,null,2746,null,0400000US09,Connecticut,09
86344,null,3763,null,3220,null,1007,null,6326,null,1372,null,9508,null,1749,null,10408,null,1649,null,9084,null,1595,null,8553,null,1686,null,4768,null,1026,null,8134,null,1550,null,21664,null,2257,null,4679,null,1051,null,0400000US10,Delaware,10
137662,null,3905,null,6018,null,1173,null,11926,null,1772,null,15365,null,2086,null,14814,null,1795,null,18412,null,2153,null,9892,null,1652,null,8488,null,1485,null,11733,null,1867,null,34140,null,3250,null,6874,null,1346,null,0400000US11,District of Columbia,11
2202583,null,21786,null,41818,null,3580,null,100436,null,5962,null,195836,null,7506,null,239412,null,7209,null,233348,null,9228,null,203608,null,7430,null,158048,null,7830,null,230191,null,8956,null,638439,null,12124,null,161447,null,6989,null,0400000US12,Florida,12
1143333,null,15579,null,36585,null,3029,null,74411,null,4970,null,130246,null,6084,null,129167,null,6953,null,125097,null,6841,null,96547,null,5146,null,75626,null,4754,null,99104,null,6461,null,273464,null,8649,null,103086,null,5386,null,0400000US13,Georgia,13
193255,null,6159,null,5381,null,1280,null,10745,null,1881,null,19359,null,2180,null,20630,null,2351,null,19984,null,2218,null,18068,null,2352,null,14377,null,2411,null,20166,null,2355,null,48557,null,4088,null,15988,null,1982,null,0400000US15,Hawaii,15
158968,null,5233,null,4571,null,941,null,12597,null,1664,null,17464,null,1977,null,22781,null,2553,null,17115,null,2055,null,12819,null,1763,null,10068,null,1862,null,13777,null,1610,null,33360,null,2939,null,14416,null,1881,null,0400000US16,Idaho,16
1522387,null,14245,null,54792,null,4110,null,127675,null,6460,null,173130,null,7086,null,175559,null,6765,null,162626,null,5697,null,120865,null,5739,null,91376,null,5187,null,130397,null,6097,null,378592,null,10483,null,107375,null,4402,null,0400000US17,Illinois,17
732717,null,11039,null,22050,null,2106,null,62938,null,3699,null,88292,null,4599,null,86550,null,4957,null,80222,null,5135,null,58315,null,4185,null,40770,null,3397,null,59324,null,4534,null,173466,null,6769,null,60790,null,3939,null,0400000US18,Indiana,18
342503,null,6969,null,18403,null,2218,null,36227,null,2906,null,45270,null,3423,null,42353,null,3309,null,34371,null,3241,null,23677,null,2266,null,17214,null,1818,null,27005,null,2527,null,69861,null,4213,null,28122,null,2809,null,0400000US19,Iowa,19
