B18104_001E,B18104_001EA,B18104_001M,B18104_001MA,B18104_002E,B18104_002EA,B18104_002M,B18104_002MA,B18104_003E,B18104_003EA,B18104_003M,B18104_003MA,B18104_004E,B18104_004EA,B18104_004M,B18104_004MA,B18104_005E,B18104_005EA,B18104_005M,B18104_005MA,B18104_006E,B18104_006EA,B18104_006M,B18104_006MA,B18104_007E,B18104_007EA,B18104_007M,B18104_007MA,B18104_008E,B18104_008EA,B18104_008M,B18104_008MA,B18104_009E,B18104_009EA,B18104_009M,B18104_009MA,B18104_010E,B18104_010EA,B18104_010M,B18104_010MA,B18104_011E,B18104_011EA,B18104_011M,B18104_011MA,B18104_012E,B18104_012EA,B18104_012M,B18104_012MA,B18104_013E,B18104_013EA,B18104_013M,B18104_013MA,B18104_014E,B18104_014EA,B18104_014M,B18104_014MA,B18104_015E,B18104_015EA,B18104_015M,B18104_015MA,B18104_016E,B18104_016EA,B18104_016M,B18104_016MA,B18104_017E,B18104_017EA,B18104_017M,B18104_017MA,B18104_018E,B18104_018EA,B18104_018M,B18104_018MA,B18104_019E,B18104_019EA,B18104_019M,B18104_019MA,B18104_020E,B18104_020EA,B18104_020M,B18104_020MA,B18104_021E,B18104_021EA,B18104_021M,B18104_021MA,B18104_022E,B18104_022EA,B18104_022M,B18104_022MA,B18104_023E,B18104_023EA,B18104_023M,B18104_023MA,B18104_024E,B18104_024EA,B18104_024M,B18104_024MA,B18104_025E,B18104_025EA,B18104_025M,B18104_025MA,B18104_026E,B18104_026EA,B18104_026M,B18104_026MA,B18104_027E,B18104_027EA,B18104_027M,B18104_027MA,B18104_028E,B18104_028EA,B18104_028M,B18104_028MA,B18104_029E,B18104_029EA,B18104_029M,B18104_029MA,B18104_030E,B18104_030EA,B18104_030M,B18104_030MA,B18104_031E,B18104_031EA,B18104_031M,B18104_031MA,B18104_032E,B18104_032EA,B18104_032M,B18104_032MA,B18104_033E,B18104_033EA,B18104_033M,B18104_033MA,GEO_ID,NAME,state
4302183,null,3475,null,2056550,null,5192,null,413952,null,3403,null,30821,null,2824,null,383131,null,4564,null,513869,null,4088,null,25463,null,2502,null,488406,null,4520,null,865125,null,4577,null,59094,null,4248,null,806031,null,6321,null,158945,null,2154,null,13735,null,1596,null,145210,null,2203,null,104659,null,1667,null,15476,null,1457,null,89183,null,2247,null,2245633,null,4407,null,396430,null,2976,null,14334,null,1992,null,382096,null,3108,null,539810,null,3535,null,22831,null,2523,null,516979,null,4151,null,948912,null,3912,null,66968,null,4100,null,881944,null,5543,null,191400,null,1710,null,15342,null,1735,null,176058,null,2497,null,169081,null,1765,null,30980,null,2707,null,138101,null,2884,null,0400000US01,Alabama,01
623300,null,2765,null,316081,null,2697,null,65623,null,1387,null,2438,null,740,null,63185,null,1418,null,90271,null,2708,null,4285,null,1312,null,85986,null,3158,null,135900,null,2569,null,4644,null,1213,null,131256,null,2781,null,16465,null,828,null,942,null,353,null,15523,null,796,null,7822,null,452,null,1349,null,399,null,6473,null,535,null,307219,null,1826,null,62857,null,1274,null,2052,null,591,null,60805,null,1389,null,82525,null,1767,null,2760,null,1107,null,79765,null,1825,null,135031,null,1439,null,6481,null,1437,null,128550,null,1985,null,15466,null,1080,null,1106,null,454,null,14360,null,1042,null,11340,null,873,null,2443,null,672,null,8897,null,922,null,0400000US02,Alaska,02
5985101,null,2729,null,2968649,null,3702,null,621074,null,2266,null,25994,null,3690,null,595080,null,4082,null,786293,null,3134,null,25580,null,3315,null,760713,null,4643,null,1174649,null,3088,null,54041,null,4882,null,1120608,null,5768,null,211949,null,1412,null,11227,null,1512,null,200722,null,1731,null,174684,null,1271,null,21025,null,2289,null,153659,null,2327,null,3016452,null,3346,null,592310,null,2168,null,15055,null,2491,null,577255,null,3183,null,740661,null,2661,null,17442,null,2862,null,723219,null,3966,null,1216038,null,2428,null,59566,null,4459,null,1156472,null,5023,null,239589,null,1423,null,12384,null,1802,null,227205,null,2278,null,227854,null,1775,null,34749,null,3733,null,193105,null,3880,null,0400000US04,Arizona,04
2631080,null,2601,null,1272457,null,3994,null,257864,null,2905,null,19918,null,2344,null,237946,null,3412,null,318903,null,3465,null,17986,null,2608,null,300917,null,4424,null,525698,null,3249,null,38026,null,2827,null,487672,null,4320,null,100748,null,1369,null,7815,null,1263,null,92933,null,1787,null,69244,null,1438,null,10903,null,1406,null,58341,null,2001,null,1358623,null,3571,null,246509,null,2745,null,7367,null,1294,null,239142,null,3066,null,323318,null,2952,null,13734,null,2352,null,309584,null,3523,null,566963,null,3137,null,40832,null,3482,null,526131,null,4492,null,116669,null,1542,null,9912,null,1326,null,106757,null,2139,null,105164,null,1916,null,19292,null,2217,null,85872,null,2768,null,0400000US05,Arkansas,05
33628112,null,6189,null,16661174,null,8298,null,3422645,null,4498,null,116842,null,6775,null,3305803,null,7813,null,4517238,null,6987,null,130170,null,6842,null,4387068,null,10029,null,6981353,null,5482,null,282687,null,10375,null,6698666,null,11999,null,996729,null,3038,null,53546,null,4131,null,943183,null,4098,null,743209,null,3306,null,103337,null,5139,null,639872,null,6111,null,16966938,null,7335,null,3251215,null,3387,null,58589,null,4568,null,3192626,null,5464,null,4334195,null,4133,null,90835,null,5692,null,4243360,null,6973,null,7097050,null,5440,null,283295,null,10012,null,6813755,null,11965,null,1159187,null,2959,null,70236,null,4720,null,1088951,null,5215,null,1125291,null,4215,null,200251,null,7166,null,925040,null,8072,null,0400000US06,California,06
4565428,null,3556,null,2270247,null,4427,null,439108,null,2477,null,17201,null,2167,null,421907,null,3086,null,607100,null,3155,null,20058,null,2292,null,587042,null,4086,null,995771,null,3969,null,34721,null,3097,null,961050,null,4392,null,139969,null,1415,null,5518,null,1126,null,134451,null,1676,null,88299,null,1314,null,9116,null,1184,null,79183,null,1666,null,2295181,null,3554,null,421389,null,1935,null,7568,null,1297,null,413821,null,2387,null,580699,null,3205,null,13725,null,2081,null,566974,null,3626,null,1004719,null,3120,null,34084,null,2787,null,970635,null,4083,null,154294,null,1429,null,4952,null,949,null,149342,null,1489,null,134080,null,2384,null,20323,null,2670,null,113757,null,3115,null,0400000US08,Colorado,08
3247487,null,1753,null,1572113,null,2578,null,305613,null,1622,null,15285,null,1921,null,290328,null,2476,null,368074,null,2030,null,10512,null,1848,null,357562,null,2597,null,703912,null,2309,null,24503,null,2051,null,679409,null,2886,null,112901,null,876,null,3880,null,964,null,109021,null,1323,null,81613,null,1345,null,5973,null,885,null,75640,null,1460,null,1675374,null,2398,null,291817,null,1305,null,6689,null,1438,null,285128,null,1823,null,366938,null,1476,null,10060,null,1639,null,356878,null,2138,null,751142,null,2032,null,30732,null,2692,null,720410,null,3573,null,131560,null,1008,null,4950,null,1146,null,126610,null,1558,null,133917,null,1612,null,16469,null,1646,null,117448,null,2119,null,0400000US09,Connecticut,09
810022,null,1034,null,388100,null,1678,null,75489,null,998,null,3902,null,909,null,71587,null,1219,null,94062,null,1080,null,3724,null,1015,null,90338,null,1479,null,165467,null,1171,null,6788,null,1277,null,158679,null,1751,null,30434,null,597,null,1491,null,680,null,28943,null,1040,null,22648,null,540,null,3719,null,953,null,18929,null,1018,null,421922,null,1375,null,71814,null,978,null,2386,null,693,null,69428,null,1229,null,99157,null,625,null,3619,null,827,null,95538,null,933,null,182706,null,1040,null,9196,null,1488,null,173510,null,1728,null,36261,null,773,null,1614,null,548,null,34647,null,883,null,31984,null,1074,null,3963,null,739,null,28021,null,1216,null,0400000US10,Delaware,10
551256,null,1161,null,255958,null,1099,null,37328,null,612,null,2712,null,1112,null,34616,null,1272,null,83294,null,730,null,2653,null,947,null,80641,null,1282,null,108752,null,994,null,5688,null,1385,null,103064,null,1622,null,16364,null,771,null,1232,null,617,null,15132,null,998,null,10220,null,515,null,1750,null,550,null,8470,null,619,null,295298,null,1058,null,38230,null,877,null,1790,null,747,null,36440,null,1091,null,98310,null,641,null,1794,null,624,null,96516,null,873,null,119578,null,488,null,7372,null,1411,null,112206,null,1449,null,21056,null,558,null,1037,null,443,null,20019,null,592,null,18124,null,1358,null,3013,null,889,null,15111,null,1347,null,0400000US11,District of Columbia,11
17029627,null,4471,null,8261844,null,7657,null,1478001,null,3826,null,73840,null,5426,null,1404161,null,6142,null,1965624,null,6850,null,75601,null,5380,null,1890023,null,9106,null,3439167,null,8317,null,145379,null,7440,null,3293788,null,10995,null,712723,null,3247,null,36847,null,4012,null,675876,null,4993,null,666329,null,3396,null,77367,null,4815,null,588962,null,5598,null,8767783,null,7258,null,1409503,null,4197,null,35343,null,3087,null,1374160,null,5199,null,1925324,null,4784,null,53220,null,3902,null,1872104,null,5979,null,3693603,null,5997,null,163106,null,7448,null,3530497,null,8409,null,834843,null,3200,null,38875,null,3252,null,795968,null,4168,null,904510,null,4774,null,134246,null,6973,null,770264,null,7321,null,0400000US12,Florida,12
