B14005_001E,B14005_001EA,B14005_001M,B14005_001MA,B14005_002E,B14005_002EA,B14005_002M,B14005_002MA,B14005_003E,B14005_003EA,B14005_003M,B14005_003MA,B14005_004E,B14005_004EA,B14005_004M,B14005_004MA,B14005_005E,B14005_005EA,B14005_005M,B14005_005MA,B14005_006E,B14005_006EA,B14005_006M,B14005_006MA,B14005_007E,B14005_007EA,B14005_007M,B14005_007MA,B14005_008E,B14005_008EA,B14005_008M,B14005_008MA,B14005_009E,B14005_009EA,B14005_009M,B14005_009MA,B14005_010E,B14005_010EA,B14005_010M,B14005_010MA,B14005_011E,B14005_011EA,B14005_011M,B14005_011MA,B14005_012E,B14005_012EA,B14005_012M,B14005_012MA,B14005_013E,B14005_013EA,B14005_013M,B14005_013MA,B14005_014E,B14005_014EA,B14005_014M,B14005_014MA,B14005_015E,B14005_015EA,B14005_015M,B14005_015MA,B14005_016E,B14005_016EA,B14005_016M,B14005_016MA,B14005_017E,B14005_017EA,B14005_017M,B14005_017MA,B14005_018E,B14005_018EA,B14005_018M,B14005_018MA,B14005_019E,B14005_019EA,B14005_019M,B14005_019MA,B14005_020E,B14005_020EA,B14005_020M,B14005_020MA,B14005_021E,B14005_021EA,B14005_021M,B14005_021MA,B14005_022E,B14005_022EA,B14005_022M,B14005_022MA,B14005_023E,B14005_023EA,B14005_023M,B14005_023MA,B14005_024E,B14005_024EA,B14005_024M,B14005_024MA,B14005_025E,B14005_025EA,B14005_025M,B14005_025MA,B14005_026E,B14005_026EA,B14005_026M,B14005_026MA,B14005_027E,B14005_027EA,B14005_027M,B14005_027MA,B14005_028E,B14005_028EA,B14005_028M,B14005_028MA,B14005_029E,B14005_029EA,B14005_029M,B14005_029MA,GEO_ID,NAME,state
267398,null,6113,null,135920,null,4139,null,109507,null,3645,null,26185,null,2661,null,11673,null,1890,null,71649,null,3614,null,26413,null,2729,null,15529,null,2520,null,8783,null,1835,null,3397,null,1178,null,3349,null,1078,null,10884,null,1627,null,3193,null,1058,null,2430,null,886,null,5261,null,1057,null,131478,null,4851,null,112792,null,4662,null,27483,null,2484,null,10397,null,1977,null,74912,null,4086,null,18686,null,2540,null,10188,null,1832,null,4611,null,1263,null,3387,null,1009,null,2190,null,802,null,8498,null,1773,null,1704,null,698,null,2655,null,1137,null,4139,null,1289,null,0400000US01,Alabama,01
46432,null,2777,null,23293,null,2073,null,17276,null,1960,null,4677,null,1135,null,1630,null,721,null,10969,null,1521,null,6017,null,1110,null,4786,null,930,null,2770,null,902,null,961,null,533,null,1055,null,605,null,1231,null,506,null,369,null,346,null,305,null,268,null,557,null,290,null,23139,null,1704,null,18708,null,1834,null,5723,null,1348,null,1846,null,576,null,11139,null,1646,null,4431,null,1041,null,3111,null,874,null,1494,null,604,null,1214,null,770,null,403,null,309,null,1320,null,569,null,471,null,328,null,17,null,27,null,832,null,435,null,0400000US02,Alaska,02
358833,null,5301,null,187936,null,4036,null,150378,null,5059,null,34379,null,2491,null,14789,null,2458,null,101210,null,4804,null,37558,null,3522,null,22160,null,2905,null,12551,null,2067,null,3544,null,981,null,6065,null,1619,null,15398,null,2349,null,4996,null,1373,null,2566,null,846,null,7836,null,1741,null,170897,null,3120,null,137194,null,3945,null,39952,null,2846,null,9930,null,1796,null,87312,null,3996,null,33703,null,2885,null,22084,null,2587,null,11012,null,1965,null,4093,null,1138,null,6979,null,1606,null,11619,null,1774,null,2310,null,778,null,2648,null,960,null,6661,null,1470,null,0400000US04,Arizona,04
159761,null,4908,null,82732,null,3553,null,67018,null,3480,null,16273,null,2367,null,5955,null,1337,null,44790,null,3553,null,15714,null,2133,null,9842,null,1727,null,6425,null,1407,null,1306,null,509,null,2111,null,834,null,5872,null,1361,null,1718,null,935,null,1420,null,663,null,2734,null,801,null,77029,null,3635,null,62531,null,3710,null,17477,null,1798,null,4201,null,1125,null,40853,null,3426,null,14498,null,1918,null,9225,null,1774,null,4896,null,1287,null,1545,null,648,null,2784,null,979,null,5273,null,1087,null,1436,null,603,null,1356,null,693,null,2481,null,837,null,0400000US05,Arkansas,05
2191896,null,10317,null,1132920,null,7298,null,943982,null,9243,null,154850,null,5690,null,92273,null,5235,null,696859,null,9029,null,188938,null,5479,null,118018,null,4884,null,62389,null,4649,null,23561,null,2882,null,32068,null,2945,null,70920,null,4943,null,27749,null,3295,null,13280,null,2089,null,29891,null,2907,null,1058976,null,8022,null,931095,null,9474,null,199904,null,7438,null,84900,null,4860,null,646291,null,8959,null,127881,null,5493,null,85864,null,4918,null,38533,null,3376,null,15928,null,1973,null,31403,null,3016,null,42017,null,3628,null,8300,null,1542,null,7731,null,1576,null,25986,null,2707,null,0400000US06,California,06
267244,null,5003,null,138771,null,3376,null,110623,null,3738,null,31872,null,2746,null,12776,null,1884,null,65975,null,3422,null,28148,null,2844,null,15768,null,2342,null,10054,null,1957,null,2205,null,734,null,3509,null,1099,null,12380,null,1991,null,5555,null,1287,null,3212,null,1067,null,3613,null,1050,null,128473,null,3932,null,109620,null,3741,null,37291,null,2856,null,9726,null,1534,null,62603,null,3380,null,18853,null,2033,null,11109,null,1661,null,6107,null,1340,null,2721,null,856,null,2281,null,840,null,7744,null,1486,null,2741,null,889,null,1039,null,576,null,3964,null,1402,null,0400000US08,Colorado,08
206082,null,2785,null,105010,null,2207,null,88598,null,2812,null,23799,null,2030,null,9760,null,1487,null,55039,null,3024,null,16412,null,1846,null,10433,null,1469,null,6135,null,1157,null,1818,null,954,null,2480,null,845,null,5979,null,1228,null,2531,null,862,null,1517,null,666,null,1931,null,708,null,101072,null,1903,null,90504,null,2373,null,32397,null,2540,null,8228,null,1427,null,49879,null,2849,null,10568,null,1561,null,7447,null,1230,null,4938,null,1013,null,980,null,467,null,1529,null,830,null,3121,null,1083,null,1268,null,806,null,496,null,327,null,1357,null,649,null,0400000US09,Connecticut,09
50509,null,1962,null,25866,null,1586,null,21811,null,1700,null,5562,null,1095,null,1888,null,689,null,14361,null,1602,null,4055,null,1069,null,1782,null,689,null,1201,null,601,null,421,null,233,null,160,null,133,null,2273,null,763,null,230,null,222,null,1213,null,680,null,830,null,429,null,24643,null,1430,null,22334,null,1692,null,7584,null,1546,null,1664,null,668,null,13086,null,1612,null,2309,null,677,null,1654,null,629,null,864,null,445,null,253,null,242,null,537,null,399,null,655,null,380,null,203,null,217,null,216,null,186,null,236,null,217,null,0400000US10,Delaware,10
38311,null,2239,null,16364,null,1395,null,13777,null,1694,null,1061,null,526,null,932,null,441,null,11784,null,1654,null,2587,null,852,null,923,null,434,null,255,null,210,null,292,null,295,null,376,null,229,null,1664,null,713,null,359,null,312,null,0,null,296,null,1305,null,638,null,21947,null,1785,null,19351,null,2029,null,2526,null,940,null,1796,null,847,null,15029,null,1850,null,2596,null,962,null,1419,null,683,null,419,null,466,null,429,null,423,null,571,null,505,null,1177,null,788,null,210,null,338,null,374,null,384,null,593,null,549,null,0400000US11,District of Columbia,11
945810,null,10602,null,483835,null,7624,null,389380,null,9036,null,76347,null,4326,null,41853,null,3022,null,271180,null,8948,null,94455,null,5377,null,55759,null,3940,null,32093,null,3290,null,10759,null,1888,null,12907,null,1858,null,38696,null,3757,null,8677,null,1700,null,9341,null,2129,null,20678,null,2596,null,461975,null,6994,null,388667,null,8318,null,93192,null,4907,null,37832,null,2988,null,257643,null,8341,null,73308,null,4637,null,44507,null,3806,null,20626,null,2530,null,8502,null,1475,null,15379,null,2646,null,28801,null,2847,null,6617,null,1498,null,5959,null,1433,null,16225,null,2416,null,0400000US12,Florida,12
