C19101H_001E,C19101H_001EA,C19101H_001M,C19101H_001MA,C19101H_002E,C19101H_002EA,C19101H_002M,C19101H_002MA,C19101H_003E,C19101H_003EA,C19101H_003M,C19101H_003MA,C19101H_004E,C19101H_004EA,C19101H_004M,C19101H_004MA,C19101H_005E,C19101H_005EA,C19101H_005M,C19101H_005MA,C19101H_006E,C19101H_006EA,C19101H_006M,C19101H_006MA,C19101H_007E,C19101H_007EA,C19101H_007M,C19101H_007MA,C19101H_008E,C19101H_008EA,C19101H_008M,C19101H_008MA,C19101H_009E,C19101H_009EA,C19101H_009M,C19101H_009MA,C19101H_010E,C19101H_010EA,C19101H_010M,C19101H_010MA,C19101H_011E,C19101H_011EA,C19101H_011M,C19101H_011MA,GEO_ID,NAME,state
1466623,null,11397,null,51585,null,4090,null,38699,null,3594,null,103522,null,5453,null,125780,null,6270,null,199825,null,6411,null,293671,null,7910,null,237445,null,6412,null,239584,null,6299,null,89754,null,4078,null,86758,null,3611,null,0400000US13,Georgia,13
86030,null,3336,null,1920,null,612,null,2095,null,977,null,3920,null,1100,null,5232,null,1097,null,9471,null,1539,null,17063,null,1729,null,14219,null,1714,null,17377,null,2087,null,7770,null,1297,null,6963,null,1154,null,0400000US15,Hawaii,15
350715,null,5247,null,12978,null,1958,null,10110,null,1635,null,33026,null,2804,null,40145,null,2606,null,61958,null,3777,null,81361,null,3998,null,53738,null,3302,null,38811,null,2700,null,9814,null,1292,null,8774,null,1277,null,0400000US16,Idaho,16
2161090,null,12662,null,60430,null,3565,null,43089,null,3068,null,119228,null,4993,null,156819,null,5575,null,259107,null,6840,null,439230,null,7925,null,367167,null,6436,null,406483,null,9172,null,151191,null,5772,null,158346,null,5389,null,0400000US17,Illinois,17
1420575,null,9926,null,58133,null,4032,null,37820,null,3083,null,111387,null,4650,null,139164,null,5270,null,231084,null,6662,null,332296,null,7502,null,222468,null,6032,null,194339,null,6069,null,54774,null,3150,null,39110,null,2487,null,0400000US18,Indiana,18
734706,null,7241,null,20317,null,2492,null,18959,null,2097,null,55114,null,3497,null,63613,null,3209,null,113964,null,3922,null,175569,null,4785,null,129256,null,4546,null,108280,null,3543,null,26522,null,2081,null,23112,null,2187,null,0400000US19,Iowa,19
599677,null,6413,null,18548,null,2290,null,14667,null,1717,null,43069,null,2810,null,54267,null,2852,null,87684,null,4178,null,135562,null,4573,null,98701,null,4462,null,90494,null,3552,null,29063,null,1991,null,27622,null,2002,null,0400000US20,Kansas,20
1027087,null,11093,null,65176,null,4587,null,45210,null,3498,null,106821,null,5412,null,115062,null,5115,null,165646,null,5703,null,208582,null,6264,null,142276,null,4984,null,119411,null,5728,null,32211,null,2821,null,26692,null,2172,null,0400000US21,Kentucky,21
743048,null,8410,null,26682,null,3263,null,20047,null,2354,null,58256,null,3351,null,66217,null,3891,null,103615,null,5208,null,152364,null,6276,null,122322,null,5919,null,121871,null,5176,null,38064,null,3045,null,33610,null,2587,null,0400000US22,Louisiana,22
334264,null,5308,null,12322,null,1521,null,9872,null,1458,null,32405,null,2425,null,35438,null,2857,null,53110,null,2763,null,77982,null,3353,null,50347,null,2525,null,40968,null,2408,null,12042,null,1345,null,9778,null,1505,null,0400000US23,Maine,23
851346,null,7627,null,15641,null,2175,null,11945,null,1870,null,29540,null,2814,null,45779,null,3014,null,77615,null,3859,null,138939,null,5081,null,133342,null,5338,null,196445,null,5888,null,98893,null,3814,null,103207,null,3618,null,0400000US24,Maryland,24
1257715,null,12243,null,27864,null,3035,null,21351,null,2971,null,57005,null,4165,null,73867,null,4081,null,123534,null,4674,null,216776,null,6710,null,201015,null,6488,null,286322,null,7090,null,122000,null,4587,null,127981,null,4955,null,0400000US25,Massachusetts,25
2039405,null,12091,null,77179,null,3967,null,59793,null,3801,null,155577,null,5783,null,196750,null,5892,null,317952,null,6793,null,454368,null,7915,null,314587,null,7716,null,299575,null,6865,null,89402,null,4348,null,74222,null,3611,null,0400000US26,Michigan,26
1194999,null,8783,null,28374,null,2671,null,23504,null,2097,null,66500,null,3300,null,92128,null,3158,null,147821,null,4026,null,262952,null,6742,null,220344,null,5286,null,214813,null,5837,null,72188,null,2755,null,66375,null,3499,null,0400000US27,Minnesota,27
475663,null,6975,null,20017,null,2955,null,17610,null,1965,null,46143,null,3588,null,51267,null,3222,null,73733,null,4368,null,103957,null,5192,null,72784,null,4050,null,60339,null,3322,null,16482,null,1513,null,13331,null,1875,null,0400000US28,Mississippi,28
1306325,null,9459,null,56230,null,3811,null,40351,null,3080,null,110303,null,4645,null,125918,null,5103,null,200260,null,6358,null,292908,null,7878,null,204309,null,5687,null,178275,null,5853,null,53178,null,3460,null,44593,null,3058,null,0400000US29,Missouri,29
214590,null,4672,null,8688,null,1580,null,5778,null,1110,null,20021,null,2106,null,21889,null,1922,null,35139,null,2308,null,49093,null,3278,null,36214,null,2796,null,25598,null,2247,null,6788,null,1216,null,5382,null,843,null,0400000US30,Montana,30
397595,null,5667,null,10252,null,1642,null,10165,null,1586,null,27575,null,2233,null,35230,null,2782,null,60759,null,3603,null,98384,null,3984,null,67527,null,3141,null,58050,null,2632,null,15733,null,1546,null,13920,null,1287,null,0400000US31,Nebraska,31
385705,null,6692,null,10181,null,1626,null,7273,null,1404,null,23918,null,2701,null,33079,null,3306,null,49318,null,3382,null,87099,null,3906,null,64543,null,4041,null,70624,null,4532,null,21641,null,2057,null,18029,null,2075,null,0400000US32,Nevada,32
317395,null,4603,null,7101,null,1106,null,5908,null,1196,null,17059,null,2104,null,21034,null,2155,null,39917,null,2711,null,67457,null,3361,null,54334,null,2978,null,64806,null,3359,null,22824,null,1937,null,16955,null,1803,null,0400000US33,New Hampshire,33
1393189,null,9897,null,26330,null,2613,null,17056,null,1904,null,54683,null,3805,null,69554,null,4039,null,122264,null,5197,null,223581,null,6772,null,223471,null,6048,null,325537,null,8047,null,154420,null,4933,null,176293,null,4986,null,0400000US34,New Jersey,34
227390,null,4113,null,6121,null,1304,null,6276,null,1274,null,16831,null,1984,null,18882,null,1897,null,32637,null,2489,null,47459,null,2671,null,36385,null,2397,null,37745,null,2852,null,12822,null,1553,null,12232,null,1515,null,0400000US35,New Mexico,35
2927731,null,13561,null,80350,null,4649,null,71657,null,4620,null,171005,null,6764,null,202678,null,6883,null,328281,null,7299,null,544186,null,10820,null,438785,null,9786,null,553538,null,9011,null,241022,null,6656,null,296229,null,6835,null,0400000US36,New York,36
1711574,null,13969,null,60630,null,3918,null,45725,null,3358,null,135211,null,6912,null,168662,null,7016,null,245978,null,7392,null,374511,null,9183,null,269162,null,7834,null,253715,null,7441,null,83075,null,4337,null,74905,null,3886,null,0400000US37,North Carolina,37
157406,null,3408,null,3618,null,750,null,3505,null,779,null,9579,null,1224,null,13942,null,1597,null,23547,null,1783,null,38759,null,2412,null,29264,null,2016,null,23333,null,1882,null,6052,null,965,null,5807,null,962,null,0400000US38,North Dakota,38
2497320,null,14340,null,101981,null,5168,null,72528,null,4071,null,190811,null,6973,null,244694,null,6747,null,382511,null,10386,null,562137,null,10057,null,390549,null,7858,null,360085,null,8131,null,107046,null,3783,null,84978,null,3292,null,0400000US39,Ohio,39
710075,null,7835,null,29418,null,2472,null,23253,null,2645,null,63637,null,3434,null,73892,null,4251,null,111440,null,5287,null,160329,null,5384,null,107492,null,4437,null,89343,null,4117,null,26296,null,2214,null,24975,null,1736,null,0400000US40,Oklahoma,40
802556,null,9356,null,30967,null,3031,null,23337,null,2766,null,63826,null,3680,null,73743,null,4124,null,115672,null,5481,null,182802,null,6599,null,127504,null,5194,null,116933,null,4006,null,34764,null,2852,null,33008,null,2555,null,0400000US41,Oregon,41
2702632,null,13318,null,77142,null,3907,null,60155,null,3891,null,183569,null,5706,null,248868,null,6549,null,386373,null,8396,null,599747,null,9989,null,439723,null,8790,null,421951,null,8913,null,144666,null,4960,null,140438,null,4427,null,0400000US42,Pennsylvania,42
207595,null,4964,null,4752,null,1277,null,3851,null,1068,null,12455,null,2001,null,15174,null,1984,null,24599,null,2529,null,39150,null,2730,null,37280,null,2680,null,41997,null,2729,null,15150,null,1552,null,13187,null,1758,null,0400000US44,Rhode Island,44
800083,null,8303,null,29420,null,3018,null,20905,null,2470,null,66231,null,3788,null,73911,null,4684,null,120819,null,5358,null,178758,null,5446,null,127052,null,4926,null,116964,null,4787,null,34537,null,2390,null,31486,null,2465,null,0400000US45,South Carolina,45
182029,null,3836,null,4807,null,1046,null,4272,null,984,null,15186,null,1748,null,15829,null,1455,null,28625,null,2282,null,48276,null,2409,null,31047,null,2288,null,21642,null,1770,null,5520,null,1060,null,6825,null,989,null,0400000US46,South Dakota,46
1312555,null,10529,null,61897,null,4056,null,51935,null,3561,null,126520,null,6035,null,138217,null,6409,null,210989,null,6735,null,289696,null,8726,null,188364,null,6115,null,148902,null,5455,null,49301,null,3309,null,46734,null,3116,null,0400000US47,Tennessee,47
3042743,null,17269,null,86215,null,4841,null,63088,null,4123,null,178510,null,7240,null,223034,null,7036,null,371858,null,8393,null,599751,null,12903,null,487999,null,11083,null,564635,null,11810,null,227474,null,7418,null,240179,null,6495,null,0400000US48,Texas,48
554326,null,5988,null,15587,null,2117,null,11220,null,1899,null,29918,null,3176,null,47751,null,3549,null,80195,null,4732,null,133567,null,4887,null,98197,null,3916,null,86668,null,3491,null,28983,null,2303,null,22240,null,2062,null,0400000US49,Utah,49
152727,null,3002,null,4461,null,926,null,4657,null,850,null,10709,null,1321,null,12513,null,1387,null,21969,null,2061,null,35621,null,2241,null,27098,null,1923,null,22540,null,1617,null,8347,null,1352,null,4812,null,935,null,0400000US50,Vermont,50
1394898,null,12433,null,35447,null,3133,null,26678,null,2593,null,77289,null,3878,null,92467,null,4682,null,170650,null,6226,null,263526,null,7004,null,212130,null,6445,null,258094,null,6162,null,125583,null,4622,null,133034,null,5455,null,0400000US51,Virginia,51
1303447,null,11680,null,37767,null,3120,null,29367,null,2881,null,77532,null,4139,null,98491,null,4729,null,162896,null,4536,null,275037,null,7379,null,218557,null,6200,null,245845,null,6589,null,87002,null,3630,null,70953,null,4239,null,0400000US53,Washington,53
467580,null,6657,null,31211,null,2723,null,23351,null,2564,null,51174,null,3483,null,57954,null,3409,null,82147,null,4329,null,97202,null,4357,null,58643,null,3960,null,44480,null,2911,null,11634,null,1493,null,9784,null,1496,null,0400000US54,West Virginia,54
1301694,null,8474,null,37357,null,2852,null,28316,null,2326,null,84892,null,3544,null,108758,null,4297,null,190785,null,4951,null,309572,null,6835,null,236834,null,5800,null,204695,null,5015,null,53942,null,2621,null,46543,null,2334,null,0400000US55,Wisconsin,55
126716,null,3354,null,2996,null,937,null,2800,null,842,null,7949,null,1360,null,9247,null,1521,null,19793,null,2392,null,28830,null,2683,null,23525,null,2072,null,21655,null,1751,null,5147,null,836,null,4774,null,853,null,0400000US56,Wyoming,56
6402,null,1023,null,1078,null,410,null,801,null,411,null,979,null,454,null,484,null,310,null,614,null,367,null,803,null,391,null,766,null,403,null,418,null,294,null,303,null,240,null,156,null,134,null,0400000US72,Puerto Rico,72
