C19001C_001E,C19001C_001EA,C19001C_001M,C19001C_001MA,C19001C_002E,C19001C_002EA,C19001C_002M,C19001C_002MA,C19001C_003E,C19001C_003EA,C19001C_003M,C19001C_003MA,C19001C_004E,C19001C_004EA,C19001C_004M,C19001C_004MA,C19001C_005E,C19001C_005EA,C19001C_005M,C19001C_005MA,C19001C_006E,C19001C_006EA,C19001C_006M,C19001C_006MA,C19001C_007E,C19001C_007EA,C19001C_007M,C19001C_007MA,C19001C_008E,C19001C_008EA,C19001C_008M,C19001C_008MA,C19001C_009E,C19001C_009EA,C19001C_009M,C19001C_009MA,C19001C_010E,C19001C_010EA,C19001C_010M,C19001C_010MA,C19001C_011E,C19001C_011EA,C19001C_011M,C19001C_011MA,GEO_ID,NAME,state
9660,null,1374,null,1726,null,824,null,715,null,386,null,1079,null,401,null,1210,null,641,null,1543,null,529,null,2149,null,599,null,672,null,323,null,503,null,255,null,7,null,11,null,56,null,69,null,0400000US01,Alabama,01
25003,null,1713,null,2107,null,569,null,1524,null,423,null,2945,null,621,null,3130,null,666,null,4353,null,810,null,4636,null,788,null,2523,null,665,null,2715,null,724,null,592,null,286,null,478,null,216,null,0400000US02,Alaska,02
71837,null,3399,null,14462,null,1837,null,5534,null,1147,null,10650,null,1397,null,8806,null,1543,null,10541,null,1667,null,10603,null,1944,null,5900,null,1193,null,4008,null,957,null,612,null,530,null,721,null,563,null,0400000US04,Arizona,04
7360,null,1399,null,1061,null,679,null,473,null,250,null,1797,null,736,null,758,null,385,null,1234,null,534,null,726,null,413,null,553,null,393,null,542,null,325,null,103,null,179,null,113,null,145,null,0400000US05,Arkansas,05
95823,null,4583,null,8636,null,1558,null,8010,null,1551,null,14565,null,2238,null,10859,null,1738,null,11772,null,1528,null,15538,null,2029,null,8887,null,1274,null,11756,null,1880,null,3448,null,1062,null,2352,null,716,null,0400000US06,California,06
18600,null,1996,null,1951,null,673,null,2216,null,896,null,1581,null,633,null,2255,null,695,null,2879,null,1008,null,3534,null,1017,null,2304,null,809,null,1454,null,635,null,223,null,223,null,203,null,199,null,0400000US08,Colorado,08
3128,null,812,null,315,null,293,null,250,null,205,null,168,null,229,null,157,null,152,null,367,null,237,null,599,null,315,null,366,null,355,null,529,null,382,null,365,null,285,null,12,null,22,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
19972,null,2371,null,1941,null,710,null,2127,null,838,null,2495,null,929,null,2625,null,748,null,4182,null,1094,null,2693,null,887,null,2060,null,889,null,1112,null,452,null,603,null,366,null,134,null,127,null,0400000US12,Florida,12
