B10056_001E,B10056_001EA,B10056_001M,B10056_001MA,B10056_002E,B10056_002EA,B10056_002M,B10056_002MA,B10056_003E,B10056_003EA,B10056_003M,B10056_003MA,B10056_004E,B10056_004EA,B10056_004M,B10056_004MA,B10056_005E,B10056_005EA,B10056_005M,B10056_005MA,B10056_006E,B10056_006EA,B10056_006M,B10056_006MA,B10056_007E,B10056_007EA,B10056_007M,B10056_007MA,B10056_008E,B10056_008EA,B10056_008M,B10056_008MA,B10056_009E,B10056_009EA,B10056_009M,B10056_009MA,B10056_010E,B10056_010EA,B10056_010M,B10056_010MA,B10056_011E,B10056_011EA,B10056_011M,B10056_011MA,GEO_ID,NAME,state
116708,null,7329,null,40809,null,3694,null,23298,null,2124,null,15121,null,1735,null,8177,null,1194,null,17511,null,2467,null,75899,null,4577,null,41576,null,3088,null,30044,null,2720,null,11532,null,1368,null,34323,null,3168,null,0400000US01,Alabama,01
16036,null,2164,null,6379,null,1024,null,2910,null,784,null,2179,null,702,null,731,null,342,null,3469,null,836,null,9657,null,1803,null,4625,null,1418,null,2585,null,618,null,2040,null,1253,null,5032,null,1127,null,0400000US02,Alaska,02
168101,null,7973,null,63007,null,3979,null,26201,null,2782,null,15836,null,2507,null,10365,null,1383,null,36806,null,3588,null,105094,null,5292,null,38524,null,3266,null,27543,null,3029,null,10981,null,1276,null,66570,null,4967,null,0400000US04,Arizona,04
64123,null,4447,null,23706,null,1913,null,14416,null,1888,null,8708,null,1588,null,5708,null,1063,null,9290,null,1487,null,40417,null,3207,null,23450,null,2231,null,16254,null,1862,null,7196,null,1165,null,16967,null,2372,null,0400000US05,Arkansas,05
1041855,null,18566,null,394095,null,8834,null,119197,null,5292,null,73783,null,4312,null,45414,null,3612,null,274898,null,8079,null,647760,null,12029,null,179360,null,7063,null,117766,null,6225,null,61594,null,3764,null,468400,null,9606,null,0400000US06,California,06
81255,null,4785,null,29638,null,2683,null,13006,null,1758,null,9140,null,1408,null,3866,null,899,null,16632,null,2074,null,51617,null,3082,null,20106,null,2024,null,14355,null,1836,null,5751,null,916,null,31511,null,2899,null,0400000US08,Colorado,08
71536,null,5694,null,24708,null,2828,null,8647,null,1562,null,5705,null,1361,null,2942,null,844,null,16061,null,2344,null,46828,null,3549,null,15327,null,2289,null,10205,null,1904,null,5122,null,1146,null,31501,null,2951,null,0400000US09,Connecticut,09
17741,null,2101,null,6287,null,1011,null,2853,null,780,null,1430,null,517,null,1423,null,505,null,3434,null,779,null,11454,null,1436,null,5249,null,943,null,4062,null,886,null,1187,null,404,null,6205,null,1166,null,0400000US10,Delaware,10
12024,null,1990,null,2690,null,779,null,794,null,395,null,349,null,276,null,445,null,290,null,1896,null,671,null,9334,null,1492,null,3267,null,1000,null,2084,null,684,null,1183,null,591,null,6067,null,1363,null,0400000US11,District of Columbia,11
425421,null,11945,null,146895,null,5876,null,60012,null,3351,null,34164,null,2952,null,25848,null,2343,null,86883,null,5449,null,278526,null,8380,null,100809,null,5268,null,65057,null,4218,null,35752,null,2819,null,177717,null,7929,null,0400000US12,Florida,12
247023,null,10723,null,82535,null,5148,null,38084,null,2943,null,25006,null,2560,null,13078,null,1651,null,44451,null,3677,null,164488,null,6831,null,72797,null,4736,null,52100,null,4479,null,20697,null,2174,null,91691,null,4956,null,0400000US13,Georgia,13
51539,null,3229,null,20477,null,1740,null,4570,null,996,null,2072,null,668,null,2498,null,692,null,15907,null,1634,null,31062,null,2151,null,6348,null,1089,null,3381,null,870,null,2967,null,722,null,24714,null,1897,null,0400000US15,Hawaii,15
25491,null,3135,null,10079,null,1479,null,4980,null,1058,null,3191,null,843,null,1789,null,556,null,5099,null,1091,null,15412,null,2236,null,6847,null,1169,null,4807,null,1154,null,2040,null,620,null,8565,null,1718,null,0400000US16,Idaho,16
271322,null,9767,null,96048,null,4922,null,35586,null,2899,null,23379,null,2441,null,12207,null,1569,null,60462,null,4322,null,175274,null,6862,null,66061,null,4265,null,47395,null,3820,null,18666,null,1906,null,109213,null,5438,null,0400000US17,Illinois,17
120983,null,6074,null,44995,null,2971,null,25592,null,2007,null,19178,null,1853,null,6414,null,893,null,19403,null,2075,null,75988,null,3951,null,40572,null,3288,null,30814,null,2853,null,9758,null,1577,null,35416,null,2795,null,0400000US18,Indiana,18
31442,null,3365,null,11795,null,1578,null,4754,null,858,null,3685,null,804,null,1069,null,322,null,7041,null,1086,null,19647,null,2138,null,8681,null,1448,null,6558,null,1284,null,2123,null,555,null,10966,null,1482,null,0400000US19,Iowa,19
43402,null,3578,null,15836,null,1838,null,8097,null,1478,null,5091,null,1082,null,3006,null,796,null,7739,null,1238,null,27566,null,2289,null,12551,null,1552,null,9095,null,1398,null,3456,null,830,null,15015,null,1897,null,0400000US20,Kansas,20
100932,null,6183,null,37587,null,3090,null,22137,null,2332,null,14640,null,1871,null,7497,null,1350,null,15450,null,1899,null,63345,null,4036,null,37626,null,2976,null,27238,null,2765,null,10388,null,1449,null,25719,null,2842,null,0400000US21,Kentucky,21
118930,null,6799,null,39521,null,3245,null,20969,null,2304,null,12579,null,1914,null,8390,null,1461,null,18552,null,2414,null,79409,null,4780,null,43866,null,3721,null,31094,null,3140,null,12772,null,1970,null,35543,null,3344,null,0400000US22,Louisiana,22
14663,null,1804,null,5877,null,852,null,2362,null,569,null,1149,null,457,null,1213,null,436,null,3515,null,755,null,8786,null,1249,null,3837,null,917,null,2745,null,885,null,1092,null,356,null,4949,null,936,null,0400000US23,Maine,23
131641,null,6917,null,43292,null,3187,null,16248,null,1724,null,10990,null,1541,null,5258,null,1017,null,27044,null,2511,null,88349,null,4820,null,30869,null,3196,null,21706,null,2725,null,9163,null,1461,null,57480,null,3918,null,0400000US24,Maryland,24
117119,null,7043,null,39764,null,3186,null,12167,null,1658,null,7180,null,1437,null,4987,null,1131,null,27597,null,2558,null,77355,null,4726,null,21511,null,2637,null,14785,null,2260,null,6726,null,1109,null,55844,null,4013,null,0400000US25,Massachusetts,25
173435,null,7195,null,61756,null,3692,null,25865,null,2094,null,15507,null,1726,null,10358,null,1272,null,35891,null,3398,null,111679,null,5363,null,43847,null,2963,null,30523,null,2566,null,13324,null,1672,null,67832,null,4020,null,0400000US26,Michigan,26
56205,null,4003,null,21796,null,1994,null,8587,null,1203,null,5835,null,1038,null,2752,null,618,null,13209,null,1501,null,34409,null,2430,null,13812,null,1455,null,10266,null,1280,null,3546,null,761,null,20597,null,1899,null,0400000US27,Minnesota,27
84905,null,6448,null,28218,null,2860,null,15206,null,1966,null,9754,null,1698,null,5452,null,989,null,13012,null,2104,null,56687,null,4438,null,34160,null,3073,null,24134,null,2521,null,10026,null,1758,null,22527,null,2897,null,0400000US28,Mississippi,28
105682,null,6843,null,38852,null,3265,null,18714,null,2101,null,10648,null,1613,null,8066,null,1390,null,20138,null,2128,null,66830,null,4264,null,31387,null,2844,null,22176,null,2530,null,9211,null,1529,null,35443,null,2745,null,0400000US29,Missouri,29
14547,null,2261,null,5293,null,1107,null,2950,null,815,null,1671,null,694,null,1279,null,463,null,2343,null,670,null,9254,null,1587,null,4148,null,866,null,2707,null,737,null,1441,null,432,null,5106,null,1352,null,0400000US30,Montana,30
24470,null,2914,null,8803,null,1314,null,3933,null,765,null,2472,null,664,null,1461,null,530,null,4870,null,1079,null,15667,null,1862,null,6657,null,1113,null,4987,null,1030,null,1670,null,486,null,9010,null,1489,null,0400000US31,Nebraska,31
67145,null,5881,null,25632,null,3106,null,10861,null,1927,null,6614,null,1442,null,4247,null,1098,null,14771,null,2191,null,41513,null,3503,null,15600,null,2189,null,10144,null,1717,null,5456,null,1242,null,25913,null,2426,null,0400000US32,Nevada,32
19253,null,2766,null,6841,null,1300,null,2347,null,712,null,1723,null,650,null,624,null,275,null,4494,null,1018,null,12412,null,1855,null,3910,null,903,null,2716,null,719,null,1194,null,528,null,8502,null,1469,null,0400000US33,New Hampshire,33
184177,null,8573,null,63298,null,3957,null,16784,null,2231,null,9566,null,1482,null,7218,null,1415,null,46514,null,3208,null,120879,null,5938,null,33354,null,3500,null,20899,null,2570,null,12455,null,1809,null,87525,null,4336,null,0400000US34,New Jersey,34
52614,null,4342,null,20719,null,2109,null,11341,null,1723,null,7620,null,1468,null,3721,null,882,null,9378,null,1695,null,31895,null,2903,null,16077,null,2532,null,12130,null,2149,null,3947,null,805,null,15818,null,2235,null,0400000US35,New Mexico,35
426978,null,10282,null,144598,null,5651,null,45707,null,3070,null,25466,null,2349,null,20241,null,2161,null,98891,null,5082,null,282380,null,7241,null,95450,null,4760,null,61386,null,3972,null,34064,null,3046,null,186930,null,6075,null,0400000US36,New York,36
186007,null,9532,null,64462,null,4405,null,37018,null,3402,null,24346,null,2765,null,12672,null,1712,null,27444,null,2544,null,121545,null,6302,null,61475,null,3943,null,45152,null,3320,null,16323,null,2039,null,60070,null,4488,null,0400000US37,North Carolina,37
4870,null,1098,null,1929,null,622,null,1015,null,429,null,522,null,271,null,493,null,269,null,914,null,401,null,2941,null,680,null,1648,null,477,null,1229,null,424,null,419,null,228,null,1293,null,499,null,0400000US38,North Dakota,38
202280,null,7587,null,71995,null,4211,null,35447,null,2776,null,22527,null,2180,null,12920,null,1579,null,36548,null,3087,null,130285,null,4885,null,57711,null,3059,null,42995,null,2879,null,14716,null,1434,null,72574,null,3965,null,0400000US39,Ohio,39
77398,null,4170,null,27159,null,2164,null,14732,null,1478,null,8908,null,1252,null,5824,null,929,null,12427,null,1667,null,50239,null,2762,null,25635,null,1979,null,18139,null,1749,null,7496,null,1093,null,24604,null,2218,null,0400000US40,Oklahoma,40
66143,null,5360,null,25626,null,2840,null,10430,null,1396,null,5740,null,1281,null,4690,null,934,null,15196,null,2391,null,40517,null,3443,null,14780,null,1733,null,10764,null,1522,null,4016,null,893,null,25737,null,2746,null,0400000US41,Oregon,41
216616,null,9519,null,76189,null,4351,null,31173,null,2726,null,19935,null,2371,null,11238,null,1472,null,45016,null,3015,null,140427,null,6447,null,54130,null,4168,null,37227,null,3368,null,16903,null,1919,null,86297,null,5372,null,0400000US42,Pennsylvania,42
18834,null,2559,null,6410,null,1228,null,1986,null,729,null,1317,null,590,null,669,null,380,null,4424,null,937,null,12424,null,1728,null,3870,null,1063,null,2711,null,839,null,1159,null,529,null,8554,null,1485,null,0400000US44,Rhode Island,44
107701,null,5523,null,34023,null,2803,null,17664,null,1782,null,12026,null,1594,null,5638,null,1015,null,16359,null,2152,null,73678,null,4030,null,34798,null,2773,null,23273,null,2348,null,11525,null,1613,null,38880,null,3401,null,0400000US45,South Carolina,45
13359,null,1812,null,5004,null,1093,null,2522,null,711,null,1456,null,572,null,1066,null,396,null,2482,null,941,null,8355,null,1187,null,4784,null,852,null,3542,null,727,null,1242,null,415,null,3571,null,936,null,0400000US46,South Dakota,46
150550,null,7716,null,51309,null,3935,null,27707,null,2460,null,18807,null,2168,null,8900,null,1313,null,23602,null,2488,null,99241,null,5041,null,49531,null,3986,null,35175,null,3286,null,14356,null,1742,null,49710,null,3568,null,0400000US47,Tennessee,47
699230,null,16721,null,258267,null,7982,null,122111,null,5002,null,81588,null,4189,null,40523,null,2846,null,136156,null,6662,null,440963,null,11288,null,192272,null,7033,null,142629,null,5966,null,49643,null,3198,null,248691,null,9003,null,0400000US48,Texas,48
56956,null,4557,null,22895,null,2340,null,8562,null,1353,null,5590,null,1185,null,2972,null,745,null,14333,null,1944,null,34061,null,2842,null,10987,null,1390,null,7382,null,1198,null,3605,null,829,null,23074,null,2554,null,0400000US49,Utah,49
6885,null,1549,null,2649,null,690,null,1157,null,456,null,902,null,418,null,255,null,149,null,1492,null,473,null,4236,null,1032,null,1249,null,463,null,930,null,407,null,319,null,173,null,2987,null,860,null,0400000US50,Vermont,50
151219,null,7660,null,51721,null,3360,null,22359,null,2402,null,12986,null,2019,null,9373,null,1567,null,29362,null,2638,null,99498,null,5203,null,39794,null,3311,null,27676,null,2863,null,12118,null,1644,null,59704,null,3819,null,0400000US51,Virginia,51
115178,null,6168,null,44140,null,3236,null,17144,null,1758,null,9177,null,1181,null,7967,null,1373,null,26996,null,2355,null,71038,null,3996,null,26961,null,2012,null,18533,null,1669,null,8428,null,1394,null,44077,null,3338,null,0400000US53,Washington,53
38470,null,3161,null,15093,null,1648,null,8775,null,1301,null,4847,null,925,null,3928,null,1065,null,6318,null,966,null,23377,null,2054,null,12998,null,1519,null,8901,null,1340,null,4097,null,870,null,10379,null,1421,null,0400000US54,West Virginia,54
