C08113_001E,C08113_001EA,C08113_001M,C08113_001MA,C08113_002E,C08113_002EA,C08113_002M,C08113_002MA,C08113_003E,C08113_003EA,C08113_003M,C08113_003MA,C08113_004E,C08113_004EA,C08113_004M,C08113_004MA,C08113_005E,C08113_005EA,C08113_005M,C08113_005MA,C08113_006E,C08113_006EA,C08113_006M,C08113_006MA,C08113_007E,C08113_007EA,C08113_007M,C08113_007MA,C08113_008E,C08113_008EA,C08113_008M,C08113_008MA,C08113_009E,C08113_009EA,C08113_009M,C08113_009MA,C08113_010E,C08113_010EA,C08113_010M,C08113_010MA,C08113_011E,C08113_011EA,C08113_011M,C08113_011MA,C08113_012E,C08113_012EA,C08113_012M,C08113_012MA,C08113_013E,C08113_013EA,C08113_013M,C08113_013MA,C08113_014E,C08113_014EA,C08113_014M,C08113_014MA,C08113_015E,C08113_015EA,C08113_015M,C08113_015MA,C08113_016E,C08113_016EA,C08113_016M,C08113_016MA,C08113_017E,C08113_017EA,C08113_017M,C08113_017MA,C08113_018E,C08113_018EA,C08113_018M,C08113_018MA,C08113_019E,C08113_019EA,C08113_019M,C08113_019MA,C08113_020E,C08113_020EA,C08113_020M,C08113_020MA,C08113_021E,C08113_021EA,C08113_021M,C08113_021MA,C08113_022E,C08113_022EA,C08113_022M,C08113_022MA,C08113_023E,C08113_023EA,C08113_023M,C08113_023MA,C08113_024E,C08113_024EA,C08113_024M,C08113_024MA,C08113_025E,C08113_025EA,C08113_025M,C08113_025MA,C08113_026E,C08113_026EA,C08113_026M,C08113_026MA,C08113_027E,C08113_027EA,C08113_027M,C08113_027MA,C08113_028E,C08113_028EA,C08113_028M,C08113_028MA,C08113_029E,C08113_029EA,C08113_029M,C08113_029MA,C08113_030E,C08113_030EA,C08113_030M,C08113_030MA,GEO_ID,NAME,state
1959883,null,14222,null,1860357,null,14128,null,99526,null,4354,null,48525,null,3501,null,51001,null,3613,null,1654802,null,15761,null,1585217,null,15306,null,69585,null,4540,null,38790,null,3026,null,30795,null,3501,null,202114,null,7282,null,177870,null,7111,null,24244,null,2646,null,6527,null,1315,null,17717,null,2373,null,8323,null,1730,null,8117,null,1685,null,206,null,196,null,69,null,119,null,137,null,142,null,46218,null,3812,null,41926,null,3752,null,4292,null,1338,null,2296,null,1076,null,1996,null,782,null,48426,null,3670,null,47227,null,3602,null,1199,null,492,null,843,null,442,null,356,null,203,null,0400000US01,Alabama,01
334556,null,6259,null,281309,null,6079,null,53247,null,3552,null,32345,null,2901,null,20902,null,2673,null,228145,null,6510,null,199236,null,6541,null,28909,null,3165,null,18565,null,2589,null,10344,null,2000,null,44499,null,3490,null,36570,null,3219,null,7929,null,1623,null,3898,null,1095,null,4031,null,1358,null,4610,null,1311,null,3903,null,1202,null,707,null,410,null,347,null,224,null,360,null,263,null,41904,null,2650,null,28259,null,2598,null,13645,null,1749,null,7802,null,1352,null,5843,null,920,null,15398,null,2206,null,13341,null,2012,null,2057,null,728,null,1733,null,689,null,324,null,221,null,0400000US02,Alaska,02
2752205,null,20509,null,2011167,null,20485,null,741038,null,14974,null,441858,null,12295,null,299180,null,11276,null,2087564,null,22624,null,1555599,null,19550,null,531965,null,13551,null,335668,null,11274,null,196297,null,10088,null,325472,null,13615,null,206506,null,9545,null,118966,null,7818,null,57883,null,4609,null,61083,null,5949,null,56959,null,4947,null,36920,null,3460,null,20039,null,3137,null,8551,null,1858,null,11488,null,3145,null,140148,null,10585,null,96091,null,6888,null,44057,null,5870,null,22887,null,3711,null,21170,null,3461,null,142062,null,7340,null,116051,null,6159,null,26011,null,3259,null,16869,null,2695,null,9142,null,1817,null,0400000US04,Arizona,04
1222789,null,14751,null,1137302,null,14218,null,85487,null,4170,null,38969,null,3986,null,46518,null,3147,null,991390,null,14838,null,931993,null,14004,null,59397,null,3810,null,30824,null,3457,null,28573,null,2902,null,141904,null,7327,null,122916,null,6089,null,18988,null,2794,null,5506,null,1490,null,13482,null,2424,null,5129,null,1495,null,4892,null,1506,null,237,null,205,null,237,null,205,null,0,null,273,null,41958,null,3976,null,37936,null,3947,null,4022,null,960,null,1059,null,542,null,2963,null,885,null,42408,null,3585,null,39565,null,3347,null,2843,null,1046,null,1343,null,593,null,1500,null,877,null,0400000US05,Arkansas,05
16145601,null,40942,null,9153193,null,39710,null,6992408,null,35874,null,3660668,null,34229,null,3331740,null,31389,null,11782282,null,46356,null,6945324,null,42555,null,4836958,null,35293,null,2752950,null,32997,null,2084008,null,26262,null,1873082,null,25235,null,812851,null,18693,null,1060231,null,21271,null,450044,null,14551,null,610187,null,15625,null,839255,null,18403,null,370903,null,10365,null,468352,null,14444,null,167435,null,7394,null,300917,null,11176,null,818836,null,16559,null,443871,null,12071,null,374965,null,11417,null,153422,null,7179,null,221543,null,9086,null,832146,null,16574,null,580244,null,14812,null,251902,null,8303,null,136817,null,6356,null,115085,null,5376,null,0400000US06,California,06
2465357,null,14253,null,2091475,null,15336,null,373882,null,10861,null,204247,null,7692,null,169635,null,9416,null,1832678,null,15729,null,1575674,null,16975,null,257004,null,8051,null,146471,null,6839,null,110533,null,6287,null,248258,null,9635,null,185858,null,6524,null,62400,null,6282,null,27492,null,3123,null,34908,null,5326,null,81529,null,4907,null,60062,null,3728,null,21467,null,2895,null,7953,null,1451,null,13514,null,2631,null,136799,null,7824,null,117120,null,7078,null,19679,null,2701,null,11596,null,1841,null,8083,null,1789,null,166093,null,6611,null,152761,null,6058,null,13332,null,2068,null,10735,null,1672,null,2597,null,882,null,0400000US08,Colorado,08
1708011,null,11768,null,1368527,null,13441,null,339484,null,9862,null,208555,null,8124,null,130929,null,6517,null,1346808,null,14047,null,1114604,null,13779,null,232204,null,8682,null,156898,null,7118,null,75306,null,4236,null,143891,null,6954,null,94168,null,5258,null,49723,null,4259,null,20434,null,2184,null,29289,null,3836,null,77276,null,5107,null,52587,null,3694,null,24689,null,3059,null,12659,null,1943,null,12030,null,2175,null,70142,null,5472,null,46404,null,4229,null,23738,null,3260,null,12687,null,2005,null,11051,null,2159,null,69894,null,4619,null,60764,null,4249,null,9130,null,1473,null,5877,null,1068,null,3253,null,994,null,0400000US09,Connecticut,09
412892,null,5760,null,361310,null,6448,null,51582,null,4056,null,31076,null,3413,null,20506,null,2441,null,332469,null,5713,null,296477,null,5322,null,35992,null,3387,null,23595,null,3064,null,12397,null,1890,null,36947,null,4048,null,27507,null,3047,null,9440,null,2474,null,3775,null,1345,null,5665,null,1841,null,15491,null,2455,null,13507,null,2093,null,1984,null,1061,null,1177,null,755,null,807,null,522,null,14551,null,2019,null,11641,null,1971,null,2910,null,1031,null,1777,null,815,null,1133,null,663,null,13434,null,1820,null,12178,null,1655,null,1256,null,773,null,752,null,507,null,504,null,477,null,0400000US10,Delaware,10
291083,null,5263,null,248901,null,5000,null,42182,null,3085,null,29802,null,2904,null,12380,null,2217,null,106115,null,4989,null,93321,null,4335,null,12794,null,1993,null,9239,null,1621,null,3555,null,1174,null,19375,null,2573,null,17100,null,2393,null,2275,null,832,null,1713,null,702,null,562,null,354,null,108046,null,5037,null,91666,null,4606,null,16380,null,2168,null,10977,null,1771,null,5403,null,1395,null,42506,null,3582,null,34190,null,3149,null,8316,null,1629,null,6003,null,1211,null,2313,null,1240,null,15041,null,1984,null,12624,null,1908,null,2417,null,858,null,1870,null,644,null,547,null,416,null,0400000US11,District of Columbia,11
7892572,null,35030,null,5629670,null,29986,null,2262902,null,21842,null,1251872,null,20556,null,1011030,null,18663,null,6255178,null,32078,null,4562836,null,28851,null,1692342,null,21070,null,1005784,null,17813,null,686558,null,15516,null,819220,null,20095,null,508559,null,15122,null,310661,null,13650,null,131955,null,6907,null,178706,null,10705,null,148707,null,9082,null,76887,null,5882,null,71820,null,6732,null,22506,null,2906,null,49314,null,5790,null,294316,null,11999,null,197974,null,8590,null,96342,null,7779,null,38069,null,3585,null,58273,null,6088,null,375151,null,11634,null,283414,null,10055,null,91737,null,7386,null,53558,null,5168,null,38179,null,4450,null,0400000US12,Florida,12
