C17012_001E,C17012_001EA,C17012_001M,C17012_001MA,C17012_002E,C17012_002EA,C17012_002M,C17012_002MA,C17012_003E,C17012_003EA,C17012_003M,C17012_003MA,C17012_004E,C17012_004EA,C17012_004M,C17012_004MA,C17012_005E,C17012_005EA,C17012_005M,C17012_005MA,C17012_006E,C17012_006EA,C17012_006M,C17012_006MA,C17012_007E,C17012_007EA,C17012_007M,C17012_007MA,C17012_008E,C17012_008EA,C17012_008M,C17012_008MA,C17012_009E,C17012_009EA,C17012_009M,C17012_009MA,C17012_010E,C17012_010EA,C17012_010M,C17012_010MA,C17012_011E,C17012_011EA,C17012_011M,C17012_011MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,38194,null,3089,null,90243,null,4145,null,32374,null,3435,null,5892,null,1440,null,1079353,null,12047,null,608235,null,10403,null,394232,null,8633,null,72569,null,3992,null,4317,null,993,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,593,null,279,null,5312,null,1159,null,3525,null,964,null,420,null,190,null,150090,null,3688,null,72245,null,3231,null,60026,null,2990,null,15473,null,1870,null,2346,null,704,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,38714,null,3025,null,79339,null,5299,null,48456,null,3967,null,8989,null,1613,null,1338737,null,13081,null,719257,null,10921,null,486322,null,9775,null,120427,null,6294,null,12731,null,1696,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,26278,null,2565,null,58051,null,3993,null,25363,null,2598,null,3718,null,1137,null,655082,null,7950,null,370283,null,6829,null,235744,null,7006,null,45891,null,3413,null,3164,null,1133,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,174685,null,6498,null,430149,null,9113,null,238969,null,7301,null,43608,null,3490,null,7478842,null,27770,null,3680771,null,22891,null,3048239,null,23291,null,691583,null,13492,null,58249,null,3662,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,23847,null,2992,null,54011,null,3566,null,27091,null,3331,null,4677,null,1189,null,1123513,null,10157,null,594918,null,8666,null,429890,null,7124,null,92373,null,4835,null,6332,null,1303,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,11990,null,2019,null,33925,null,3366,null,12558,null,2143,null,1011,null,532,null,831046,null,9223,null,430251,null,7427,null,332163,null,6573,null,65177,null,3446,null,3455,null,875,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,2585,null,705,null,7616,null,1585,null,4367,null,1403,null,1059,null,678,null,205028,null,4752,null,114185,null,3667,null,75468,null,4092,null,13819,null,1632,null,1556,null,735,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,2624,null,812,null,9191,null,1686,null,3193,null,996,null,957,null,540,null,93065,null,4537,null,54388,null,3273,null,33535,null,2918,null,4621,null,1131,null,521,null,375,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,133496,null,6195,null,243610,null,9325,null,95631,null,5915,null,15520,null,2528,null,4054209,null,24841,null,2386066,null,17813,null,1414418,null,19123,null,239671,null,9330,null,14054,null,1754,null,0400000US12,Florida,12
