C27013_001E,C27013_001EA,C27013_001M,C27013_001MA,C27013_002E,C27013_002EA,C27013_002M,C27013_002MA,C27013_003E,C27013_003EA,C27013_003M,C27013_003MA,C27013_004E,C27013_004EA,C27013_004M,C27013_004MA,C27013_005E,C27013_005EA,C27013_005M,C27013_005MA,C27013_006E,C27013_006EA,C27013_006M,C27013_006MA,C27013_007E,C27013_007EA,C27013_007M,C27013_007MA,C27013_008E,C27013_008EA,C27013_008M,C27013_008MA,C27013_009E,C27013_009EA,C27013_009M,C27013_009MA,C27013_010E,C27013_010EA,C27013_010M,C27013_010MA,C27013_011E,C27013_011EA,C27013_011M,C27013_011MA,C27013_012E,C27013_012EA,C27013_012M,C27013_012MA,C27013_013E,C27013_013EA,C27013_013M,C27013_013MA,C27013_014E,C27013_014EA,C27013_014M,C27013_014MA,C27013_015E,C27013_015EA,C27013_015M,C27013_015MA,C27013_016E,C27013_016EA,C27013_016M,C27013_016MA,C27013_017E,C27013_017EA,C27013_017M,C27013_017MA,C27013_018E,C27013_018EA,C27013_018M,C27013_018MA,C27013_019E,C27013_019EA,C27013_019M,C27013_019MA,C27013_020E,C27013_020EA,C27013_020M,C27013_020MA,C27013_021E,C27013_021EA,C27013_021M,C27013_021MA,C27013_022E,C27013_022EA,C27013_022M,C27013_022MA,GEO_ID,NAME,state
3491801,null,2890,null,1421526,null,13634,null,1377976,null,14255,null,1198694,null,14946,null,179282,null,8774,null,43550,null,2990,null,35675,null,2705,null,7875,null,1389,null,835732,null,13707,null,771276,null,13632,null,469330,null,10245,null,301946,null,10410,null,64456,null,2898,null,47577,null,2395,null,16879,null,1839,null,1234543,null,12567,null,718464,null,13131,null,345963,null,9341,null,372501,null,10927,null,516079,null,4887,null,337973,null,5771,null,178106,null,6027,null,0400000US01,Alabama,01
494820,null,2691,null,204489,null,5787,null,199142,null,5739,null,161447,null,5271,null,37695,null,3596,null,5347,null,1055,null,4033,null,927,null,1314,null,656,null,182201,null,5650,null,172641,null,5557,null,97684,null,4358,null,74957,null,4800,null,9560,null,1154,null,6575,null,1146,null,2985,null,809,null,108130,null,4217,null,71944,null,4022,null,33442,null,2684,null,38502,null,3027,null,36186,null,1753,null,21367,null,1734,null,14819,null,1626,null,0400000US02,Alaska,02
4771717,null,2419,null,1953715,null,17592,null,1902256,null,17104,null,1493034,null,17505,null,409222,null,13988,null,51459,null,3953,null,38171,null,3555,null,13288,null,1822,null,1204708,null,18519,null,1112624,null,18197,null,594236,null,12779,null,518388,null,15566,null,92084,null,4651,null,62794,null,4156,null,29290,null,2829,null,1613294,null,18893,null,902761,null,17829,null,381061,null,10486,null,521700,null,14031,null,710533,null,6425,null,454484,null,8790,null,256049,null,8150,null,0400000US04,Arizona,04
2126707,null,2256,null,882790,null,14566,null,858193,null,14319,null,699612,null,14829,null,158581,null,7313,null,24597,null,2044,null,18432,null,1672,null,6165,null,1220,null,513793,null,10924,null,472753,null,10635,null,239737,null,8006,null,233016,null,8250,null,41040,null,2496,null,28580,null,2030,null,12460,null,1865,null,730124,null,11422,null,403936,null,11008,null,152450,null,5727,null,251486,null,9753,null,326188,null,4179,null,206889,null,4707,null,119299,null,4424,null,0400000US05,Arkansas,05
26954252,null,6400,null,11062151,null,44495,null,10753998,null,43517,null,8659321,null,39220,null,2094677,null,33625,null,308153,null,7933,null,237515,null,7020,null,70638,null,4227,null,7468639,null,37374,null,7029165,null,38283,null,4010489,null,30998,null,3018676,null,35484,null,439474,null,8633,null,297419,null,7731,null,142055,null,5656,null,8423462,null,34394,null,5146673,null,32278,null,2298141,null,26718,null,2848532,null,29629,null,3276789,null,11716,null,1835061,null,19023,null,1441728,null,16431,null,0400000US06,California,06
3704931,null,3378,null,1695384,null,15317,null,1656061,null,15232,null,1404982,null,16176,null,251079,null,10162,null,39323,null,2370,null,31961,null,2270,null,7362,null,1096,null,1080383,null,14419,null,1008053,null,14169,null,641272,null,10959,null,366781,null,12012,null,72330,null,3240,null,52896,null,3086,null,19434,null,1806,null,929164,null,12141,null,524175,null,11335,null,285473,null,8228,null,238702,null,8857,null,404989,null,4102,null,281686,null,5690,null,123303,null,5256,null,0400000US08,Colorado,08
2650057,null,1440,null,1177624,null,12077,null,1137813,null,11636,null,1024806,null,12087,null,113007,null,5891,null,39811,null,2858,null,34032,null,2833,null,5779,null,1138,null,761894,null,11447,null,691181,null,11314,null,483431,null,9414,null,207750,null,7971,null,70713,null,3159,null,53484,null,2763,null,17229,null,1705,null,710539,null,9252,null,361072,null,8508,null,200256,null,6204,null,160816,null,7007,null,349467,null,3736,null,246888,null,4489,null,102579,null,5037,null,0400000US09,Connecticut,09
662719,null,1087,null,292493,null,6661,null,283968,null,6762,null,246404,null,6938,null,37564,null,3503,null,8525,null,1265,null,6929,null,1074,null,1596,null,573,null,170410,null,5415,null,153486,null,5122,null,97565,null,4274,null,55921,null,4309,null,16924,null,1913,null,13618,null,1542,null,3306,null,920,null,199816,null,5815,null,103938,null,5392,null,55138,null,3912,null,48800,null,3953,null,95878,null,2572,null,72102,null,3117,null,23776,null,2395,null,0400000US10,Delaware,10
475698,null,861,null,221239,null,5539,null,212477,null,5472,null,188402,null,5587,null,24075,null,2589,null,8762,null,1286,null,7341,null,1237,null,1421,null,654,null,109765,null,5675,null,100821,null,5381,null,63388,null,3772,null,37433,null,3785,null,8944,null,1243,null,6067,null,1058,null,2877,null,916,null,144694,null,5045,null,96636,null,4774,null,45671,null,3854,null,50965,null,3654,null,48058,null,1953,null,30952,null,2030,null,17106,null,1867,null,0400000US11,District of Columbia,11
14142123,null,4762,null,5625050,null,36098,null,5434384,null,34584,null,4202229,null,28833,null,1232155,null,22181,null,190666,null,5634,null,135527,null,4751,null,55139,null,3512,null,3404884,null,30499,null,3082653,null,29583,null,1611079,null,20947,null,1471574,null,24905,null,322231,null,7584,null,204014,null,5503,null,118217,null,4682,null,5112189,null,30167,null,2506681,null,27061,null,1100521,null,18734,null,1406160,null,21654,null,2605508,null,12504,null,1605688,null,17588,null,999820,null,17165,null,0400000US12,Florida,12
7018588,null,7707,null,3098904,null,23619,null,3026236,null,23552,null,2485114,null,24316,null,541122,null,16656,null,72668,null,3916,null,57092,null,3422,null,15576,null,1905,null,1733384,null,23083,null,1623962,null,22900,null,917888,null,18308,null,706074,null,15449,null,109422,null,5196,null,77704,null,4364,null,31718,null,2630,null,2186300,null,23932,null,1393313,null,23394,null,627884,null,14465,null,765429,null,18758,null,792987,null,7512,null,494980,null,9683,null,298007,null,7847,null,0400000US13,Georgia,13
943605,null,4924,null,426296,null,7678,null,408131,null,7504,null,377334,null,8202,null,30797,null,3692,null,18165,null,1943,null,16485,null,1834,null,1680,null,670,null,237241,null,7023,null,216897,null,6595,null,158846,null,6420,null,58051,null,3837,null,20344,null,1811,null,15427,null,1548,null,4917,null,994,null,280068,null,6172,null,137962,null,5473,null,81929,null,4259,null,56033,null,4423,null,142106,null,2973,null,105933,null,3404,null,36173,null,3009,null,0400000US15,Hawaii,15
