C24010G_001E,C24010G_001EA,C24010G_001M,C24010G_001MA,C24010G_002E,C24010G_002EA,C24010G_002M,C24010G_002MA,C24010G_003E,C24010G_003EA,C24010G_003M,C24010G_003MA,C24010G_004E,C24010G_004EA,C24010G_004M,C24010G_004MA,C24010G_005E,C24010G_005EA,C24010G_005M,C24010G_005MA,C24010G_006E,C24010G_006EA,C24010G_006M,C24010G_006MA,C24010G_007E,C24010G_007EA,C24010G_007M,C24010G_007MA,C24010G_008E,C24010G_008EA,C24010G_008M,C24010G_008MA,C24010G_009E,C24010G_009EA,C24010G_009M,C24010G_009MA,C24010G_010E,C24010G_010EA,C24010G_010M,C24010G_010MA,C24010G_011E,C24010G_011EA,C24010G_011M,C24010G_011MA,C24010G_012E,C24010G_012EA,C24010G_012M,C24010G_012MA,C24010G_013E,C24010G_013EA,C24010G_013M,C24010G_013MA,C24010G_014E,C24010G_014EA,C24010G_014M,C24010G_014MA,C24010G_015E,C24010G_015EA,C24010G_015M,C24010G_015MA,GEO_ID,NAME,state
16262,null,2310,null,8361,null,1714,null,1674,null,566,null,1571,null,745,null,1747,null,753,null,0,null,273,null,1125,null,479,null,2244,null,728,null,7901,null,1312,null,3013,null,862,null,1662,null,550,null,2506,null,676,null,0,null,273,null,103,null,145,null,617,null,311,null,0400000US01,Alabama,01
16787,null,2134,null,7462,null,1382,null,2020,null,576,null,1397,null,599,null,1048,null,572,null,224,null,222,null,1650,null,709,null,1123,null,582,null,9325,null,1683,null,3072,null,1001,null,2111,null,777,null,3401,null,834,null,55,null,91,null,441,null,449,null,245,null,230,null,0400000US02,Alaska,02
51449,null,4493,null,22874,null,3126,null,5775,null,1422,null,3674,null,1109,null,5680,null,1553,null,54,null,91,null,3635,null,1235,null,4056,null,1224,null,28575,null,3619,null,8631,null,1902,null,8874,null,1798,null,10141,null,2017,null,0,null,305,null,0,null,305,null,929,null,459,null,0400000US04,Arizona,04
17020,null,2356,null,8614,null,1459,null,1243,null,529,null,842,null,543,null,1035,null,539,null,108,null,150,null,2888,null,911,null,2498,null,878,null,8406,null,1700,null,2801,null,991,null,2348,null,912,null,2290,null,756,null,0,null,273,null,0,null,273,null,967,null,495,null,0400000US05,Arkansas,05
453994,null,13400,null,226959,null,8481,null,76885,null,4902,null,37419,null,3685,null,47712,null,3729,null,2423,null,734,null,28343,null,2697,null,34177,null,3198,null,227035,null,7832,null,84518,null,4630,null,51326,null,4191,null,80565,null,5229,null,424,null,267,null,1406,null,599,null,8796,null,1612,null,0400000US06,California,06
51956,null,4138,null,25749,null,2825,null,7542,null,1488,null,4932,null,1421,null,4404,null,1225,null,339,null,283,null,4970,null,1445,null,3562,null,869,null,26207,null,2638,null,10179,null,1583,null,6799,null,1427,null,8045,null,1504,null,85,null,82,null,257,null,243,null,842,null,386,null,0400000US08,Colorado,08
23593,null,2500,null,9390,null,1471,null,2670,null,730,null,2208,null,904,null,1531,null,594,null,77,null,112,null,1352,null,665,null,1552,null,603,null,14203,null,1871,null,3804,null,1044,null,4602,null,1055,null,5063,null,1152,null,0,null,277,null,0,null,277,null,734,null,377,null,0400000US09,Connecticut,09
5538,null,1460,null,2112,null,694,null,903,null,423,null,502,null,326,null,484,null,343,null,7,null,15,null,0,null,263,null,216,null,237,null,3426,null,1079,null,1273,null,693,null,637,null,311,null,1257,null,696,null,0,null,263,null,0,null,263,null,259,null,229,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
114333,null,7090,null,55898,null,4451,null,16085,null,2367,null,10689,null,1846,null,12472,null,1947,null,283,null,283,null,9657,null,2256,null,6712,null,1458,null,58435,null,4125,null,19625,null,2297,null,12886,null,1946,null,23093,null,2496,null,142,null,176,null,233,null,231,null,2456,null,802,null,0400000US12,Florida,12
