C17019_001E,C17019_001EA,C17019_001M,C17019_001MA,C17019_002E,C17019_002EA,C17019_002M,C17019_002MA,C17019_003E,C17019_003EA,C17019_003M,C17019_003MA,C17019_004E,C17019_004EA,C17019_004M,C17019_004MA,C17019_005E,C17019_005EA,C17019_005M,C17019_005MA,C17019_006E,C17019_006EA,C17019_006M,C17019_006MA,C17019_007E,C17019_007EA,C17019_007M,C17019_007MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,63685,null,3903,null,103018,null,4827,null,1079353,null,12047,null,885970,null,11094,null,193383,null,7269,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,4094,null,972,null,5756,null,1214,null,150090,null,3688,null,111213,null,3202,null,38877,null,2652,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,72195,null,4483,null,103303,null,5436,null,1338737,null,13081,null,1027128,null,10635,null,311609,null,10074,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,40505,null,2772,null,72905,null,4410,null,655082,null,7950,null,515867,null,8370,null,139215,null,6223,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,207598,null,7062,null,679813,null,12754,null,7478842,null,27770,null,5031875,null,24192,null,2446967,null,26588,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,31588,null,2821,null,78038,null,4710,null,1123513,null,10157,null,904181,null,9026,null,219332,null,7460,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,12887,null,1685,null,46597,null,3690,null,831046,null,9223,null,669396,null,7996,null,161650,null,5903,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,5952,null,1401,null,9675,null,1775,null,205028,null,4752,null,167118,null,4312,null,37910,null,2516,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1629,null,574,null,14336,null,2147,null,93065,null,4537,null,57110,null,3079,null,35955,null,3029,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192031,null,7593,null,296226,null,9467,null,4054209,null,24841,null,3154344,null,20906,null,899865,null,15359,null,0400000US12,Florida,12
2370143,null,18487,null,300948,null,7887,null,106440,null,5129,null,194508,null,6680,null,2069195,null,19185,null,1617258,null,17741,null,451937,null,13493,null,0400000US13,Georgia,13
310366,null,5604,null,23281,null,2354,null,6281,null,1336,null,17000,null,2113,null,287085,null,5680,null,187767,null,4889,null,99318,null,4999,null,0400000US15,Hawaii,15
397214,null,6069,null,39387,null,3021,null,14808,null,1892,null,24579,null,2524,null,357827,null,6663,null,291814,null,5413,null,66013,null,3865,null,0400000US16,Idaho,16
3120138,null,16955,null,309309,null,9787,null,93664,null,4474,null,215645,null,8038,null,2810829,null,16463,null,2288591,null,14982,null,522238,null,11892,null,0400000US17,Illinois,17
1657555,null,11425,null,177908,null,6746,null,57743,null,3563,null,120165,null,6111,null,1479647,null,12225,null,1230281,null,12101,null,249366,null,7907,null,0400000US18,Indiana,18
798262,null,8113,null,61180,null,3975,null,22116,null,2139,null,39064,null,3404,null,737082,null,7320,null,631960,null,6663,null,105122,null,5568,null,0400000US19,Iowa,19
722181,null,7254,null,64861,null,3723,null,23687,null,2321,null,41174,null,2862,null,657320,null,7464,null,534215,null,7340,null,123105,null,5043,null,0400000US20,Kansas,20
1146621,null,11765,null,164977,null,6536,null,60712,null,4002,null,104265,null,5328,null,981644,null,10597,null,796704,null,11014,null,184940,null,6507,null,0400000US21,Kentucky,21
1128899,null,12816,null,149644,null,6791,null,56554,null,4073,null,93090,null,5560,null,979255,null,11421,null,785234,null,10472,null,194021,null,7281,null,0400000US22,Louisiana,22
347561,null,5549,null,28937,null,2543,null,12242,null,1404,null,16695,null,2314,null,318624,null,5723,null,273609,null,5425,null,45015,null,2905,null,0400000US23,Maine,23
1391688,null,11881,null,85358,null,5051,null,23147,null,2421,null,62211,null,4449,null,1306330,null,11281,null,1036731,null,12205,null,269599,null,9095,null,0400000US24,Maryland,24
1557057,null,14586,null,108611,null,5573,null,21791,null,2163,null,86820,null,4846,null,1448446,null,13792,null,1142722,null,10776,null,305724,null,9436,null,0400000US25,Massachusetts,25
2523758,null,15653,null,292116,null,8264,null,120752,null,5181,null,171364,null,6748,null,2231642,null,15674,null,1913889,null,14476,null,317753,null,9185,null,0400000US26,Michigan,26
1349167,null,10514,null,94915,null,4456,null,35687,null,2705,null,59228,null,3321,null,1254252,null,10299,null,1090422,null,9646,null,163830,null,5814,null,0400000US27,Minnesota,27
754131,null,10408,null,130544,null,5589,null,56206,null,4128,null,74338,null,4247,null,623587,null,10341,null,509420,null,8849,null,114167,null,5908,null,0400000US28,Mississippi,28
1543375,null,10732,null,168472,null,6261,null,58639,null,4086,null,109833,null,5024,null,1374903,null,10549,null,1126976,null,11510,null,247927,null,8207,null,0400000US29,Missouri,29
235940,null,5112,null,23429,null,2087,null,9145,null,1401,null,14284,null,2001,null,212511,null,5143,null,175945,null,5080,null,36566,null,2810,null,0400000US30,Montana,30
457966,null,6887,null,38557,null,2744,null,12814,null,1527,null,25743,null,2587,null,419409,null,6807,null,341454,null,6266,null,77955,null,4309,null,0400000US31,Nebraska,31
632236,null,9999,null,56721,null,4188,null,15305,null,2027,null,41416,null,3477,null,575515,null,10266,null,397173,null,8465,null,178342,null,7270,null,0400000US32,Nevada,32
336491,null,4797,null,18672,null,2131,null,6733,null,1078,null,11939,null,1920,null,317819,null,4419,null,269083,null,4572,null,48736,null,3704,null,0400000US33,New Hampshire,33
2172031,null,12552,null,151004,null,6997,null,39435,null,2946,null,111569,null,6262,null,2021027,null,12469,null,1544184,null,12016,null,476843,null,9783,null,0400000US34,New Jersey,34
489296,null,6847,null,66461,null,4543,null,31175,null,3095,null,35286,null,3140,null,422835,null,7011,null,336897,null,6387,null,85938,null,5195,null,0400000US35,New Mexico,35
4606840,null,20341,null,498217,null,11254,null,95261,null,4658,null,402956,null,9564,null,4108623,null,20904,null,2832413,null,17027,null,1276210,null,16075,null,0400000US36,New York,36
2430277,null,20042,null,289323,null,9095,null,97249,null,5064,null,192074,null,7651,null,2140954,null,19158,null,1706230,null,16336,null,434724,null,12579,null,0400000US37,North Carolina,37
172152,null,3488,null,11336,null,1498,null,4487,null,737,null,6849,null,1351,null,160816,null,3639,null,133097,null,2769,null,27719,null,2717,null,0400000US38,North Dakota,38
2947214,null,14853,null,328032,null,9616,null,96847,null,4074,null,231185,null,8042,null,2619182,null,15194,null,2155242,null,16361,null,463940,null,10164,null,0400000US39,Ohio,39
949299,null,9633,null,115114,null,5201,null,42261,null,2943,null,72853,null,4615,null,834185,null,8985,null,662941,null,8772,null,171244,null,5651,null,0400000US40,Oklahoma,40
956627,null,9956,null,94215,null,4875,null,27878,null,2747,null,66337,null,4258,null,862412,null,10210,null,658999,null,8386,null,203413,null,6939,null,0400000US41,Oregon,41
