B14007H_001E,B14007H_001EA,B14007H_001M,B14007H_001MA,B14007H_002E,B14007H_002EA,B14007H_002M,B14007H_002MA,B14007H_003E,B14007H_003EA,B14007H_003M,B14007H_003MA,B14007H_004E,B14007H_004EA,B14007H_004M,B14007H_004MA,B14007H_005E,B14007H_005EA,B14007H_005M,B14007H_005MA,B14007H_006E,B14007H_006EA,B14007H_006M,B14007H_006MA,B14007H_007E,B14007H_007EA,B14007H_007M,B14007H_007MA,B14007H_008E,B14007H_008EA,B14007H_008M,B14007H_008MA,B14007H_009E,B14007H_009EA,B14007H_009M,B14007H_009MA,B14007H_010E,B14007H_010EA,B14007H_010M,B14007H_010MA,B14007H_011E,B14007H_011EA,B14007H_011M,B14007H_011MA,B14007H_012E,B14007H_012EA,B14007H_012M,B14007H_012MA,B14007H_013E,B14007H_013EA,B14007H_013M,B14007H_013MA,B14007H_014E,B14007H_014EA,B14007H_014M,B14007H_014MA,B14007H_015E,B14007H_015EA,B14007H_015M,B14007H_015MA,B14007H_016E,B14007H_016EA,B14007H_016M,B14007H_016MA,B14007H_017E,B14007H_017EA,B14007H_017M,B14007H_017MA,B14007H_018E,B14007H_018EA,B14007H_018M,B14007H_018MA,B14007H_019E,B14007H_019EA,B14007H_019M,B14007H_019MA,GEO_ID,NAME,state
3094459,null,3940,null,745727,null,7017,null,43310,null,2899,null,42890,null,3410,null,35783,null,2831,null,36257,null,3018,null,42742,null,3147,null,38263,null,2914,null,35138,null,2801,null,39513,null,3592,null,38170,null,3293,null,41086,null,3611,null,35766,null,2333,null,40698,null,2453,null,37196,null,2793,null,38471,null,2649,null,168073,null,5514,null,32371,null,3097,null,2348732,null,6682,null,0400000US01,Alabama,01
436736,null,1619,null,115328,null,3860,null,4616,null,1105,null,4860,null,1093,null,5481,null,1275,null,3666,null,880,null,5333,null,1040,null,5388,null,1171,null,5917,null,1019,null,6079,null,1193,null,6779,null,1213,null,6016,null,1250,null,6718,null,1213,null,5410,null,1040,null,5902,null,1220,null,7720,null,1351,null,28959,null,3033,null,6484,null,1238,null,321408,null,3908,null,0400000US02,Alaska,02
3646902,null,4970,null,832928,null,8874,null,43809,null,3280,null,40334,null,3011,null,39722,null,3114,null,38984,null,3706,null,35984,null,2768,null,37119,null,3080,null,41267,null,2809,null,40125,null,3168,null,40099,null,4019,null,40841,null,3320,null,40896,null,2918,null,43138,null,2734,null,38791,null,2833,null,40434,null,3172,null,213426,null,6559,null,57959,null,4390,null,2813974,null,8630,null,0400000US04,Arizona,04
2088365,null,2990,null,490126,null,6025,null,32897,null,3181,null,23600,null,2372,null,26498,null,2911,null,26974,null,2472,null,25708,null,2408,null,27736,null,2599,null,25851,null,2602,null,26368,null,2792,null,24693,null,2454,null,25126,null,2424,null,25603,null,2527,null,24271,null,2012,null,26636,null,2259,null,25857,null,2760,null,104803,null,4600,null,17505,null,2393,null,1598239,null,6630,null,0400000US05,Arkansas,05
14904101,null,9068,null,3524775,null,18173,null,212440,null,6648,null,139309,null,6299,null,135188,null,5827,null,142690,null,6477,null,144734,null,5545,null,156359,null,5500,null,151723,null,5749,null,145124,null,5622,null,157112,null,5772,null,170353,null,5554,null,158491,null,6550,null,162829,null,4705,null,175609,null,5536,null,196522,null,5762,null,1020479,null,15985,null,255813,null,8584,null,11379326,null,18257,null,0400000US06,California,06
3421406,null,4784,null,855229,null,9797,null,59523,null,3661,null,38686,null,2897,null,40106,null,2923,null,42205,null,3011,null,37106,null,2551,null,38584,null,2978,null,38856,null,2784,null,38348,null,2461,null,38554,null,2299,null,36470,null,2639,null,40503,null,3068,null,40499,null,2522,null,41070,null,2533,null,44580,null,3113,null,221919,null,7777,null,58220,null,3964,null,2566177,null,9767,null,0400000US08,Colorado,08
2492849,null,4904,null,623935,null,6400,null,40287,null,2731,null,25658,null,1942,null,24730,null,2295,null,26642,null,2363,null,27297,null,2089,null,30022,null,2194,null,29982,null,2374,null,30115,null,2265,null,31657,null,2214,null,35076,null,2709,null,32584,null,2701,null,31919,null,2183,null,32808,null,2067,null,36472,null,2422,null,149048,null,5150,null,39638,null,3386,null,1868914,null,6038,null,0400000US09,Connecticut,09
576794,null,1421,null,135311,null,3415,null,8617,null,1567,null,4829,null,997,null,7181,null,1266,null,5771,null,1014,null,7162,null,1244,null,6868,null,1224,null,6813,null,1237,null,5203,null,1052,null,6675,null,1252,null,7413,null,1058,null,6971,null,1349,null,7361,null,1180,null,6113,null,1028,null,7481,null,1410,null,33964,null,2523,null,6889,null,1217,null,441483,null,3053,null,0400000US10,Delaware,10
193216,null,1161,null,46174,null,1955,null,2516,null,817,null,1062,null,536,null,1271,null,771,null,1396,null,738,null,712,null,445,null,1297,null,445,null,860,null,545,null,722,null,394,null,1024,null,630,null,1100,null,519,null,382,null,304,null,858,null,402,null,678,null,444,null,757,null,331,null,19742,null,1640,null,11797,null,1599,null,147042,null,1782,null,0400000US11,District of Columbia,11
10685946,null,8901,null,2234058,null,13321,null,138761,null,6276,null,99097,null,4917,null,99347,null,5176,null,105782,null,5636,null,104504,null,4870,null,111665,null,5325,null,110927,null,5432,null,116586,null,5885,null,108636,null,4717,null,126078,null,6357,null,116945,null,5312,null,117276,null,5335,null,105160,null,4514,null,119983,null,6062,null,545381,null,12826,null,107930,null,6249,null,8451888,null,15008,null,0400000US12,Florida,12
