B25007_001E,B25007_001EA,B25007_001M,B25007_001MA,B25007_002E,B25007_002EA,B25007_002M,B25007_002MA,B25007_003E,B25007_003EA,B25007_003M,B25007_003MA,B25007_004E,B25007_004EA,B25007_004M,B25007_004MA,B25007_005E,B25007_005EA,B25007_005M,B25007_005MA,B25007_006E,B25007_006EA,B25007_006M,B25007_006MA,B25007_007E,B25007_007EA,B25007_007M,B25007_007MA,B25007_008E,B25007_008EA,B25007_008M,B25007_008MA,B25007_009E,B25007_009EA,B25007_009M,B25007_009MA,B25007_010E,B25007_010EA,B25007_010M,B25007_010MA,B25007_011E,B25007_011EA,B25007_011M,B25007_011MA,B25007_012E,B25007_012EA,B25007_012M,B25007_012MA,B25007_013E,B25007_013EA,B25007_013M,B25007_013MA,B25007_014E,B25007_014EA,B25007_014M,B25007_014MA,B25007_015E,B25007_015EA,B25007_015M,B25007_015MA,B25007_016E,B25007_016EA,B25007_016M,B25007_016MA,B25007_017E,B25007_017EA,B25007_017M,B25007_017MA,B25007_018E,B25007_018EA,B25007_018M,B25007_018MA,B25007_019E,B25007_019EA,B25007_019M,B25007_019MA,B25007_020E,B25007_020EA,B25007_020M,B25007_020MA,B25007_021E,B25007_021EA,B25007_021M,B25007_021MA,GEO_ID,NAME,state
1848051,null,10312,null,1285879,null,10656,null,19413,null,2350,null,141286,null,4872,null,220986,null,5662,null,284365,null,5610,null,135461,null,4531,null,133984,null,3923,null,191375,null,4280,null,122283,null,3360,null,36726,null,2716,null,562172,null,10797,null,78966,null,3945,null,149173,null,6090,null,112443,null,5179,null,93809,null,4783,null,33862,null,3005,null,23513,null,2435,null,35283,null,2734,null,24170,null,2021,null,10953,null,1613,null,0400000US01,Alabama,01
236597,null,2353,null,154337,null,3768,null,2112,null,665,null,19361,null,1854,null,27913,null,2022,null,43425,null,2062,null,20977,null,1696,null,14544,null,1502,null,16408,null,1193,null,7996,null,927,null,1601,null,490,null,82260,null,3476,null,12441,null,1774,null,23480,null,2276,null,16496,null,1984,null,14750,null,1684,null,6802,null,1202,null,3078,null,706,null,3506,null,959,null,1090,null,418,null,617,null,295,null,0400000US02,Alaska,02
2276865,null,11778,null,1526790,null,12373,null,14786,null,1734,null,169568,null,6318,null,267408,null,7127,null,328198,null,6793,null,159815,null,5770,null,155136,null,5584,null,230299,null,4609,null,155764,null,4352,null,45816,null,3239,null,750075,null,11978,null,86369,null,4130,null,222805,null,6850,null,163822,null,6921,null,127272,null,5899,null,39020,null,3437,null,32576,null,2906,null,34056,null,2485,null,26681,null,2369,null,17474,null,1998,null,0400000US04,Arizona,04
1124947,null,8066,null,742860,null,10442,null,11525,null,1857,null,78195,null,4609,null,127115,null,4844,null,153988,null,4353,null,84915,null,3033,null,74482,null,3278,null,113787,null,2952,null,73236,null,3110,null,25617,null,2261,null,382087,null,9861,null,55086,null,3875,null,107097,null,6188,null,71839,null,4901,null,63337,null,3880,null,21054,null,2028,null,16791,null,1973,null,23391,null,2172,null,15416,null,1673,null,8076,null,1361,null,0400000US05,Arkansas,05
12214891,null,20992,null,6910054,null,26866,null,43081,null,3935,null,568082,null,12219,null,1294078,null,13896,null,1738263,null,17128,null,797457,null,10125,null,703515,null,9312,null,924620,null,9424,null,606168,null,8348,null,234790,null,7098,null,5304837,null,27827,null,413489,null,9376,null,1445069,null,15112,null,1246300,null,16050,null,997367,null,15671,null,345030,null,8981,null,258857,null,6948,null,306472,null,7976,null,195775,null,5605,null,96478,null,3914,null,0400000US06,California,06
1910146,null,9468,null,1279955,null,10174,null,18171,null,2093,null,150781,null,5395,null,261474,null,5867,null,312549,null,4827,null,147182,null,4531,null,127179,null,4493,null,150321,null,2818,null,85661,null,2865,null,26637,null,1934,null,630191,null,8889,null,95733,null,4512,null,184470,null,5970,null,123091,null,5984,null,102511,null,4796,null,33028,null,2799,null,26216,null,2467,null,30356,null,2332,null,20779,null,1687,null,14007,null,1495,null,0400000US08,Colorado,08
1326329,null,5869,null,913166,null,7185,null,4448,null,1231,null,76564,null,4128,null,178749,null,4507,null,234793,null,4207,null,102937,null,3511,null,91446,null,3661,null,120780,null,2734,null,75697,null,2513,null,27752,null,2347,null,413163,null,7387,null,36026,null,3089,null,97506,null,4407,null,83664,null,5243,null,78031,null,3779,null,26389,null,2184,null,23649,null,2246,null,28429,null,2388,null,23093,null,2138,null,16376,null,1874,null,0400000US09,Connecticut,09
327252,null,4316,null,240908,null,4399,null,1975,null,708,null,24930,null,1900,null,43624,null,2749,null,55022,null,2405,null,25667,null,1494,null,25017,null,1907,null,34856,null,1444,null,21752,null,1481,null,8065,null,1064,null,86344,null,3763,null,6510,null,1144,null,25483,null,2213,null,17108,null,2027,null,14321,null,1868,null,6201,null,1337,null,5352,null,1152,null,5314,null,1125,null,3766,null,855,null,2289,null,807,null,0400000US10,Delaware,10
249280,null,3172,null,111618,null,3411,null,1002,null,522,null,14307,null,1529,null,21958,null,1974,null,22959,null,2058,null,10818,null,1146,null,11547,null,1265,null,15656,null,1382,null,9412,null,1239,null,3959,null,774,null,137662,null,3905,null,8398,null,1362,null,40811,null,2442,null,27904,null,2066,null,25166,null,1840,null,9215,null,1397,null,9214,null,1339,null,9407,null,1301,null,5246,null,1094,null,2301,null,675,null,0400000US11,District of Columbia,11
6987647,null,25717,null,4785064,null,27252,null,38779,null,2816,null,386702,null,10112,null,755575,null,10400,null,1017251,null,11450,null,482222,null,8837,null,500941,null,8472,null,788221,null,8010,null,612363,null,9222,null,203010,null,6743,null,2202583,null,21786,null,229578,null,7883,null,590635,null,12706,null,471937,null,10412,null,385004,null,10434,null,127233,null,6342,null,103493,null,4783,null,125436,null,4313,null,105461,null,5807,null,63806,null,3683,null,0400000US12,Florida,12
3469250,null,16258,null,2325917,null,19632,null,27571,null,2947,null,272102,null,8108,null,487152,null,10025,null,561817,null,8709,null,251355,null,6195,null,222052,null,5697,null,296300,null,5311,null,158143,null,4582,null,49425,null,2821,null,1143333,null,15579,null,133981,null,7354,null,325114,null,9372,null,259859,null,7948,null,190364,null,8381,null,66060,null,4065,null,52696,null,3730,null,62864,null,3907,null,36538,null,2944,null,15857,null,1597,null,0400000US13,Georgia,13
446136,null,4850,null,252881,null,6432,null,1257,null,584,null,19492,null,2708,null,39650,null,2866,null,54248,null,2511,null,29610,null,2228,null,29369,null,1839,null,38156,null,2099,null,30710,null,1803,null,10389,null,1232,null,193255,null,6159,null,19618,null,2467,null,51709,null,3602,null,42779,null,2714,null,31808,null,2656,null,12634,null,1668,null,11775,null,1738,null,11486,null,1372,null,7916,null,1112,null,3530,null,869,null,0400000US15,Hawaii,15
558466,null,5299,null,399498,null,5977,null,7286,null,1663,null,50960,null,2675,null,71620,null,3058,null,89179,null,2874,null,42460,null,2243,null,40712,null,2374,null,54565,null,1975,null,31064,null,1884,null,11652,null,1469,null,158968,null,5233,null,29408,null,2606,null,48018,null,3582,null,26869,null,2528,null,23975,null,2263,null,7956,null,1236,null,5665,null,1090,null,7767,null,1196,null,5811,null,1170,null,3499,null,788,null,0400000US16,Idaho,16
4757452,null,13703,null,3235065,null,15882,null,32905,null,3440,null,368928,null,7622,null,621568,null,9400,null,779085,null,9585,null,349290,null,6489,null,296104,null,6565,null,422345,null,5459,null,267008,null,4895,null,97832,null,3529,null,1522387,null,14245,null,173380,null,6985,null,419337,null,8467,null,301621,null,8154,null,249931,null,7823,null,95465,null,5317,null,75889,null,4367,null,98300,null,4645,null,66809,null,3824,null,41655,null,2821,null,0400000US17,Illinois,17
2477548,null,11798,null,1744831,null,14143,null,25979,null,2505,null,205040,null,6190,null,319871,null,6719,null,404822,null,6238,null,193068,null,5193,null,166287,null,4443,null,229079,null,3828,null,150492,null,3653,null,50193,null,2598,null,732717,null,11039,null,107299,null,5449,null,196151,null,6496,null,144167,null,6147,null,120804,null,5757,null,44232,null,3280,null,29468,null,2338,null,43255,null,2914,null,28886,null,2197,null,18455,null,2141,null,0400000US18,Indiana,18
1226804,null,6707,null,884301,null,8410,null,18916,null,2473,null,109573,null,3622,null,152388,null,3359,null,203402,null,3650,null,95886,null,2682,null,78171,null,2598,null,114120,null,1924,null,80578,null,2209,null,31267,null,1977,null,342503,null,6969,null,70378,null,3901,null,86558,null,4109,null,51732,null,3455,null,49575,null,3179,null,18315,null,2038,null,13522,null,1512,null,18559,null,1482,null,20445,null,1891,null,13419,null,1534,null,0400000US19,Iowa,19
1104976,null,6395,null,749151,null,7504,null,13839,null,1999,null,89837,null,3780,null,129931,null,4080,null,178363,null,4063,null,81788,null,3397,null,72819,null,3686,null,98157,null,2397,null,60821,null,2267,null,23596,null,1724,null,355825,null,6741,null,66808,null,4188,null,91939,null,4161,null,65461,null,4031,null,51567,null,3141,null,17483,null,1956,null,14914,null,1679,null,18117,null,2190,null,16151,null,1702,null,13385,null,1591,null,0400000US20,Kansas,20
1694197,null,9986,null,1163029,null,12289,null,15768,null,2318,null,131546,null,5622,null,202886,null,5436,null,264145,null,5521,null,127425,null,4726,null,115108,null,3803,null,169682,null,3308,null,104982,null,3263,null,31487,null,2211,null,531168,null,8755,null,71347,null,3945,null,142708,null,5391,null,103379,null,5181,null,93115,null,4607,null,31546,null,2833,null,26942,null,2661,null,30027,null,2174,null,20820,null,2249,null,11284,null,1622,null,0400000US21,Kentucky,21
1688027,null,9265,null,1146560,null,10008,null,19813,null,2551,null,137350,null,5331,null,197655,null,5579,null,265296,null,5919,null,127536,null,4908,null,110693,null,4061,null,157660,null,3495,null,100063,null,3478,null,30494,null,2275,null,541467,null,9788,null,75519,null,3796,null,148173,null,5778,null,104245,null,4744,null,95588,null,4725,null,33981,null,2563,null,27175,null,2586,null,29982,null,2324,null,18534,null,2114,null,8270,null,1306,null,0400000US22,Louisiana,22
