C17020B_001E,C17020B_001EA,C17020B_001M,C17020B_001MA,C17020B_002E,C17020B_002EA,C17020B_002M,C17020B_002MA,C17020B_003E,C17020B_003EA,C17020B_003M,C17020B_003MA,C17020B_004E,C17020B_004EA,C17020B_004M,C17020B_004MA,C17020B_005E,C17020B_005EA,C17020B_005M,C17020B_005MA,C17020B_006E,C17020B_006EA,C17020B_006M,C17020B_006MA,C17020B_007E,C17020B_007EA,C17020B_007M,C17020B_007MA,C17020B_008E,C17020B_008EA,C17020B_008M,C17020B_008MA,C17020B_009E,C17020B_009EA,C17020B_009M,C17020B_009MA,GEO_ID,NAME,state
1180985,null,7141,null,363181,null,15032,null,141599,null,7720,null,195034,null,8543,null,26548,null,2338,null,817804,null,15048,null,192999,null,7501,null,541518,null,8981,null,83287,null,2833,null,0400000US01,Alabama,01
26463,null,1489,null,2678,null,1569,null,905,null,809,null,1681,null,894,null,92,null,154,null,23785,null,2215,null,7407,null,1181,null,15239,null,1447,null,1139,null,390,null,0400000US02,Alaska,02
243432,null,7432,null,54458,null,7241,null,23953,null,5011,null,28377,null,3304,null,2128,null,828,null,188974,null,7864,null,54698,null,4325,null,120354,null,5091,null,13922,null,852,null,0400000US04,Arizona,04
428240,null,5493,null,156028,null,9990,null,63703,null,5266,null,81827,null,6377,null,10498,null,1437,null,272212,null,10250,null,66378,null,5292,null,181287,null,6219,null,24547,null,2019,null,0400000US05,Arkansas,05
2141147,null,14564,null,446332,null,21837,null,165641,null,12305,null,259380,null,11591,null,21311,null,2006,null,1694815,null,20534,null,398112,null,11931,null,1115605,null,12458,null,181098,null,2852,null,0400000US06,California,06
183102,null,5143,null,46604,null,5440,null,19481,null,3534,null,24440,null,2898,null,2683,null,749,null,136498,null,5091,null,34687,null,3515,null,91366,null,3172,null,10445,null,999,null,0400000US08,Colorado,08
320004,null,5356,null,63651,null,7573,null,22730,null,3759,null,36674,null,4481,null,4247,null,1061,null,256353,null,8758,null,66575,null,4580,null,167165,null,5479,null,22613,null,1155,null,0400000US09,Connecticut,09
176757,null,3626,null,31743,null,5389,null,12769,null,3380,null,16776,null,2615,null,2198,null,745,null,145014,null,4944,null,36181,null,3538,null,96078,null,2795,null,12755,null,787,null,0400000US10,Delaware,10
309466,null,2650,null,83020,null,8460,null,30400,null,4312,null,44263,null,4731,null,8357,null,1397,null,226446,null,8673,null,40575,null,4263,null,153632,null,5137,null,32239,null,1627,null,0400000US11,District of Columbia,11
2774440,null,17843,null,744524,null,29227,null,311256,null,17171,null,382408,null,14995,null,50860,null,3638,null,2029916,null,29745,null,508466,null,15844,null,1339700,null,16526,null,181750,null,5284,null,0400000US12,Florida,12
2827688,null,14586,null,680578,null,26236,null,273914,null,12979,null,361355,null,16756,null,45309,null,3525,null,2147110,null,27239,null,552547,null,12859,null,1440606,null,19768,null,153957,null,4122,null,0400000US13,Georgia,13
28244,null,3879,null,3842,null,1932,null,1518,null,1136,null,2324,null,1091,null,0,null,275,null,24402,null,4055,null,5782,null,2321,null,17357,null,2393,null,1263,null,567,null,0400000US15,Hawaii,15
9798,null,1841,null,2511,null,1471,null,1250,null,1026,null,1207,null,644,null,54,null,83,null,7287,null,1879,null,3085,null,1096,null,4000,null,1177,null,202,null,306,null,0400000US16,Idaho,16
1803678,null,9298,null,515243,null,15998,null,207077,null,9644,null,274431,null,10841,null,33735,null,2777,null,1288435,null,18386,null,308903,null,10688,null,840102,null,11381,null,139430,null,3109,null,0400000US17,Illinois,17
540465,null,6226,null,170128,null,10149,null,75192,null,5880,null,87210,null,6318,null,7726,null,1490,null,370337,null,9717,null,90863,null,5213,null,242335,null,7012,null,37139,null,1795,null,0400000US18,Indiana,18
69217,null,3621,null,22525,null,3713,null,8781,null,2155,null,12764,null,2204,null,980,null,688,null,46692,null,3893,null,12565,null,2184,null,30358,null,2438,null,3769,null,1181,null,0400000US19,Iowa,19
146980,null,4616,null,41266,null,4914,null,16749,null,2967,null,21758,null,2403,null,2759,null,918,null,105714,null,5444,null,24683,null,3310,null,71562,null,3282,null,9469,null,1149,null,0400000US20,Kansas,20
302586,null,6714,null,96903,null,8095,null,38027,null,4359,null,53508,null,4413,null,5368,null,1183,null,205683,null,8100,null,48150,null,3704,null,136187,null,5322,null,21346,null,1691,null,0400000US21,Kentucky,21
1380147,null,7025,null,415272,null,18189,null,174593,null,9641,null,212894,null,10528,null,27785,null,2368,null,964875,null,20017,null,239393,null,10005,null,636452,null,11645,null,89030,null,3127,null,0400000US22,Louisiana,22
16852,null,3239,null,8342,null,3415,null,4295,null,2257,null,3779,null,1576,null,268,null,331,null,8510,null,1933,null,3646,null,1164,null,4498,null,1105,null,366,null,363,null,0400000US23,Maine,23
1594165,null,9769,null,221955,null,14062,null,80878,null,7836,null,122945,null,7953,null,18132,null,2328,null,1372210,null,16745,null,335548,null,8635,null,916183,null,9347,null,120479,null,3663,null,0400000US24,Maryland,24
396732,null,7206,null,83120,null,9909,null,32059,null,5160,null,45010,null,5756,null,6051,null,960,null,313612,null,9262,null,81512,null,4927,null,208467,null,5904,null,23633,null,1611,null,0400000US25,Massachusetts,25
1335487,null,9896,null,461623,null,18246,null,176793,null,8928,null,264559,null,11170,null,20271,null,2211,null,873864,null,17679,null,202109,null,8999,null,568378,null,11272,null,103377,null,2630,null,0400000US26,Michigan,26
222467,null,4689,null,77484,null,6986,null,34765,null,4081,null,40326,null,4060,null,2393,null,630,null,144983,null,6805,null,39834,null,3373,null,99004,null,4201,null,6145,null,769,null,0400000US27,Minnesota,27
