C17020B_001E,C17020B_001EA,C17020B_001M,C17020B_001MA,C17020B_002E,C17020B_002EA,C17020B_002M,C17020B_002MA,C17020B_003E,C17020B_003EA,C17020B_003M,C17020B_003MA,C17020B_004E,C17020B_004EA,C17020B_004M,C17020B_004MA,C17020B_005E,C17020B_005EA,C17020B_005M,C17020B_005MA,C17020B_006E,C17020B_006EA,C17020B_006M,C17020B_006MA,C17020B_007E,C17020B_007EA,C17020B_007M,C17020B_007MA,C17020B_008E,C17020B_008EA,C17020B_008M,C17020B_008MA,C17020B_009E,C17020B_009EA,C17020B_009M,C17020B_009MA,GEO_ID,NAME,state
1045311,null,7400,null,376187,null,11732,null,157875,null,7272,null,192121,null,7002,null,26191,null,2071,null,669124,null,12480,null,168954,null,7344,null,442641,null,8238,null,57529,null,2464,null,0400000US28,Mississippi,28
637932,null,6464,null,177512,null,9819,null,75728,null,5854,null,93854,null,5101,null,7930,null,1305,null,460420,null,8982,null,111585,null,6043,null,303055,null,5572,null,45780,null,2015,null,0400000US29,Missouri,29
2413,null,962,null,985,null,779,null,451,null,367,null,534,null,488,null,0,null,240,null,1428,null,769,null,316,null,229,null,1022,null,650,null,90,null,98,null,0400000US30,Montana,30
72577,null,2801,null,24503,null,3933,null,11386,null,2461,null,12233,null,1859,null,884,null,392,null,48074,null,4051,null,12147,null,2135,null,31924,null,2408,null,4003,null,643,null,0400000US31,Nebraska,31
196884,null,4111,null,39398,null,5650,null,17635,null,4017,null,20002,null,2543,null,1761,null,644,null,157486,null,5351,null,40232,null,3797,null,102134,null,2629,null,15120,null,772,null,0400000US32,Nevada,32
15429,null,1371,null,5480,null,2244,null,3001,null,1309,null,2428,null,1134,null,51,null,81,null,9949,null,1809,null,2870,null,1101,null,6737,null,1044,null,342,null,241,null,0400000US33,New Hampshire,33
1136909,null,9636,null,206629,null,11876,null,81114,null,6327,null,110171,null,7146,null,15344,null,1921,null,930280,null,14491,null,229886,null,7646,null,605920,null,8624,null,94474,null,2533,null,0400000US34,New Jersey,34
41179,null,3004,null,10503,null,3116,null,5119,null,1835,null,4534,null,1468,null,850,null,661,null,30676,null,3908,null,7788,null,2178,null,18305,null,2309,null,4583,null,1510,null,0400000US35,New Mexico,35
2950959,null,17400,null,632871,null,19681,null,241446,null,11771,null,336904,null,11350,null,54521,null,3661,null,2318088,null,22864,null,541183,null,11465,null,1535188,null,14800,null,241717,null,4537,null,0400000US36,New York,36
1893873,null,12225,null,495393,null,17278,null,189564,null,10150,null,271684,null,9295,null,34145,null,2210,null,1398480,null,17153,null,327879,null,10099,null,930039,null,10604,null,140562,null,3929,null,0400000US37,North Carolina,37
6187,null,781,null,3024,null,1027,null,1520,null,575,null,1441,null,573,null,63,null,107,null,3163,null,891,null,709,null,453,null,2454,null,662,null,0,null,208,null,0400000US38,North Dakota,38
1301667,null,9243,null,431791,null,13883,null,175074,null,8479,null,232748,null,8094,null,23969,null,2279,null,869876,null,15797,null,198626,null,9271,null,569196,null,8879,null,102054,null,3502,null,0400000US39,Ohio,39
249516,null,5878,null,74999,null,7494,null,30343,null,4708,null,40668,null,4051,null,3988,null,972,null,174517,null,8448,null,44820,null,3792,null,111870,null,5554,null,17827,null,1721,null,0400000US40,Oklahoma,40
64692,null,4016,null,15648,null,3329,null,5884,null,1830,null,8884,null,1893,null,880,null,483,null,49044,null,4359,null,13364,null,3022,null,32487,null,2260,null,3193,null,542,null,0400000US41,Oregon,41
1242627,null,10007,null,353136,null,17449,null,135384,null,8825,null,195169,null,10614,null,22583,null,2031,null,889491,null,17353,null,227037,null,8876,null,566066,null,10557,null,96388,null,2834,null,0400000US42,Pennsylvania,42
58876,null,3304,null,14247,null,3394,null,6021,null,1849,null,7187,null,1884,null,1039,null,456,null,44629,null,3730,null,12222,null,1975,null,30208,null,2341,null,2199,null,755,null,0400000US44,Rhode Island,44
1220569,null,6044,null,348853,null,15797,null,138624,null,8680,null,181493,null,9239,null,28736,null,2548,null,871716,null,16013,null,196035,null,8304,null,585906,null,10053,null,89775,null,2804,null,0400000US45,South Carolina,45
8039,null,1115,null,1475,null,669,null,766,null,391,null,615,null,366,null,94,null,127,null,6564,null,1191,null,2248,null,763,null,4270,null,945,null,46,null,90,null,0400000US46,South Dakota,46
999000,null,7825,null,294992,null,12931,null,123015,null,8359,null,156582,null,7453,null,15395,null,1583,null,704008,null,14408,null,167162,null,8374,null,474422,null,7934,null,62424,null,2147,null,0400000US47,Tennessee,47
2724862,null,13788,null,630479,null,22325,null,254056,null,11638,null,335570,null,14069,null,40853,null,3074,null,2094383,null,24813,null,541646,null,12145,null,1391175,null,15514,null,161562,null,4408,null,0400000US48,Texas,48
31545,null,3208,null,9055,null,2826,null,5131,null,2047,null,3642,null,1192,null,282,null,236,null,22490,null,3469,null,10625,null,2577,null,10721,null,1475,null,1144,null,660,null,0400000US49,Utah,49
4804,null,918,null,1357,null,657,null,366,null,337,null,991,null,408,null,0,null,211,null,3447,null,793,null,1342,null,451,null,2024,null,624,null,81,null,89,null,0400000US50,Vermont,50
1466818,null,9949,null,278257,null,13412,null,108953,null,8009,null,144928,null,7665,null,24376,null,2356,null,1188561,null,15255,null,284170,null,9442,null,792991,null,9683,null,111400,null,3299,null,0400000US51,Virginia,51
219526,null,6236,null,53308,null,6405,null,21323,null,3828,null,30483,null,3861,null,1502,null,638,null,166218,null,7479,null,41789,null,3999,null,112314,null,5121,null,12115,null,954,null,0400000US53,Washington,53
50329,null,3803,null,15686,null,2877,null,6083,null,1736,null,8499,null,1750,null,1104,null,526,null,34643,null,3666,null,7036,null,1859,null,23002,null,2337,null,4605,null,1009,null,0400000US54,West Virginia,54
318067,null,5548,null,117802,null,8892,null,51244,null,4806,null,62610,null,5236,null,3948,null,880,null,200265,null,9746,null,56487,null,5633,null,128100,null,5188,null,15678,null,995,null,0400000US55,Wisconsin,55
4745,null,993,null,1374,null,1016,null,853,null,817,null,521,null,410,null,0,null,265,null,3371,null,1087,null,746,null,655,null,2512,null,712,null,113,null,168,null,0400000US56,Wyoming,56
277966,null,13666,null,130062,null,10198,null,38706,null,4714,null,75078,null,5824,null,16278,null,2181,null,147904,null,9473,null,20978,null,2760,null,106064,null,7359,null,20862,null,2285,null,0400000US72,Puerto Rico,72
