C05009_001E,C05009_001EA,C05009_001M,C05009_001MA,C05009_002E,C05009_002EA,C05009_002M,C05009_002MA,C05009_003E,C05009_003EA,C05009_003M,C05009_003MA,C05009_004E,C05009_004EA,C05009_004M,C05009_004MA,C05009_005E,C05009_005EA,C05009_005M,C05009_005MA,C05009_006E,C05009_006EA,C05009_006M,C05009_006MA,C05009_007E,C05009_007EA,C05009_007M,C05009_007MA,C05009_008E,C05009_008EA,C05009_008M,C05009_008MA,C05009_009E,C05009_009EA,C05009_009M,C05009_009MA,C05009_010E,C05009_010EA,C05009_010M,C05009_010MA,C05009_011E,C05009_011EA,C05009_011M,C05009_011MA,C05009_012E,C05009_012EA,C05009_012M,C05009_012MA,C05009_013E,C05009_013EA,C05009_013M,C05009_013MA,C05009_014E,C05009_014EA,C05009_014M,C05009_014MA,C05009_015E,C05009_015EA,C05009_015M,C05009_015MA,GEO_ID,NAME,state
1059528,null,5998,null,357122,null,5639,null,354070,null,5626,null,3052,null,785,null,321495,null,6069,null,35627,null,3018,null,33451,null,2913,null,2176,null,675,null,702406,null,6077,null,690308,null,5961,null,12098,null,1762,null,661808,null,6028,null,40598,null,3034,null,30246,null,2919,null,10352,null,1658,null,0400000US01,Alabama,01
174634,null,1986,null,61489,null,2164,null,61330,null,2166,null,159,null,157,null,54676,null,2306,null,6813,null,1404,null,6654,null,1409,null,159,null,157,null,113145,null,2333,null,109622,null,2427,null,3523,null,1155,null,99302,null,2723,null,13843,null,1739,null,10812,null,1582,null,3031,null,1062,null,0400000US02,Alaska,02
1645424,null,7639,null,591862,null,7390,null,585561,null,7542,null,6301,null,1525,null,414346,null,10095,null,177516,null,9055,null,171690,null,8881,null,5826,null,1526,null,1053562,null,8708,null,994342,null,9573,null,59220,null,4819,null,726831,null,11338,null,326731,null,10988,null,271050,null,10334,null,55681,null,4775,null,0400000US04,Arizona,04
670246,null,4727,null,231937,null,4649,null,230685,null,4632,null,1252,null,699,null,205518,null,4647,null,26419,null,2474,null,25959,null,2392,null,460,null,359,null,438309,null,5455,null,428707,null,5652,null,9602,null,1783,null,397661,null,5664,null,40648,null,2989,null,31499,null,3413,null,9149,null,1724,null,0400000US05,Arkansas,05
8980424,null,16026,null,3122142,null,11850,null,3059051,null,12282,null,63091,null,4852,null,1595739,null,19793,null,1526403,null,18733,null,1467949,null,18880,null,58454,null,4702,null,5858282,null,16850,null,5406192,null,20486,null,452090,null,14745,null,2895186,null,26933,null,2963096,null,25404,null,2521162,null,25952,null,441934,null,14743,null,0400000US06,California,06
1177386,null,5345,null,419960,null,5485,null,416204,null,5446,null,3756,null,1095,null,326913,null,6286,null,93047,null,5463,null,91051,null,5427,null,1996,null,835,null,757426,null,5629,null,721081,null,6937,null,36345,null,4677,null,607805,null,7465,null,149621,null,7555,null,119414,null,6930,null,30207,null,4389,null,0400000US08,Colorado,08
780490,null,3389,null,244527,null,2964,null,240074,null,3041,null,4453,null,1120,null,179978,null,3638,null,64549,null,4311,null,61331,null,4306,null,3218,null,976,null,535963,null,4343,null,505114,null,5401,null,30849,null,3588,null,430910,null,5332,null,105053,null,5201,null,78558,null,4424,null,26495,null,3439,null,0400000US09,Connecticut,09
195738,null,2341,null,67400,null,1940,null,65880,null,2092,null,1520,null,780,null,54049,null,2260,null,13351,null,1993,null,12067,null,2022,null,1284,null,725,null,128338,null,2627,null,123555,null,3036,null,4783,null,1399,null,110982,null,3414,null,17356,null,2380,null,13009,null,2059,null,4347,null,1369,null,0400000US10,Delaware,10
106701,null,1758,null,40852,null,1485,null,39482,null,1800,null,1370,null,816,null,29841,null,1682,null,11011,null,1470,null,9641,null,1556,null,1370,null,816,null,65849,null,1732,null,61817,null,2397,null,4032,null,1634,null,54425,null,2807,null,11424,null,2161,null,7606,null,1292,null,3818,null,1616,null,0400000US11,District of Columbia,11
3853587,null,10368,null,1311773,null,8563,null,1290102,null,9430,null,21671,null,2848,null,892320,null,12969,null,419453,null,10532,null,400919,null,10134,null,18534,null,2653,null,2541814,null,9786,null,2352678,null,13013,null,189136,null,9239,null,1745018,null,16487,null,796796,null,14640,null,613354,null,14427,null,183442,null,9056,null,0400000US12,Florida,12
