VARIABLE,TYPE,LABEL,GROUP
C06001_001E,int,Estimate!!Total,C06001
C06001_002E,int,Estimate!!Total!!Under 5 years,C06001
C06001_003E,int,Estimate!!Total!!5 to 17 years,C06001
C06001_004E,int,Estimate!!Total!!18 to 24 years,C06001
C06001_005E,int,Estimate!!Total!!25 to 44 years,C06001
C06001_006E,int,Estimate!!Total!!45 to 54 years,C06001
C06001_007E,int,Estimate!!Total!!55 to 64 years,C06001
C06001_008E,int,Estimate!!Total!!65 to 74 years,C06001
C06001_009E,int,Estimate!!Total!!75 years and over,C06001
C06001_010E,int,Estimate!!Total!!Born in state of residence,C06001
C06001_011E,int,Estimate!!Total!!Born in state of residence!!Under 5 years,C06001
C06001_012E,int,Estimate!!Total!!Born in state of residence!!5 to 17 years,C06001
C06001_013E,int,Estimate!!Total!!Born in state of residence!!18 to 24 years,C06001
C06001_014E,int,Estimate!!Total!!Born in state of residence!!25 to 44 years,C06001
C06001_015E,int,Estimate!!Total!!Born in state of residence!!45 to 54 years,C06001
C06001_016E,int,Estimate!!Total!!Born in state of residence!!55 to 64 years,C06001
C06001_017E,int,Estimate!!Total!!Born in state of residence!!65 to 74 years,C06001
C06001_018E,int,Estimate!!Total!!Born in state of residence!!75 years and over,C06001
C06001_019E,int,Estimate!!Total!!Born in other state in the United States,C06001
C06001_020E,int,Estimate!!Total!!Born in other state in the United States!!Under 5 years,C06001
C06001_021E,int,Estimate!!Total!!Born in other state in the United States!!5 to 17 years,C06001
C06001_022E,int,Estimate!!Total!!Born in other state in the United States!!18 to 24 years,C06001
C06001_023E,int,Estimate!!Total!!Born in other state in the United States!!25 to 44 years,C06001
C06001_024E,int,Estimate!!Total!!Born in other state in the United States!!45 to 54 years,C06001
C06001_025E,int,Estimate!!Total!!Born in other state in the United States!!55 to 64 years,C06001
C06001_026E,int,Estimate!!Total!!Born in other state in the United States!!65 to 74 years,C06001
C06001_027E,int,Estimate!!Total!!Born in other state in the United States!!75 years and over,C06001
C06001_028E,int,Estimate!!Total!!Native; born outside the United States,C06001
C06001_029E,int,Estimate!!Total!!Native; born outside the United States!!Under 5 years,C06001
C06001_030E,int,Estimate!!Total!!Native; born outside the United States!!5 to 17 years,C06001
C06001_031E,int,Estimate!!Total!!Native; born outside the United States!!18 to 24 years,C06001
C06001_032E,int,Estimate!!Total!!Native; born outside the United States!!25 to 44 years,C06001
C06001_033E,int,Estimate!!Total!!Native; born outside the United States!!45 to 54 years,C06001
C06001_034E,int,Estimate!!Total!!Native; born outside the United States!!55 to 64 years,C06001
C06001_035E,int,Estimate!!Total!!Native; born outside the United States!!65 to 74 years,C06001
C06001_036E,int,Estimate!!Total!!Native; born outside the United States!!75 years and over,C06001
C06001_037E,int,Estimate!!Total!!Foreign born,C06001
C06001_038E,int,Estimate!!Total!!Foreign born!!Under 5 years,C06001
C06001_039E,int,Estimate!!Total!!Foreign born!!5 to 17 years,C06001
C06001_040E,int,Estimate!!Total!!Foreign born!!18 to 24 years,C06001
C06001_041E,int,Estimate!!Total!!Foreign born!!25 to 44 years,C06001
C06001_042E,int,Estimate!!Total!!Foreign born!!45 to 54 years,C06001
C06001_043E,int,Estimate!!Total!!Foreign born!!55 to 64 years,C06001
C06001_044E,int,Estimate!!Total!!Foreign born!!65 to 74 years,C06001
C06001_045E,int,Estimate!!Total!!Foreign born!!75 years and over,C06001
C06001_001M,int,Margin of Error!!Total,C06001
C06001_002M,int,Margin of Error!!Total!!Under 5 years,C06001
C06001_003M,int,Margin of Error!!Total!!5 to 17 years,C06001
C06001_004M,int,Margin of Error!!Total!!18 to 24 years,C06001
C06001_005M,int,Margin of Error!!Total!!25 to 44 years,C06001
C06001_006M,int,Margin of Error!!Total!!45 to 54 years,C06001
C06001_007M,int,Margin of Error!!Total!!55 to 64 years,C06001
C06001_008M,int,Margin of Error!!Total!!65 to 74 years,C06001
C06001_009M,int,Margin of Error!!Total!!75 years and over,C06001
C06001_010M,int,Margin of Error!!Total!!Born in state of residence,C06001
C06001_011M,int,Margin of Error!!Total!!Born in state of residence!!Under 5 years,C06001
C06001_012M,int,Margin of Error!!Total!!Born in state of residence!!5 to 17 years,C06001
