VARIABLE,TYPE,LABEL,GROUP
B06004FPR_001E,int,Estimate!!Total,B06004FPR
B06004FPR_002E,int,Estimate!!Total!!Born in Puerto Rico,B06004FPR
B06004FPR_003E,int,Estimate!!Total!!Born in the United States,B06004FPR
B06004FPR_004E,int,Estimate!!Total!!Native; born elsewhere,B06004FPR
B06004FPR_005E,int,Estimate!!Total!!Foreign born,B06004FPR
B06004FPR_001M,int,Margin of Error!!Total,B06004FPR
B06004FPR_002M,int,Margin of Error!!Total!!Born in Puerto Rico,B06004FPR
B06004FPR_003M,int,Margin of Error!!Total!!Born in the United States,B06004FPR
B06004FPR_004M,int,Margin of Error!!Total!!Native; born elsewhere,B06004FPR
B06004FPR_005M,int,Margin of Error!!Total!!Foreign born,B06004FPR
B06004FPR_001EA,string,Annotation of Estimate!!Total,B06004FPR
B06004FPR_001MA,string,Annotation of Margin of Error!!Total,B06004FPR
B06004FPR_002EA,string,Annotation of Estimate!!Total!!Born in Puerto Rico,B06004FPR
B06004FPR_002MA,string,Annotation of Margin of Error!!Total!!Born in Puerto Rico,B06004FPR
B06004FPR_003EA,string,Annotation of Estimate!!Total!!Born in the United States,B06004FPR
B06004FPR_003MA,string,Annotation of Margin of Error!!Total!!Born in the United States,B06004FPR
B06004FPR_004EA,string,Annotation of Estimate!!Total!!Native; born elsewhere,B06004FPR
B06004FPR_004MA,string,Annotation of Margin of Error!!Total!!Native; born elsewhere,B06004FPR
B06004FPR_005EA,string,Annotation of Estimate!!Total!!Foreign born,B06004FPR
B06004FPR_005MA,string,Annotation of Margin of Error!!Total!!Foreign born,B06004FPR
