VARIABLE,TYPE,LABEL,GROUP
B07004GPR_001E,int,Estimate!!Total,B07004GPR
B07004GPR_002E,int,Estimate!!Total!!Same house 1 year ago,B07004GPR
B07004GPR_003E,int,Estimate!!Total!!Moved within same municipio,B07004GPR
B07004GPR_004E,int,Estimate!!Total!!Moved from different municipio,B07004GPR
B07004GPR_005E,int,Estimate!!Total!!Moved from the United States,B07004GPR
B07004GPR_006E,int,Estimate!!Total!!Moved from elsewhere,B07004GPR
B07004GPR_001M,int,Margin of Error!!Total,B07004GPR
B07004GPR_002M,int,Margin of Error!!Total!!Same house 1 year ago,B07004GPR
B07004GPR_003M,int,Margin of Error!!Total!!Moved within same municipio,B07004GPR
B07004GPR_004M,int,Margin of Error!!Total!!Moved from different municipio,B07004GPR
B07004GPR_005M,int,Margin of Error!!Total!!Moved from the United States,B07004GPR
B07004GPR_006M,int,Margin of Error!!Total!!Moved from elsewhere,B07004GPR
B07004GPR_001EA,string,Annotation of Estimate!!Total,B07004GPR
B07004GPR_001MA,string,Annotation of Margin of Error!!Total,B07004GPR
B07004GPR_002EA,string,Annotation of Estimate!!Total!!Same house 1 year ago,B07004GPR
B07004GPR_002MA,string,Annotation of Margin of Error!!Total!!Same house 1 year ago,B07004GPR
B07004GPR_003EA,string,Annotation of Estimate!!Total!!Moved within same municipio,B07004GPR
B07004GPR_003MA,string,Annotation of Margin of Error!!Total!!Moved within same municipio,B07004GPR
B07004GPR_004EA,string,Annotation of Estimate!!Total!!Moved from different municipio,B07004GPR
B07004GPR_004MA,string,Annotation of Margin of Error!!Total!!Moved from different municipio,B07004GPR
B07004GPR_005EA,string,Annotation of Estimate!!Total!!Moved from the United States,B07004GPR
B07004GPR_005MA,string,Annotation of Margin of Error!!Total!!Moved from the United States,B07004GPR
B07004GPR_006EA,string,Annotation of Estimate!!Total!!Moved from elsewhere,B07004GPR
B07004GPR_006MA,string,Annotation of Margin of Error!!Total!!Moved from elsewhere,B07004GPR
