GEO_ID,S2419_C01_001E,S2419_C01_001M,S2419_C02_001E,S2419_C02_001M,S2419_C03_001E,S2419_C03_001M,S2419_C04_001E,S2419_C04_001M,S2419_C01_002E,S2419_C01_002M,S2419_C02_002E,S2419_C02_002M,S2419_C03_002E,S2419_C03_002M,S2419_C04_002E,S2419_C04_002M,S2419_C01_003E,S2419_C01_003M,S2419_C02_003E,S2419_C02_003M,S2419_C03_003E,S2419_C03_003M,S2419_C04_003E,S2419_C04_003M,S2419_C01_004E,S2419_C01_004M,S2419_C02_004E,S2419_C02_004M,S2419_C03_004E,S2419_C03_004M,S2419_C04_004E,S2419_C04_004M,S2419_C01_005E,S2419_C01_005M,S2419_C02_005E,S2419_C02_005M,S2419_C03_005E,S2419_C03_005M,S2419_C04_005E,S2419_C04_005M,S2419_C01_006E,S2419_C01_006M,S2419_C02_006E,S2419_C02_006M,S2419_C03_006E,S2419_C03_006M,S2419_C04_006E,S2419_C04_006M,S2419_C01_007E,S2419_C01_007M,S2419_C02_007E,S2419_C02_007M,S2419_C03_007E,S2419_C03_007M,S2419_C04_007E,S2419_C04_007M,S2419_C01_008E,S2419_C01_008M,S2419_C02_008E,S2419_C02_008M,S2419_C03_008E,S2419_C03_008M,S2419_C04_008E,S2419_C04_008M,S2419_C01_009E,S2419_C01_009M,S2419_C02_009E,S2419_C02_009M,S2419_C03_009E,S2419_C03_009M,S2419_C04_009E,S2419_C04_009M,NAME,S2419_C01_001EA,S2419_C01_001MA,S2419_C02_001MA,S2419_C02_001EA,S2419_C03_001MA,S2419_C03_001EA,S2419_C04_001MA,S2419_C04_001EA,S2419_C01_002EA,S2419_C01_002MA,S2419_C02_002EA,S2419_C02_002MA,S2419_C03_002MA,S2419_C03_002EA,S2419_C04_002MA,S2419_C04_002EA,S2419_C01_003MA,S2419_C01_003EA,S2419_C02_003EA,S2419_C02_003MA,S2419_C03_003EA,S2419_C03_003MA,S2419_C04_003MA,S2419_C04_003EA,S2419_C01_004MA,S2419_C01_004EA,S2419_C02_004MA,S2419_C02_004EA,S2419_C03_004EA,S2419_C03_004MA,S2419_C04_004EA,S2419_C04_004MA,S2419_C01_005EA,S2419_C01_005MA,S2419_C02_005MA,S2419_C02_005EA,S2419_C03_005MA,S2419_C03_005EA,S2419_C04_005MA,S2419_C04_005EA,S2419_C01_006EA,S2419_C01_006MA,S2419_C02_006EA,S2419_C02_006MA,S2419_C03_006EA,S2419_C03_006MA,S2419_C04_006MA,S2419_C04_006EA,S2419_C01_007MA,S2419_C01_007EA,S2419_C02_007MA,S2419_C02_007EA,S2419_C03_007EA,S2419_C03_007MA,S2419_C04_007EA,S2419_C04_007MA,S2419_C01_008EA,S2419_C01_008MA,S2419_C02_008MA,S2419_C02_008EA,S2419_C03_008MA,S2419_C03_008EA,S2419_C04_008MA,S2419_C04_008EA,S2419_C01_009EA,S2419_C01_009MA,S2419_C02_009EA,S2419_C02_009MA,S2419_C03_009MA,S2419_C03_009EA,S2419_C04_009MA,S2419_C04_009EA,state
0400000US02,55637,1853,62403,2894,49513,2047,79.3,5.0,52079,1303,60904,1834,43546,3999,71.5,6.8,51586,942,60193,3828,42348,3610,70.4,7.9,71914,27146,71948,30435,71419,51283,99.3,72.8,54287,4937,65027,6843,50872,3039,78.2,10.0,61421,2328,70667,3968,52467,7681,74.2,12.1,65059,5645,72759,3830,54978,7008,75.6,9.9,63308,4027,65540,4866,61453,3018,93.8,7.9,43662,4866,50819,5467,36641,8132,72.1,17.6,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US23,44830,1038,48432,1445,40427,875,83.5,2.9,42538,1156,47219,1122,38061,1067,80.6,2.9,42063,544,46632,1095,37616,964,80.7,2.9,52410,4724,54496,9529,51311,2816,94.2,16.3,46244,1952,52683,4435,44046,3437,83.6,9.6,50461,1572,54689,6828,46157,2513,84.4,11.4,46791,3485,51137,2631,43024,3202,84.1,7.3,62198,4210,72422,5375,55846,7170,77.1,9.7,35528,2688,36751,3221,33608,3722,91.4,11.3,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,42726,483,47698,693,39267,523,82.3,1.7,41925,248,47175,484,36580,434,77.5,1.3,41534,247,46412,515,36375,452,78.4,1.4,56415,4767,61158,1100,44619,3994,73.0,6.6,50525,756,55171,2363,48331,1847,87.6,4.8,42565,814,47163,1054,39983,746,84.8,2.6,45324,790,50448,924,43284,1088,85.8,2.9,59086,2944,60486,2429,56573,4462,93.5,8.0,32191,1365,35197,1980,26719,2301,75.9,7.9,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US29,43469,675,49494,956,38504,712,77.8,1.9,43244,789,49852,859,36746,491,73.7,1.6,42602,697,49082,1050,36682,497,74.7,1.9,54826,5964,62146,4377,41408,4442,66.6,8.1,45786,1118,51434,1209,43116,1441,83.8,3.6,42467,1411,45972,1602,40803,1073,88.8,3.7,39962,1069,45691,2691,37834,1157,82.8,5.8,61485,1130,64745,3800,57093,5867,88.2,9.7,35803,1548,40659,2270,30001,3830,73.8,10.1,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,50051,219,53500,682,43374,576,81.1,1.4,47982,582,52376,316,40822,328,77.9,0.8,47391,343,52121,269,40734,330,78.2,0.7,61473,1200,65131,4032,49348,5292,75.8,8.9,51616,452,59991,1698,49011,1069,81.7,2.8,54225,1243,58988,1922,50294,1078,85.3,3.4,54966,1186,59567,3639,52204,1270,87.6,5.9,64277,2064,67350,2551,60746,1183,90.2,3.7,39000,2386,41952,1885,29251,3361,69.7,8.5,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,48113,504,52419,363,41261,248,78.7,0.7,46521,308,52011,279,38452,576,73.9,1.2,46031,300,51705,276,38231,568,73.9,1.2,61684,1285,65600,3271,49868,4026,76.0,6.4,50634,533,55290,1990,48205,1365,87.2,4.0,51783,885,57457,2277,46583,1498,81.1,3.8,59656,2486,62246,1640,55400,1696,89.0,3.4,64440,1997,71607,3458,60853,1421,85.0,4.7,37177,1381,41766,986,28876,4083,69.1,9.9,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,45614,513,50315,473,40164,753,79.8,1.5,44255,1163,49789,1136,36838,751,74.0,2.1,43789,1174,49031,1477,36877,758,75.2,2.5,52609,5374,60596,5215,35235,3607,58.1,7.7,48864,2316,52867,5135,46524,1875,88.0,9.0,51279,1211,55740,2006,48213,2103,86.5,4.6,49880,2235,54402,4211,42489,2987,78.1,8.9,63260,3831,71299,4379,51900,3573,72.8,6.7,35756,2710,38921,3144,25529,4556,65.6,14.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US41,48696,814,51693,469,43632,1291,84.4,2.5,46064,551,50092,819,40664,610,81.2,1.9,45478,594,48961,1342,40478,617,82.7,2.6,62447,7803,71375,3766,50236,7157,70.4,10.4,51404,1764,56262,4051,50040,2157,88.9,7.8,61247,1175,69732,2706,52160,2158,74.8,4.0,57065,2109,64873,5008,53554,2738,82.6,8.2,62184,2912,63860,4868,57907,9303,90.7,16.7,41777,3160,50236,3473,31719,5353,63.1,11.7,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,47299,1791,55619,2476,38441,2891,69.1,6.1,46939,1952,56779,3824,34696,2547,61.1,6.4,45790,1600,55100,4389,34042,2570,61.8,7.3,72722,12269,80458,14113,43926,24276,54.6,31.9,55541,7744,64989,6047,43197,6171,66.5,11.4,49138,3796,52194,8868,46984,3528,90.0,15.1,46976,3745,50672,9425,45765,3264,90.3,17.1,53935,6250,57316,8743,50479,9542,88.1,18.9,35418,7422,40417,4962,23738,4743,58.7,14.6,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,52010,146,56023,359,49177,529,87.8,1.0,50579,177,52528,648,45241,397,86.1,1.2,50059,253,51911,225,44813,683,86.3,1.3,75745,1782,81860,1579,60926,1589,74.4,2.5,60904,436,64563,2793,58842,1953,91.1,5.5,66239,771,75929,1024,60079,1380,79.1,2.1,68043,1705,75364,1423,61991,660,82.3,1.8,66899,1359,70679,1102,61779,1083,87.4,2.0,40447,406,42341,1127,32316,1264,76.3,3.7,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
