GEO_ID,S2408_C01_001E,S2408_C01_001M,S2408_C02_001E,S2408_C02_001M,S2408_C03_001E,S2408_C03_001M,S2408_C04_001E,S2408_C04_001M,S2408_C05_001E,S2408_C05_001M,S2408_C01_002E,S2408_C01_002M,S2408_C02_002E,S2408_C02_002M,S2408_C03_002E,S2408_C03_002M,S2408_C04_002E,S2408_C04_002M,S2408_C05_002E,S2408_C05_002M,S2408_C01_003E,S2408_C01_003M,S2408_C02_003E,S2408_C02_003M,S2408_C03_003E,S2408_C03_003M,S2408_C04_003E,S2408_C04_003M,S2408_C05_003E,S2408_C05_003M,S2408_C01_004E,S2408_C01_004M,S2408_C02_004E,S2408_C02_004M,S2408_C03_004E,S2408_C03_004M,S2408_C04_004E,S2408_C04_004M,S2408_C05_004E,S2408_C05_004M,S2408_C01_005E,S2408_C01_005M,S2408_C02_005E,S2408_C02_005M,S2408_C03_005E,S2408_C03_005M,S2408_C04_005E,S2408_C04_005M,S2408_C05_005E,S2408_C05_005M,S2408_C01_006E,S2408_C01_006M,S2408_C02_006E,S2408_C02_006M,S2408_C03_006E,S2408_C03_006M,S2408_C04_006E,S2408_C04_006M,S2408_C05_006E,S2408_C05_006M,S2408_C01_007E,S2408_C01_007M,S2408_C02_007E,S2408_C02_007M,S2408_C03_007E,S2408_C03_007M,S2408_C04_007E,S2408_C04_007M,S2408_C05_007E,S2408_C05_007M,S2408_C01_008E,S2408_C01_008M,S2408_C02_008E,S2408_C02_008M,S2408_C03_008E,S2408_C03_008M,S2408_C04_008E,S2408_C04_008M,S2408_C05_008E,S2408_C05_008M,S2408_C01_009E,S2408_C01_009M,S2408_C02_009E,S2408_C02_009M,S2408_C03_009E,S2408_C03_009M,S2408_C04_009E,S2408_C04_009M,S2408_C05_009E,S2408_C05_009M,NAME,S2408_C01_001MA,S2408_C01_001EA,S2408_C02_001MA,S2408_C02_001EA,S2408_C03_001EA,S2408_C03_001MA,S2408_C04_001EA,S2408_C04_001MA,S2408_C05_001EA,S2408_C05_001MA,S2408_C01_002EA,S2408_C01_002MA,S2408_C02_002MA,S2408_C02_002EA,S2408_C03_002EA,S2408_C03_002MA,S2408_C04_002EA,S2408_C04_002MA,S2408_C05_002EA,S2408_C05_002MA,S2408_C01_003EA,S2408_C01_003MA,S2408_C02_003MA,S2408_C02_003EA,S2408_C03_003EA,S2408_C03_003MA,S2408_C04_003EA,S2408_C04_003MA,S2408_C05_003EA,S2408_C05_003MA,S2408_C01_004EA,S2408_C01_004MA,S2408_C02_004EA,S2408_C02_004MA,S2408_C03_004EA,S2408_C03_004MA,S2408_C04_004EA,S2408_C04_004MA,S2408_C05_004EA,S2408_C05_004MA,S2408_C01_005EA,S2408_C01_005MA,S2408_C02_005EA,S2408_C02_005MA,S2408_C03_005MA,S2408_C03_005EA,S2408_C04_005EA,S2408_C04_005MA,S2408_C05_005EA,S2408_C05_005MA,S2408_C01_006EA,S2408_C01_006MA,S2408_C02_006EA,S2408_C02_006MA,S2408_C03_006EA,S2408_C03_006MA,S2408_C04_006EA,S2408_C04_006MA,S2408_C05_006EA,S2408_C05_006MA,S2408_C01_007EA,S2408_C01_007MA,S2408_C02_007MA,S2408_C02_007EA,S2408_C03_007EA,S2408_C03_007MA,S2408_C04_007EA,S2408_C04_007MA,S2408_C05_007EA,S2408_C05_007MA,S2408_C01_008EA,S2408_C01_008MA,S2408_C02_008MA,S2408_C02_008EA,S2408_C03_008EA,S2408_C03_008MA,S2408_C04_008EA,S2408_C04_008MA,S2408_C05_008EA,S2408_C05_008MA,S2408_C01_009EA,S2408_C01_009MA,S2408_C02_009EA,S2408_C02_009MA,S2408_C03_009EA,S2408_C03_009MA,S2408_C04_009EA,S2408_C04_009MA,S2408_C05_009MA,S2408_C05_009EA,state
0400000US02,345769,4933,183641,4227,53.1,0.8,162128,3449,46.9,0.8,201364,5246,116162,4602,57.7,1.5,85202,3561,42.3,1.5,188049,5178,108182,4544,57.5,1.6,79867,3383,42.5,1.6,13315,2197,7980,1378,59.9,6.4,5335,1371,40.1,6.4,33357,3286,11662,1644,35.0,3.2,21695,2281,65.0,3.2,33236,2679,13831,1605,41.6,3.6,19405,1991,58.4,3.6,29958,2809,13433,2088,44.8,4.6,16525,1815,55.2,4.6,24409,3082,15435,2416,63.2,4.3,8974,1366,36.8,4.3,23445,2269,13118,1700,56.0,3.8,10327,1200,44.0,3.8,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US23,678540,6859,344616,5064,50.8,0.5,333924,4902,49.2,0.5,444275,7857,243656,5666,54.8,0.8,200619,5023,45.2,0.8,414973,8095,223348,5800,53.8,0.8,191625,4926,46.2,0.8,29302,2578,20308,1930,69.3,3.7,8994,1437,30.7,3.7,94646,4540,29541,2590,31.2,2.2,65105,3574,68.8,2.2,41477,3114,16435,1956,39.6,3.3,25042,2151,60.4,3.3,27831,2945,11963,1489,43.0,3.3,15868,1995,57.0,3.3,15326,2040,9579,1378,62.5,4.9,5747,1151,37.5,4.9,54985,3396,33442,2557,60.8,3.2,21543,2297,39.2,3.2,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4870838,24880,2510383,17503,51.5,0.2,2360455,15776,48.5,0.2,3583590,26496,1952821,18062,54.5,0.3,1630769,17070,45.5,0.3,3403504,25691,1833142,17834,53.9,0.3,1570362,16274,46.1,0.3,180086,7693,119679,6124,66.5,1.9,60407,4238,33.5,1.9,337572,9354,118687,5636,35.2,1.2,218885,6952,64.8,1.2,263392,10673,115809,5557,44.0,1.5,147583,7614,56.0,1.5,308207,9769,105292,5608,34.2,1.4,202915,7303,65.8,1.4,108162,6325,62862,4594,58.1,2.5,45300,3752,41.9,2.5,269915,8296,154912,5884,57.4,1.5,115003,5598,42.6,1.5,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US29,2921599,15183,1496440,10181,51.2,0.2,1425159,10513,48.8,0.2,2123660,16708,1158816,11231,54.6,0.4,964844,12080,45.4,0.4,2037102,16794,1100206,11214,54.0,0.4,936896,12293,46.0,0.4,86558,4637,58610,3499,67.7,1.8,27948,2145,32.3,1.8,290281,8871,92817,4602,32.0,1.2,197464,6920,68.0,1.2,154237,5915,70245,3981,45.5,1.8,83992,4083,54.5,1.8,122790,5732,44297,2791,36.1,1.7,78493,4409,63.9,1.7,60462,4834,28947,3078,47.9,3.0,31515,2917,52.1,3.0,170169,7057,101318,4904,59.5,1.8,68851,4372,40.5,1.8,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,6248945,20258,3230763,15453,51.7,0.2,3018182,14834,48.3,0.2,4563406,24938,2481455,19747,54.4,0.3,2081951,16582,45.6,0.3,4384493,24222,2354180,18889,53.7,0.3,2030313,16586,46.3,0.3,178913,6610,127275,5287,71.1,1.8,51638,3908,28.9,1.8,722740,12894,243748,6907,33.7,0.7,478992,9838,66.3,0.7,319034,8393,140570,5845,44.1,1.4,178464,6367,55.9,1.4,194606,6544,91518,3882,47.0,1.4,103088,4535,53.0,1.4,114961,5573,64595,4416,56.2,2.5,50366,3627,43.8,2.5,334198,8485,208877,7038,62.5,1.2,125321,4792,37.5,1.2,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,4708456,17829,2464212,11816,52.3,0.2,2244244,12653,47.7,0.2,3566064,21238,1984665,12095,55.7,0.3,1581399,15423,44.3,0.3,3403564,21698,1869331,12474,54.9,0.3,1534233,15665,45.1,0.3,162500,5821,115334,4167,71.0,1.3,47166,2938,29.0,1.3,436282,10299,142638,6266,32.7,1.1,293644,8033,67.3,1.1,234309,7003,95373,4519,40.7,1.3,138936,4657,59.3,1.3,176350,6963,72187,3928,40.9,1.6,104163,5067,59.1,1.6,62182,4121,32241,2709,51.8,2.6,29941,2557,48.2,2.6,233269,5901,137108,5154,58.8,1.5,96161,4084,41.2,1.5,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,999347,7730,524627,4761,52.5,0.4,474720,6044,47.5,0.4,702723,8021,391836,5849,55.8,0.6,310887,5319,44.2,0.6,663717,8463,365055,6034,55.0,0.6,298662,5251,45.0,0.6,39006,2396,26781,2250,68.7,3.0,12225,1244,31.3,3.0,91826,3648,29463,2376,32.1,2.1,62363,2895,67.9,2.1,66172,3745,26485,2133,40.0,2.4,39687,2824,60.0,2.4,48548,3138,20991,2226,43.2,3.4,27557,2300,56.8,3.4,21585,1774,11868,1403,55.0,4.5,9717,1247,45.0,4.5,68493,3266,43984,2453,64.2,2.1,24509,1955,35.8,2.1,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US41,2029021,13461,1070177,9260,52.7,0.4,958844,10225,47.3,0.4,1422749,14097,811286,9256,57.0,0.5,611463,10734,43.0,0.5,1338184,14357,756811,9976,56.6,0.5,581373,10331,43.4,0.5,84565,4378,54475,3322,64.4,2.3,30090,2590,35.6,2.3,189177,7948,64642,4785,34.2,1.8,124535,5719,65.8,1.8,130738,6558,53645,3641,41.0,2.0,77093,4877,59.0,2.0,103565,5659,42892,3372,41.4,2.4,60673,4223,58.6,2.4,31787,2972,18535,2077,58.3,4.3,13252,1942,41.7,4.3,151005,6680,79177,4625,52.4,2.1,71828,4477,47.6,2.1,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,287436,5151,155610,3518,54.1,1.0,131826,4056,45.9,1.0,188445,5208,110211,3683,58.5,1.6,78234,4050,41.5,1.6,174430,5254,100165,3893,57.4,1.6,74265,3815,42.6,1.6,14015,2405,10046,1950,71.7,5.6,3969,1015,28.3,5.6,18867,2159,6509,1231,34.5,5.4,12358,1783,65.5,5.4,29362,2620,13268,1805,45.2,4.0,16094,1696,54.8,4.0,21008,2644,9627,1937,45.8,5.6,11381,1557,54.2,5.6,9829,1796,5359,1404,54.5,9.0,4470,1139,45.5,9.0,19925,2434,10636,1598,53.4,5.4,9289,1650,46.6,5.4,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,18930012,36894,10211871,27679,53.9,0.1,8718141,25503,46.1,0.1,13640278,48311,7754167,31113,56.8,0.2,5886111,34253,43.2,0.2,12970285,49439,7307576,32355,56.3,0.2,5662709,34219,43.7,0.2,669993,12798,446591,9655,66.7,0.8,223402,7433,33.3,0.8,1222739,18527,451318,11886,36.9,0.7,771421,13013,63.1,0.7,1429873,18877,573855,12449,40.1,0.6,856018,13892,59.9,0.6,726912,14452,305090,9269,42.0,0.9,421822,9961,58.0,0.9,328319,9698,192358,7601,58.6,1.5,135961,6113,41.4,1.5,1581891,22409,935083,16559,59.1,0.6,646808,12510,40.9,0.6,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
