GEO_ID,S2408_C01_001E,S2408_C01_001M,S2408_C02_001E,S2408_C02_001M,S2408_C03_001E,S2408_C03_001M,S2408_C04_001E,S2408_C04_001M,S2408_C05_001E,S2408_C05_001M,S2408_C01_002E,S2408_C01_002M,S2408_C02_002E,S2408_C02_002M,S2408_C03_002E,S2408_C03_002M,S2408_C04_002E,S2408_C04_002M,S2408_C05_002E,S2408_C05_002M,S2408_C01_003E,S2408_C01_003M,S2408_C02_003E,S2408_C02_003M,S2408_C03_003E,S2408_C03_003M,S2408_C04_003E,S2408_C04_003M,S2408_C05_003E,S2408_C05_003M,S2408_C01_004E,S2408_C01_004M,S2408_C02_004E,S2408_C02_004M,S2408_C03_004E,S2408_C03_004M,S2408_C04_004E,S2408_C04_004M,S2408_C05_004E,S2408_C05_004M,S2408_C01_005E,S2408_C01_005M,S2408_C02_005E,S2408_C02_005M,S2408_C03_005E,S2408_C03_005M,S2408_C04_005E,S2408_C04_005M,S2408_C05_005E,S2408_C05_005M,S2408_C01_006E,S2408_C01_006M,S2408_C02_006E,S2408_C02_006M,S2408_C03_006E,S2408_C03_006M,S2408_C04_006E,S2408_C04_006M,S2408_C05_006E,S2408_C05_006M,S2408_C01_007E,S2408_C01_007M,S2408_C02_007E,S2408_C02_007M,S2408_C03_007E,S2408_C03_007M,S2408_C04_007E,S2408_C04_007M,S2408_C05_007E,S2408_C05_007M,S2408_C01_008E,S2408_C01_008M,S2408_C02_008E,S2408_C02_008M,S2408_C03_008E,S2408_C03_008M,S2408_C04_008E,S2408_C04_008M,S2408_C05_008E,S2408_C05_008M,S2408_C01_009E,S2408_C01_009M,S2408_C02_009E,S2408_C02_009M,S2408_C03_009E,S2408_C03_009M,S2408_C04_009E,S2408_C04_009M,S2408_C05_009E,S2408_C05_009M,NAME,S2408_C01_001MA,S2408_C01_001EA,S2408_C02_001MA,S2408_C02_001EA,S2408_C03_001EA,S2408_C03_001MA,S2408_C04_001EA,S2408_C04_001MA,S2408_C05_001EA,S2408_C05_001MA,S2408_C01_002EA,S2408_C01_002MA,S2408_C02_002MA,S2408_C02_002EA,S2408_C03_002EA,S2408_C03_002MA,S2408_C04_002EA,S2408_C04_002MA,S2408_C05_002EA,S2408_C05_002MA,S2408_C01_003EA,S2408_C01_003MA,S2408_C02_003MA,S2408_C02_003EA,S2408_C03_003EA,S2408_C03_003MA,S2408_C04_003EA,S2408_C04_003MA,S2408_C05_003EA,S2408_C05_003MA,S2408_C01_004EA,S2408_C01_004MA,S2408_C02_004EA,S2408_C02_004MA,S2408_C03_004EA,S2408_C03_004MA,S2408_C04_004EA,S2408_C04_004MA,S2408_C05_004EA,S2408_C05_004MA,S2408_C01_005EA,S2408_C01_005MA,S2408_C02_005EA,S2408_C02_005MA,S2408_C03_005MA,S2408_C03_005EA,S2408_C04_005EA,S2408_C04_005MA,S2408_C05_005EA,S2408_C05_005MA,S2408_C01_006EA,S2408_C01_006MA,S2408_C02_006EA,S2408_C02_006MA,S2408_C03_006EA,S2408_C03_006MA,S2408_C04_006EA,S2408_C04_006MA,S2408_C05_006EA,S2408_C05_006MA,S2408_C01_007EA,S2408_C01_007MA,S2408_C02_007MA,S2408_C02_007EA,S2408_C03_007EA,S2408_C03_007MA,S2408_C04_007EA,S2408_C04_007MA,S2408_C05_007EA,S2408_C05_007MA,S2408_C01_008EA,S2408_C01_008MA,S2408_C02_008MA,S2408_C02_008EA,S2408_C03_008EA,S2408_C03_008MA,S2408_C04_008EA,S2408_C04_008MA,S2408_C05_008EA,S2408_C05_008MA,S2408_C01_009EA,S2408_C01_009MA,S2408_C02_009EA,S2408_C02_009MA,S2408_C03_009EA,S2408_C03_009MA,S2408_C04_009EA,S2408_C04_009MA,S2408_C05_009MA,S2408_C05_009EA,state
0400000US28,1231410,12050,629101,7638,51.1,0.5,602309,8808,48.9,0.5,869421,13954,468038,8679,53.8,0.7,401383,9478,46.2,0.7,837825,14138,445355,8629,53.2,0.7,392470,9511,46.8,0.7,31596,3248,22683,2501,71.8,3.4,8913,1453,28.2,3.4,68094,4492,22810,2409,33.5,3.2,45284,4014,66.5,3.2,70806,5669,31540,3413,44.5,3.4,39266,4082,55.5,3.4,115230,6202,40375,3377,35.0,2.2,74855,4779,65.0,2.2,37242,3031,21155,2375,56.8,3.9,16087,1815,43.2,3.9,70617,4882,45183,3873,64.0,3.5,25434,3109,36.0,3.5,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1822551,11469,936481,7439,51.4,0.3,886070,9192,48.6,0.3,1310556,11910,719151,7599,54.9,0.5,591405,10044,45.1,0.5,1244901,12230,671519,7459,53.9,0.5,573382,10349,46.1,0.5,65655,4311,47632,3757,72.5,2.8,18023,2070,27.5,2.8,177239,7024,58595,3829,33.1,1.7,118644,5631,66.9,1.7,130873,5894,49246,3495,37.6,2.0,81627,4324,62.4,2.0,65281,3911,28876,2483,44.2,2.8,36405,2835,55.8,2.8,26110,2655,14856,2023,56.9,5.2,11254,1794,43.1,5.2,112492,5680,65757,4151,58.5,2.4,46735,3659,41.5,2.4,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,13491168,36714,7327839,23191,54.3,0.1,6163329,29239,45.7,0.1,10083800,37657,5751820,28916,57.0,0.2,4331980,28251,43.0,0.2,9682392,37525,5476770,28223,56.6,0.2,4205622,29058,43.4,0.2,401408,12142,275050,9117,68.5,1.2,126358,6286,31.5,1.2,753432,18286,266624,12046,35.4,1.1,486808,12422,64.6,1.1,848271,19063,345208,12576,40.7,1.0,503063,12111,59.3,1.0,600316,12623,225778,8192,37.6,1.2,374538,11278,62.4,1.2,262841,11019,147848,7402,56.2,1.7,114993,6810,43.8,1.7,942508,20122,590561,16529,62.7,1.1,351947,12197,37.3,1.1,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US16,806802,8736,437906,6880,54.3,0.6,368896,6420,45.7,0.6,578777,10200,333233,7134,57.6,0.9,245544,7206,42.4,0.9,541948,10403,308256,7061,56.9,0.9,233692,7166,43.1,0.9,36829,3324,24977,2682,67.8,3.7,11852,1703,32.2,3.7,57460,4928,21294,2311,37.1,3.1,36166,3871,62.9,3.1,51334,4098,20020,2525,39.0,3.4,31314,2860,61.0,3.4,39129,3245,17587,2222,44.9,4.2,21542,2431,55.1,4.2,20640,2262,11981,1741,58.0,5.4,8659,1436,42.0,5.4,59462,4268,33791,2893,56.8,3.8,25671,3232,43.2,3.8,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US24,3090469,17099,1564335,11187,50.6,0.2,1526134,11069,49.4,0.2,1993969,20715,1066478,14544,53.5,0.4,927491,11316,46.5,0.4,1892587,20156,1000212,13773,52.8,0.4,892375,11299,47.2,0.4,101382,4992,66266,4238,65.4,2.4,35116,2897,34.6,2.4,298136,10203,107309,5377,36.0,1.1,190827,6752,64.0,1.1,216553,8074,85758,5508,39.6,1.9,130795,5935,60.4,1.9,131731,6693,60448,3860,45.9,2.2,71283,4948,54.1,2.2,293631,8742,156398,6527,53.3,1.5,137233,5772,46.7,1.5,156449,7611,87944,5582,56.2,1.7,68505,3669,43.8,1.7,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US35,875151,10010,458366,6917,52.4,0.5,416785,6445,47.6,0.5,573006,10347,316646,7561,55.3,0.8,256360,6425,44.7,0.8,544279,10203,296932,7819,54.6,0.9,247347,6167,45.4,0.9,28727,2938,19714,2240,68.6,3.7,9013,1430,31.4,3.7,54647,4685,20631,2935,37.8,3.5,34016,2979,62.2,3.5,67395,4186,28862,2856,42.8,3.1,38533,3023,57.2,3.1,64530,3655,24718,2593,38.3,3.0,39812,2719,61.7,3.0,54211,4033,32393,3284,59.8,3.8,21818,2512,40.2,3.8,61362,4643,35116,3527,57.2,3.2,26246,2598,42.8,3.2,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US01,2094271,16868,1088629,11103,52.0,0.4,1005642,11376,48.0,0.4,1528540,18006,837694,12669,54.8,0.6,690846,12368,45.2,0.6,1463276,17394,790452,12378,54.0,0.6,672824,11847,46.0,0.6,65264,4328,47242,3134,72.4,2.5,18022,2252,27.6,2.5,132434,6628,44209,3406,33.4,2.2,88225,5560,66.6,2.2,131076,6563,56445,4137,43.1,2.3,74631,4823,56.9,2.3,116887,6454,41596,3747,35.6,2.3,75291,4647,64.4,2.3,65019,3968,36402,2706,56.0,3.6,28617,3306,44.0,3.6,120315,6338,72283,5278,60.1,2.8,48032,4077,39.9,2.8,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US47,3133153,20537,1627343,12371,51.9,0.3,1505810,13594,48.1,0.3,2290147,20732,1232407,12385,53.8,0.4,1057740,15180,46.2,0.4,2219479,21008,1184162,12540,53.4,0.4,1035317,15010,46.6,0.4,70668,4231,48245,3353,68.3,2.6,22423,2325,31.7,2.6,226817,7972,82671,4991,36.4,1.7,144146,5993,63.6,1.7,206906,8336,88499,5268,42.8,1.7,118407,5744,57.2,1.7,123250,6073,45611,3866,37.0,2.4,77639,4652,63.0,2.4,71462,5261,42154,4117,59.0,3.1,29308,2804,41.0,3.1,214571,8165,136001,6611,63.4,1.7,78570,4463,36.6,1.7,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US50,330947,5124,164358,3378,49.7,0.6,166589,3159,50.3,0.6,201259,5695,112756,3364,56.0,1.1,88503,3728,44.0,1.1,186285,6017,103329,3509,55.5,1.2,82956,3920,44.5,1.2,14974,1950,9427,1434,63.0,4.6,5547,980,37.0,4.6,52473,2981,16295,1499,31.1,2.4,36178,2517,68.9,2.4,22293,2554,7276,1114,32.6,4.3,15017,2156,67.4,4.3,15531,1677,6752,952,43.5,4.4,8779,1207,56.5,4.4,6894,1047,3447,716,50.0,7.7,3447,774,50.0,7.7,32497,2987,17832,1685,54.9,3.3,14665,1949,45.1,3.3,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1446090,11002,771040,8305,53.3,0.4,675050,7907,46.7,0.4,1145493,11371,631932,8059,55.2,0.6,513561,9199,44.8,0.6,1096759,12044,601598,8698,54.9,0.6,495161,9371,45.1,0.6,48734,4010,30334,2937,62.2,3.1,18400,2130,37.8,3.1,49753,4077,17939,2027,36.1,2.9,31814,2992,63.9,2.9,88395,5097,37015,3348,41.9,2.6,51380,3469,58.1,2.6,46208,3212,19175,2071,41.5,2.8,27033,2013,58.5,2.8,31682,3390,18134,2223,57.2,5.0,13548,2367,42.8,5.0,84559,5448,46845,3404,55.4,2.6,37714,3522,44.6,2.6,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
