GEO_ID,S2406_C01_001E,S2406_C01_001M,S2406_C02_001E,S2406_C02_001M,S2406_C03_001E,S2406_C03_001M,S2406_C04_001E,S2406_C04_001M,S2406_C05_001E,S2406_C05_001M,S2406_C06_001E,S2406_C06_001M,S2406_C01_002E,S2406_C01_002M,S2406_C02_002E,S2406_C02_002M,S2406_C03_002E,S2406_C03_002M,S2406_C04_002E,S2406_C04_002M,S2406_C05_002E,S2406_C05_002M,S2406_C06_002E,S2406_C06_002M,S2406_C01_003E,S2406_C01_003M,S2406_C02_003E,S2406_C02_003M,S2406_C03_003E,S2406_C03_003M,S2406_C04_003E,S2406_C04_003M,S2406_C05_003E,S2406_C05_003M,S2406_C06_003E,S2406_C06_003M,S2406_C01_004E,S2406_C01_004M,S2406_C02_004E,S2406_C02_004M,S2406_C03_004E,S2406_C03_004M,S2406_C04_004E,S2406_C04_004M,S2406_C05_004E,S2406_C05_004M,S2406_C06_004E,S2406_C06_004M,S2406_C01_005E,S2406_C01_005M,S2406_C02_005E,S2406_C02_005M,S2406_C03_005E,S2406_C03_005M,S2406_C04_005E,S2406_C04_005M,S2406_C05_005E,S2406_C05_005M,S2406_C06_005E,S2406_C06_005M,S2406_C01_006E,S2406_C01_006M,S2406_C02_006E,S2406_C02_006M,S2406_C03_006E,S2406_C03_006M,S2406_C04_006E,S2406_C04_006M,S2406_C05_006E,S2406_C05_006M,S2406_C06_006E,S2406_C06_006M,S2406_C01_007E,S2406_C01_007M,S2406_C02_007E,S2406_C02_007M,S2406_C03_007E,S2406_C03_007M,S2406_C04_007E,S2406_C04_007M,S2406_C05_007E,S2406_C05_007M,S2406_C06_007E,S2406_C06_007M,NAME,S2406_C01_001MA,S2406_C01_001EA,S2406_C02_001EA,S2406_C02_001MA,S2406_C03_001EA,S2406_C03_001MA,S2406_C04_001MA,S2406_C04_001EA,S2406_C05_001MA,S2406_C05_001EA,S2406_C06_001MA,S2406_C06_001EA,S2406_C01_002EA,S2406_C01_002MA,S2406_C02_002EA,S2406_C02_002MA,S2406_C03_002EA,S2406_C03_002MA,S2406_C04_002EA,S2406_C04_002MA,S2406_C05_002EA,S2406_C05_002MA,S2406_C06_002MA,S2406_C06_002EA,S2406_C01_003MA,S2406_C01_003EA,S2406_C02_003EA,S2406_C02_003MA,S2406_C03_003EA,S2406_C03_003MA,S2406_C04_003EA,S2406_C04_003MA,S2406_C05_003MA,S2406_C05_003EA,S2406_C06_003MA,S2406_C06_003EA,S2406_C01_004EA,S2406_C01_004MA,S2406_C02_004EA,S2406_C02_004MA,S2406_C03_004EA,S2406_C03_004MA,S2406_C04_004MA,S2406_C04_004EA,S2406_C05_004MA,S2406_C05_004EA,S2406_C06_004EA,S2406_C06_004MA,S2406_C01_005EA,S2406_C01_005MA,S2406_C02_005EA,S2406_C02_005MA,S2406_C03_005MA,S2406_C03_005EA,S2406_C04_005MA,S2406_C04_005EA,S2406_C05_005MA,S2406_C05_005EA,S2406_C06_005EA,S2406_C06_005MA,S2406_C01_006EA,S2406_C01_006MA,S2406_C02_006EA,S2406_C02_006MA,S2406_C03_006MA,S2406_C03_006EA,S2406_C04_006MA,S2406_C04_006EA,S2406_C05_006MA,S2406_C05_006EA,S2406_C06_006EA,S2406_C06_006MA,S2406_C01_007EA,S2406_C01_007MA,S2406_C02_007EA,S2406_C02_007MA,S2406_C03_007MA,S2406_C03_007EA,S2406_C04_007MA,S2406_C04_007EA,S2406_C05_007MA,S2406_C05_007EA,S2406_C06_007EA,S2406_C06_007MA,state
0400000US02,345769,4933,54.4,1.3,3.9,0.6,9.6,0.9,25.3,1.3,6.8,0.6,130611,4695,38.5,2.0,5.5,1.3,15.1,1.6,34.6,2.1,6.3,0.9,63120,2827,58.3,3.3,3.4,1.7,8.5,2.0,22.0,3.0,7.8,1.8,69643,3799,64.1,3.2,2.5,0.9,8.5,2.0,20.3,2.8,4.6,1.3,39585,3526,60.7,4.1,2.9,1.6,3.1,1.4,19.8,3.8,13.5,2.5,42810,3576,75.4,3.5,2.7,1.8,2.7,1.2,15.4,2.5,3.8,1.4,11.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),02
0400000US23,678540,6859,61.2,1.0,4.3,0.4,13.9,0.6,12.5,0.6,8.1,0.5,253718,6388,46.3,1.4,4.9,0.7,23.8,1.3,18.6,1.1,6.4,0.7,124578,5431,62.6,2.2,1.8,0.5,14.0,1.7,11.8,1.5,9.9,1.4,145515,5690,72.9,1.8,4.5,1.0,9.6,1.0,9.5,1.2,3.5,0.7,70310,3602,61.7,2.7,8.3,1.2,1.2,0.6,5.9,1.2,22.9,2.6,84419,4083,83.2,2.3,2.7,0.9,2.3,0.9,5.8,1.4,6.0,1.1,9.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23
0400000US37,4870838,24880,69.9,0.4,3.7,0.2,6.9,0.2,14.0,0.3,5.5,0.2,1868589,19530,56.9,0.7,4.6,0.3,12.4,0.4,21.4,0.5,4.7,0.2,846977,17519,69.1,1.0,2.4,0.3,5.0,0.4,14.8,0.8,8.8,0.6,1000416,17599,77.8,0.7,4.2,0.3,4.8,0.4,9.2,0.5,4.0,0.3,439193,11431,77.3,1.2,4.6,0.6,1.0,0.3,6.1,0.7,11.0,0.8,715663,14560,89.0,0.7,1.7,0.2,1.5,0.3,5.0,0.6,2.8,0.4,14.1,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),37
0400000US29,2921599,15183,69.7,0.5,3.0,0.2,9.9,0.3,11.6,0.3,5.8,0.2,1099527,14156,57.5,0.9,3.8,0.3,17.5,0.6,16.4,0.6,4.9,0.3,493787,11379,67.3,1.1,2.1,0.4,8.8,0.7,13.8,0.8,8.1,0.7,643014,12348,77.2,0.8,2.9,0.3,6.0,0.4,9.2,0.5,4.6,0.4,254608,8376,75.4,1.2,4.0,0.6,1.5,0.4,5.9,0.6,13.2,0.9,430663,9381,89.2,0.8,1.4,0.3,2.8,0.4,3.4,0.4,3.3,0.4,12.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29
0400000US42,6248945,20258,70.2,0.3,2.9,0.1,11.6,0.2,10.1,0.2,5.3,0.1,2420543,21671,57.7,0.5,3.8,0.2,19.9,0.4,13.5,0.3,5.2,0.2,1083155,16452,70.4,0.8,1.8,0.2,9.9,0.5,12.1,0.6,5.8,0.3,1318028,16399,77.6,0.6,2.8,0.2,7.5,0.4,8.1,0.3,4.0,0.3,503752,9951,75.6,0.8,4.0,0.4,2.0,0.3,6.2,0.5,12.1,0.7,923467,14907,89.0,0.6,1.3,0.1,2.7,0.3,3.5,0.3,3.5,0.3,14.4,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),42
0400000US26,4708456,17829,72.3,0.3,3.5,0.1,9.3,0.2,10.0,0.2,5.0,0.1,1717417,15959,60.3,0.6,4.6,0.2,15.8,0.5,14.7,0.4,4.6,0.2,839208,13501,70.6,1.0,2.0,0.2,8.6,0.5,11.9,0.6,6.9,0.4,987180,13519,77.5,0.6,3.7,0.3,6.8,0.4,8.4,0.3,3.5,0.2,368162,9060,77.6,1.0,5.4,0.5,1.6,0.3,3.7,0.4,11.8,0.7,796489,13298,91.0,0.4,1.4,0.2,2.4,0.3,3.0,0.3,2.3,0.2,12.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26
0400000US31,999347,7730,66.4,0.6,3.9,0.2,9.2,0.4,13.6,0.5,6.9,0.3,381088,7625,51.1,1.0,4.9,0.5,15.9,0.8,20.5,1.0,7.6,0.6,165496,6589,64.8,1.9,2.7,0.5,7.9,0.9,15.0,1.4,9.5,1.0,209792,6491,76.4,1.5,3.8,0.6,6.3,0.8,9.7,0.8,3.8,0.6,101231,4533,75.2,1.7,4.8,0.9,1.6,0.5,7.0,1.1,11.3,1.2,141740,5420,88.4,1.3,2.2,0.5,2.3,0.5,4.1,0.8,3.0,0.6,15.0,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31
0400000US41,2029021,13461,66.0,0.6,4.2,0.2,9.3,0.4,13.1,0.4,7.4,0.3,808107,13058,51.5,1.0,5.6,0.4,15.3,0.7,19.8,0.8,7.8,0.5,365744,9794,66.0,1.3,2.1,0.4,7.1,0.8,14.1,1.1,10.7,0.9,412851,9607,74.9,1.1,4.0,0.5,6.8,0.7,9.0,0.7,5.2,0.6,188716,7642,79.1,1.7,4.7,0.8,2.4,0.6,4.3,0.8,9.4,1.2,253603,8619,87.4,1.2,2.5,0.6,2.7,0.6,3.6,0.6,3.8,0.7,12.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41
0400000US56,287436,5151,60.7,1.6,4.9,0.8,6.6,0.7,20.9,1.3,6.9,0.8,101136,4815,40.0,2.7,7.5,1.5,11.5,1.4,34.3,2.6,6.7,1.3,50974,3586,59.0,4.2,0.5,0.3,5.2,1.7,22.0,3.6,13.4,2.9,56088,3634,73.8,2.8,4.9,2.3,4.8,1.2,13.0,2.4,3.5,1.2,43588,3190,77.5,3.2,4.9,1.7,2.0,1.1,8.7,2.5,6.9,1.7,35650,3608,80.8,3.4,3.6,1.4,2.9,1.8,9.0,2.3,3.7,1.9,9.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),56
0400000US06,18930012,36894,68.5,0.2,3.5,0.1,6.5,0.1,13.1,0.2,8.4,0.1,7414643,41599,57.9,0.3,5.0,0.1,11.1,0.2,18.3,0.3,7.6,0.2,3514097,30109,66.1,0.6,2.0,0.1,4.0,0.2,16.3,0.4,11.6,0.3,3965290,30307,76.5,0.4,3.5,0.2,4.5,0.2,9.3,0.3,6.2,0.2,1711879,22573,77.7,0.6,2.9,0.3,1.5,0.2,5.3,0.3,12.7,0.5,2324103,26973,85.6,0.4,1.8,0.2,2.1,0.2,3.9,0.2,6.4,0.3,16.4,-888888888.0,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),06
