GEO_ID,S1602_C01_001E,S1602_C01_001M,S1602_C02_001E,S1602_C02_001M,S1602_C03_001E,S1602_C03_001M,S1602_C04_001E,S1602_C04_001M,S1602_C01_002E,S1602_C01_002M,S1602_C02_002E,S1602_C02_002M,S1602_C03_002E,S1602_C03_002M,S1602_C04_002E,S1602_C04_002M,S1602_C01_003E,S1602_C01_003M,S1602_C02_003E,S1602_C02_003M,S1602_C03_003E,S1602_C03_003M,S1602_C04_003E,S1602_C04_003M,S1602_C01_004E,S1602_C01_004M,S1602_C02_004E,S1602_C02_004M,S1602_C03_004E,S1602_C03_004M,S1602_C04_004E,S1602_C04_004M,S1602_C01_005E,S1602_C01_005M,S1602_C02_005E,S1602_C02_005M,S1602_C03_005E,S1602_C03_005M,S1602_C04_005E,S1602_C04_005M,NAME,S1602_C01_001EA,S1602_C01_001MA,S1602_C02_001MA,S1602_C02_001EA,S1602_C03_001MA,S1602_C03_001EA,S1602_C04_001MA,S1602_C04_001EA,S1602_C01_002EA,S1602_C01_002MA,S1602_C02_002EA,S1602_C02_002MA,S1602_C03_002MA,S1602_C03_002EA,S1602_C04_002MA,S1602_C04_002EA,S1602_C01_003EA,S1602_C01_003MA,S1602_C02_003EA,S1602_C02_003MA,S1602_C03_003EA,S1602_C03_003MA,S1602_C04_003MA,S1602_C04_003EA,S1602_C01_004MA,S1602_C01_004EA,S1602_C02_004EA,S1602_C02_004MA,S1602_C03_004EA,S1602_C03_004MA,S1602_C04_004EA,S1602_C04_004MA,S1602_C01_005MA,S1602_C01_005EA,S1602_C02_005MA,S1602_C02_005EA,S1602_C03_005MA,S1602_C03_005EA,S1602_C04_005EA,S1602_C04_005MA,state
0400000US28,1108630,9460,-888888888.0,-888888888.0,8634,1463,0.8,0.1,27187,2673,2.5,0.2,5577,1160,20.5,4.0,9687,1660,0.9,0.1,896,498,9.2,5.1,7802,1600,0.7,0.1,1668,591,21.4,6.9,4858,1027,0.4,0.1,493,436,10.1,8.2,Mississippi,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1378091,6923,-888888888.0,-888888888.0,76759,4778,5.6,0.3,173465,4800,12.6,0.3,45147,3597,26.0,1.8,117025,4901,8.5,0.3,23178,2680,19.8,2.0,33803,2283,2.5,0.2,7631,1197,22.6,3.4,13019,1743,0.9,0.1,803,507,6.2,3.6,Connecticut,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,9776083,21679,-888888888.0,-888888888.0,765526,15110,7.8,0.2,2839817,18690,29.0,0.2,647951,14482,22.8,0.5,280284,9785,2.9,0.1,27592,3119,9.8,1.0,341107,8772,3.5,0.1,74099,4933,21.7,1.4,121417,6509,1.2,0.1,15884,2821,13.1,2.3,Texas,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US16,640270,5214,-888888888.0,-888888888.0,11776,1907,1.8,0.3,53882,3746,8.4,0.6,8523,1592,15.8,2.9,10594,1478,1.7,0.2,1235,664,11.7,5.7,8355,1483,1.3,0.2,1392,779,16.7,8.2,4588,1389,0.7,0.2,626,505,13.6,10.5,Idaho,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US24,2215935,9432,-888888888.0,-888888888.0,72971,4595,3.3,0.2,165227,4711,7.5,0.2,33513,2699,20.3,1.6,115401,4800,5.2,0.2,13858,1934,12.0,1.6,92489,3628,4.2,0.2,19056,2102,20.6,2.1,63667,4307,2.9,0.2,6544,1414,10.3,2.1,Maryland,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US35,794093,5137,-888888888.0,-888888888.0,46379,3446,5.8,0.4,245818,6017,31.0,0.7,37641,3365,15.3,1.4,11689,1577,1.5,0.2,941,452,8.1,3.7,10678,1665,1.3,0.2,1682,604,15.8,5.9,43148,2250,5.4,0.3,6115,879,14.2,2.1,New Mexico,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US01,1855184,11821,-888888888.0,-888888888.0,23376,2790,1.3,0.2,60126,3479,3.2,0.2,14268,2068,23.7,3.5,23943,2351,1.3,0.1,2555,904,10.7,3.6,17803,1790,1.0,0.1,5424,1170,30.5,6.0,5515,1456,0.3,0.1,1129,571,20.5,9.3,Alabama,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US47,2603140,11640,-888888888.0,-888888888.0,38476,3604,1.5,0.1,106085,4056,4.1,0.2,24334,2531,22.9,2.3,39370,2909,1.5,0.1,3189,1069,8.1,2.7,32679,2502,1.3,0.1,6438,1245,19.7,3.7,19377,2875,0.7,0.1,4515,1431,23.3,6.3,Tennessee,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US50,261373,3502,-888888888.0,-888888888.0,2455,954,0.9,0.4,4238,736,1.6,0.3,186,188,4.4,4.4,11457,1293,4.4,0.5,1779,877,15.5,7.1,2829,921,1.1,0.3,490,320,17.3,10.5,773,426,0.3,0.2,0,157,0.0,12.4,Vermont,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,-888888888.0,-888888888.0,66013,4291,5.8,0.4,221237,4532,19.6,0.4,45711,3165,20.7,1.4,40550,3134,3.6,0.3,4018,902,9.9,2.2,76168,2621,6.7,0.2,13442,1896,17.6,2.4,15694,2297,1.4,0.2,2842,1082,18.1,6.1,Nevada,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,-888888888.0,-888888888.0,3214,1122,0.4,0.2,11286,1655,1.5,0.2,1463,818,13.0,6.8,7749,1230,1.1,0.2,623,400,8.0,4.9,3982,858,0.5,0.1,965,582,24.2,12.2,1589,582,0.2,0.1,163,183,10.3,11.1,West Virginia,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,-888888888.0,-888888888.0,29516,2461,2.0,0.2,102791,3219,6.9,0.2,19563,2114,19.0,2.0,19452,2225,1.3,0.1,1624,635,8.3,3.1,24941,1825,1.7,0.1,6906,1105,27.7,4.5,16088,1643,1.1,0.1,1423,638,8.8,4.1,Oklahoma,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,-888888888.0,-888888888.0,34918,2356,1.5,0.1,111344,4552,4.7,0.2,21135,2084,19.0,1.7,55736,3280,2.3,0.1,5456,987,9.8,1.6,37351,2274,1.6,0.1,7426,1060,19.9,2.7,11008,1714,0.5,0.1,901,420,8.2,3.5,Wisconsin,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,-888888888.0,-888888888.0,808970,11486,68.6,0.7,1124245,10102,95.3,0.3,808370,11488,71.9,0.7,1351,460,0.1,0.1,345,236,25.5,14.6,545,329,0.0,0.1,255,246,46.8,32.1,56,92,0.0,0.1,0,228,0.0,100.0,Puerto Rico,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US20,1133408,7193,-888888888.0,-888888888.0,30991,2800,2.7,0.2,86183,3048,7.6,0.3,21233,2035,24.6,2.3,20628,2058,1.8,0.2,2126,754,10.3,3.5,24065,1706,2.1,0.1,6267,1249,26.0,4.6,7604,1874,0.7,0.2,1365,779,18.0,8.7,Kansas,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US51,3175524,13138,-888888888.0,-888888888.0,82996,5174,2.6,0.2,222303,6009,7.0,0.2,40767,3645,18.3,1.6,133264,5427,4.2,0.2,10766,1679,8.1,1.2,127779,4806,4.0,0.1,25291,2683,19.8,1.9,53348,3623,1.7,0.1,6172,1578,11.6,2.8,Virginia,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,-888888888.0,-888888888.0,4271,1210,1.3,0.4,8539,1623,2.7,0.5,524,252,6.1,2.8,10426,1640,3.3,0.5,2256,909,21.6,8.0,2981,929,0.9,0.3,516,454,17.3,14.4,6676,1323,2.1,0.4,975,658,14.6,9.1,North Dakota,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US34,3249567,9867,-888888888.0,-888888888.0,225681,7638,6.9,0.2,527360,6831,16.2,0.2,131497,6654,24.9,1.2,306954,8607,9.4,0.3,49110,3799,16.0,1.1,171717,4865,5.3,0.1,36408,3105,21.2,1.8,63023,4510,1.9,0.1,8666,1770,13.8,2.6,New Jersey,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,4685447,12486,-888888888.0,-888888888.0,69062,4488,1.5,0.1,130530,4937,2.8,0.1,23854,2414,18.3,1.9,138850,6433,3.0,0.1,20746,1911,14.9,1.3,65099,3633,1.4,0.1,13391,2043,20.6,2.7,49765,4165,1.1,0.1,11071,2173,22.2,3.7,Ohio,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US45,1927991,12233,-888888888.0,-888888888.0,25922,3099,1.3,0.2,90050,4841,4.7,0.2,17480,2510,19.4,2.7,38270,3152,2.0,0.2,3680,1087,9.6,2.6,20501,2219,1.1,0.1,4323,1155,21.1,5.0,5976,1411,0.3,0.1,439,515,7.3,8.2,South Carolina,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US13,3803012,14400,-888888888.0,-888888888.0,108028,6361,2.8,0.2,283682,7053,7.5,0.2,63501,4772,22.4,1.6,115208,6080,3.0,0.2,14227,2748,12.3,2.3,97949,4762,2.6,0.1,25313,2759,25.8,2.7,41408,3506,1.1,0.1,4987,1394,12.0,3.2,Georgia,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US08,2176757,7548,-888888888.0,-888888888.0,59737,4563,2.7,0.2,249918,8000,11.5,0.4,38904,3824,15.6,1.4,73960,4236,3.4,0.2,7026,1774,9.5,2.4,46041,2785,2.1,0.1,9175,1426,19.9,3.0,20756,2053,1.0,0.1,4632,1234,22.3,5.5,Colorado,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US15,455309,4541,-888888888.0,-888888888.0,26722,2491,5.9,0.5,16901,1965,3.7,0.4,1034,594,6.1,3.3,8988,1564,2.0,0.3,605,295,6.7,3.1,121856,4823,26.8,1.0,24328,2508,20.0,1.8,6574,1203,1.4,0.3,755,470,11.5,7.0,Hawaii,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,345449,3406,-888888888.0,-888888888.0,4933,1133,1.4,0.3,9061,1328,2.6,0.4,1508,586,16.6,6.3,6976,1103,2.0,0.3,901,536,12.9,7.1,2749,695,0.8,0.2,1135,487,41.3,13.7,8113,1123,2.3,0.3,1389,612,17.1,7.1,South Dakota,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US18,2599169,10447,-888888888.0,-888888888.0,42711,3664,1.6,0.1,123920,4467,4.8,0.2,23136,2622,18.7,2.1,64789,4473,2.5,0.2,7570,1695,11.7,2.4,39266,2904,1.5,0.1,10481,1944,26.7,4.1,13974,1973,0.5,0.1,1524,762,10.9,5.3,Indiana,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,-888888888.0,-888888888.0,23680,2314,1.4,0.1,50020,2669,2.9,0.2,12158,1577,24.3,3.2,27527,2517,1.6,0.1,4217,910,15.3,3.1,18295,2027,1.1,0.1,5289,1144,28.9,6.1,9205,1898,0.5,0.1,2016,867,21.9,7.6,Kentucky,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,-888888888.0,-888888888.0,33282,3205,1.9,0.2,69827,3861,4.0,0.2,21593,3000,30.9,3.8,68856,3865,4.0,0.2,4876,1214,7.1,1.8,22545,1993,1.3,0.1,5881,1215,26.1,5.4,8657,1907,0.5,0.1,932,510,10.8,6.0,Louisiana,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US53,2895575,9139,-888888888.0,-888888888.0,109822,5296,3.8,0.2,229247,5989,7.9,0.2,41429,3690,18.1,1.6,135534,5376,4.7,0.2,16901,2023,12.5,1.4,200134,5161,6.9,0.2,42150,3029,21.1,1.4,39465,3378,1.4,0.1,9342,2004,23.7,4.3,Washington,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US17,4864864,12677,-888888888.0,-888888888.0,213906,6393,4.4,0.1,580936,8095,11.9,0.2,106040,5313,18.3,0.9,319215,8013,6.6,0.2,64472,4028,20.2,1.1,161575,4306,3.3,0.1,35169,2867,21.8,1.8,55883,3770,1.1,0.1,8225,1481,14.7,2.6,Illinois,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,-888888888.0,-888888888.0,24538,2711,1.9,0.2,51933,2582,4.1,0.2,9270,1449,17.8,2.7,28857,2749,2.3,0.2,4254,1286,14.7,4.2,22013,2056,1.7,0.2,6596,1429,30.0,5.5,11646,1810,0.9,0.1,4418,1391,37.9,9.3,Iowa,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,-888888888.0,-888888888.0,7398,1774,1.4,0.3,15941,1551,3.0,0.3,2636,999,16.5,6.2,26550,2445,5.0,0.5,2910,1029,11.0,3.5,8723,1080,1.6,0.2,1543,648,17.7,6.9,2504,707,0.5,0.1,309,294,12.3,11.2,New Hampshire,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US44,406573,4965,-888888888.0,-888888888.0,22880,2490,5.6,0.6,47502,2546,11.7,0.6,14870,2227,31.3,3.9,33311,2561,8.2,0.6,5430,1137,16.3,3.3,8411,1272,2.1,0.3,2063,781,24.5,8.3,3455,911,0.8,0.2,517,496,15.0,12.7,Rhode Island,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US05,1156347,7393,-888888888.0,-888888888.0,17746,2347,1.5,0.2,58398,3052,5.1,0.3,12863,2046,22.0,3.3,12580,1957,1.1,0.2,872,545,6.9,4.3,15322,1638,1.3,0.1,3795,1179,24.8,7.0,2037,779,0.2,0.1,216,211,10.6,9.6,Arkansas,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,-888888888.0,-888888888.0,8005,1508,2.2,0.4,22747,1623,6.2,0.4,4299,1148,18.9,4.9,12433,1813,3.4,0.5,1358,579,10.9,4.3,9011,1380,2.5,0.4,2285,841,25.4,8.2,3034,990,0.8,0.3,63,81,2.1,2.8,Delaware,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,-888888888.0,-888888888.0,48498,4041,2.2,0.2,84383,3438,3.8,0.2,13981,2062,16.6,2.3,60506,3179,2.8,0.1,6115,1279,10.1,2.1,62777,2511,2.9,0.1,12926,1694,20.6,2.5,55893,3626,2.5,0.2,15476,2409,27.7,3.9,Minnesota,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,-888888888.0,-888888888.0,1423,646,0.3,0.1,10836,1858,2.5,0.4,311,231,2.9,2.1,8710,1305,2.0,0.3,555,395,6.4,4.5,2822,777,0.7,0.2,355,350,12.6,11.3,3429,858,0.8,0.2,202,170,5.9,4.7,Montana,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US04,2614298,11305,-888888888.0,-888888888.0,103776,5230,4.0,0.2,524630,8315,20.1,0.3,75740,4967,14.4,0.9,76322,4580,2.9,0.2,6192,1289,8.1,1.6,66074,3928,2.5,0.1,9921,1413,15.0,2.2,71859,3230,2.7,0.1,11923,1372,16.6,1.9,Arizona,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US12,7809358,20825,-888888888.0,-888888888.0,541169,10906,6.9,0.1,1661650,15643,21.3,0.2,431917,10190,26.0,0.6,458180,12140,5.9,0.2,77480,4677,16.9,0.9,138749,5311,1.8,0.1,23937,2926,17.3,1.8,63283,3790,0.8,0.1,7835,1658,12.4,2.4,Florida,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2624294,8879,-888888888.0,-888888888.0,158851,6676,6.1,0.3,250504,4400,9.5,0.2,71319,4263,28.5,1.6,276176,9116,10.5,0.3,51071,4430,18.5,1.4,115372,3735,4.4,0.1,30149,2883,26.1,2.4,39584,3330,1.5,0.1,6312,1383,15.9,3.2,Massachusetts,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,287476,2752,-888888888.0,-888888888.0,10283,1851,3.6,0.6,24236,2180,8.4,0.8,6476,1609,26.7,5.7,14625,1841,5.1,0.6,866,465,5.9,3.1,7883,981,2.7,0.3,1849,541,23.5,6.7,7677,1666,2.7,0.6,1092,525,14.2,5.7,District of Columbia,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,998891,5079,-888888888.0,-888888888.0,22477,2587,2.3,0.3,119479,3804,12.0,0.4,14903,2396,12.5,2.0,34655,2712,3.5,0.3,2598,831,7.5,2.4,27832,2010,2.8,0.2,3844,1038,13.8,3.4,9016,1227,0.9,0.1,1132,619,12.6,6.5,Utah,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
