GEO_ID,S2901_C01_001E,S2901_C01_001M,S2901_C02_001E,S2901_C02_001M,S2901_C01_002E,S2901_C01_002M,S2901_C02_002E,S2901_C02_002M,S2901_C01_003E,S2901_C01_003M,S2901_C02_003E,S2901_C02_003M,S2901_C01_004E,S2901_C01_004M,S2901_C02_004E,S2901_C02_004M,S2901_C01_005E,S2901_C01_005M,S2901_C02_005E,S2901_C02_005M,S2901_C01_006E,S2901_C01_006M,S2901_C02_006E,S2901_C02_006M,S2901_C01_007E,S2901_C01_007M,S2901_C02_007E,S2901_C02_007M,S2901_C01_008E,S2901_C01_008M,S2901_C02_008E,S2901_C02_008M,S2901_C01_009E,S2901_C01_009M,S2901_C02_009E,S2901_C02_009M,S2901_C01_010E,S2901_C01_010M,S2901_C02_010E,S2901_C02_010M,S2901_C01_011E,S2901_C01_011M,S2901_C02_011E,S2901_C02_011M,S2901_C01_012E,S2901_C01_012M,S2901_C02_012E,S2901_C02_012M,S2901_C01_013E,S2901_C01_013M,S2901_C02_013E,S2901_C02_013M,S2901_C01_014E,S2901_C01_014M,S2901_C02_014E,S2901_C02_014M,S2901_C01_015E,S2901_C01_015M,S2901_C02_015E,S2901_C02_015M,S2901_C01_016E,S2901_C01_016M,S2901_C02_016E,S2901_C02_016M,S2901_C01_017E,S2901_C01_017M,S2901_C02_017E,S2901_C02_017M,S2901_C01_018E,S2901_C01_018M,S2901_C02_018E,S2901_C02_018M,S2901_C01_019E,S2901_C01_019M,S2901_C02_019E,S2901_C02_019M,S2901_C01_020E,S2901_C01_020M,S2901_C02_020E,S2901_C02_020M,S2901_C01_021E,S2901_C01_021M,S2901_C02_021E,S2901_C02_021M,S2901_C01_022E,S2901_C01_022M,S2901_C02_022E,S2901_C02_022M,S2901_C01_023E,S2901_C01_023M,S2901_C02_023E,S2901_C02_023M,S2901_C01_024E,S2901_C01_024M,S2901_C02_024E,S2901_C02_024M,S2901_C01_025E,S2901_C01_025M,S2901_C02_025E,S2901_C02_025M,S2901_C01_026E,S2901_C01_026M,S2901_C02_026E,S2901_C02_026M,S2901_C01_027E,S2901_C01_027M,S2901_C02_027E,S2901_C02_027M,S2901_C01_028E,S2901_C01_028M,S2901_C02_028E,S2901_C02_028M,S2901_C01_029E,S2901_C01_029M,S2901_C02_029E,S2901_C02_029M,NAME,S2901_C01_001EA,S2901_C01_001MA,S2901_C02_001EA,S2901_C02_001MA,S2901_C01_002MA,S2901_C01_002EA,S2901_C02_002MA,S2901_C02_002EA,S2901_C01_003EA,S2901_C01_003MA,S2901_C02_003EA,S2901_C02_003MA,S2901_C01_004EA,S2901_C01_004MA,S2901_C02_004EA,S2901_C02_004MA,S2901_C01_005EA,S2901_C01_005MA,S2901_C02_005EA,S2901_C02_005MA,S2901_C01_006EA,S2901_C01_006MA,S2901_C02_006EA,S2901_C02_006MA,S2901_C01_007MA,S2901_C01_007EA,S2901_C02_007MA,S2901_C02_007EA,S2901_C01_008EA,S2901_C01_008MA,S2901_C02_008EA,S2901_C02_008MA,S2901_C01_009EA,S2901_C01_009MA,S2901_C02_009EA,S2901_C02_009MA,S2901_C01_010EA,S2901_C01_010MA,S2901_C02_010MA,S2901_C02_010EA,S2901_C01_011EA,S2901_C01_011MA,S2901_C02_011EA,S2901_C02_011MA,S2901_C01_012EA,S2901_C01_012MA,S2901_C02_012MA,S2901_C02_012EA,S2901_C01_013MA,S2901_C01_013EA,S2901_C02_013MA,S2901_C02_013EA,S2901_C01_014EA,S2901_C01_014MA,S2901_C02_014EA,S2901_C02_014MA,S2901_C01_015EA,S2901_C01_015MA,S2901_C02_015MA,S2901_C02_015EA,S2901_C01_016EA,S2901_C01_016MA,S2901_C02_016EA,S2901_C02_016MA,S2901_C01_017EA,S2901_C01_017MA,S2901_C02_017EA,S2901_C02_017MA,S2901_C01_018EA,S2901_C01_018MA,S2901_C02_018MA,S2901_C02_018EA,S2901_C01_019MA,S2901_C01_019EA,S2901_C02_019EA,S2901_C02_019MA,S2901_C01_020EA,S2901_C01_020MA,S2901_C02_020EA,S2901_C02_020MA,S2901_C01_021EA,S2901_C01_021MA,S2901_C02_021EA,S2901_C02_021MA,S2901_C01_022EA,S2901_C01_022MA,S2901_C02_022EA,S2901_C02_022MA,S2901_C01_023EA,S2901_C01_023MA,S2901_C02_023MA,S2901_C02_023EA,S2901_C01_024MA,S2901_C01_024EA,S2901_C02_024EA,S2901_C02_024MA,S2901_C01_025EA,S2901_C01_025MA,S2901_C02_025EA,S2901_C02_025MA,S2901_C01_026EA,S2901_C01_026MA,S2901_C02_026EA,S2901_C02_026MA,S2901_C01_027EA,S2901_C01_027MA,S2901_C02_027EA,S2901_C02_027MA,S2901_C01_028MA,S2901_C01_028EA,S2901_C02_028EA,S2901_C02_028MA,S2901_C01_029EA,S2901_C01_029MA,S2901_C02_029MA,S2901_C02_029EA,state
0400000US02,532244,2539,-888888888,-888888888,127476,1829,24.0,0.3,144647,2629,27.2,0.5,174789,3032,32.8,0.5,85332,1468,16.0,0.3,279792,1890,52.6,0.3,252452,2008,47.4,0.3,368438,2822,69.2,0.5,17519,1558,3.3,0.3,26468,2068,5.0,0.4,-999999999,-999999999,-999999999.0,-999999999.0,4320,1128,0.8,0.2,6980,1974,1.3,0.4,33181,3446,6.2,0.6,31790,1004,6.0,0.2,349058,1415,65.6,0.3,10640,1693,2.0,0.3,26444,2293,5.0,0.4,160451,4824,30.1,0.9,148709,5567,27.9,1.0,41699,2807,7.8,0.5,89107,4177,16.7,0.8,55194,3489,10.4,0.6,495160,3690,93.0,0.5,144301,5756,27.1,1.1,519019,2513,-888888888,-888888888,51051,4246,9.8,0.8,467968,4584,90.2,0.8,74192,2305,-888888888,-888888888,Alaska,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US23,1070661,2844,-888888888,-888888888,181628,1434,17.0,0.1,227304,2280,21.2,0.2,388346,2124,36.3,0.2,273383,1126,25.5,0.1,518367,1899,48.4,0.2,552294,2632,51.6,0.2,1027268,1780,95.9,0.2,8276,1369,0.8,0.1,8429,998,0.8,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,2024,682,0.2,0.1,-999999999,-999999999,-999999999.0,-999999999.0,15070,911,1.4,0.1,1016354,1589,94.9,0.2,24600,2742,2.3,0.3,52524,3608,4.9,0.3,342506,7878,32.0,0.7,236725,6601,22.1,0.6,99301,4584,9.3,0.4,205198,5909,19.2,0.5,109807,4842,10.3,0.5,993537,5405,92.8,0.4,315005,7234,29.4,0.7,1043005,2857,-888888888,-888888888,114438,5297,11.0,0.5,928567,5834,89.0,0.5,55663,1300,-888888888,-888888888,Maine,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),23
0400000US37,7629700,14096,-888888888,-888888888,1605709,7813,21.0,0.1,1755720,9514,23.0,0.1,2604091,8508,34.1,0.1,1664180,4018,21.8,0.1,3634888,8791,47.6,0.1,3994812,8586,52.4,0.1,5476286,10058,71.8,0.1,1673716,9270,21.9,0.1,142490,5409,1.9,0.1,89491,2789,1.2,0.1,5707,1452,0.1,0.1,95928,6573,1.3,0.1,146082,8491,1.9,0.1,337941,8532,4.4,0.1,5266352,6375,69.0,0.1,200778,8608,2.6,0.1,584883,14362,7.7,0.2,2006153,22788,26.3,0.3,1837548,22826,24.1,0.3,734078,12640,9.6,0.2,1496734,19085,19.6,0.2,769526,15563,10.1,0.2,6844039,22125,89.7,0.2,2266260,23424,29.7,0.3,7392393,13959,-888888888,-888888888,866201,21714,11.7,0.3,6526192,24414,88.3,0.3,54729,557,-888888888,-888888888,North Carolina,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),37
0400000US29,4633370,7810,-888888888,-888888888,950969,4998,20.5,0.1,1091978,4726,23.6,0.1,1561209,4340,33.7,0.1,1029214,3500,22.2,0.1,2240784,5295,48.4,0.1,2392586,5182,51.6,0.1,3921613,6084,84.6,0.1,514289,4955,11.1,0.1,59828,3736,1.3,0.1,-999999999,-999999999,-999999999.0,-999999999.0,3951,889,0.1,0.1,27155,3164,0.6,0.1,84168,4450,1.8,0.1,123751,4419,2.7,0.1,3833132,3666,82.7,0.1,114124,5337,2.5,0.1,330937,9910,7.1,0.2,1425877,16159,30.8,0.3,1146249,16113,24.7,0.3,368097,9896,7.9,0.2,787128,12679,17.0,0.3,460958,9630,9.9,0.2,4188309,13745,90.4,0.2,1248086,14407,26.9,0.3,4485414,7751,-888888888,-888888888,517093,12062,11.5,0.3,3968321,15337,88.5,0.3,54647,757,-888888888,-888888888,Missouri,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),29
0400000US42,9781212,13540,-888888888,-888888888,1928161,6355,19.7,0.1,2170864,9448,22.2,0.1,3380076,6234,34.6,0.1,2302111,3963,23.5,0.1,4726343,8924,48.3,0.1,5054869,8755,51.7,0.1,8181887,14018,83.6,0.1,1013276,9113,10.4,0.1,232421,5732,2.4,0.1,14872,1703,0.2,0.1,-999999999,-999999999,-999999999.0,-999999999.0,172982,9776,1.8,0.1,162606,7197,1.7,0.1,527340,7857,5.4,0.1,7890171,7873,80.7,0.1,249112,9807,2.5,0.1,616418,12226,6.3,0.1,3438340,22901,35.2,0.2,1792444,19359,18.3,0.2,805992,13820,8.2,0.1,1798361,17954,18.4,0.2,1080545,16272,11.0,0.2,8915682,18202,91.2,0.1,2878906,22893,29.4,0.2,9433711,13108,-888888888,-888888888,1010716,18459,10.7,0.2,8422995,22650,89.3,0.2,61150,319,-888888888,-888888888,Pennsylvania,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),42
0400000US26,7542878,9218,-888888888,-888888888,1573334,5636,20.9,0.1,1653542,6678,21.9,0.1,2621192,5834,34.8,0.1,1694810,3271,22.5,0.1,3667806,7822,48.6,0.1,3875072,5841,51.4,0.1,6129604,9150,81.3,0.1,1007850,5564,13.4,0.1,154309,4672,2.0,0.1,39224,2451,0.5,0.1,2902,873,0.0,0.1,57772,5116,0.8,0.1,151217,6267,2.0,0.1,264843,5022,3.5,0.1,5943602,6221,78.8,0.1,161150,5719,2.1,0.1,499570,11514,6.6,0.2,2217910,19006,29.4,0.3,1950975,19107,25.9,0.2,689604,12890,9.1,0.2,1279897,16562,17.0,0.2,743772,12491,9.9,0.2,6882158,16067,91.2,0.2,2023669,19727,26.8,0.3,7368915,9119,-888888888,-888888888,905406,15995,12.3,0.2,6463509,19331,87.7,0.2,56669,406,-888888888,-888888888,Michigan,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),26
0400000US31,1380260,4447,-888888888,-888888888,296186,2239,21.5,0.1,337825,3071,24.5,0.2,445198,2700,32.3,0.2,301051,1532,21.8,0.1,679331,3218,49.2,0.1,700929,2838,50.8,0.1,1246241,3521,90.3,0.3,58693,2129,4.3,0.2,18750,1854,1.4,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,16792,2285,1.2,0.2,27502,3027,2.0,0.2,87039,3791,6.3,0.3,1182496,1695,85.7,0.3,32572,2968,2.4,0.2,68183,3529,4.9,0.3,364914,7738,26.4,0.6,349519,8485,25.3,0.6,144797,5074,10.5,0.4,283910,7509,20.6,0.5,136365,5090,9.9,0.4,1279505,6081,92.7,0.3,420275,9169,30.4,0.7,1338264,4341,-888888888,-888888888,130638,5710,9.8,0.4,1207626,7354,90.2,0.4,60399,804,-888888888,-888888888,Nebraska,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),31
0400000US41,3098171,10663,-888888888,-888888888,617912,5903,19.9,0.2,754771,7162,24.4,0.2,1002016,5260,32.3,0.2,723472,3745,23.4,0.1,1518467,6517,49.0,0.1,1579704,7051,51.0,0.1,2714328,8793,87.6,0.3,53328,2816,1.7,0.1,109489,4794,3.5,0.2,36118,2877,1.2,0.1,9176,1836,0.3,0.1,60962,6537,2.0,0.2,114770,5488,3.7,0.2,236661,7137,7.6,0.2,2563656,4106,82.7,0.3,58143,5726,1.9,0.2,185531,7450,6.0,0.2,727912,13804,23.5,0.4,853537,13246,27.5,0.4,281441,10761,9.1,0.3,633177,11339,20.4,0.4,358430,9013,11.6,0.3,2854497,13308,92.1,0.3,991607,13521,32.0,0.4,3041834,10711,-888888888,-888888888,343849,10783,11.3,0.4,2697985,15349,88.7,0.4,64276,1087,-888888888,-888888888,Oregon,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),41
0400000US56,433644,2221,-888888888,-888888888,86967,1666,20.1,0.4,106361,1762,24.5,0.4,144337,2205,33.3,0.5,95979,1485,22.1,0.3,219788,1828,50.7,0.4,213856,2112,49.3,0.4,404463,1936,93.3,0.5,-999999999,-999999999,-999999999.0,-999999999.0,2909,853,0.7,0.2,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,32683,1513,7.5,0.3,378267,1045,87.2,0.4,6797,1560,1.6,0.4,25914,2795,6.0,0.6,128479,5746,29.6,1.4,120333,5649,27.7,1.3,46062,3440,10.6,0.8,67939,4651,15.7,1.1,38120,3445,8.8,0.8,400933,3684,92.5,0.8,106059,4890,24.5,1.1,422610,2199,-888888888,-888888888,42105,4741,10.0,1.1,380505,4950,90.0,1.1,62108,1650,-888888888,-888888888,Wyoming,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),56
0400000US06,25838830,40891,-888888888,-888888888,6028864,17673,23.3,0.1,6358182,21639,24.6,0.1,8244326,22375,31.9,0.1,5207458,11947,20.2,0.1,12693335,24760,49.1,0.1,13145495,22193,50.9,0.1,16427059,47102,63.6,0.2,1733938,9966,6.7,0.1,3637615,22735,14.1,0.1,211862,7567,0.8,0.1,106796,4752,0.4,0.1,2664272,41366,10.3,0.2,1057288,20440,4.1,0.1,7863415,33542,30.4,0.1,11748576,12183,45.5,0.1,1147037,19109,4.4,0.1,1655142,22217,6.4,0.1,5700939,35514,22.1,0.1,6611903,44502,25.6,0.2,2158366,22462,8.4,0.1,5507471,40271,21.3,0.2,3057972,28907,11.8,0.1,23036651,43016,89.2,0.1,8565443,45974,33.1,0.2,25279607,41182,-888888888,-888888888,2587283,32298,10.2,0.1,22692324,50362,89.8,0.1,79296,481,-888888888,-888888888,California,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,(X),(X),06
