GEO_ID,S2418_C01_001E,S2418_C01_001M,S2418_C02_001E,S2418_C02_001M,S2418_C03_001E,S2418_C03_001M,S2418_C04_001E,S2418_C04_001M,S2418_C01_002E,S2418_C01_002M,S2418_C02_002E,S2418_C02_002M,S2418_C03_002E,S2418_C03_002M,S2418_C04_002E,S2418_C04_002M,S2418_C01_003E,S2418_C01_003M,S2418_C02_003E,S2418_C02_003M,S2418_C03_003E,S2418_C03_003M,S2418_C04_003E,S2418_C04_003M,S2418_C01_004E,S2418_C01_004M,S2418_C02_004E,S2418_C02_004M,S2418_C03_004E,S2418_C03_004M,S2418_C04_004E,S2418_C04_004M,S2418_C01_005E,S2418_C01_005M,S2418_C02_005E,S2418_C02_005M,S2418_C03_005E,S2418_C03_005M,S2418_C04_005E,S2418_C04_005M,S2418_C01_006E,S2418_C01_006M,S2418_C02_006E,S2418_C02_006M,S2418_C03_006E,S2418_C03_006M,S2418_C04_006E,S2418_C04_006M,S2418_C01_007E,S2418_C01_007M,S2418_C02_007E,S2418_C02_007M,S2418_C03_007E,S2418_C03_007M,S2418_C04_007E,S2418_C04_007M,S2418_C01_008E,S2418_C01_008M,S2418_C02_008E,S2418_C02_008M,S2418_C03_008E,S2418_C03_008M,S2418_C04_008E,S2418_C04_008M,S2418_C01_009E,S2418_C01_009M,S2418_C02_009E,S2418_C02_009M,S2418_C03_009E,S2418_C03_009M,S2418_C04_009E,S2418_C04_009M,NAME,S2418_C01_001MA,S2418_C01_001EA,S2418_C02_001EA,S2418_C02_001MA,S2418_C03_001EA,S2418_C03_001MA,S2418_C04_001MA,S2418_C04_001EA,S2418_C01_002MA,S2418_C01_002EA,S2418_C02_002EA,S2418_C02_002MA,S2418_C03_002EA,S2418_C03_002MA,S2418_C04_002EA,S2418_C04_002MA,S2418_C01_003EA,S2418_C01_003MA,S2418_C02_003EA,S2418_C02_003MA,S2418_C03_003MA,S2418_C03_003EA,S2418_C04_003MA,S2418_C04_003EA,S2418_C01_004MA,S2418_C01_004EA,S2418_C02_004EA,S2418_C02_004MA,S2418_C03_004EA,S2418_C03_004MA,S2418_C04_004MA,S2418_C04_004EA,S2418_C01_005MA,S2418_C01_005EA,S2418_C02_005MA,S2418_C02_005EA,S2418_C03_005EA,S2418_C03_005MA,S2418_C04_005EA,S2418_C04_005MA,S2418_C01_006MA,S2418_C01_006EA,S2418_C02_006MA,S2418_C02_006EA,S2418_C03_006MA,S2418_C03_006EA,S2418_C04_006EA,S2418_C04_006MA,S2418_C01_007EA,S2418_C01_007MA,S2418_C02_007MA,S2418_C02_007EA,S2418_C03_007MA,S2418_C03_007EA,S2418_C04_007EA,S2418_C04_007MA,S2418_C01_008EA,S2418_C01_008MA,S2418_C02_008EA,S2418_C02_008MA,S2418_C03_008MA,S2418_C03_008EA,S2418_C04_008MA,S2418_C04_008EA,S2418_C01_009MA,S2418_C01_009EA,S2418_C02_009MA,S2418_C02_009EA,S2418_C03_009MA,S2418_C03_009EA,S2418_C04_009EA,S2418_C04_009MA,state
0400000US28,31760,404,38395,1346,26583,563,69.2,2.4,31191,474,38391,1563,24953,843,65.0,2.9,30942,483,37437,1286,24858,869,66.4,2.7,47282,5842,52874,7647,30983,7564,58.6,14.7,32121,3963,43306,5620,29875,3631,69.0,11.1,32239,2252,33517,3765,31614,2117,94.3,12.0,36389,1028,41722,2665,34311,2287,82.2,7.5,51468,2381,60023,8250,40717,3396,67.8,10.7,24732,2422,29218,3416,14929,3270,51.1,13.3,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,45934,522,52341,774,38426,999,73.4,2.4,43895,1087,51880,581,35575,744,68.6,1.6,42870,1051,51493,629,35535,742,69.0,1.6,60584,7780,66808,7104,37723,7586,56.5,12.8,48734,2441,56567,4751,44924,2595,79.4,7.1,57960,3404,68991,4958,54052,2702,78.3,6.4,60922,2561,64784,5215,57421,4110,88.6,9.7,69392,3249,70662,2672,67204,5533,95.1,8.6,31786,1248,41063,1499,21191,1394,51.6,3.9,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,36410,143,41833,186,30665,152,73.3,0.5,35561,178,41562,216,28624,381,68.9,0.9,35109,181,41042,220,28296,391,68.9,1.0,53686,3706,62305,2822,37660,2713,60.4,5.0,38319,1402,44424,2714,35596,920,80.1,5.2,44159,1194,49412,1239,40611,775,82.2,2.4,45727,840,49349,1575,43565,1168,88.3,3.6,58129,2319,61996,1454,51922,1590,83.8,3.1,26084,534,31756,480,17131,448,53.9,1.6,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US16,32480,875,40484,578,26227,699,64.8,1.7,31530,600,39741,1571,24145,930,60.8,3.2,31035,599,38114,1783,23864,952,62.6,3.6,49463,5926,53429,5342,32158,8632,60.2,17.1,35719,3203,40865,7020,34336,2932,84.0,16.6,37577,1928,48140,4638,32131,1843,66.7,7.2,41719,1165,44919,6517,40579,1567,90.3,13.4,60928,2945,62116,3518,51362,10210,82.7,16.9,22209,1748,30874,2657,13094,3363,42.4,11.9,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US24,47083,433,52252,357,41291,398,79.0,0.8,40927,359,48254,1313,34691,881,71.9,2.4,40465,372,46978,629,34289,902,73.0,2.0,60337,3790,72979,4178,41608,1125,57.0,3.6,50573,926,54634,3848,48809,1845,89.3,7.0,55954,1474,61717,1106,51720,1553,83.8,2.8,51267,898,53218,2799,49751,1742,93.5,6.1,98381,2645,100330,1811,96369,3396,96.1,3.5,29481,3164,36937,2924,20687,1154,56.0,4.9,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US35,31271,351,36010,696,26231,568,72.8,2.2,28729,805,34261,1025,22546,756,65.8,3.0,28004,816,33361,1045,22358,690,67.0,3.0,50037,9140,51727,7445,31792,15808,61.5,31.5,33214,3850,32349,5037,34340,4325,106.2,20.5,35622,1517,41371,2442,31759,1628,76.8,6.0,40891,1989,43574,3026,39405,2467,90.4,8.2,60117,4546,63350,6694,53286,4070,84.1,10.7,20427,1223,22653,3386,14140,2212,62.4,13.1,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US01,33877,672,41210,492,27263,435,66.2,1.4,32220,292,40574,539,25527,534,62.9,1.5,31903,295,40012,1070,25430,546,63.6,2.2,50103,4254,57277,6671,30959,2944,54.1,7.5,32889,2465,41858,2495,29701,2072,71.0,5.5,37404,1380,41297,2073,35018,2038,84.8,7.0,41798,1144,47791,4322,39485,1728,82.6,7.8,67229,4148,77710,6864,58140,4802,74.8,8.7,24273,1625,31119,850,16875,2071,54.2,6.9,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US47,34214,533,40165,334,29804,601,74.2,1.6,32352,240,38930,839,27428,485,70.5,1.9,32097,240,37973,783,27298,401,71.9,1.8,56364,5589,68537,5338,37104,3644,54.1,7.1,38579,2286,46118,2267,35121,1621,76.2,5.1,38845,1207,42362,1190,35199,1396,83.1,4.2,41015,1140,43020,3940,40458,1132,94.0,8.4,60428,2902,64404,5606,54933,3406,85.3,9.1,26350,839,31606,938,18742,2648,59.3,8.6,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US50,36697,769,41524,1082,32150,965,77.4,2.9,35249,954,40757,1265,28856,1394,70.8,3.9,34570,1499,40109,1596,28868,1405,72.0,4.3,45819,7660,50574,3297,28563,9591,56.5,19.6,43294,2771,50524,4428,41231,1610,81.6,8.2,42561,3757,51080,6172,35805,8188,70.1,19.0,51006,1992,52374,3874,47216,6194,90.2,12.8,70484,7382,79153,10491,61806,11559,78.1,16.9,22935,3028,27657,2392,17183,3549,62.1,12.9,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,36103,389,40434,464,31930,403,79.0,1.3,34843,677,38305,1321,31061,406,81.1,2.9,34284,759,37428,887,30995,418,82.8,2.1,50325,5706,62165,10593,35827,5896,57.6,13.6,40386,2577,43576,5683,38462,3661,88.3,13.5,50873,1105,61644,4266,45555,1781,73.9,6.0,50080,2118,55647,1754,45390,1779,81.6,4.0,53879,5843,60926,4121,42887,7412,70.4,12.8,25376,2130,34302,4693,16570,2601,48.3,10.2,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,31795,374,39878,1265,25860,628,64.8,2.4,30778,473,39117,2148,23498,719,60.1,4.0,30670,470,38732,2217,23518,710,60.7,4.1,40071,10478,45232,6608,19636,11398,43.4,25.4,32091,2509,40406,3868,29457,2607,72.9,8.7,33318,1572,37186,1903,30665,1550,82.5,6.3,34398,1378,40324,2822,31476,1477,78.1,6.7,60719,2392,66476,7936,53791,5958,80.9,11.9,21585,2387,28119,3955,15513,2428,55.2,11.1,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,33135,512,40482,358,27328,384,67.5,1.1,32045,216,40333,417,25680,392,63.7,1.2,31707,220,39463,937,25534,400,64.7,1.8,46916,2485,53515,5015,30901,1417,57.7,5.5,34881,1816,37859,3860,32216,1871,85.1,10.6,34442,948,37644,1742,31773,1036,84.4,4.9,38019,1389,42584,1723,36159,920,84.9,3.8,53250,2600,57740,4364,42343,3414,73.3,7.5,24988,1795,31197,1122,17037,1740,54.6,5.8,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,38139,490,45438,353,31637,252,69.6,0.7,37174,240,45162,414,30190,244,66.8,0.7,36870,244,44310,745,30118,258,68.0,1.2,50560,919,57410,4604,32818,4133,57.2,8.6,40072,1020,47639,3100,36865,1011,77.4,5.3,46005,944,53564,1900,40841,888,76.2,2.8,45703,1075,47561,2070,44309,2141,93.2,5.6,52276,2758,56456,2524,47325,3902,83.8,8.0,24701,1428,30726,1024,17393,1870,56.6,6.2,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,17524,345,17763,484,17362,342,97.7,2.9,16664,232,17173,288,16015,365,93.3,2.6,16551,234,16997,291,15996,373,94.1,2.7,24220,3825,26130,3080,17196,3966,65.8,17.5,19526,1477,23804,4828,17953,1541,75.4,16.8,17123,556,16346,550,19209,1689,117.5,10.9,26212,762,29049,1629,24616,604,84.7,5.2,30642,4940,32056,4826,27268,7968,85.1,28.1,11239,811,11381,865,10959,1371,96.3,12.6,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US20,35933,375,42231,498,30006,669,71.1,1.8,35550,523,42706,1388,27595,909,64.6,2.8,35058,720,42081,602,27381,772,65.1,2.0,51889,2514,60652,4782,37047,5757,61.1,10.5,36583,1199,44787,4631,34743,1614,77.6,8.8,38294,1681,44413,2734,33267,2736,74.9,7.5,37236,1803,40233,2429,35157,2581,87.4,8.7,60632,2330,63042,3917,54522,6299,86.5,11.5,26060,2261,31327,914,17952,3742,57.3,11.9,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US51,41854,266,50043,505,35750,458,71.4,1.1,38779,730,46548,596,31147,381,66.9,1.0,37854,691,45837,592,30923,379,67.5,1.1,54830,5467,64162,4626,40356,4685,62.9,8.1,45958,895,54991,2496,41919,986,76.2,3.9,45438,681,49585,1787,42619,1177,86.0,3.8,44275,1646,46385,2178,42880,1927,92.4,6.2,94385,3071,100467,1540,86071,3307,85.7,3.4,24748,1579,30129,2383,19243,1174,63.9,6.4,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,41050,590,50190,844,32305,851,64.4,1.9,40686,808,50291,1129,30476,977,60.6,2.3,40027,1667,49059,2261,30245,1180,61.7,3.6,62453,10368,80420,8925,36982,7220,46.0,10.9,35363,3113,35391,7898,35353,3092,99.9,21.1,41631,1850,50620,3344,37267,2303,73.6,7.3,47397,4252,53993,3422,41574,1845,77.0,5.6,50774,8823,49638,19352,51809,7051,104.4,33.5,41501,3002,50436,4394,21686,1408,43.0,5.1,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US34,47517,697,55457,720,39885,611,71.9,1.4,45034,663,52947,1349,35843,449,67.7,1.9,43835,940,52150,396,35744,445,68.5,1.0,57770,4597,70665,4190,40279,4176,57.0,6.3,49921,1566,55151,3455,46735,1476,84.7,5.9,57441,1526,65233,2676,54778,1907,84.0,4.2,61857,928,71445,2080,57155,1672,80.0,3.2,70285,2921,73056,4558,64588,5168,88.4,8.1,32743,2952,41442,2134,21494,855,51.9,3.5,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
