S0902_C02_018E,S0902_C02_018M,S0902_C03_018E,S0902_C03_018M,S0902_C04_018E,S0902_C04_018M,GEO_ID,S0902_C01_001E,S0902_C01_001M,S0902_C02_001E,S0902_C02_001M,S0902_C03_001E,S0902_C03_001M,S0902_C04_001E,S0902_C04_001M,S0902_C01_002E,S0902_C01_002M,S0902_C02_002E,S0902_C02_002M,S0902_C03_002E,S0902_C03_002M,S0902_C04_002E,S0902_C04_002M,S0902_C01_003E,S0902_C01_003M,S0902_C02_003E,S0902_C02_003M,S0902_C03_003E,S0902_C03_003M,S0902_C04_003E,S0902_C04_003M,S0902_C01_004E,S0902_C01_004M,S0902_C02_004E,S0902_C02_004M,S0902_C03_004E,S0902_C03_004M,S0902_C04_004E,S0902_C04_004M,S0902_C01_005E,S0902_C01_005M,S0902_C02_005E,S0902_C02_005M,S0902_C03_005E,S0902_C03_005M,S0902_C04_005E,S0902_C04_005M,S0902_C01_006E,S0902_C01_006M,S0902_C02_006E,S0902_C02_006M,S0902_C03_006E,S0902_C03_006M,S0902_C04_006E,S0902_C04_006M,S0902_C01_007E,S0902_C01_007M,S0902_C02_007E,S0902_C02_007M,S0902_C03_007E,S0902_C03_007M,S0902_C04_007E,S0902_C04_007M,S0902_C01_008E,S0902_C01_008M,S0902_C02_008E,S0902_C02_008M,S0902_C03_008E,S0902_C03_008M,S0902_C04_008E,S0902_C04_008M,S0902_C01_009E,S0902_C01_009M,S0902_C02_009E,S0902_C02_009M,S0902_C03_009E,S0902_C03_009M,S0902_C04_009E,S0902_C04_009M,S0902_C01_010E,S0902_C01_010M,S0902_C02_010E,S0902_C02_010M,S0902_C03_010E,S0902_C03_010M,S0902_C04_010E,S0902_C04_010M,S0902_C01_011E,S0902_C01_011M,S0902_C02_011E,S0902_C02_011M,S0902_C03_011E,S0902_C03_011M,S0902_C04_011E,S0902_C04_011M,S0902_C01_012E,S0902_C01_012M,S0902_C02_012E,S0902_C02_012M,S0902_C03_012E,S0902_C03_012M,S0902_C04_012E,S0902_C04_012M,S0902_C01_013E,S0902_C01_013M,S0902_C02_013E,S0902_C02_013M,S0902_C03_013E,S0902_C03_013M,S0902_C04_013E,S0902_C04_013M,S0902_C01_014E,S0902_C01_014M,S0902_C02_014E,S0902_C02_014M,S0902_C03_014E,S0902_C03_014M,S0902_C04_014E,S0902_C04_014M,S0902_C01_015E,S0902_C01_015M,S0902_C02_015E,S0902_C02_015M,S0902_C03_015E,S0902_C03_015M,S0902_C04_015E,S0902_C04_015M,S0902_C01_016E,S0902_C01_016M,S0902_C02_016E,S0902_C02_016M,S0902_C03_016E,S0902_C03_016M,S0902_C04_016E,S0902_C04_016M,S0902_C01_017E,S0902_C01_017M,S0902_C02_017E,S0902_C02_017M,S0902_C03_017E,S0902_C03_017M,S0902_C04_017E,S0902_C04_017M,S0902_C01_018E,S0902_C01_018M,S0902_C02_018EA,S0902_C02_018MA,S0902_C03_018EA,S0902_C03_018MA,S0902_C04_018MA,S0902_C04_018EA,NAME,S0902_C01_001MA,S0902_C01_001EA,S0902_C02_001EA,S0902_C02_001MA,S0902_C03_001EA,S0902_C03_001MA,S0902_C04_001EA,S0902_C04_001MA,S0902_C01_002MA,S0902_C01_002EA,S0902_C02_002MA,S0902_C02_002EA,S0902_C03_002MA,S0902_C03_002EA,S0902_C04_002EA,S0902_C04_002MA,S0902_C01_003EA,S0902_C01_003MA,S0902_C02_003MA,S0902_C02_003EA,S0902_C03_003MA,S0902_C03_003EA,S0902_C04_003MA,S0902_C04_003EA,S0902_C01_004EA,S0902_C01_004MA,S0902_C02_004EA,S0902_C02_004MA,S0902_C03_004MA,S0902_C03_004EA,S0902_C04_004MA,S0902_C04_004EA,S0902_C01_005MA,S0902_C01_005EA,S0902_C02_005EA,S0902_C02_005MA,S0902_C03_005EA,S0902_C03_005MA,S0902_C04_005EA,S0902_C04_005MA,S0902_C01_006EA,S0902_C01_006MA,S0902_C02_006EA,S0902_C02_006MA,S0902_C03_006MA,S0902_C03_006EA,S0902_C04_006MA,S0902_C04_006EA,S0902_C01_007EA,S0902_C01_007MA,S0902_C02_007EA,S0902_C02_007MA,S0902_C03_007EA,S0902_C03_007MA,S0902_C04_007MA,S0902_C04_007EA,S0902_C01_008EA,S0902_C01_008MA,S0902_C02_008EA,S0902_C02_008MA,S0902_C03_008EA,S0902_C03_008MA,S0902_C04_008EA,S0902_C04_008MA,S0902_C01_009MA,S0902_C01_009EA,S0902_C02_009MA,S0902_C02_009EA,S0902_C03_009EA,S0902_C03_009MA,S0902_C04_009EA,S0902_C04_009MA,S0902_C01_010EA,S0902_C01_010MA,S0902_C02_010EA,S0902_C02_010MA,S0902_C03_010MA,S0902_C03_010EA,S0902_C04_010EA,S0902_C04_010MA,S0902_C01_011EA,S0902_C01_011MA,S0902_C02_011EA,S0902_C02_011MA,S0902_C03_011EA,S0902_C03_011MA,S0902_C04_011EA,S0902_C04_011MA,S0902_C01_012MA,S0902_C01_012EA,S0902_C02_012MA,S0902_C02_012EA,S0902_C03_012EA,S0902_C03_012MA,S0902_C04_012EA,S0902_C04_012MA,S0902_C01_013EA,S0902_C01_013MA,S0902_C02_013MA,S0902_C02_013EA,S0902_C03_013EA,S0902_C03_013MA,S0902_C04_013EA,S0902_C04_013MA,S0902_C01_014EA,S0902_C01_014MA,S0902_C02_014EA,S0902_C02_014MA,S0902_C03_014MA,S0902_C03_014EA,S0902_C04_014MA,S0902_C04_014EA,S0902_C01_015EA,S0902_C01_015MA,S0902_C02_015EA,S0902_C02_015MA,S0902_C03_015EA,S0902_C03_015MA,S0902_C04_015EA,S0902_C04_015MA,S0902_C01_016MA,S0902_C01_016EA,S0902_C02_016EA,S0902_C02_016MA,S0902_C03_016EA,S0902_C03_016MA,S0902_C04_016EA,S0902_C04_016MA,S0902_C01_017MA,S0902_C01_017EA,S0902_C02_017MA,S0902_C02_017EA,S0902_C03_017MA,S0902_C03_017EA,S0902_C04_017MA,S0902_C04_017EA,S0902_C01_018MA,S0902_C01_018EA,state
33.7,2.2,29.6,3.2,35.6,6.2,0400000US22,308126,5831,159400,3719,118715,3604,15557,2143,262326,6054,139898,3219,97712,4344,12816,1924,83.5,1.3,77.6,2.2,92.3,1.7,84.3,5.0,16.5,1.3,22.4,2.2,7.7,1.7,15.7,5.0,45800,3943,19502,2665,21003,2969,2741,976,161636,4931,83320,3064,63598,3400,7248,1253,0.3,0.2,0.5,0.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,146490,4672,76080,2727,55117,3146,8309,1565,1.4,0.7,0.8,0.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,1.5,0.6,0.7,0.4,2.8,1.5,-999999999.0,-999999999.0,288497,5667,150433,3908,110407,3713,13813,2149,54.5,2.0,69.5,2.9,32.4,3.7,59.6,8.1,7.6,1.1,6.8,1.2,8.4,2.0,8.6,4.3,33.8,1.8,18.6,2.3,56.3,3.8,31.1,7.8,4.1,0.9,5.2,1.4,2.9,1.1,0.8,1.1,248235,6510,128768,4089,95002,4129,12691,2059,8.2,1.1,5.8,1.3,11.3,2.1,9.4,4.2,32.3,1.9,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
40.6,1.7,30.2,7.8,40.6,3.5,0400000US53,452515,5093,262485,2640,20184,1828,90529,2276,394322,5084,231903,2895,17320,1906,73912,2537,90.8,0.7,88.9,0.9,93.0,3.4,94.6,1.4,9.2,0.7,11.1,0.9,7.0,3.4,5.4,1.4,58193,4077,30582,2620,2864,1004,16617,2356,229408,3680,133874,1839,10561,1325,46603,2318,1.1,0.4,1.1,0.5,-999999999.0,-999999999.0,0.8,0.7,223107,3787,128611,1856,9623,1221,43926,1626,1.4,0.4,1.3,0.5,-999999999.0,-999999999.0,1.6,1.1,0.9,0.3,0.4,0.2,-999999999.0,-999999999.0,3.2,1.6,420402,5095,244175,2877,18928,1825,85633,2286,65.1,1.8,67.7,2.0,53.5,9.6,57.4,4.8,7.6,0.9,7.7,1.1,5.6,2.6,9.6,2.3,22.6,1.6,19.7,1.6,37.1,8.9,29.8,4.4,4.6,0.7,4.9,1.0,3.8,2.6,3.3,1.2,362587,5592,209603,3745,15244,1586,73641,2845,4.7,0.6,3.6,0.7,7.8,3.8,7.8,1.9,39.4,1.3,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
43.3,1.1,34.4,2.8,41.6,2.4,0400000US17,835845,4854,437125,2198,129307,3339,197854,2419,744518,5667,395765,3473,110238,3533,171992,3109,86.5,0.7,84.1,0.9,90.9,1.8,90.7,1.3,13.5,0.7,15.9,0.9,9.1,1.8,9.3,1.3,91327,4678,41360,3178,19069,2188,25862,3103,429321,4374,224452,1867,67308,2730,99794,1760,1.3,0.3,1.1,0.3,1.2,0.6,1.7,0.7,406524,3484,212673,1943,61999,2534,98060,1502,1.0,0.3,1.0,0.3,0.5,0.4,0.9,0.5,1.0,0.3,0.7,0.3,1.8,1.3,1.4,0.7,774476,5566,400247,3806,119802,3435,190646,2649,61.5,1.1,71.0,1.2,28.0,2.7,61.0,2.8,7.9,0.7,7.1,0.7,9.0,2.1,9.2,1.6,27.3,1.0,18.4,1.1,60.9,3.4,27.5,2.5,3.4,0.5,3.5,0.6,2.1,0.9,2.3,0.9,670902,6868,349128,4113,106718,3638,158091,3407,3.6,0.4,3.1,0.5,6.3,1.4,3.8,0.9,40.8,0.9,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
53.0,1.9,60.5,8.6,55.4,6.1,0400000US19,220659,4122,175120,3058,11299,1739,19622,1981,194922,3979,156306,2888,9056,1258,16025,1651,86.7,1.1,86.6,1.1,90.5,4.1,89.8,3.9,13.3,1.1,13.4,1.1,9.5,4.1,10.2,3.9,25737,2558,18814,2115,2243,1036,3597,1075,115890,3522,90626,2562,6815,1390,11216,1531,0.9,0.4,0.7,0.4,-999999999.0,-999999999.0,1.5,1.4,104769,2389,84494,1814,4484,940,8406,1205,1.0,0.5,1.0,0.6,-999999999.0,-999999999.0,2.2,1.7,0.8,0.3,0.5,0.3,-999999999.0,-999999999.0,4.0,2.6,186446,4162,147847,3027,9156,1765,17403,2034,61.0,1.7,64.5,1.8,24.8,9.9,47.4,6.8,9.3,1.2,9.0,1.3,8.3,5.8,15.4,5.4,24.1,1.7,20.3,1.8,61.0,10.0,33.9,6.7,5.7,1.2,6.1,1.4,6.0,6.8,3.3,1.8,181653,4638,143953,3616,9488,1645,16143,2033,3.9,0.6,3.4,0.7,8.4,5.2,5.1,3.5,52.5,1.7,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
53.4,3.2,44.1,15.4,43.9,12.8,0400000US33,91832,2374,77594,2076,2579,776,5420,652,80962,2449,68413,2375,2183,643,4794,665,81.6,2.3,82.3,2.5,56.7,15.8,85.8,6.0,18.4,2.3,17.7,2.5,43.3,15.8,14.2,6.0,10870,2064,9181,2009,396,357,626,313,45117,1181,38162,781,877,471,3689,610,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,46715,2070,39432,1849,1702,602,1731,510,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,76521,2322,64891,2026,1620,570,4624,617,65.8,3.8,66.1,4.0,32.5,20.9,50.4,14.5,8.0,2.2,8.3,2.4,6.9,8.6,14.6,9.3,22.3,3.0,21.2,3.0,54.4,18.5,35.0,13.4,3.9,2.0,4.4,2.3,6.2,10.3,0.0,3.2,73720,2450,62405,2259,2210,690,4394,685,2.6,1.0,1.8,0.9,-999999999.0,-999999999.0,9.2,6.0,52.0,3.0,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,33
40.6,3.3,40.0,11.4,36.4,10.1,0400000US44,74635,1729,46192,1235,6397,1059,15922,745,69286,2166,43386,1393,5208,1075,14544,1057,70.0,2.7,64.7,3.8,79.8,10.4,85.0,5.1,30.0,2.7,35.3,3.8,20.2,10.4,15.0,5.1,5349,1299,2806,896,1189,672,1378,618,36092,1056,22197,737,3418,620,7906,436,1.0,0.7,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,38543,1608,23995,982,2979,806,8016,639,1.3,1.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,56639,1785,33685,1208,5374,1042,13416,812,60.9,3.4,69.4,4.2,53.1,12.9,45.0,8.1,7.9,2.4,6.5,3.7,1.0,1.7,12.5,5.7,27.8,3.9,20.4,4.8,45.2,13.0,40.7,8.6,3.4,1.5,3.7,2.1,0.7,1.3,1.8,2.1,65271,2563,40921,1689,5733,1026,13447,1148,1.9,1.0,1.4,0.9,-999999999.0,-999999999.0,3.8,2.9,39.4,3.2,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,44
35.6,2.2,33.5,5.9,37.4,5.9,0400000US05,208021,5274,130282,2840,38250,2757,24706,2236,174699,4933,111870,2670,31126,2749,19802,2044,89.8,1.2,88.2,1.5,95.1,2.3,91.2,3.5,10.2,1.2,11.8,1.5,4.9,2.3,8.8,3.5,33322,3068,18412,2091,7124,1452,4904,1145,104541,3479,65924,2268,18508,1980,12203,1699,0.8,0.4,0.8,0.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,103480,4063,64358,2192,19742,2339,12503,1797,1.6,0.7,1.7,0.7,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.4,0.9,1.8,0.8,6.0,3.2,-999999999.0,-999999999.0,187138,5186,115880,2879,34489,2724,22577,2180,58.8,2.1,67.0,2.1,29.9,4.7,60.3,7.3,7.8,1.1,8.3,1.6,7.0,3.3,7.3,2.6,29.0,2.1,20.0,2.1,59.8,5.9,29.9,7.3,4.4,1.0,4.8,1.2,3.3,2.5,2.5,1.8,167921,5758,104134,3399,32204,2598,20539,2192,7.8,1.1,7.5,1.6,8.8,3.3,7.5,3.1,35.7,1.8,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
null,null,null,null,null,null,0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
53.8,1.4,45.3,6.1,56.7,5.6,0400000US27,356388,3437,255323,1115,30142,2019,29965,1998,323401,3902,233487,2236,26733,1753,25466,1700,87.7,0.8,87.3,1.0,90.0,2.8,86.4,3.7,12.3,0.8,12.7,1.0,10.0,2.8,13.6,3.7,32987,2547,21836,1856,3409,1291,4499,1039,183726,2482,130117,843,16351,1410,16014,1357,0.7,0.4,0.4,0.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,172662,2264,125206,847,13791,1492,13951,1269,1.0,0.4,1.1,0.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,0.8,0.3,0.6,0.3,-999999999.0,-999999999.0,1.5,1.3,322949,3687,231431,1711,27211,2123,28126,1996,67.8,1.2,73.4,1.4,44.6,5.9,55.8,5.3,7.4,0.7,7.0,0.9,7.8,3.5,6.4,2.7,20.5,1.2,14.9,1.3,43.1,6.0,35.7,5.5,4.3,0.6,4.6,0.7,4.6,2.4,2.1,1.1,283170,3783,203499,2457,23871,2007,22403,1936,3.4,0.5,2.8,0.5,6.1,3.0,5.6,2.6,52.5,1.2,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
49.4,3.9,98.9,3.3,52.6,17.0,0400000US30,67386,2167,53174,1504,534,417,3572,989,56094,2280,43998,1851,-999999999,-999999999,3211,890,93.8,1.3,93.9,1.3,-999999999.0,-999999999.0,92.7,7.5,6.2,1.3,6.1,1.3,-999999999.0,-999999999.0,7.3,7.5,11292,1742,9176,1760,-999999999,-999999999,361,337,35097,1564,27329,1110,-999999999,-999999999,2193,692,0.4,0.3,0.5,0.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,32289,1517,25845,1196,-999999999,-999999999,1379,580,2.1,1.1,2.2,1.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,3.4,2.0,3.0,2.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,60016,2188,47166,1525,500,410,3150,973,62.6,3.8,65.2,4.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,7.9,1.9,7.3,2.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,20.6,3.1,18.3,3.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,8.8,1.9,9.2,2.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,54285,2269,43222,1946,460,397,2705,878,6.1,1.7,5.0,1.9,-999999999.0,-999999999.0,-999999999.0,-999999999.0,47.9,3.4,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,N,N,null,null,null,null,N,N,null,null,null,null,null,null,N,N,N,N,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,N,N,N,N,null,null,null,null,N,N,N,N,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,30
44.4,2.1,37.0,5.6,38.5,2.3,0400000US04,477306,3146,195522,1832,26133,2247,204600,1898,406962,5175,165779,3067,22153,2230,173726,3455,91.8,0.8,89.0,1.5,92.6,3.1,93.7,1.2,8.2,0.8,11.0,1.5,7.4,3.1,6.3,1.2,70344,4329,29743,2584,3980,977,30874,3099,242587,2642,99924,1189,13490,1673,103558,1503,1.1,0.4,1.1,0.5,-999999999.0,-999999999.0,1.4,0.6,234719,2691,95598,1714,12643,1469,101042,1451,2.1,0.5,1.5,0.7,-999999999.0,-999999999.0,2.8,1.0,1.8,0.5,0.8,0.6,-999999999.0,-999999999.0,2.5,0.9,444895,3538,178400,2235,23520,2295,195221,1976,60.5,1.7,64.9,2.5,41.2,5.6,60.3,2.6,10.9,1.1,10.9,1.9,11.6,4.3,10.8,1.5,24.6,1.4,18.7,1.9,40.8,5.8,26.6,2.4,4.0,0.9,5.5,1.4,6.4,3.1,2.3,0.8,384050,5747,157745,3350,21843,2070,164711,3571,5.6,0.6,5.3,1.0,6.6,3.1,5.5,1.0,39.7,1.4,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
37.7,1.4,34.7,2.3,33.6,1.8,0400000US12,1234024,7714,523679,3313,254299,6521,378487,3703,1071901,9219,462277,4956,217852,6262,322528,5046,87.3,0.6,82.6,1.0,93.9,1.2,90.2,1.0,12.7,0.6,17.4,1.0,6.1,1.2,9.8,1.0,162123,7859,61402,3944,36447,3736,55959,4464,633975,6578,273145,3352,127936,4302,192104,3563,1.0,0.2,0.7,0.3,0.9,0.5,1.4,0.6,600049,6720,250534,2595,126363,5306,186383,2983,1.6,0.3,1.3,0.4,0.9,0.5,2.3,0.8,1.0,0.2,0.8,0.4,1.5,0.8,1.2,0.4,1153670,7748,476227,3913,238834,6553,365701,3475,58.7,1.0,66.4,1.3,38.9,2.3,59.4,1.9,8.1,0.6,8.6,0.8,7.1,1.3,8.1,1.0,30.3,1.0,21.7,1.2,51.5,2.4,29.9,1.8,3.0,0.4,3.3,0.5,2.5,0.8,2.7,0.7,1004065,9462,425494,5325,206149,6859,308338,5608,5.5,0.5,5.0,0.6,6.1,1.0,6.6,1.0,35.3,1.1,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
42.8,1.7,38.8,6.1,41.4,4.3,0400000US25,457341,3327,294198,1212,41590,2525,74017,1077,418275,3909,271523,2784,38226,2424,63182,1700,74.1,1.2,72.5,1.5,83.1,3.8,84.4,2.2,25.9,1.2,27.5,1.5,16.9,3.8,15.6,2.2,39066,3459,22675,2716,3364,1028,10835,1632,230128,2552,148088,655,21454,2109,37759,961,1.3,0.4,0.8,0.3,-999999999.0,-999999999.0,1.6,1.0,227213,2748,146110,828,20136,1591,36258,1132,0.8,0.3,0.8,0.4,-999999999.0,-999999999.0,0.8,0.9,0.4,0.2,0.3,0.2,-999999999.0,-999999999.0,1.0,0.8,377095,5795,241298,4226,35456,2654,67298,1587,64.5,1.6,71.4,1.8,42.1,5.4,47.3,4.6,7.7,1.0,7.0,1.2,8.8,3.7,10.0,2.8,25.5,1.4,19.1,1.5,47.0,5.6,41.6,4.2,2.3,0.5,2.5,0.7,2.1,1.8,1.1,0.7,377956,4991,241694,2889,33455,2369,62830,2039,2.9,0.5,2.3,0.6,5.2,2.2,4.3,1.9,41.5,1.5,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
