GEO_ID,S2409_C01_001E,S2409_C01_001M,S2409_C02_001E,S2409_C02_001M,S2409_C03_001E,S2409_C03_001M,S2409_C04_001E,S2409_C04_001M,S2409_C05_001E,S2409_C05_001M,S2409_C01_002E,S2409_C01_002M,S2409_C02_002E,S2409_C02_002M,S2409_C03_002E,S2409_C03_002M,S2409_C04_002E,S2409_C04_002M,S2409_C05_002E,S2409_C05_002M,S2409_C01_003E,S2409_C01_003M,S2409_C02_003E,S2409_C02_003M,S2409_C03_003E,S2409_C03_003M,S2409_C04_003E,S2409_C04_003M,S2409_C05_003E,S2409_C05_003M,S2409_C01_004E,S2409_C01_004M,S2409_C02_004E,S2409_C02_004M,S2409_C03_004E,S2409_C03_004M,S2409_C04_004E,S2409_C04_004M,S2409_C05_004E,S2409_C05_004M,S2409_C01_005E,S2409_C01_005M,S2409_C02_005E,S2409_C02_005M,S2409_C03_005E,S2409_C03_005M,S2409_C04_005E,S2409_C04_005M,S2409_C05_005E,S2409_C05_005M,S2409_C01_006E,S2409_C01_006M,S2409_C02_006E,S2409_C02_006M,S2409_C03_006E,S2409_C03_006M,S2409_C04_006E,S2409_C04_006M,S2409_C05_006E,S2409_C05_006M,S2409_C01_007E,S2409_C01_007M,S2409_C02_007E,S2409_C02_007M,S2409_C03_007E,S2409_C03_007M,S2409_C04_007E,S2409_C04_007M,S2409_C05_007E,S2409_C05_007M,S2409_C01_008E,S2409_C01_008M,S2409_C02_008E,S2409_C02_008M,S2409_C03_008E,S2409_C03_008M,S2409_C04_008E,S2409_C04_008M,S2409_C05_008E,S2409_C05_008M,S2409_C01_009E,S2409_C01_009M,S2409_C02_009E,S2409_C02_009M,S2409_C03_009E,S2409_C03_009M,S2409_C04_009E,S2409_C04_009M,S2409_C05_009E,S2409_C05_009M,NAME,S2409_C01_001EA,S2409_C01_001MA,S2409_C02_001EA,S2409_C02_001MA,S2409_C03_001EA,S2409_C03_001MA,S2409_C04_001EA,S2409_C04_001MA,S2409_C05_001EA,S2409_C05_001MA,S2409_C01_002EA,S2409_C01_002MA,S2409_C02_002EA,S2409_C02_002MA,S2409_C03_002EA,S2409_C03_002MA,S2409_C04_002EA,S2409_C04_002MA,S2409_C05_002EA,S2409_C05_002MA,S2409_C01_003EA,S2409_C01_003MA,S2409_C02_003MA,S2409_C02_003EA,S2409_C03_003EA,S2409_C03_003MA,S2409_C04_003EA,S2409_C04_003MA,S2409_C05_003EA,S2409_C05_003MA,S2409_C01_004EA,S2409_C01_004MA,S2409_C02_004MA,S2409_C02_004EA,S2409_C03_004EA,S2409_C03_004MA,S2409_C04_004EA,S2409_C04_004MA,S2409_C05_004EA,S2409_C05_004MA,S2409_C01_005EA,S2409_C01_005MA,S2409_C02_005MA,S2409_C02_005EA,S2409_C03_005EA,S2409_C03_005MA,S2409_C04_005EA,S2409_C04_005MA,S2409_C05_005EA,S2409_C05_005MA,S2409_C01_006EA,S2409_C01_006MA,S2409_C02_006EA,S2409_C02_006MA,S2409_C03_006EA,S2409_C03_006MA,S2409_C04_006EA,S2409_C04_006MA,S2409_C05_006EA,S2409_C05_006MA,S2409_C01_007EA,S2409_C01_007MA,S2409_C02_007EA,S2409_C02_007MA,S2409_C03_007EA,S2409_C03_007MA,S2409_C04_007EA,S2409_C04_007MA,S2409_C05_007EA,S2409_C05_007MA,S2409_C01_008EA,S2409_C01_008MA,S2409_C02_008MA,S2409_C02_008EA,S2409_C03_008EA,S2409_C03_008MA,S2409_C04_008EA,S2409_C04_008MA,S2409_C05_008EA,S2409_C05_008MA,S2409_C01_009EA,S2409_C01_009MA,S2409_C02_009MA,S2409_C02_009EA,S2409_C03_009EA,S2409_C03_009MA,S2409_C04_009EA,S2409_C04_009MA,S2409_C05_009EA,S2409_C05_009MA,state
0400000US02,230905,5858,127718,4220,55.3,1.1,103187,3500,44.7,1.1,130136,5276,79448,4080,61.0,2.0,50688,3323,39.0,2.0,120928,4815,72966,3749,60.3,2.0,47962,3157,39.7,2.0,9208,2059,6482,1419,70.4,7.9,2726,1076,29.6,7.9,23540,2777,8245,1386,35.0,4.1,15295,2016,65.0,4.1,22221,2290,9755,1456,43.9,4.8,12466,1652,56.1,4.8,21911,2589,9865,1796,45.0,5.2,12046,1635,55.0,5.2,21006,2667,13779,2212,65.6,4.7,7227,1158,34.4,4.7,12091,1679,6626,1201,54.8,6.6,5465,1115,45.2,6.6,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US23,461655,7448,253662,5280,54.9,0.9,207993,5493,45.1,0.9,306868,7568,183160,5709,59.7,1.1,123708,4458,40.3,1.1,285228,7571,167350,5501,58.7,1.0,117878,4191,41.3,1.0,21640,2152,15810,1701,73.1,4.6,5830,1239,26.9,4.6,63034,3406,20454,1970,32.4,2.8,42580,3056,67.6,2.8,27458,2844,12493,1654,45.5,4.0,14965,1949,54.5,4.0,22842,2545,10443,1370,45.7,4.0,12399,1756,54.3,4.0,13766,1919,8686,1251,63.1,4.9,5080,1087,36.9,4.9,27687,2531,18426,1884,66.6,4.2,9261,1534,33.4,4.2,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,3480261,23892,1936367,15622,55.6,0.3,1543894,15403,44.4,0.3,2586522,25262,1517747,16178,58.7,0.4,1068775,15617,41.3,0.4,2457047,25528,1423724,16264,57.9,0.4,1033323,15658,42.1,0.4,129475,6755,94023,5551,72.6,2.0,35452,3202,27.4,2.0,236011,8767,90382,5044,38.3,1.5,145629,6267,61.7,1.5,197867,8856,92969,5268,47.0,1.9,104898,6408,53.0,1.9,225441,6989,83316,4416,37.0,1.6,142125,5644,63.0,1.6,93316,5700,56445,4403,60.5,2.6,36871,3143,39.5,2.6,141104,6616,95508,5608,67.7,2.2,45596,3662,32.3,2.2,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US29,2105035,15367,1154174,9908,54.8,0.4,950861,11909,45.2,0.4,1538709,14328,901275,9817,58.6,0.5,637434,11243,41.4,0.5,1478051,14205,856218,9893,57.9,0.6,621833,11335,42.1,0.6,60658,3963,45057,3205,74.3,2.0,15601,1579,25.7,2.0,205828,7157,69055,3631,33.5,1.5,136773,6100,66.5,1.5,116454,4988,58174,3325,50.0,2.0,58280,3543,50.0,2.0,96162,5038,35487,2320,36.9,1.9,60675,3983,63.1,1.9,52892,4516,26222,2808,49.6,3.1,26670,2763,50.4,3.1,94990,5662,63961,4187,67.3,2.5,31029,3222,32.7,2.5,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,4424786,23081,2498422,13781,56.5,0.2,1926364,15923,43.5,0.2,3238336,23969,1932809,18126,59.7,0.3,1305527,14518,40.3,0.3,3106265,23684,1831523,17516,59.0,0.4,1274742,15257,41.0,0.4,132071,5590,101286,4796,76.7,1.9,30785,2877,23.3,1.9,508749,11430,181422,6376,35.7,0.9,327327,8455,64.3,0.9,237453,7900,114482,5453,48.2,1.6,122971,5582,51.8,1.6,152430,5756,75391,3592,49.5,1.5,77039,3720,50.5,1.5,102019,5263,57994,4006,56.8,2.6,44025,3462,43.2,2.6,185799,7402,136324,5989,73.4,1.3,49475,3083,26.6,1.3,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,3214837,20685,1853413,13164,57.7,0.3,1361424,13041,42.3,0.3,2479756,21390,1520981,13619,61.3,0.3,958775,13338,38.7,0.3,2363855,21325,1430965,13624,60.5,0.4,932890,13431,39.5,0.4,115901,5041,90016,3988,77.7,1.5,25885,2270,22.3,1.5,291685,8317,101648,5330,34.8,1.4,190037,6447,65.2,1.4,152997,6206,70786,3990,46.3,1.6,82211,3954,53.7,1.6,122819,5058,55008,2916,44.8,1.7,67811,3650,55.2,1.7,54358,4081,29724,2820,54.7,2.9,24634,2327,45.3,2.9,113222,4313,75266,3500,66.5,2.0,37956,2732,33.5,2.0,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,716018,7077,412985,5164,57.7,0.6,303033,5681,42.3,0.6,505158,6625,307727,5620,60.9,0.8,197431,5054,39.1,0.8,476507,6842,285749,5644,60.0,0.9,190758,5081,40.0,0.9,28651,2282,21978,2186,76.7,3.2,6673,930,23.3,3.2,62122,3200,21448,2038,34.5,2.4,40674,2335,65.5,2.4,47746,3110,22646,1915,47.4,2.9,25100,2294,52.6,2.9,36711,2761,16932,1954,46.1,3.6,19779,1887,53.9,3.6,18864,1733,10723,1348,56.8,4.9,8141,1206,43.2,4.9,45417,2505,33509,2116,73.8,2.5,11908,1328,26.2,2.5,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US41,1374812,13236,794613,9235,57.8,0.5,580199,10317,42.2,0.5,992458,13961,616724,9546,62.1,0.7,375734,9349,37.9,0.7,935192,14628,576667,10089,61.7,0.7,358525,9077,38.3,0.7,57266,3379,40057,2900,69.9,2.8,17209,1841,30.1,2.8,124523,6131,45632,3897,36.6,2.3,78891,4399,63.4,2.3,88631,5115,42513,3136,48.0,2.6,46118,3795,52.0,2.6,72729,4611,31642,2752,43.5,2.7,41087,3374,56.5,2.7,26347,2412,15584,1724,59.1,4.5,10763,1638,40.9,4.5,70124,4425,42518,3505,60.6,3.3,27606,2906,39.4,3.3,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,203223,5086,121497,3421,59.8,1.3,81726,3793,40.2,1.3,131995,5046,85622,3517,64.9,1.9,46373,3467,35.1,1.9,120485,4900,76779,3503,63.7,1.9,43706,3200,36.3,1.9,11510,1938,8843,1766,76.8,6.3,2667,799,23.2,6.3,12792,1745,5297,1083,41.4,6.9,7495,1402,58.6,6.9,22166,2156,11157,1678,50.3,4.9,11009,1363,49.7,4.9,16447,2119,7626,1598,46.4,6.2,8821,1311,53.6,6.2,8637,1779,4959,1394,57.4,9.5,3678,1052,42.6,9.5,11186,2001,6836,1406,61.1,6.2,4350,1047,38.9,6.2,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13002846,37127,7652800,34898,58.9,0.2,5350046,24433,41.1,0.2,9597843,42573,5917900,32898,61.7,0.2,3679943,27236,38.3,0.2,9133108,44817,5583131,34627,61.1,0.2,3549977,26985,38.9,0.2,464735,11079,334769,8812,72.0,1.1,129966,6152,28.0,1.1,827692,14487,328415,9969,39.7,0.9,499277,10742,60.3,0.9,959015,15636,444806,11108,46.4,0.8,514209,10643,53.6,0.8,507289,11952,232812,7085,45.9,1.0,274477,8503,54.1,1.0,284840,9322,171824,7292,60.3,1.5,113016,5613,39.7,1.5,826167,15344,557043,12985,67.4,0.9,269124,8353,32.6,0.9,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
