GEO_ID,B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,NAME,B19001A_001MA,B19001A_001EA,B19001A_002EA,B19001A_002MA,B19001A_003EA,B19001A_003MA,B19001A_004MA,B19001A_004EA,B19001A_005MA,B19001A_005EA,B19001A_006MA,B19001A_006EA,B19001A_007MA,B19001A_007EA,B19001A_008EA,B19001A_008MA,B19001A_009EA,B19001A_009MA,B19001A_010MA,B19001A_010EA,B19001A_011MA,B19001A_011EA,B19001A_012MA,B19001A_012EA,B19001A_013EA,B19001A_013MA,B19001A_014EA,B19001A_014MA,B19001A_015MA,B19001A_015EA,B19001A_016MA,B19001A_016EA,B19001A_017MA,B19001A_017EA,state
0400000US13,2167974,11402,149163,6632,103808,4513,100463,4341,116902,4981,112154,6500,118223,6383,108823,5641,120782,6616,101035,5727,197668,6557,244200,6948,276653,7894,165373,6068,82202,4186,84844,4603,85681,4232,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,141724,3294,7446,1247,6716,1198,4441,953,4795,1072,6136,1114,8636,1272,7390,1389,6908,1291,6223,1163,11242,1519,17479,2151,18849,1991,14327,1917,6910,1213,8176,1135,6050,1078,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,496311,3827,38195,3036,32108,2670,33610,3021,35649,2599,32358,2447,32791,2602,29986,2245,29503,2515,27763,2535,48873,3600,54527,3190,53202,2966,22343,2167,10015,1243,7701,1147,7687,1147,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3585624,12091,208406,7900,185505,6736,177819,5758,187756,6809,181133,7539,190752,6647,170260,6392,178703,6734,167814,6332,323033,9983,407446,9276,471840,10972,294066,7679,151993,5486,147629,5897,141469,5608,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2136189,10969,151402,6212,125650,4903,122656,4846,134103,5324,131818,5419,135892,5480,124548,4693,120215,4806,108050,5273,205628,6051,246281,6381,257270,7544,125649,4713,61866,3651,46921,3146,38240,2630,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1139101,6799,76976,3510,72607,3129,72165,3997,76431,3468,69353,3081,73622,3832,66691,2967,72040,3922,58827,3208,114955,3935,129587,4251,130044,4729,58053,3027,27031,1888,21490,2167,19229,2238,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,937878,7090,67886,4541,57885,3153,54178,2972,66323,4093,58267,3491,57989,3119,53548,3999,54251,3103,47821,3402,86437,3371,98932,3273,107061,4597,57188,3650,28374,2162,22022,2276,19716,1750,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1495911,8552,172844,6658,122460,5785,101090,5200,103625,5051,97894,6172,92877,4454,79556,4861,79620,3895,75362,4706,127888,5046,144076,4884,146288,5253,74639,3775,30038,2490,26266,2671,21388,1975,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1118932,8527,105319,4936,78037,4207,67766,4044,69122,4554,60503,4603,65201,3780,63161,4928,58274,3485,52238,3581,92171,5147,119615,5480,127144,4875,72988,3377,33482,3015,26435,2499,27476,2530,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,526815,4567,45920,3540,37304,2253,33342,2772,31751,2611,33984,2525,33913,3071,27595,2287,29637,2167,27635,2438,48667,2437,60922,3577,55101,3127,26900,2641,13015,1921,10771,1309,10358,1411,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1348512,7527,54844,3915,52191,3552,44241,3296,50669,3697,53348,4119,52394,3451,52947,3691,61150,3865,56738,4292,107600,6083,150173,5763,201820,6364,147446,5704,90318,3940,86856,3859,85777,3972,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2106324,11015,148068,7642,107850,6009,91710,4659,93410,4988,82834,4254,90580,5233,90272,5068,88996,4756,81031,5700,176159,7330,221664,8469,295628,8097,206796,7535,113778,5870,112801,4927,104747,4495,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3183474,11251,209481,6622,184872,6807,174951,6141,188715,6518,184374,5110,187027,6040,168897,6584,173266,5851,147566,5694,279079,8017,361895,8206,401529,8211,229631,5908,113196,4075,98599,4419,80396,4072,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1840463,7834,100751,4638,91174,4467,86229,3649,93518,4019,88653,3509,102110,3991,96146,4096,101168,4740,88441,3992,175611,5905,219385,5056,254814,7339,147790,4785,76045,4222,63484,3361,55144,3008,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,688530,6393,65664,4300,51098,3126,43252,3498,43998,3435,44906,3384,46784,3867,38726,3064,35309,3143,35195,3194,63684,4256,68861,4090,70626,4017,38400,2676,14977,1719,14681,1905,12369,1694,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1958121,10057,152489,6157,123454,5234,120646,5491,131387,5279,122310,5162,123727,6270,106845,5501,113916,4317,98066,4646,178906,5998,215753,7082,216879,7500,112247,4922,54288,3283,45719,2973,41489,2272,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,341181,3183,29698,2642,25379,2251,24288,2218,24484,1980,24223,2004,21376,2040,19474,1571,20134,2145,18656,1857,33451,2312,38483,2273,30980,2325,15018,1651,6304,1210,4419,891,4814,924,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,636024,4361,45602,3239,37825,2225,40416,2398,38057,2426,41370,3345,42212,2653,36235,2859,34233,2212,32243,2444,64762,3256,73327,3258,74178,3655,34920,2180,18027,1723,11961,1241,10656,1390,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,720420,7237,44816,4101,34970,3516,31489,2891,45089,3944,39860,3827,40643,3468,38759,2992,39284,4066,34384,2631,67372,4492,81895,4960,95115,5452,54968,3429,30721,3140,20858,2376,20197,2140,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,478866,4673,27077,2690,21514,2568,19826,2588,20671,2610,23338,2232,24210,2549,25744,2365,23169,1976,21529,2003,44343,3220,61670,3524,71048,3776,39885,2823,21587,2041,18777,2157,14478,1619,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2312468,10351,109631,5774,99889,4906,95663,4246,91412,4347,85318,4359,92362,5211,94562,4708,89751,4364,91277,5340,178064,6497,243289,8085,329258,8613,242052,7511,154529,6201,151795,4659,163616,5729,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,545106,6091,53060,4130,38009,2937,41550,3926,35557,2957,33701,3154,36272,3097,31011,3378,28925,2427,24317,2500,42993,3757,57610,3932,53312,3440,28420,2520,15238,1561,12579,1560,12552,1603,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5059473,18173,362543,8706,274950,8075,258147,8212,262423,6785,236668,7659,243732,8517,222610,7487,239372,8049,217501,6972,412938,11059,532118,10400,628128,10891,423777,10011,242692,8316,229126,7290,272748,7689,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2515463,14207,194126,7127,151860,6461,152145,6450,156217,6772,151039,6737,159634,5954,139357,6524,143303,5992,120003,5725,226612,6333,270707,8970,280229,8987,155114,5488,76904,4080,71264,4378,66949,3978,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,254427,2201,21789,1533,16499,1752,16381,1918,17357,1662,17928,1886,15167,1624,15651,1510,16510,1293,13300,1627,26845,2128,26992,1760,25355,1692,12053,1275,5195,1003,3544,787,3861,774,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3832220,13940,276059,8940,231280,6832,218599,7114,242745,7347,227115,7226,230319,6723,216620,6416,216106,6869,188605,6131,354247,7616,436597,9397,457750,9729,252800,6183,115604,4716,90918,3967,76856,3433,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1074495,9098,105330,5492,79032,4176,73477,4008,76365,4407,71152,4385,72988,4339,61225,3161,61733,3682,54080,3724,94152,4685,105927,5174,104211,5011,52242,3082,21364,1803,21519,2537,19698,1912,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1281808,7240,109073,4490,85792,4548,77342,3907,83705,5809,77377,4210,76401,3937,73935,4702,71339,4290,61091,4510,119583,5713,134755,5862,142949,5348,73997,4055,35816,2710,32557,2464,26096,2252,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4196800,13630,291729,8934,262489,6706,254651,6439,270221,8358,241848,6184,240088,6768,226595,6475,224402,7560,200334,7241,381354,7980,461556,11383,499722,9709,272263,7085,136412,5834,122697,5103,110439,4748,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,350890,3722,24667,2641,22454,1923,15931,2074,16862,2054,17788,2386,15739,1849,17401,2342,16639,2115,14409,1980,30011,2546,39812,2697,46999,2982,30350,2616,15554,1756,15790,1573,10484,1394,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1146934,9050,89400,5208,67822,4239,69980,3708,69390,3755,69845,4606,71272,3745,58754,3590,63947,3758,56970,4006,107038,4818,129948,5537,132108,5498,71948,3929,33807,2662,28600,2231,26105,2073,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,285683,2890,23042,1809,19301,1798,20814,2010,19249,1721,19125,1740,17979,1875,17400,1766,16895,1828,15139,1577,27648,2133,32465,2203,28561,2083,13681,1413,5042,739,4298,943,5044,846,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1911568,11327,184946,7024,133293,6266,122344,4782,125236,5157,116219,4769,125736,7071,108588,5373,107624,5274,89166,4643,175625,5807,193390,7210,193295,6870,101171,4814,46604,3137,43195,3555,45136,2992,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5939927,18826,501273,13230,376449,11365,356221,9585,367399,10474,338975,8866,340684,9184,319625,10381,308663,8535,273510,9061,477284,12101,605604,14168,672018,13165,397558,8139,212780,6660,199383,7170,192501,5872,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723504,5369,41693,3552,32934,3144,34092,2648,44490,3436,43790,3280,46670,3053,39163,3249,44004,3442,41549,2960,73226,3882,86648,4126,90432,4339,48843,3437,23146,1787,17473,1672,15351,1528,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,241958,2199,18857,1963,16034,1735,14069,1855,13110,1518,13892,1468,15780,1558,13729,1505,13415,1345,11420,1201,22280,1865,27232,2194,26486,1964,17354,1484,7599,1194,5974,929,4727,904,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2140877,10636,122163,5157,92076,4328,92196,5414,95967,4605,97617,4899,105329,4779,97295,5252,107547,5151,95989,4415,181458,5699,240530,6983,284196,6895,187656,5582,111872,5445,113097,4253,115889,4503,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2076271,8764,145242,6841,110281,5521,109043,5153,118392,6514,103510,4547,117073,4911,106641,5217,113873,5400,98214,5252,179559,6551,238489,7055,261745,7923,157351,6238,80435,3832,77566,4272,58857,3421,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,705993,6114,88010,4787,62593,3367,61604,3620,53757,3376,49070,3216,47770,3074,40519,3218,35958,3234,34704,2899,57174,3811,64456,4002,56476,3622,26586,2590,10551,1385,8346,1283,8419,1556,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2007867,7416,115814,4604,112277,4481,104040,4254,121671,4807,115993,4901,120322,4506,111567,4111,115249,5010,101008,4089,199642,6417,242825,6342,272743,5550,130710,5087,56899,2442,45082,2705,42025,2073,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,192916,2524,12041,1677,11569,1571,9971,1427,12986,1826,10561,1368,11114,1657,12310,1581,11268,1510,9848,1435,19067,1954,22897,2000,25401,2320,12546,1390,4338,854,3547,754,3452,896,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956273,9667,310295,6420,124087,5299,91209,4327,79127,4363,59001,3341,52806,2965,41917,2895,32745,2350,27306,2376,39402,2878,36933,2650,30511,2487,13506,1797,6540,1220,5470,1090,5418,1016,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
