GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,NAME,C02003_001MA,C02003_001EA,C02003_002EA,C02003_002MA,C02003_003EA,C02003_003MA,C02003_004MA,C02003_004EA,C02003_005EA,C02003_005MA,C02003_006EA,C02003_006MA,C02003_007EA,C02003_007MA,C02003_008EA,C02003_008MA,C02003_009MA,C02003_009EA,C02003_010MA,C02003_010EA,C02003_011EA,C02003_011MA,C02003_012EA,C02003_012MA,C02003_013EA,C02003_013MA,C02003_014EA,C02003_014MA,C02003_015EA,C02003_015MA,C02003_016EA,C02003_016MA,C02003_017EA,C02003_017MA,C02003_018EA,C02003_018MA,C02003_019EA,C02003_019MA,state
0400000US30,910651,0,894850,2286,824721,1654,4135,1056,55079,2327,5508,904,648,466,4759,1270,15801,2286,1175,541,14626,2257,15233,2252,868,490,10635,2089,1197,566,387,382,2146,761,568,338,0,231,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1706976,0,1681356,3415,1529471,4113,68389,2621,13250,1795,24820,1312,557,468,44869,4250,25620,3415,4070,1326,21550,2911,24206,3384,7705,2396,6044,1127,4136,1102,2011,1232,4310,1315,1414,656,0,216,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2381281,0,2306821,8317,1811535,14452,170854,3413,28163,2612,138054,2899,11490,980,146725,12322,74460,8317,17445,5185,57015,6468,68862,7968,10869,2597,14346,2910,17347,3056,2740,1378,23560,5771,5175,1435,423,333,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1272486,0,1260018,1763,1214616,2852,10456,988,4499,1785,22850,1362,326,272,7271,2220,12468,1763,1294,596,11174,1661,11913,1619,2778,884,4034,957,3164,1074,102,122,1835,711,555,475,0,253,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8521427,0,8396127,8112,5954926,20073,1130967,8071,20745,4410,620588,5987,3626,2025,665275,21262,125300,8112,38434,4286,86866,6818,117927,7888,30947,4594,10623,1918,25538,3645,6930,1974,43889,4960,6733,1787,640,412,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1887200,0,1826866,5849,1311829,12607,35604,2500,181064,3333,22454,1580,1711,1071,274204,12376,60334,5849,27768,4156,32566,3895,56986,5501,4802,1548,17666,2746,3618,1075,1373,698,29527,4285,3177,1435,171,281,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18655275,0,18371417,12077,12508643,32831,2858062,16127,67460,4608,1246567,6387,6123,2102,1684562,38901,283858,12077,81490,6371,202368,9941,264357,11613,74069,7238,38138,3292,41913,4100,15957,3075,94280,6735,18297,3706,1204,871,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8411041,0,8285408,8378,6005471,14055,1765698,8882,106931,3833,146795,3952,3344,1160,257169,13288,125633,8378,17547,2805,108086,8087,114737,7512,40403,5595,26821,2904,13599,2234,9919,2767,23995,3155,9981,3240,915,1079,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,609645,0,602368,1455,557952,893,4981,712,29985,1805,5459,1146,486,396,3505,715,7277,1455,539,420,6738,1342,7109,1438,879,453,4328,1038,962,501,105,101,835,519,168,146,0,203,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11155606,0,10989096,7173,9408020,7843,1283908,6753,22682,2680,162117,3256,2652,1268,109717,7215,166510,7173,19193,2669,147317,6740,158608,7037,65941,4353,39756,2912,18533,2531,9794,2570,24584,3145,7746,1642,156,149,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3433496,0,3238074,8050,2589660,6911,243094,5154,253783,6161,54270,2510,3598,1718,93669,7099,195422,8050,12477,2032,182945,7783,188067,7807,14646,2480,139293,6670,6937,1382,11971,2514,15220,2101,7355,1918,0,247,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3560109,0,3452744,5923,3089729,11119,58309,2121,47805,5009,125049,3135,6579,1043,125273,11073,107365,5923,13032,2855,94333,5860,101279,6136,13694,2686,47931,5446,20254,2357,1183,766,18217,3350,5528,1602,558,364,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11979147,0,11849950,6847,10132144,12741,1208536,8425,15307,1662,266473,3206,1812,879,225678,11651,129197,6847,22180,3228,107017,6096,120947,6629,49156,4770,21507,1943,16671,2718,7512,1838,26101,3340,8093,1995,157,161,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1032662,0,1012826,3621,856314,7005,51843,3375,5389,1079,26803,1839,792,798,71685,6930,19836,3621,3798,1628,16038,3242,19105,3604,10408,2843,2429,820,1587,756,458,500,4223,1742,731,499,0,284,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4113961,0,4068935,5173,2774429,5665,1174488,4916,13859,2026,44560,2211,1485,1017,60114,5226,45026,5173,5460,1955,39566,4551,42387,4951,16484,3400,9452,1614,5394,1234,4088,1699,6969,2013,2528,1204,111,166,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,746033,0,734624,2193,656165,1642,6166,656,62916,2418,4756,821,174,186,4447,1173,11409,2193,749,517,10660,2028,11128,2232,825,497,8599,1983,434,336,352,304,918,551,281,262,0,219,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5810590,0,5743295,5318,4625715,6230,954287,5752,15770,2150,73824,2979,1200,995,72499,5473,67295,5318,9625,2485,57670,4510,63568,5189,20051,3178,22076,2567,7306,1641,1427,758,12708,2623,3727,1269,0,282,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22270165,0,21896725,16282,16021256,50737,2442350,11025,113898,8972,726027,6469,12725,2375,2580469,49289,373440,16282,145927,9950,227513,11723,357095,15574,68332,7731,76619,5729,42834,4889,9005,2110,160305,10835,15422,2938,923,715,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2427350,0,2391022,3565,2178777,8570,18325,1504,29875,1904,46962,2136,14993,1854,102090,8668,36328,3565,8646,1976,27682,2931,34712,3523,3738,1228,7377,1677,7998,1692,246,219,15353,2533,1057,754,559,729,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,602290,0,593658,1066,581874,769,2932,441,1168,475,6659,712,65,78,960,407,8632,1066,515,535,8117,956,8436,1069,982,305,5573,729,1042,484,186,249,653,549,196,130,0,211,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7332608,0,7198293,9260,5259281,11462,1397192,8973,24261,3309,342239,4863,4192,1501,171128,12024,134315,9260,17472,2933,116843,8459,125312,8662,42898,6105,18611,2806,28978,3661,9346,2263,25479,3283,8787,2258,216,305,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6146338,0,5941926,8755,4988017,12740,202286,4470,88363,5662,405030,5202,28400,2087,229830,13253,204412,8755,25368,4515,179044,7667,188571,8589,31518,3493,62431,5328,47688,4397,6516,2445,40418,5121,13630,2751,2211,1504,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1771750,0,1751397,2686,1682489,2330,54270,2862,2269,885,7967,1222,1121,644,3281,1177,20353,2686,1137,669,19216,2731,20050,2678,7394,2083,8904,1576,2170,971,228,232,1354,672,303,256,0,266,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5375751,0,5313341,4916,4734357,7461,307950,3860,45516,2267,107517,2776,845,433,117156,7873,62410,4916,10879,1764,51531,4056,58809,4697,18145,2838,17346,1630,8761,1327,1658,759,12899,2073,3410,1010,191,183,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,495226,0,485678,1699,457681,2447,3317,779,9437,981,3148,1286,23,40,12072,2194,9548,1699,1385,562,8163,1551,8910,1513,1037,656,4682,1183,1150,501,294,228,1747,719,638,443,0,258,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3865280,0,3677493,10893,2953015,19780,276503,13907,7942,2300,9541,2763,298,306,430194,14438,187787,10893,21623,3091,166164,10194,182691,10860,158567,9973,519,346,877,976,623,541,22105,3112,5013,1597,83,149,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
