GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,NAME,C02003_001MA,C02003_001EA,C02003_002EA,C02003_002MA,C02003_003EA,C02003_003MA,C02003_004MA,C02003_004EA,C02003_005EA,C02003_005MA,C02003_006EA,C02003_006MA,C02003_007EA,C02003_007MA,C02003_008EA,C02003_008MA,C02003_009MA,C02003_009EA,C02003_010MA,C02003_010EA,C02003_011EA,C02003_011MA,C02003_012EA,C02003_012MA,C02003_013EA,C02003_013MA,C02003_014EA,C02003_014MA,C02003_015EA,C02003_015MA,C02003_016EA,C02003_016MA,C02003_017EA,C02003_017MA,C02003_018EA,C02003_018MA,C02003_019EA,C02003_019MA,state
0400000US01,4442558,0,4395265,4936,3153627,4971,1144330,5190,23283,1646,38444,2253,938,933,34643,4676,47293,4936,3631,1102,43662,4793,45583,4913,12102,2645,20583,2222,3741,1129,3761,2462,5396,1389,1385,635,325,430,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641724,0,597298,3829,443874,2450,22103,850,91013,2977,28838,1908,3282,850,8188,2073,44426,3829,2398,1086,42028,3888,41369,3776,1954,720,26394,2815,7111,1813,1231,736,4679,1323,2845,1268,212,221,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5829839,0,5691564,9284,4440804,21839,180769,5229,275321,6142,129197,2470,7229,1827,658244,23454,138275,9284,50696,5945,87579,6842,129124,9531,26578,4340,24150,3761,16735,2546,3727,1484,57934,6284,8772,3524,379,320,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2701431,0,2662583,4741,2135069,7370,414260,5201,18481,1657,25249,2206,4105,1394,65419,7225,38848,4741,4876,1400,33972,4763,37448,4704,9643,3512,16849,2356,3867,1228,1759,1033,5330,1476,1400,751,0,260,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35278768,0,34182772,23933,21491336,78683,2163530,16014,253774,11432,4365548,14931,124511,4759,5784073,80501,1095996,23933,355568,14412,740428,20883,1027251,21920,121855,9017,191822,9241,256697,11647,24103,4598,432774,15778,65129,6711,3616,1105,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4562244,0,4443227,7200,3809054,16119,165729,3553,40063,3910,117506,3181,4476,1057,306399,15976,119017,7200,35144,4635,83873,5603,110764,6783,17041,2558,29059,3005,21874,3269,2502,982,40288,4807,7883,1867,370,299,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3394751,0,3337929,5253,2756081,10383,309769,5164,8324,2172,108644,2036,1480,1310,153631,9473,56822,5253,10260,1888,46562,5271,54289,5211,19192,3701,8530,1520,9242,1551,4445,1842,12880,2027,2454,971,79,135,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,818587,0,806516,1956,602213,3285,163052,1712,2056,534,22376,744,70,122,16749,3375,12071,1956,936,551,11135,1861,10967,1678,3965,1200,2509,605,1651,638,1368,752,1474,826,561,382,543,891,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515118,0,507345,1901,166813,2891,292445,2327,1386,454,15566,1303,242,208,30893,3026,7773,1901,1058,622,6715,1883,7310,1857,1538,699,789,442,1978,1207,1112,942,1893,959,463,330,0,286,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17382511,0,17104533,13772,13341532,25125,2613628,12771,59092,4557,371385,5489,7523,1367,711373,24415,277978,13772,78664,6707,199314,12036,263290,13312,73368,9343,52955,5009,36677,4423,5159,1511,95131,7671,13528,2422,1160,568,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8821142,0,8700611,8821,5516920,16610,2571396,9894,20223,2547,240832,4500,4401,1598,346839,15806,120531,8821,26383,4253,94148,7345,113855,8819,35056,5511,23161,2884,16358,2669,7391,2137,31889,4862,6417,1928,259,240,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1238158,0,977617,13137,308912,3775,24239,1132,3216,934,520564,9651,105042,5153,15644,3332,260541,13137,7990,1981,252551,13160,177874,9832,1961,955,7712,1563,58383,4976,513,540,109305,8252,73690,7224,8977,2709,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1395634,0,1368305,3195,1281279,5046,5931,1284,15817,2027,15117,1390,1054,576,49107,4702,27329,3195,5556,1413,21773,2791,26533,3115,2920,839,12061,1755,4121,1534,104,135,7327,1779,796,420,0,256,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12440351,0,12253109,9220,8986032,26972,1803613,7768,23175,2109,507687,4109,3992,1700,928610,25377,187242,9220,51340,6376,135902,7515,177115,8736,50853,5704,29131,2997,31400,3650,5914,2041,59817,6738,9615,2777,512,332,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6093372,0,6004193,6965,5247604,9258,522377,6014,15161,1835,72494,2163,1610,914,144947,8768,89179,6965,16029,2721,73150,5757,83648,6533,31279,4200,23828,2903,8631,1889,1839,1075,18071,2855,5477,1589,54,97,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2862541,0,2831161,3683,2675878,5760,62827,2765,6511,1327,41510,1518,520,267,43915,4867,31380,3683,5935,1448,25445,3201,28504,3460,9193,1893,9089,1663,3579,947,271,242,6372,1458,2812,1198,64,104,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2662616,0,2603682,4133,2269482,7705,147455,4920,23647,2624,53129,1662,1169,566,108800,7132,58934,4133,10285,2221,48649,3835,56537,4030,14340,2626,21042,2420,6232,1463,2754,1246,12169,2268,2346,879,51,87,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4058633,0,4014485,3768,3646690,4706,292012,4113,8343,1883,35561,1915,3184,1697,28695,4361,44148,3768,4108,1236,40040,3521,42809,3746,16349,2665,13446,1792,5762,1457,1954,1005,5298,1343,1302,568,37,68,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4389747,0,4341686,4999,2795263,4781,1425685,5155,24921,2205,58392,2147,347,252,37078,4312,48061,4999,6079,1617,41982,4434,45515,4935,13851,3269,14368,1876,5063,1727,3837,1474,8396,2117,2252,951,294,283,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1283673,0,1271066,1550,1239525,1627,8788,1028,7060,893,10907,957,14,27,4772,1868,12607,1550,1231,832,11376,1423,12226,1524,1713,621,7777,1133,1471,625,34,59,1231,832,381,340,0,229,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5461318,0,5368106,6752,3356489,11434,1564914,6641,16711,3460,258529,3637,2554,1166,168909,11166,93212,6752,13888,3193,79324,5749,87603,6565,25203,4221,12570,1403,20107,2994,10871,2229,18852,3955,5529,1666,80,132,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6182860,0,6095956,7510,5156426,16197,363095,11147,13708,1865,292537,3349,626,416,269564,20343,86904,7510,21189,3922,65715,5820,81280,7378,25230,3692,13858,1585,14974,2753,3761,1614,23457,3958,5215,1694,409,442,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9865583,0,9710259,10248,7890608,9349,1379010,8917,57840,3173,227585,2808,3546,1847,151670,8793,155324,10248,25717,6201,129607,7147,147846,10169,42870,4700,46436,2371,17787,2536,10476,2963,30277,6314,7295,2053,183,166,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4989848,0,4916390,5270,4390040,8022,205160,4269,53573,2618,177645,3127,2460,1167,87512,7419,73458,5270,8668,1983,64790,4828,68088,5054,21554,3013,20354,2295,12810,2097,3290,1767,10080,2337,4894,1513,476,403,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2824156,0,2799589,4392,1716444,3238,1030075,6224,12280,1563,21523,3179,588,494,18679,2903,24567,4392,1988,1057,22579,4034,23270,4248,8072,2163,7159,2141,1884,847,2968,1770,3187,1198,1100,654,197,262,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5631910,0,5548891,5831,4760327,6544,627978,5687,23091,2775,78554,2414,3100,721,55841,6059,83019,5831,8819,1927,74200,5591,79269,5605,25536,4711,29854,2470,8985,1892,3850,1180,11044,2209,3575,1264,175,237,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
