GEO_ID,B18007_001E,B18007_001M,B18007_002E,B18007_002M,B18007_003E,B18007_003M,B18007_004E,B18007_004M,B18007_005E,B18007_005M,B18007_006E,B18007_006M,B18007_007E,B18007_007M,B18007_008E,B18007_008M,B18007_009E,B18007_009M,B18007_010E,B18007_010M,B18007_011E,B18007_011M,B18007_012E,B18007_012M,B18007_013E,B18007_013M,B18007_014E,B18007_014M,B18007_015E,B18007_015M,B18007_016E,B18007_016M,B18007_017E,B18007_017M,B18007_018E,B18007_018M,B18007_019E,B18007_019M,B18007_020E,B18007_020M,B18007_021E,B18007_021M,B18007_022E,B18007_022M,B18007_023E,B18007_023M,B18007_024E,B18007_024M,B18007_025E,B18007_025M,B18007_026E,B18007_026M,B18007_027E,B18007_027M,NAME,B18007_001EA,B18007_001MA,B18007_002MA,B18007_002EA,B18007_003MA,B18007_003EA,B18007_004MA,B18007_004EA,B18007_005MA,B18007_005EA,B18007_006EA,B18007_006MA,B18007_007MA,B18007_007EA,B18007_008MA,B18007_008EA,B18007_009MA,B18007_009EA,B18007_010MA,B18007_010EA,B18007_011MA,B18007_011EA,B18007_012MA,B18007_012EA,B18007_013EA,B18007_013MA,B18007_014EA,B18007_014MA,B18007_015MA,B18007_015EA,B18007_016MA,B18007_016EA,B18007_017MA,B18007_017EA,B18007_018EA,B18007_018MA,B18007_019EA,B18007_019MA,B18007_020EA,B18007_020MA,B18007_021MA,B18007_021EA,B18007_022MA,B18007_022EA,B18007_023EA,B18007_023MA,B18007_024EA,B18007_024MA,B18007_025EA,B18007_025MA,B18007_026MA,B18007_026EA,B18007_027MA,B18007_027EA,state
0400000US01,3466860,4569,1640793,3479,154451,4947,3737,1098,150714,4792,1246279,4903,56957,3552,1189322,6063,146565,1667,11772,1257,134793,2050,93498,1411,21528,1926,71970,2064,1826067,3563,145227,4698,2332,726,142895,4792,1348219,3736,66301,3573,1281918,4921,178667,1398,23557,2238,155110,2447,153954,1160,57228,3119,96726,3069,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469146,1512,235153,1679,27122,1748,412,295,26710,1714,187956,2081,4479,1033,183477,2293,13670,705,977,426,12693,825,6405,489,1850,503,4555,599,233993,1200,25619,1545,242,203,25377,1566,186293,1536,6781,1229,179512,1844,12732,630,1664,483,11068,686,9349,651,2891,639,6458,666,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4403224,4409,2164049,4024,193224,4655,3019,988,190205,4640,1640167,4257,39074,3217,1601093,5031,192897,1246,12237,1663,180660,2100,137761,1100,22068,2077,115693,2158,2239175,3985,188009,4855,3113,760,184896,4976,1646427,3297,55745,4679,1590682,6263,214327,1346,17662,1854,196665,2029,190412,1145,47408,2994,143004,2974,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2101865,3365,1008051,3170,100146,3917,1565,516,98581,3934,751601,3397,34013,3270,717588,4548,95103,1317,8721,1216,86382,1721,61201,1053,13575,1350,47626,1465,1093814,2615,89849,3787,1660,588,88189,3815,796628,3182,41983,2903,754645,4489,111721,1186,14578,1638,97143,1816,95616,792,30613,2028,65003,2127,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26607411,11922,13028191,9917,1252948,14043,19122,2538,1233826,14493,10180163,10416,222858,8276,9957305,12704,894914,2596,70255,4459,824659,4696,700166,1690,135657,5897,564509,5906,13579220,9670,1205889,13406,14393,2173,1191496,13168,10267307,10518,320643,9063,9946664,13578,1047029,2656,120705,5855,926324,6560,1058995,1916,333035,7306,725960,7392,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3496401,4036,1738280,3190,151306,4137,2410,689,148896,4030,1392652,4168,23699,2266,1368953,4409,116234,1465,4970,1041,111264,1758,78088,1097,13595,1521,64493,1693,1758121,3285,137337,4594,1289,523,136048,4540,1372209,3657,34815,3024,1337394,4661,128662,1472,10071,1430,118591,2196,119913,1345,35026,1895,84887,2072,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2658017,3612,1267850,2650,108940,3511,2123,644,106817,3581,974960,2898,22685,2785,952275,3954,94525,892,4485,796,90040,1182,89425,552,16232,1589,73193,1682,1390167,2817,98561,3249,1353,616,97208,3363,1032977,2639,28897,2773,1004080,3799,116756,760,9157,1496,107599,1662,141873,716,36868,2737,105005,2741,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,642061,1717,306548,1310,25690,1789,413,297,25277,1803,233876,1507,5317,951,228559,1736,27357,551,1502,541,25855,625,19625,527,3598,837,16027,851,335513,1240,25525,2370,164,199,25361,2416,250179,2076,8668,1507,241511,2446,31199,518,2613,649,28586,714,28610,368,7099,971,21511,943,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,412162,1085,190663,824,10245,1286,185,193,10060,1267,155754,982,3649,1108,152105,1269,13869,379,813,465,13056,412,10795,383,2582,632,8213,659,221499,676,7734,781,157,179,7577,756,175935,674,6761,1174,169174,1243,18040,353,2236,676,15804,760,19790,448,5306,857,14484,1030,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13760258,8129,6600369,8075,558293,8504,8102,1887,550191,9028,4767373,8306,141791,6911,4625582,11379,693610,2342,40728,3246,652882,3827,581093,2510,101140,5045,479953,5352,7159889,6450,527425,8299,7454,1408,519971,8246,5025954,7712,181553,7321,4844401,9841,795650,2205,66301,3966,729349,4262,810860,2114,211683,6254,599177,6374,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
