GEO_ID,C08412_001E,C08412_001M,C08412_002E,C08412_002M,C08412_003E,C08412_003M,C08412_004E,C08412_004M,C08412_005E,C08412_005M,C08412_006E,C08412_006M,C08412_007E,C08412_007M,C08412_008E,C08412_008M,C08412_009E,C08412_009M,C08412_010E,C08412_010M,C08412_011E,C08412_011M,C08412_012E,C08412_012M,C08412_013E,C08412_013M,C08412_014E,C08412_014M,C08412_015E,C08412_015M,C08412_016E,C08412_016M,C08412_017E,C08412_017M,C08412_018E,C08412_018M,C08412_019E,C08412_019M,C08412_020E,C08412_020M,C08412_021E,C08412_021M,C08412_022E,C08412_022M,C08412_023E,C08412_023M,C08412_024E,C08412_024M,C08412_025E,C08412_025M,C08412_026E,C08412_026M,C08412_027E,C08412_027M,C08412_028E,C08412_028M,C08412_029E,C08412_029M,C08412_030E,C08412_030M,NAME,C08412_001MA,C08412_001EA,C08412_002MA,C08412_002EA,C08412_003EA,C08412_003MA,C08412_004EA,C08412_004MA,C08412_005EA,C08412_005MA,C08412_006EA,C08412_006MA,C08412_007MA,C08412_007EA,C08412_008EA,C08412_008MA,C08412_009EA,C08412_009MA,C08412_010EA,C08412_010MA,C08412_011EA,C08412_011MA,C08412_012MA,C08412_012EA,C08412_013EA,C08412_013MA,C08412_014EA,C08412_014MA,C08412_015EA,C08412_015MA,C08412_016EA,C08412_016MA,C08412_017EA,C08412_017MA,C08412_018EA,C08412_018MA,C08412_019EA,C08412_019MA,C08412_020EA,C08412_020MA,C08412_021EA,C08412_021MA,C08412_022EA,C08412_022MA,C08412_023MA,C08412_023EA,C08412_024EA,C08412_024MA,C08412_025EA,C08412_025MA,C08412_026EA,C08412_026MA,C08412_027EA,C08412_027MA,C08412_028EA,C08412_028MA,C08412_029EA,C08412_029MA,C08412_030EA,C08412_030MA,state
0400000US01,1858709,17017,284897,8943,286318,10553,312352,9515,284667,10113,116261,5935,249588,8387,106478,4912,119082,5865,99066,5585,1007530,10292,147184,6936,146445,6564,160425,6426,148888,7260,62930,4417,140794,6399,59717,3265,73796,4150,67351,4521,851179,11009,137713,5717,139873,6220,151927,6393,135779,5351,53331,3550,108794,5329,46761,3598,45286,3858,31715,2904,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,286856,5845,80287,3946,54632,3743,54224,3453,38960,2787,12153,1633,16604,2096,7471,1497,9017,1298,13508,1648,159349,3904,42994,2486,29499,2647,29076,2317,20478,2110,7226,1254,9703,1395,3981,976,5949,1034,10443,1369,127507,3269,37293,2788,25133,2444,25148,2291,18482,1747,4927,950,6901,1359,3490,908,3068,696,3065,728,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2452522,15202,329889,11402,335199,9996,372701,11103,372674,10083,153534,7259,378044,13656,169794,8395,187900,8973,152787,7990,1382580,10458,166510,7191,171883,6446,200215,7895,214791,6940,84515,4616,229056,10296,101356,7285,110889,6006,103365,6496,1069942,11512,163379,7349,163316,8304,172486,6523,157883,6676,69019,4654,148988,7363,68438,4054,77011,4955,49422,4012,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1169606,12785,233513,8314,210359,7040,197190,7479,164818,6922,58916,4030,130140,6877,51892,3842,66896,4185,55882,4062,631119,8454,118359,6390,108864,5592,101348,4279,90516,5105,32492,3227,73027,4405,28321,2405,39558,2700,38634,3250,538487,8814,115154,5314,101495,4747,95842,5417,74302,4239,26424,2412,57113,4234,23571,2777,27338,2575,17248,2112,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884842,39442,1798855,27422,2007054,27075,2263378,26366,2125995,23563,867889,20522,2159073,30573,979237,20082,1166590,23235,1516771,21272,8415803,31100,894164,20086,1067941,21033,1238198,20886,1176608,19415,492050,13419,1279510,21937,584089,14924,698350,16628,984893,14294,6469039,29273,904691,17927,939113,14826,1025180,19124,949387,17162,375839,13768,879563,19454,395148,12890,468240,13125,531878,13889,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139134,12205,330689,9926,310690,9514,336123,8743,319164,9847,142506,6148,290186,10442,135598,6796,158443,6290,115735,6772,1184375,8083,163447,6237,162316,7212,180825,5874,174714,7423,80081,4267,169717,7920,79095,5253,96975,4799,77205,5224,954759,9957,167242,6771,148374,6185,155298,6172,144450,6520,62425,3990,120469,6738,56503,3811,61468,4068,38530,3405,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1594100,15435,216482,7749,248204,8315,266593,9558,242461,8277,112228,6255,201202,7853,102201,5358,103735,5627,100994,5598,838382,10613,100565,4773,118540,5171,132635,6659,124396,5274,61878,4203,109498,5147,61364,4618,63572,4482,65934,4462,755718,9855,115917,5392,129664,6269,133958,6252,118065,5979,50350,3936,91704,5206,40837,3010,40163,3302,35060,3169,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,391216,6853,51749,3762,57186,3793,68141,3738,67062,4348,28093,2384,45443,3397,25051,2535,25305,2591,23186,2551,206848,4689,27859,2566,28271,2624,35171,2915,35716,3219,15119,1853,22998,2427,11755,1677,14581,1772,15378,1893,184368,4857,23890,2229,28915,2587,32970,2724,31346,2720,12974,1696,22445,2196,13296,1684,10724,1597,7808,1536,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,657958,13180,16446,2549,23984,2484,45767,3856,63799,4450,36023,3394,112706,6332,77554,5009,120585,6857,161094,8031,345231,9038,8395,1872,12730,1856,23047,2519,36021,3185,18633,2169,59005,4367,40530,3752,62381,4105,84489,5406,312727,7835,8051,1736,11254,1594,22720,2348,27778,2860,17390,2499,53701,4057,37024,3180,58204,3902,76605,4803,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7395500,26483,845805,16757,943367,20208,1124026,22734,1113056,17909,457358,13816,1217022,23237,527812,14324,633211,13546,533843,15528,4007370,21947,425151,12667,472677,13418,588157,16626,592570,12932,243572,9347,680838,17176,299999,10821,368075,11895,336331,12853,3388130,20372,420654,11259,470690,11867,535869,12917,520486,11785,213786,9058,536184,12479,227813,8055,265136,7720,197512,7825,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
