GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001MA,B08011_001EA,B08011_002MA,B08011_002EA,B08011_003MA,B08011_003EA,B08011_004EA,B08011_004MA,B08011_005MA,B08011_005EA,B08011_006MA,B08011_006EA,B08011_007MA,B08011_007EA,B08011_008MA,B08011_008EA,B08011_009EA,B08011_009MA,B08011_010MA,B08011_010EA,B08011_011MA,B08011_011EA,B08011_012MA,B08011_012EA,B08011_013MA,B08011_013EA,B08011_014EA,B08011_014MA,B08011_015EA,B08011_015MA,B08011_016MA,B08011_016EA,B08011_017MA,B08011_017EA,B08011_018MA,B08011_018EA,B08011_019MA,B08011_019EA,B08011_020EA,B08011_020MA,B08011_021MA,B08011_021EA,B08011_022MA,B08011_022EA,B08011_023MA,B08011_023EA,B08011_024MA,B08011_024EA,B08011_025MA,B08011_025EA,B08011_026EA,B08011_026MA,B08011_027MA,B08011_027EA,B08011_028MA,B08011_028EA,B08011_029MA,B08011_029EA,B08011_030MA,B08011_030EA,B08011_031EA,B08011_031MA,B08011_032MA,B08011_032EA,B08011_033MA,B08011_033EA,B08011_034MA,B08011_034EA,B08011_035MA,B08011_035EA,B08011_036MA,B08011_036EA,B08011_037EA,B08011_037MA,B08011_038MA,B08011_038EA,B08011_039MA,B08011_039EA,B08011_040MA,B08011_040EA,B08011_041MA,B08011_041EA,B08011_042EA,B08011_042MA,B08011_043MA,B08011_043EA,B08011_044MA,B08011_044EA,B08011_045MA,B08011_045EA,state
0400000US01,1897831,16764,104708,5752,83291,4689,125125,5778,186555,7291,239631,8415,305647,9066,258163,8745,135518,5738,67223,4540,84558,5559,35179,3577,15299,2445,132660,6361,124274,6215,1031894,9505,75941,4849,60482,4265,85914,5242,123144,5712,139882,6301,145702,6219,111134,5486,64640,3938,27848,3082,35569,3490,15099,2428,6107,1494,67465,4106,72967,5040,865937,11172,28767,3183,22809,2383,39211,2922,63411,4343,99749,4653,159945,6656,147029,6716,70878,4185,39375,3171,48989,3788,20080,2376,9192,1834,65195,4346,51307,3360,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,282623,5440,7559,1415,6370,1265,12027,1733,19582,2287,28298,2340,36449,3128,52012,3161,26724,2214,22884,2238,22321,2278,9039,1307,4067,1079,18359,1950,16932,1892,155910,3437,5743,1135,4553,973,8422,1376,13924,1808,19563,2037,20164,2082,26056,2286,12930,1605,9501,1567,10499,1586,3405,776,1846,776,9669,1592,9635,1451,126713,3208,1816,602,1817,736,3605,749,5658,1081,8735,1260,16285,1863,25956,2033,13794,1479,13383,1481,11822,1622,5634,1069,2221,764,8690,1153,7297,1311,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2471042,15266,183648,9792,142422,6413,165271,7457,254697,9893,252410,10149,329029,10225,281420,9364,219848,8902,103396,5709,129193,7586,61490,4970,34569,3913,164391,7850,149258,6214,1393123,10516,146778,7734,109804,5979,110730,5926,170452,8171,137148,6586,170681,8010,123810,5583,108390,5658,45636,3759,58842,4508,28722,3634,17071,2366,86232,5101,78827,4253,1077919,11343,36870,4170,32618,3799,54541,3833,84245,4952,115262,5917,158348,6571,157610,6488,111458,6257,57760,3929,70351,5693,32768,3004,17498,3044,78159,5713,70431,4178,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1169634,12336,52853,3880,39827,3541,61712,3960,115267,5459,134912,5445,185459,6799,198863,7579,88900,4890,42004,2910,48370,4025,24574,2876,9124,1887,76918,4237,90851,5305,626171,7524,36383,3136,28042,2627,40241,3219,78721,4309,79444,4504,92961,4302,84812,4613,40801,3369,16872,2221,21539,2596,10009,1701,2899,915,40505,2944,52942,4537,543463,8621,16470,1932,11785,2021,21471,2323,36546,3066,55468,3072,92498,4813,114051,5390,48099,3479,25132,2519,26831,2617,14565,2263,6225,1472,36413,3199,37909,3834,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884821,38860,740594,16180,656808,19694,783942,16584,1350244,21843,1394177,23095,2126062,27884,1743063,23912,1709468,30675,840086,14408,1144780,21127,487834,13397,204864,9414,900612,17473,802287,18019,8416297,30862,558479,15090,503788,15440,557291,13598,915934,17920,831248,19052,1155022,20612,822755,18082,855880,20254,375904,10422,578119,14847,235883,8896,98513,6183,484063,13109,443418,13741,6468524,28736,182115,7368,153020,8404,226651,9366,434310,11880,562929,12019,971040,17590,920308,16689,853588,16988,464182,11128,566661,15360,251951,9690,106351,6286,416549,10636,358869,11239,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2143230,11983,70873,4767,64286,4953,106714,5878,203642,7880,239760,8543,321796,8854,304830,8794,260162,9896,110062,6412,135719,6496,55974,3991,25157,3105,121364,6240,122891,6454,1186584,7613,50115,4157,48226,4126,71241,5009,140256,6396,142294,5794,181879,6711,148000,5683,129811,6124,46472,3917,62355,4284,24689,2727,10530,1950,64910,4400,65806,4503,956646,9982,20758,2179,16060,2661,35473,2806,63386,4591,97466,5107,139917,6142,156830,7028,130351,6907,63590,4361,73364,4610,31285,2825,14627,2475,56454,4160,57085,4519,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1603159,13826,41408,3196,34344,3171,67329,4608,136706,6055,186366,7263,247232,9252,225753,8172,208383,6813,110896,5873,101089,5135,36859,3527,17136,2286,105618,6025,84040,5202,846135,8666,28789,2266,25909,2673,48072,3695,92853,5302,110821,5644,136457,6877,104064,6216,91464,4826,42416,3225,45544,3298,17267,2679,7805,1597,50247,3791,44427,3134,757024,9393,12619,2428,8435,1500,19257,2128,43853,3237,75545,4302,110775,5784,121689,5053,116919,5210,68480,4291,55545,3586,19592,2425,9331,1834,55371,4453,39613,3755,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,382481,5850,11315,1885,11116,1936,17830,2157,35505,3196,46020,2486,67456,3941,55270,3441,40877,3144,19913,2139,19032,2238,6880,1146,3892,986,22417,2413,24958,2552,201939,3287,7966,1539,8385,1691,12249,1834,25473,2545,28170,2395,31529,2711,24849,2572,18050,1992,8551,1398,8108,1575,3614,988,1758,719,11800,1666,11437,1817,180542,4519,3349,890,2731,887,5581,1173,10032,1413,17850,1764,35927,2803,30421,2615,22827,2485,11362,1554,10924,1448,3266,777,2134,787,10617,1722,13521,1769,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238755,4380,5499,1487,5181,1266,7446,1262,13420,1788,16424,2073,26413,2816,32918,2605,44187,3625,31656,3097,24914,2526,6725,1484,3191,1104,10473,1565,10308,1850,120929,2769,3444,1172,2728,870,4907,1226,8282,1406,8742,1580,13401,1732,15046,1817,20821,2420,14570,2105,12796,1924,3820,1233,1672,747,5717,1184,4983,1300,117826,3618,2055,763,2453,879,2539,792,5138,1428,7682,1359,13012,2005,17872,1887,23366,2461,17086,2016,12118,1433,2905,927,1519,840,4756,1096,5325,1447,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7421560,25655,236460,10512,210414,8908,296970,12310,709906,18577,822787,15452,1154348,20761,938246,15532,902608,18094,454008,13024,499581,12907,206741,8765,83990,6375,454910,14898,450591,14248,4029010,20671,167161,8140,154413,7869,208261,10067,485338,15058,493897,11597,616727,16737,434181,12761,445586,12048,194266,8595,235630,8862,92616,6261,37284,4188,233258,10951,230392,9462,3392550,20747,69299,4911,56001,4579,88709,5190,224568,8627,328890,10375,537621,13853,504065,12181,457022,12378,259742,9032,263951,8618,114125,5299,46706,4343,221652,10159,220199,9145,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
