GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001EA,C17009_001MA,C17009_002MA,C17009_002EA,C17009_003MA,C17009_003EA,C17009_004MA,C17009_004EA,C17009_005EA,C17009_005MA,C17009_006EA,C17009_006MA,C17009_007MA,C17009_007EA,C17009_008MA,C17009_008EA,C17009_009MA,C17009_009EA,state
0400000US01,713653,15493,207494,8871,8725,1935,71121,5461,127648,5471,506159,12260,260390,9807,99920,5819,145849,5103,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,115568,5564,23968,2748,658,368,11541,1712,11769,2044,91600,5035,45467,3580,33558,2677,12575,1528,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1080856,21021,229879,10440,11525,2500,93044,6280,125310,7048,850977,19282,453602,13936,210423,10503,186952,6888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,452994,10934,131619,6469,5725,1173,50852,4323,75042,3998,321375,9521,156467,7381,73990,4616,90918,4116,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5906493,53325,1257664,28172,46542,4808,496000,18257,715122,19252,4648829,45723,2361996,33343,1258118,19971,1028715,17856,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,912544,16227,180501,6930,10456,1818,85285,4677,84760,5185,732043,14898,401992,11078,210564,8034,119487,4567,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,583522,14280,99403,5760,2368,933,30263,4188,66772,4268,484119,12929,239104,8119,121121,7376,123894,5023,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,148410,6195,30398,2700,788,565,11011,1854,18599,2682,118012,5339,64174,4437,25012,2242,28826,2216,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,184592,6449,34078,2829,325,304,13889,1966,19864,2118,150514,6114,90797,4476,39036,3110,20681,1899,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3401789,33162,730563,16739,34471,4059,258412,10184,437680,13075,2671226,28434,1383125,21769,589756,14923,698345,12111,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1453082,22351,352913,14170,15481,2794,142578,8554,194854,8450,1100169,19976,633105,16734,257974,10863,209090,8211,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,193482,7553,43391,3591,1876,891,14657,2408,26858,2830,150091,6706,82049,5552,38845,3189,29197,2415,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,229414,7767,63745,4979,4003,1096,32737,3613,27005,2686,165669,7161,78549,5041,46541,3599,40579,2433,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2100386,26533,448420,13025,18748,2481,182655,8383,247017,9645,1651966,24745,848982,19309,405526,11300,397458,8019,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1070539,19592,250796,10027,8572,1720,113962,6769,128262,7385,819743,15910,418783,11610,191103,8683,209857,5644,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,549461,10972,125963,5673,4751,1115,69062,4686,52150,2575,423498,9508,212915,8301,101719,4966,108864,4020,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,473933,10974,116236,5564,5657,1176,59441,4245,51138,3491,357697,9107,184402,7487,85085,4451,88210,3386,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,688311,14386,204143,7633,8507,2158,65626,4746,130010,6584,484168,11625,232936,8361,112994,6051,138238,5197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,725341,16995,226873,9870,10974,2508,84646,6020,131253,7078,498468,15178,246261,10855,120944,5750,131263,5481,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,266327,8954,66175,4160,2505,938,29277,2546,34393,2730,200152,7357,96900,5004,51089,3481,52163,2937,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,966574,19914,168277,9084,5569,1279,64579,5644,98129,5375,798297,18231,452319,14800,183240,7911,162738,6270,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1238821,19312,259752,10944,5130,1258,94521,6780,160101,8079,979069,17992,507176,15229,243569,8745,228324,7897,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1739894,23768,422837,12527,16184,2345,179763,8186,226890,9592,1317057,21510,633445,15216,319451,9747,364161,8834,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,952885,17261,190945,6858,9243,1348,96192,4990,85510,5157,761940,14817,398504,11267,205034,7921,158402,4779,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,425521,11321,150165,6596,5530,1214,52468,4579,92167,5040,275356,9276,135302,6938,64173,4897,75881,4214,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1031196,18210,252761,8385,13757,2473,106878,4960,132126,6413,778435,14914,410489,12990,173164,6360,194782,5090,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,189486,7018,46462,3620,2287,645,25959,2779,18216,2006,143024,6514,67422,5228,42405,2856,33197,2114,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,318804,9856,67102,4999,4607,1083,30880,3080,31615,3350,251702,8218,134559,5697,59505,3599,57638,3136,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,465151,12418,83948,5683,2712,998,33932,3814,47304,4881,381203,11978,217957,9664,93011,5649,70235,4141,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,232595,8119,40634,3163,1232,548,17690,2353,21712,2502,191961,8366,104230,6531,47555,4098,40176,3253,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1319949,22246,232180,11787,10865,2388,74449,5245,146866,9516,1087769,18766,574119,13646,234184,8847,279466,7393,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,346680,10790,101355,5975,5316,1683,44423,4361,51616,4123,245325,7800,126631,6507,60040,4811,58654,3921,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3468083,33548,778311,15743,22465,3256,237005,10348,518841,11749,2689772,27994,1404203,22587,624361,14467,661208,13467,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1483217,20624,377576,12017,14171,2423,159169,8044,204236,7542,1105641,17376,591360,12350,272623,10521,241658,7786,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,132301,5370,31627,2174,1427,523,16920,1781,13280,1294,100674,4667,55593,3510,24267,2227,20814,1369,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2023379,26535,482693,14293,15081,1706,203024,10576,264588,8859,1540686,23072,777907,17834,340175,10227,422604,7626,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,589554,12426,172510,6832,7261,1367,71318,4898,93931,4895,417044,9896,209106,8381,91867,4643,116071,4238,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,754595,15772,198304,9027,10029,2537,101880,6030,86395,5390,556291,12066,262909,8244,158178,7356,135204,5067,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2191500,27053,517262,13457,19006,2756,194068,8524,304188,10358,1674238,21680,808556,14267,365191,11735,500491,9553,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,208988,8459,42094,3866,1319,559,15623,2580,25152,2743,166894,7640,82518,5809,40700,3663,43676,3225,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,707317,14301,178835,8848,6290,1530,63679,5312,108866,6309,528482,11850,281962,9055,117457,6175,129063,5501,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,141172,5154,35628,2675,2020,625,18219,1762,15389,1736,105544,4376,57907,3385,24368,2372,23269,1896,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,997778,19589,269218,9629,11277,2414,98404,6638,159537,6776,728560,16655,390617,12389,164347,6630,173596,6679,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3303029,40379,843311,22486,42720,4145,362502,14270,438089,14232,2459718,33506,1413407,26792,572306,13850,474005,9278,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,312211,12864,79975,6058,3119,1061,49150,4752,27706,2885,232236,11403,116660,7537,70492,6356,45084,3169,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,134557,5579,30837,2714,1162,410,13994,1848,15681,1687,103720,4810,53200,3634,29706,2439,20814,1771,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1309856,25356,262278,10762,11577,2495,108258,6539,142443,7637,1047578,21063,608154,16136,228103,8932,211321,5691,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1260335,22825,291470,10451,8896,1687,135052,7120,147522,7558,968865,19811,478768,14096,284410,9427,205687,6352,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,313347,8167,101814,4877,3133,910,33168,2875,65513,4228,211533,7120,89145,5031,39130,3753,83258,3640,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1055065,15709,215862,7496,8503,1276,110578,5216,96781,4862,839203,14167,428513,10347,207980,6477,202710,6023,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,98452,5008,21232,2469,1657,590,11192,1752,8383,1291,77220,4154,38658,3358,22712,2354,15850,1562,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,437664,11267,252447,7969,12060,2017,50215,3682,190172,6747,185217,7188,104919,5133,31246,3079,49052,3119,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
