GEO_ID,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M,NAME,B19001_001MA,B19001_001EA,B19001_002MA,B19001_002EA,B19001_003EA,B19001_003MA,B19001_004EA,B19001_004MA,B19001_005MA,B19001_005EA,B19001_006MA,B19001_006EA,B19001_007MA,B19001_007EA,B19001_008MA,B19001_008EA,B19001_009EA,B19001_009MA,B19001_010EA,B19001_010MA,B19001_011MA,B19001_011EA,B19001_012MA,B19001_012EA,B19001_013MA,B19001_013EA,B19001_014EA,B19001_014MA,B19001_015EA,B19001_015MA,B19001_016MA,B19001_016EA,B19001_017MA,B19001_017EA,state
0400000US13,3320278,14891,314355,10365,197173,7260,191121,7129,194342,7388,191206,8683,193247,7925,177750,7608,180377,8953,155525,7172,283060,9417,350956,9016,377822,9678,212900,7075,102131,5329,102358,5660,95955,4870,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,27619,2558,19915,2007,15048,2037,18330,2039,19161,2101,21919,2195,23709,2723,19486,2021,20160,2019,34454,3063,53204,3761,59004,4015,41197,3483,21657,2163,21491,2088,13653,1634,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,43620,3354,35652,2649,36874,3178,37752,2531,34900,2493,35852,2778,31988,2429,31581,2528,29449,2644,51182,3561,57886,3316,55500,2972,23548,2192,10432,1365,8001,1180,7918,1177,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,371174,10893,266276,8318,248582,8165,259176,8105,244781,9341,263673,9597,223768,8641,239157,8268,215972,7905,407901,10604,511252,11445,577987,12393,351451,9201,183298,6791,169551,6445,157021,6087,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,198400,7618,155500,5538,146529,5900,156503,5737,155295,5897,156638,6113,141793,5087,135351,5379,122445,5763,229792,7161,268869,6863,281274,8464,136284,5261,66964,4241,50589,3450,40784,2772,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,87839,3953,76405,3304,78870,4037,82254,3794,72333,3199,77079,3691,69796,3020,74359,3977,60829,3124,120671,4064,135412,4149,135008,4657,60620,3053,27590,1891,22214,2245,19554,2241,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,86767,4554,68013,3834,64443,3875,77002,4751,69754,3759,66815,3239,62467,3991,60698,3309,53765,3736,97072,4001,110469,3678,117453,4735,61292,3839,31212,2309,23795,2340,20921,1831,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,203184,7373,138293,6213,113878,5578,115453,5482,109088,6181,103689,4470,88166,5296,88612,4116,81792,5013,140192,5393,156525,5603,154397,5561,78734,3895,31173,2487,27504,2733,23218,2027,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,221340,8334,144887,5510,127322,6592,111538,6047,99869,6658,98304,5042,91752,5676,81119,4694,72733,4666,129896,6039,150299,6122,159584,6303,86298,3997,40576,3471,30280,2713,30802,2664,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,48390,3600,39256,2496,34067,2814,33186,2869,34678,2503,34813,3188,28448,2378,30509,2180,28014,2423,49972,2495,62617,3636,56075,3119,27472,2682,13112,1905,11083,1342,10466,1413,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,121378,6257,90851,5229,73467,4620,91458,5159,94054,5277,90032,5117,91109,4976,102328,5398,90896,5854,167632,7463,226125,7635,296720,9117,207895,7019,123941,5040,115576,4571,102185,4250,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,200348,7898,132143,7158,113176,5240,112282,5279,102182,5341,107510,5718,102852,5521,104815,5515,94197,6200,198700,8094,257042,9236,331692,9527,226868,7898,125327,6420,123871,5442,115027,4790,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,333374,9356,237146,7936,226264,7244,241978,7671,227939,5888,228337,7142,200411,7772,208554,7341,175545,6566,330182,9319,426384,10227,460434,8504,259354,6126,128947,4756,112676,4901,90469,4486,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,126881,5574,103988,4974,98658,3936,108519,4633,102447,4106,113426,4676,104994,4422,109227,4732,96485,4172,189676,5959,235525,5316,269356,7566,155943,5121,80015,4488,67183,3326,57821,3015,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,162505,6744,92382,4429,83546,5100,80068,4648,77095,5215,75415,5439,57516,4070,53137,3650,49770,3569,86976,4820,88466,5108,87375,4562,44361,3364,16715,1856,15553,1872,13154,1798,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,207845,7055,150953,5903,146501,5489,158617,6256,147005,5693,145608,7062,124798,5780,132915,5296,112955,5225,203282,6788,241193,8083,238833,7927,123223,4963,59087,3472,48989,3051,43476,2295,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,34015,2671,28938,2275,26531,2379,26903,2093,26280,2082,23300,2233,20823,1737,21477,2218,19822,1945,34781,2260,40413,2296,32970,2509,15564,1626,6707,1228,4605,904,5139,928,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,55912,3728,43157,2665,44655,2493,43238,2708,46140,3391,46028,2711,39436,2915,37215,2185,34646,2564,70503,3347,78148,3420,77180,3860,36512,2394,18852,1757,12772,1313,11198,1401,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,62202,5229,46654,4262,43660,3961,57073,4240,53343,4814,52763,3744,50129,3602,49930,4079,44195,3194,84290,4748,101578,5506,117702,5810,62579,3336,35283,3322,23224,2348,22114,2351,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,28747,2881,22168,2707,20655,2630,21389,2602,24457,2329,24987,2615,26404,2420,23813,2020,21939,1997,46962,3565,63780,3714,73477,3858,41015,2760,22155,2075,19815,2200,15291,1709,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,198079,8251,147438,6225,140782,5029,134606,6294,127086,6260,135097,5941,139103,5652,129918,5262,127446,6553,245418,7532,325230,10411,424496,11484,302946,8366,190073,6765,184699,5230,189539,6479,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,82072,4580,54676,3645,57021,4710,50326,3662,45567,3651,49808,4052,42575,3998,40725,2934,31387,2603,54441,3984,73620,4231,65692,3864,33419,2804,17978,1634,14744,1736,13769,1745,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,699245,11138,424179,11006,388665,9902,390531,10231,358523,10657,361070,10422,324288,10289,336060,10143,303824,8684,563396,12863,717997,13761,817313,13299,538867,12394,295724,9731,283238,8178,311511,8887,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,340741,8030,239249,7845,227873,7762,234809,8835,217727,7913,219440,7959,193490,7410,195754,7486,159558,7079,293239,7424,338985,9920,335922,9364,177509,6250,86263,4460,78051,4520,71230,3944,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,24740,1606,17888,1862,17569,1902,19063,1870,19045,1979,15900,1645,16713,1550,17439,1345,14230,1655,27898,2214,28060,1835,25985,1700,12823,1313,5358,1022,3765,762,3961,783,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,408866,9862,293117,8512,276396,7854,295712,8285,274122,7801,273577,7243,252094,7287,247197,7709,218329,6474,397131,7990,486492,10672,502469,10687,276538,6298,125193,4791,98273,4139,82315,3621,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,155262,6495,108511,4950,98100,4790,105192,5446,93182,4971,93718,4731,79259,3826,80035,4638,66811,4048,117535,5465,131389,5831,121610,5596,60067,3423,25092,2033,23667,2560,21165,1976,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,126553,5014,97247,4411,88004,4222,93988,6223,87645,4393,86390,4519,82273,5101,78999,4533,69258,4948,131835,5282,146530,6196,156015,5854,79652,4333,38438,2831,34950,2511,27563,2215,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,415384,9777,323681,8070,301844,7775,322101,9606,285883,7454,283647,8127,258419,6830,259960,7783,228288,7719,426107,8532,511303,11665,548543,10126,296044,7687,147581,6332,132947,5850,118408,4856,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406089,2961,33638,2646,28575,2528,19764,2576,20098,2220,20716,2655,20159,2237,19927,2393,18886,2268,16191,2093,34662,3147,43988,2878,51949,3220,32554,2762,17109,1905,16598,1661,11275,1434,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,180923,7047,118153,5660,114344,4862,116198,5643,105840,5714,104015,5199,88859,4553,88228,4841,77382,4507,139958,5749,167083,6363,156912,6468,82952,4092,37338,2741,30195,2339,27527,2082,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,28282,2008,21679,1777,23366,2076,21221,1818,21165,1783,19845,1925,18462,1798,17977,1946,16259,1560,29374,2242,34156,2296,29718,2073,14115,1464,5243,766,4298,943,5171,846,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,265621,9050,176795,8520,160086,6071,165737,6584,151347,5554,158207,8036,131778,5585,128229,5243,110937,6131,205507,7046,226296,7989,225924,7374,113059,5432,51691,3487,47262,3549,47654,3157,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,771318,16047,554036,12495,518616,12019,524827,13352,486019,11065,484142,11892,440641,12099,421953,11039,364839,10397,632961,13695,779515,16542,832172,14780,476732,9634,247956,7514,225942,7788,216426,6399,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,48030,3696,36570,3294,38693,2902,49256,3699,48195,3583,51469,3571,43652,3126,50173,3990,46423,3057,79964,4206,93250,4153,96895,4443,50919,3541,24008,1942,18711,1941,15721,1542,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,19616,2008,16543,1729,14797,1963,13386,1501,14679,1461,16057,1566,13945,1522,13618,1343,11604,1191,22626,1898,28043,2304,27165,1998,17952,1591,7805,1219,6164,948,4825,914,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,210333,6405,137114,5628,134114,6630,144232,5675,142659,6107,148647,5639,137940,5620,145933,6061,131160,5285,241037,6769,312277,7690,367630,7498,236917,6209,137224,5823,135480,4604,126991,4754,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,183360,7733,134857,5849,130551,6082,144403,7153,127274,5463,142121,5971,128191,5901,135139,5829,115026,5484,210374,7400,272812,7738,299004,9418,181417,6589,92246,3677,87671,4893,66028,3714,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,95488,4941,66105,3367,64859,3661,56532,3340,51255,3368,49195,3092,42352,3374,37929,3366,35608,2940,59578,3960,67114,4114,58146,3694,28157,2495,10994,1459,8715,1310,8675,1581,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,152775,5918,130800,4730,121958,5116,136887,5105,132189,5526,135298,4720,126728,4804,123723,4872,108427,4134,215838,7056,261042,6684,286286,5608,137196,5290,59067,2626,47266,2735,44091,2113,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,13255,1763,12230,1637,11208,1483,14466,2092,11924,1482,11954,1680,12876,1617,11871,1463,10137,1428,20228,1916,23861,2106,26525,2384,12787,1386,4338,854,3758,815,3517,913,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,408690,8045,163240,5882,119540,4988,101762,4994,81744,3966,69499,3610,55547,3213,42396,2794,36213,2703,51630,3295,48239,3033,38934,2884,16586,2089,7588,1219,6624,1195,6086,1072,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
